"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83","COL84","COL85","COL86","COL87","COL88","COL89","COL90","COL91","COL92","COL93","COL94","COL95","COL96","COL97","COL98","COL99","COL100","COL101","COL102","COL103","COL104","COL105","COL106","COL107","COL108","COL109","COL110","COL111","COL112","COL113","COL114","COL115","COL116","COL117","COL118","COL119","COL120","COL121","COL122","COL123","COL124","COL125","COL126","COL127","COL128","COL129","COL130","COL131","COL132","COL133","COL134","COL135","COL136","COL137","COL138","COL139","COL140","COL141","COL142","COL143","COL144","COL145","COL146","COL147"
"59152283",290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,295.00,0.00,290.00,290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,295.00,115.00,25.00,55.00,15.00,10.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,175.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.00,140.00,0.00,140.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,145.00,140.00,60.00,10.00,30.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,80.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,150.00,0.00,150.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,150.00,50.00,10.00,25.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
"59152284",1110.00,15.00,20.00,0.00,15.00,0.00,0.00,0.00,1095.00,1110.00,10.00,1105.00,1110.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1100.00,1110.00,670.00,440.00,85.00,45.00,15.00,15.00,0.00,20.00,10.00,0.00,20.00,10.00,15.00,440.00,520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,515.00,520.00,0.00,515.00,520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,510.00,520.00,315.00,220.00,30.00,30.00,0.00,10.00,0.00,10.00,0.00,0.00,10.00,10.00,0.00,205.00,590.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,580.00,590.00,10.00,585.00,590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,585.00,590.00,355.00,225.00,60.00,20.00,20.00,10.00,0.00,10.00,10.00,0.00,10.00,0.00,10.00,230.00
"59152285",710.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,705.00,715.00,0.00,710.00,715.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,705.00,710.00,320.00,95.00,225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390.00,345.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,345.00,345.00,0.00,345.00,345.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,345.00,340.00,160.00,45.00,110.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,185.00,370.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,360.00,370.00,0.00,370.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00,370.00,165.00,50.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00
"59152286",1485.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,1470.00,1480.00,0.00,1485.00,1485.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1470.00,1485.00,1165.00,945.00,155.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,15.00,315.00,740.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,730.00,740.00,0.00,740.00,740.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,735.00,740.00,560.00,445.00,75.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,10.00,175.00,745.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,740.00,745.00,0.00,745.00,745.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,735.00,745.00,600.00,495.00,80.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,140.00
"59152288",885.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,885.00,885.00,0.00,890.00,885.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,890.00,885.00,600.00,400.00,55.00,0.00,10.00,0.00,65.00,25.00,0.00,20.00,0.00,25.00,15.00,285.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,455.00,0.00,455.00,455.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,455.00,455.00,310.00,200.00,40.00,0.00,0.00,0.00,30.00,10.00,0.00,10.00,0.00,15.00,10.00,145.00,430.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,425.00,425.00,0.00,430.00,430.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,430.00,430.00,290.00,200.00,20.00,0.00,10.00,0.00,30.00,15.00,0.00,10.00,0.00,0.00,10.00,140.00
"59152289",990.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,985.00,995.00,0.00,995.00,995.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,980.00,995.00,610.00,495.00,85.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,385.00,525.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,515.00,525.00,0.00,525.00,525.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,510.00,525.00,305.00,250.00,50.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,220.00,465.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,470.00,470.00,0.00,470.00,470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,470.00,470.00,305.00,240.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,165.00
"59152290",420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420.00,420.00,0.00,420.00,420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420.00,420.00,115.00,55.00,25.00,20.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,305.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,215.00,0.00,210.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,215.00,60.00,30.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.00,205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,205.00,0.00,205.00,205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,205.00,60.00,25.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00
"59152291",910.00,30.00,30.00,15.00,20.00,0.00,0.00,0.00,875.00,910.00,0.00,910.00,910.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,885.00,910.00,390.00,375.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,520.00,470.00,20.00,20.00,10.00,15.00,0.00,0.00,0.00,450.00,465.00,0.00,465.00,465.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,465.00,175.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,445.00,15.00,10.00,0.00,10.00,0.00,0.00,0.00,430.00,445.00,10.00,445.00,445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,440.00,445.00,215.00,200.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235.00
"59152292",590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590.00,590.00,0.00,590.00,585.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,585.00,590.00,350.00,265.00,65.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00,305.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,305.00,305.00,0.00,305.00,305.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,305.00,305.00,180.00,150.00,30.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,285.00,285.00,0.00,280.00,285.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280.00,285.00,170.00,115.00,40.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00
"59152294",1220.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,1195.00,1220.00,25.00,1195.00,1220.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1190.00,1215.00,870.00,685.00,15.00,10.00,110.00,20.00,0.00,0.00,0.00,10.00,0.00,25.00,0.00,350.00,635.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,630.00,635.00,10.00,630.00,630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,625.00,635.00,455.00,355.00,10.00,10.00,55.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,185.00,585.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,570.00,585.00,15.00,570.00,580.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,570.00,585.00,420.00,325.00,10.00,0.00,60.00,10.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,165.00
"59152295",2185.00,20.00,20.00,10.00,20.00,0.00,0.00,0.00,2165.00,2190.00,0.00,2180.00,2190.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2165.00,2185.00,1700.00,1060.00,100.00,50.00,260.00,50.00,70.00,45.00,25.00,0.00,0.00,0.00,30.00,490.00,1065.00,15.00,15.00,0.00,20.00,0.00,0.00,0.00,1045.00,1065.00,10.00,1060.00,1065.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1055.00,1065.00,820.00,510.00,50.00,30.00,115.00,20.00,40.00,20.00,20.00,0.00,0.00,0.00,15.00,245.00,1125.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,1120.00,1125.00,0.00,1125.00,1125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1115.00,1125.00,880.00,550.00,55.00,15.00,150.00,30.00,25.00,25.00,10.00,0.00,0.00,0.00,15.00,245.00
"59152296",6175.00,100.00,100.00,55.00,45.00,0.00,0.00,0.00,6075.00,6175.00,40.00,6135.00,6175.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,80.00,60.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,6080.00,6175.00,5010.00,3495.00,280.00,115.00,585.00,125.00,25.00,115.00,70.00,15.00,15.00,45.00,110.00,1170.00,2985.00,50.00,50.00,30.00,15.00,0.00,0.00,0.00,2935.00,2980.00,30.00,2955.00,2980.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,25.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,2950.00,2980.00,2420.00,1700.00,145.00,60.00,270.00,60.00,10.00,55.00,25.00,10.00,0.00,30.00,60.00,560.00,3195.00,50.00,55.00,25.00,25.00,0.00,0.00,0.00,3140.00,3190.00,15.00,3180.00,3195.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,55.00,45.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,3130.00,3195.00,2585.00,1795.00,130.00,60.00,315.00,70.00,15.00,70.00,40.00,10.00,10.00,20.00,55.00,610.00
"59152297",2205.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,2200.00,2205.00,0.00,2205.00,2205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,2195.00,2205.00,1485.00,985.00,80.00,85.00,120.00,40.00,0.00,35.00,40.00,0.00,50.00,0.00,40.00,720.00,1070.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1065.00,1065.00,0.00,1070.00,1065.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1060.00,1065.00,700.00,475.00,25.00,45.00,55.00,25.00,0.00,10.00,25.00,0.00,20.00,0.00,25.00,370.00,1140.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,1135.00,1140.00,0.00,1135.00,1135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1130.00,1135.00,785.00,515.00,55.00,40.00,70.00,15.00,0.00,20.00,15.00,0.00,30.00,0.00,20.00,350.00
"59152299",775.00,15.00,15.00,0.00,10.00,0.00,0.00,0.00,760.00,775.00,10.00,770.00,780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,765.00,775.00,350.00,285.00,30.00,0.00,20.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,430.00,375.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,370.00,375.00,0.00,370.00,375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.00,375.00,165.00,135.00,20.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,405.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,395.00,400.00,0.00,405.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,405.00,180.00,145.00,10.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,220.00
"59152300",495.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495.00,490.00,0.00,495.00,495.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495.00,495.00,170.00,120.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,10.00,0.00,0.00,325.00,265.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,265.00,0.00,265.00,265.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,265.00,265.00,90.00,60.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,180.00,230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,235.00,0.00,230.00,230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,235.00,85.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,150.00
"59152302",1010.00,55.00,50.00,20.00,35.00,0.00,0.00,0.00,955.00,1010.00,10.00,1000.00,1010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,70.00,35.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,940.00,1010.00,290.00,165.00,45.00,0.00,20.00,25.00,10.00,25.00,0.00,0.00,0.00,0.00,0.00,720.00,510.00,25.00,20.00,10.00,20.00,0.00,0.00,0.00,485.00,505.00,0.00,505.00,505.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,40.00,25.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,465.00,510.00,145.00,70.00,25.00,0.00,10.00,15.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,360.00,500.00,25.00,25.00,15.00,15.00,0.00,0.00,0.00,470.00,500.00,10.00,500.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,25.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,475.00,500.00,145.00,90.00,20.00,0.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,355.00
"59152303",770.00,35.00,35.00,10.00,25.00,0.00,0.00,0.00,735.00,770.00,10.00,765.00,775.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,750.00,770.00,205.00,155.00,30.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,565.00,400.00,15.00,15.00,0.00,10.00,0.00,0.00,0.00,380.00,400.00,0.00,395.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,385.00,400.00,95.00,70.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,375.00,20.00,20.00,0.00,15.00,0.00,0.00,0.00,355.00,370.00,0.00,370.00,375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00,370.00,110.00,85.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,260.00
"59152304",535.00,15.00,15.00,10.00,10.00,0.00,0.00,0.00,525.00,535.00,0.00,535.00,540.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,525.00,535.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,520.00,275.00,10.00,15.00,10.00,10.00,0.00,0.00,0.00,260.00,275.00,0.00,275.00,280.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,265.00,275.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,255.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,260.00,0.00,265.00,265.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00
"59152305",645.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,635.00,650.00,0.00,650.00,645.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,645.00,650.00,55.00,40.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590.00,310.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,300.00,310.00,0.00,310.00,310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,310.00,305.00,35.00,20.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280.00,340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,335.00,335.00,0.00,340.00,335.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,335.00,340.00,25.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,315.00
"59152306",610.00,45.00,45.00,40.00,0.00,0.00,0.00,0.00,565.00,610.00,10.00,605.00,610.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,55.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,550.00,610.00,180.00,110.00,10.00,40.00,15.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,425.00,300.00,15.00,20.00,15.00,0.00,0.00,0.00,0.00,280.00,300.00,10.00,290.00,300.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,265.00,300.00,90.00,60.00,0.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,315.00,30.00,25.00,25.00,0.00,0.00,0.00,0.00,285.00,310.00,0.00,310.00,310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,25.00,25.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,280.00,310.00,95.00,55.00,0.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00
"59152307",470.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,465.00,470.00,0.00,470.00,470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,445.00,475.00,95.00,45.00,10.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,380.00,240.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,240.00,240.00,0.00,245.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,245.00,50.00,25.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,190.00,230.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,225.00,230.00,0.00,230.00,230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,230.00,40.00,20.00,10.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00
"59152308",780.00,55.00,55.00,10.00,45.00,0.00,0.00,0.00,725.00,775.00,0.00,775.00,775.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,40.00,15.00,25.00,0.00,10.00,0.00,0.00,0.00,0.00,725.00,780.00,280.00,215.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,390.00,20.00,20.00,10.00,10.00,0.00,0.00,0.00,370.00,390.00,10.00,385.00,390.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,370.00,390.00,160.00,125.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,390.00,35.00,35.00,10.00,30.00,0.00,0.00,0.00,350.00,390.00,0.00,390.00,390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,30.00,10.00,20.00,0.00,10.00,10.00,0.00,0.00,0.00,350.00,385.00,120.00,90.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00
