"geo_id","population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo"
59151832,235,5,15,15,20,10,10,5,5,20,20,26,26,10,26,10,5,0,7,115,120,7,31,0,33,12,29,7,15,10,7,0,15,0,3,0,3,-1,0,15,0,0,0,0,0,7,0,10,0,0,0,0,10,20,2
59151833,260,20,25,20,25,20,25,15,25,15,10,15,25,20,0,5,0,0,-5,123,137,192,16,0,10,0,7,0,6,0,0,6,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6
59151838,945,56,61,56,71,66,61,56,71,66,71,66,66,56,51,35,20,10,6,467,478,13,40,9,39,28,35,9,13,18,49,0,22,0,5,5,12,13,10,20,0,10,-1,0,0,18,0,18,56,148,36,166,25,128,1
59151839,305,6,6,6,22,17,11,11,6,17,28,33,33,33,28,22,11,11,4,155,150,11,37,0,20,17,17,0,21,11,25,9,17,4,4,0,4,0,0,29,0,0,0,0,0,0,0,0,0,47,0,0,0,32,0
59151840,800,49,54,49,59,54,54,59,64,44,49,49,59,59,39,20,20,10,9,385,415,17,39,0,42,12,30,4,9,11,41,5,15,0,22,0,10,8,0,6,0,0,0,-1,0,0,9,43,0,235,71,68,48,56,0
59151841,730,35,25,50,55,81,55,50,35,50,55,76,55,40,25,10,10,10,13,373,357,40,70,0,39,23,21,1,30,14,31,15,9,24,0,6,6,0,0,5,0,7,0,-1,0,0,10,0,35,104,36,31,44,130,0
59151842,885,30,55,70,60,75,45,60,55,55,65,70,70,65,40,20,20,20,10,427,458,32,32,0,17,9,24,0,16,25,29,0,6,0,18,6,16,4,5,7,5,0,7,6,15,21,14,45,45,204,53,74,33,115,2
59151843,850,40,40,51,61,81,61,56,51,56,61,76,71,61,35,25,10,10,4,425,425,9,91,0,31,6,12,1,23,0,17,5,20,4,10,4,4,-1,0,6,0,19,6,0,0,9,26,0,26,132,37,97,78,176,2
59151844,570,15,44,44,44,49,29,29,25,39,49,44,54,39,25,10,15,10,6,285,285,9,98,0,40,22,33,21,12,7,37,0,28,0,12,0,0,0,0,23,6,0,15,1,0,0,0,0,14,36,0,87,11,57,1
59151845,1895,45,60,96,101,116,65,65,70,85,111,96,96,80,96,60,111,191,351,845,1050,48,133,11,54,41,58,17,42,210,94,22,37,19,22,15,12,18,0,31,11,0,0,17,0,16,0,21,48,350,80,157,49,261,1
59151846,660,20,36,41,51,51,31,41,31,36,56,61,67,46,31,20,26,10,5,327,333,12,57,8,32,16,27,16,8,16,28,0,20,0,7,14,14,0,0,22,5,5,1,0,0,0,27,12,19,83,36,100,23,54,-2
59151847,520,14,24,34,43,43,34,19,29,29,39,48,48,34,24,19,14,10,15,242,278,28,28,0,26,9,38,5,9,12,16,0,12,0,0,7,0,0,0,14,8,17,7,1,0,0,19,0,19,91,38,37,56,22,1
59151848,845,30,56,40,46,71,56,40,51,56,76,71,66,51,40,40,25,20,10,408,437,14,115,0,42,25,54,10,30,18,36,10,18,7,25,5,7,10,0,6,6,0,6,-2,0,0,0,14,0,134,9,77,104,64,1
59151849,500,20,30,35,40,40,25,30,30,25,45,50,40,20,20,15,20,10,5,238,262,25,77,14,39,12,16,5,9,4,27,11,6,0,5,0,13,6,8,0,13,0,0,1,0,0,0,0,10,64,35,20,46,21,13
59151850,515,5,10,5,10,25,20,20,15,20,25,30,40,45,54,59,50,30,52,220,295,0,64,9,72,29,55,18,11,19,38,0,27,0,8,0,8,17,0,14,0,9,0,0,0,0,0,0,0,35,0,22,36,22,2
59151851,640,20,29,39,54,59,34,39,34,34,49,64,54,54,34,15,15,15,-2,335,305,10,83,0,29,11,31,18,21,5,26,9,21,6,18,6,6,-1,3,0,4,0,5,-1,0,0,0,0,10,84,31,15,108,74,8
59151852,485,30,30,35,30,30,30,25,30,30,45,35,40,40,20,10,10,5,10,242,243,35,48,0,17,10,16,-1,10,10,22,0,0,0,10,3,14,0,0,17,10,0,0,0,0,0,13,0,25,76,0,59,24,56,11
59151853,1265,60,60,95,100,105,75,70,80,90,105,115,90,75,50,40,30,15,10,625,640,10,85,14,54,23,47,17,12,41,69,0,8,0,0,28,14,0,19,19,26,7,18,-1,0,0,15,25,25,207,128,162,115,82,-4
59151854,760,50,35,60,70,55,50,35,40,55,65,79,60,45,40,15,10,0,-4,362,398,14,72,10,34,11,16,4,21,9,38,0,14,0,6,0,18,0,5,11,11,11,11,11,38,0,24,10,0,137,0,91,78,48,7
59151855,510,20,30,45,54,45,30,25,15,40,50,50,40,25,15,10,10,5,1,245,265,0,26,0,4,0,4,1,14,0,18,0,0,0,5,5,3,0,0,0,6,6,1,0,0,0,0,26,0,119,41,91,42,96,2
59151857,395,5,20,25,25,45,20,15,10,25,30,45,40,30,25,20,10,0,5,200,195,0,0,0,40,0,25,4,17,7,13,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,48,0,22,0,30,163,9,-1
59151858,950,40,60,70,70,40,55,40,65,70,65,75,55,65,55,40,30,25,30,430,520,9,88,0,47,24,35,6,7,0,45,0,15,0,15,0,7,7,0,0,13,10,10,0,0,0,23,0,51,40,20,166,215,81,16
59151860,975,70,65,85,101,80,70,60,80,80,75,75,55,30,20,10,5,5,9,470,505,32,65,0,16,16,32,5,18,15,15,-1,18,0,51,14,6,0,0,7,0,13,19,8,11,7,28,51,75,19,0,124,183,101,27
59151861,2395,125,140,120,145,155,150,210,210,175,185,210,150,120,110,70,60,40,20,1125,1270,9,184,12,89,48,26,5,29,18,75,5,38,5,41,16,25,5,5,8,16,41,5,18,0,9,9,31,66,125,58,427,509,424,14
59151862,570,5,5,5,0,10,20,20,10,15,36,41,66,56,92,66,41,36,46,245,325,20,70,11,67,27,42,11,19,8,42,6,0,7,11,14,18,0,0,5,0,7,4,-1,0,12,12,8,0,8,0,33,25,75,9
59151865,720,46,41,36,36,36,46,36,56,51,51,36,46,41,51,41,36,20,14,350,370,13,63,0,25,8,21,11,11,14,11,0,11,11,0,0,18,0,9,0,0,0,13,0,9,0,0,27,277,7,14,18,40,90,-1
59151866,750,46,35,30,51,51,46,46,56,56,66,61,61,51,41,30,10,10,3,380,370,20,46,0,18,10,26,15,18,6,41,12,11,0,17,7,10,16,0,0,5,5,4,0,15,0,10,0,137,16,29,146,49,59,2
59151871,665,41,76,81,56,66,36,61,36,61,46,46,20,20,0,5,5,5,4,322,343,35,22,8,16,45,10,-1,5,5,31,0,8,10,4,4,4,-1,0,0,0,0,5,0,0,0,0,70,217,25,0,0,102,41,0
59151872,550,31,31,36,31,46,36,41,31,36,41,67,46,21,15,15,15,10,1,280,270,19,53,9,36,24,26,9,12,10,27,0,22,5,0,7,5,-1,0,20,17,0,0,1,0,0,9,19,34,25,0,26,104,35,-3
59151873,455,20,15,10,15,35,40,60,25,30,25,40,40,50,20,15,10,5,0,215,240,0,54,7,38,19,28,9,10,11,35,8,19,5,10,8,5,7,6,12,0,6,5,1,0,0,0,26,36,9,5,21,25,22,8
59151874,680,30,35,45,45,50,50,45,40,40,45,65,70,35,15,25,25,10,10,347,333,38,94,0,41,41,26,10,8,30,37,0,10,7,16,0,7,7,0,13,7,7,20,-1,0,0,24,9,33,14,0,57,68,59,-2
59151880,1605,75,95,85,150,130,80,100,95,130,145,145,140,90,60,30,25,15,15,777,828,17,110,8,34,42,32,8,28,11,69,5,30,14,52,5,22,0,6,16,38,44,9,-1,17,0,25,34,59,63,44,263,334,165,2
59151881,340,15,20,10,34,25,15,20,15,25,30,34,30,20,15,10,10,10,2,188,152,0,55,0,22,3,13,4,20,0,16,9,14,0,0,7,7,6,0,0,0,0,0,6,0,0,0,0,12,51,12,24,20,27,12
59151882,555,19,19,15,44,39,44,39,29,24,49,54,39,39,34,29,19,10,10,292,263,17,73,0,33,5,21,-1,21,11,14,0,9,0,0,0,3,3,0,14,12,12,0,0,0,0,0,0,0,118,0,102,32,47,9
59151883,885,51,56,51,61,56,61,51,76,56,66,86,71,56,40,20,10,10,7,432,453,25,49,0,48,24,37,0,26,13,29,4,29,0,15,11,15,1,0,0,0,7,6,0,0,8,25,8,8,0,29,202,183,79,4
59151884,425,20,15,25,30,35,25,25,25,30,30,49,35,25,25,10,5,5,11,202,223,10,30,0,11,11,20,0,0,0,25,6,7,0,12,0,12,7,0,13,0,11,0,0,0,0,0,0,0,57,35,72,21,67,-2
59151885,605,29,29,24,38,48,43,38,38,43,43,62,34,43,43,19,10,10,11,298,307,9,35,0,11,8,6,5,0,0,9,0,0,9,0,0,0,0,0,7,0,0,11,0,0,0,0,9,18,105,22,128,64,97,52
59151886,660,25,25,40,55,40,35,40,40,35,60,60,65,45,50,20,10,5,10,323,337,23,92,0,31,25,37,4,10,16,19,16,7,6,22,6,0,6,0,15,0,0,13,0,0,9,0,0,0,86,28,115,13,61,0
59151887,1015,45,55,45,90,100,60,60,45,65,75,100,65,80,50,40,15,15,10,490,525,30,95,0,48,19,41,12,35,6,39,9,32,0,0,0,19,0,0,17,8,0,0,5,0,30,0,15,0,270,10,77,53,145,0
59151888,755,30,35,55,65,79,60,45,50,45,60,65,50,45,35,25,5,5,1,383,372,8,62,8,27,7,20,4,10,0,13,0,0,0,3,3,0,0,0,0,10,25,0,0,0,0,0,12,0,194,50,134,84,67,14
59151889,830,25,50,75,65,50,50,30,45,50,80,75,60,60,40,35,20,15,5,430,400,38,81,19,42,30,26,16,17,27,27,10,33,0,4,8,26,3,0,20,10,5,9,0,7,6,29,29,31,94,0,73,53,50,7
59151890,610,20,30,35,55,50,15,20,30,50,66,76,45,40,25,20,15,10,8,315,295,0,84,0,53,26,27,11,40,9,27,11,11,0,9,4,4,0,0,24,9,0,5,1,0,0,0,0,11,55,10,128,11,33,7
59151891,545,25,34,25,49,39,29,20,20,34,39,54,49,34,29,25,20,15,5,265,280,19,65,13,46,26,26,4,9,19,22,5,23,0,13,5,18,6,14,0,0,0,7,1,0,0,0,10,33,0,23,66,0,71,1
59151892,755,20,35,54,74,64,39,20,30,54,54,84,79,49,30,25,20,15,9,370,385,0,92,8,50,10,38,11,9,12,33,0,27,0,7,0,16,10,0,18,6,0,35,1,0,0,20,16,0,44,16,173,8,96,-1
59151893,410,14,14,24,43,48,10,10,24,29,48,53,29,14,14,14,10,10,2,200,210,0,26,0,18,7,15,-1,9,0,21,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,13,0,0,13,0,185,0,94,0
59151897,465,24,24,39,44,24,24,34,29,44,29,39,34,34,15,10,5,5,8,240,225,0,99,0,29,7,21,4,18,4,15,4,21,4,6,4,4,4,9,7,4,14,0,7,0,0,0,0,14,45,0,32,18,74,-3
59151898,1335,60,89,99,119,104,65,55,74,114,104,134,109,69,50,40,20,20,10,668,667,22,134,0,50,36,45,9,19,28,42,12,33,0,4,4,16,10,0,9,15,6,9,0,0,17,0,13,22,117,13,326,47,276,1
59151899,1295,55,89,99,99,84,89,69,60,99,109,134,94,74,65,30,20,10,16,642,653,0,35,0,76,35,55,0,24,36,33,5,42,14,6,8,34,6,0,27,0,0,20,9,0,0,0,0,35,99,42,409,23,195,27
59151900,490,30,30,20,35,35,40,30,35,25,40,45,40,30,15,15,10,5,10,255,235,12,114,8,40,20,31,12,20,18,29,9,24,5,13,5,7,9,3,0,7,0,4,-1,0,8,12,0,0,9,10,15,0,48,-1
59151901,495,25,20,25,40,40,40,35,30,30,40,55,30,30,20,15,5,5,10,260,235,22,85,12,38,21,21,10,17,8,47,0,30,0,11,8,8,14,0,15,0,5,7,5,0,18,35,13,0,0,8,23,0,13,1
59151902,500,20,25,35,40,40,25,25,30,35,45,45,55,20,20,10,15,10,5,265,235,9,65,8,48,25,23,4,18,9,30,6,26,18,15,0,10,1,0,0,5,11,19,5,0,0,9,30,0,10,15,9,65,9,-2
59151903,700,40,50,50,65,60,45,50,35,45,55,55,50,25,25,20,10,15,5,367,333,19,148,0,31,11,18,9,21,7,31,0,25,0,11,6,9,6,6,0,0,19,0,0,0,0,14,38,10,37,0,28,110,87,-1
59151904,645,30,40,40,45,40,40,35,35,55,50,55,66,40,25,15,15,5,14,328,317,20,49,0,36,12,39,12,14,8,34,15,11,6,6,10,6,1,0,19,8,0,5,0,0,0,10,0,15,148,10,21,61,51,18
59151905,740,36,51,31,36,62,72,36,41,46,51,77,82,41,26,21,10,15,6,372,368,21,109,16,25,13,17,4,7,7,27,4,30,0,14,0,18,5,0,13,0,7,7,0,0,0,33,17,27,120,11,104,43,39,2
59151906,615,25,39,30,44,44,64,25,39,30,49,64,64,30,30,15,10,5,8,325,290,36,20,0,37,37,14,1,28,13,33,0,12,11,14,0,11,6,0,0,0,0,6,1,0,0,0,0,10,106,0,49,39,109,22
59151907,635,40,40,25,40,55,35,40,30,40,50,66,55,40,25,20,15,10,9,315,320,9,23,8,37,14,16,0,16,6,30,5,10,8,0,0,8,16,0,20,13,17,1,-1,0,0,0,18,58,67,8,36,83,41,68
59151908,575,15,44,49,54,39,34,39,29,34,44,49,39,39,20,25,10,5,7,298,277,44,37,11,46,7,26,4,31,12,17,5,15,9,6,11,5,0,0,0,0,0,10,4,0,0,40,0,23,74,0,46,15,57,20
59151909,555,25,35,30,30,30,30,45,30,35,45,45,59,50,30,15,10,10,1,300,255,13,108,17,23,13,28,18,9,0,38,0,5,0,20,4,16,5,0,6,0,6,0,1,0,0,17,29,8,54,50,12,28,28,-1
59151910,555,20,25,20,45,40,40,35,20,35,40,64,59,50,20,15,15,15,-3,285,270,14,138,0,31,15,28,17,37,12,43,0,12,5,28,8,23,0,12,14,4,12,3,-1,0,0,7,31,7,21,14,14,6,0,0
59151911,800,36,20,31,61,56,56,46,46,61,61,71,66,71,51,36,15,10,6,410,390,37,92,7,64,41,57,16,28,13,44,4,26,0,30,7,21,16,7,15,15,12,0,4,9,6,15,18,26,66,0,14,60,29,1
59151912,675,39,54,34,44,44,39,44,49,44,64,59,54,24,39,24,5,5,10,327,348,57,112,28,43,33,39,9,23,8,41,3,12,3,4,7,18,6,0,21,0,0,0,7,0,10,0,33,7,60,19,21,21,11,19
59151913,465,10,20,20,31,36,26,31,41,26,36,51,41,41,20,15,15,0,5,243,222,8,50,7,13,8,13,3,15,0,27,0,9,6,3,0,5,4,0,4,0,11,0,1,0,8,19,8,19,75,8,36,23,39,43
59151914,530,26,31,31,36,36,36,21,16,42,52,47,42,31,26,21,21,10,5,280,250,0,60,19,27,24,24,13,15,9,42,13,0,0,0,17,0,7,4,19,4,13,-1,5,0,0,12,8,0,94,0,14,24,32,32
59151915,640,30,41,41,36,56,51,36,25,41,41,56,61,36,25,20,20,10,14,307,333,34,85,0,46,17,23,3,26,19,30,0,24,15,20,0,15,7,0,0,5,12,12,7,0,7,0,0,40,78,9,22,39,22,23
59151916,605,35,30,35,40,35,30,40,45,40,45,55,40,40,30,15,25,10,15,302,303,0,72,13,39,37,37,1,31,4,44,9,8,0,23,23,18,4,9,5,12,0,0,0,0,13,13,13,38,23,15,21,30,51,-1
59151917,595,45,50,40,45,50,55,50,45,55,35,25,35,30,10,10,5,5,5,318,277,36,90,17,29,17,12,0,39,0,11,0,29,7,0,0,7,0,0,8,13,0,0,1,0,0,12,12,0,86,0,19,44,107,-1
59151918,590,15,35,25,40,55,40,55,35,30,45,45,70,35,35,10,15,5,0,300,290,22,87,0,24,16,11,4,26,9,15,5,15,0,8,15,15,-1,4,4,4,4,1,9,0,0,0,66,0,50,11,66,55,32,13
59151919,1005,44,54,39,39,49,59,79,64,54,64,69,44,54,39,30,39,54,131,460,545,62,147,0,51,25,29,19,36,25,45,0,18,7,19,19,7,-1,0,0,9,0,6,8,0,11,17,23,100,33,23,103,108,23,33
59151920,655,36,10,5,15,46,71,81,46,41,46,56,71,46,30,15,25,10,5,345,310,28,79,16,24,28,30,0,11,10,25,8,19,8,8,0,15,5,4,14,0,4,8,0,0,8,12,12,8,8,8,115,53,80,7
59151921,1045,65,50,40,45,70,85,100,85,75,75,85,90,70,50,40,10,10,0,525,520,70,112,9,50,25,38,16,40,8,59,7,20,6,17,20,14,1,0,0,0,0,7,0,9,9,23,19,94,54,0,120,64,116,18
59151922,815,40,45,45,50,96,65,40,35,55,60,75,75,45,30,30,10,0,19,410,405,20,109,0,24,12,12,5,10,0,7,0,17,5,0,0,5,0,0,17,0,0,6,0,0,0,10,30,19,246,0,88,53,105,15
59151923,760,40,35,25,60,70,55,55,40,45,60,75,75,50,30,15,15,15,0,375,385,32,109,16,24,23,28,21,13,4,22,15,11,0,5,8,18,6,0,5,0,0,0,0,0,0,0,20,12,162,62,70,41,8,25
59151924,610,30,30,40,40,35,50,40,40,50,45,50,60,40,25,15,15,5,0,312,298,39,46,17,30,13,23,15,13,17,21,0,17,6,0,17,9,9,0,10,0,6,0,-1,0,8,39,16,8,161,24,9,0,27,11
59151925,745,60,45,30,60,55,65,60,40,45,40,70,55,45,35,20,15,5,0,385,360,16,69,7,21,23,21,6,9,0,5,10,23,0,0,6,9,0,5,0,0,5,-1,0,0,0,8,28,52,263,0,68,8,0,84
59151926,640,25,40,50,55,71,45,35,30,35,45,66,50,25,20,15,15,10,8,330,310,28,98,0,17,11,25,0,4,10,32,0,11,0,6,4,19,0,13,5,10,0,13,4,0,14,28,0,0,93,14,31,66,61,23
59151927,465,24,34,34,24,34,39,34,29,24,29,44,34,29,10,20,10,5,8,248,217,28,32,12,22,17,13,4,19,4,8,0,16,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,22,39,33,86,92,10,0
59151929,1075,75,35,30,35,85,165,140,95,80,65,70,50,55,45,20,20,5,5,550,525,81,177,8,53,41,43,15,33,5,34,18,28,8,15,0,22,13,9,0,0,17,7,5,8,15,38,15,58,84,8,71,71,70,5
59151931,1560,65,45,25,45,170,250,230,135,110,120,115,90,80,40,15,10,10,5,825,735,56,164,22,64,58,64,15,73,15,73,0,29,6,29,7,16,12,6,25,6,17,11,7,0,0,47,51,28,108,22,216,121,182,10
59151932,1120,50,50,30,30,105,176,156,100,75,75,85,55,45,40,20,10,10,8,610,510,134,147,0,47,43,51,22,31,9,35,0,41,0,0,0,42,7,6,24,9,6,0,9,9,0,41,28,53,100,8,75,62,62,19
59151933,1195,65,65,60,85,80,85,100,105,90,85,100,85,70,55,25,20,10,10,567,628,22,187,0,50,42,43,8,16,17,49,9,13,6,30,10,20,10,0,25,4,48,9,0,17,9,52,34,48,110,38,137,89,41,2
59151934,680,50,30,45,40,45,50,74,60,60,60,50,35,40,20,10,10,5,-4,338,342,28,73,0,29,34,31,7,8,15,40,0,8,0,17,10,10,-1,7,23,0,0,0,1,0,0,12,24,33,28,0,33,181,28,1
59151935,560,31,25,41,36,66,51,36,25,31,46,56,31,25,20,15,15,5,5,273,287,19,57,0,27,9,20,3,19,5,26,0,7,0,3,8,0,8,0,0,4,5,0,1,8,0,0,0,30,74,50,18,94,58,7
59151936,1150,74,79,84,89,109,89,79,64,94,79,89,74,55,35,15,20,15,7,543,607,41,111,35,31,21,16,7,32,9,27,9,13,0,6,0,9,7,11,26,5,15,1,4,12,0,41,20,96,68,28,82,280,59,28
59151937,580,41,41,41,56,61,25,36,31,41,41,61,46,25,15,10,10,0,-1,300,280,31,71,0,19,11,9,3,25,12,21,0,7,0,22,7,5,0,0,0,0,0,16,0,0,18,0,36,35,26,18,28,51,110,-1
59151938,955,30,54,74,79,74,49,49,54,59,69,108,69,49,39,39,30,25,5,498,457,25,33,0,45,31,20,8,32,11,30,0,24,7,37,0,10,7,5,0,5,23,5,0,0,0,8,0,70,137,36,86,145,114,1
59151939,660,41,30,41,51,36,36,46,36,51,56,41,36,20,30,20,15,25,49,333,327,33,65,0,12,16,12,7,13,0,24,0,18,7,18,7,7,-1,0,16,0,21,0,9,0,0,0,20,91,0,46,67,72,84,-4
59151940,405,20,15,30,30,35,25,30,20,20,30,44,30,40,15,10,10,0,1,212,193,16,27,0,31,16,25,4,23,0,16,0,5,5,0,5,8,9,12,0,9,0,0,-1,0,0,0,8,0,31,0,82,43,31,0
59151941,455,10,10,15,40,51,30,35,20,25,30,56,40,25,30,15,10,5,8,253,202,22,27,8,28,22,24,3,22,0,22,0,19,6,15,6,9,-1,0,9,0,6,4,-1,0,0,0,0,40,22,0,28,52,61,2
59151942,600,35,40,50,50,50,45,45,40,35,35,45,40,25,25,15,10,10,5,300,300,36,51,0,8,8,0,-1,27,0,0,0,8,0,5,8,5,1,5,0,0,11,23,-1,0,0,10,21,0,166,36,31,36,90,16
59151943,540,25,30,25,30,30,30,30,40,25,35,40,40,45,45,20,15,15,20,260,280,12,22,14,30,24,26,8,11,6,27,0,26,0,13,13,22,0,0,13,13,0,0,0,0,0,8,0,29,31,18,62,70,42,0
59151944,1230,85,70,80,80,95,95,110,90,95,90,100,100,60,30,25,15,5,5,603,627,37,60,0,18,11,14,0,7,18,15,0,15,0,6,6,6,12,0,7,0,83,0,0,5,5,9,14,14,157,32,134,428,102,15
59151945,605,51,36,36,41,46,36,46,51,41,51,31,46,15,25,15,20,5,13,310,295,9,74,0,24,10,14,3,16,0,7,0,13,6,6,8,0,6,0,0,0,19,0,0,0,0,14,14,0,80,43,68,86,63,22
59151948,390,20,15,10,15,25,20,30,25,30,35,41,30,30,25,10,10,5,14,200,190,14,57,6,18,16,18,6,7,0,37,0,18,5,7,0,9,0,0,2,2,2,1,0,0,0,0,18,34,7,23,0,62,18,3
59151949,2020,100,40,25,70,280,365,310,190,105,125,110,120,70,45,30,25,5,5,1057,963,44,205,30,87,38,58,13,39,27,60,12,54,15,6,11,37,27,9,17,5,39,12,10,0,9,31,27,134,148,39,389,114,257,17
59151950,950,65,45,50,40,80,90,111,70,60,70,75,70,45,25,20,15,5,14,455,495,13,123,12,42,30,32,-1,21,21,21,8,29,0,0,9,23,0,0,0,0,15,17,5,13,0,21,55,45,19,27,160,56,100,34
59151951,1800,134,84,55,79,129,243,208,144,109,149,139,104,84,64,30,15,15,15,910,890,38,235,25,83,38,66,14,65,25,81,0,49,5,24,21,21,3,8,21,5,21,24,0,8,5,29,126,60,154,15,140,201,99,91
59151952,560,10,10,15,15,20,20,10,15,10,20,25,40,30,30,30,55,59,146,272,288,0,43,0,20,33,23,-1,9,10,30,10,9,0,0,13,0,20,0,0,0,55,0,0,14,0,0,0,0,75,40,40,92,26,-1
59151955,525,41,36,36,41,41,46,36,31,51,31,26,26,15,26,15,15,10,2,268,257,15,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,361,54,0,15,0,30
59151956,805,54,40,59,54,59,69,54,64,44,49,59,54,30,30,35,20,15,16,395,410,0,24,0,11,11,14,0,0,0,26,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,18,440,204,0,10,26,-1
59151957,340,10,20,25,34,25,25,25,20,30,25,25,15,15,20,15,10,5,-4,175,165,0,11,0,2,0,2,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,-1,0,0,27,11,0,147,41,22,8,37,14
59151958,665,30,45,40,50,65,55,40,40,45,55,45,45,35,20,20,15,10,10,325,340,15,73,0,6,8,0,0,0,0,6,4,7,0,5,5,7,0,0,7,0,0,0,0,0,0,0,0,0,256,156,9,85,17,-1
59151959,460,30,30,35,40,25,20,35,25,51,25,15,25,30,30,25,10,5,4,240,220,0,41,0,14,0,0,0,0,0,0,9,0,8,8,0,8,-1,0,0,0,9,0,0,0,0,0,0,25,186,73,9,42,29,0
59151960,850,64,69,54,49,54,59,74,74,49,44,54,35,44,49,25,25,20,8,420,430,8,80,0,5,3,7,3,5,0,18,0,0,0,7,2,7,0,0,7,0,5,0,0,0,0,27,38,0,421,73,10,44,0,80
59151961,1270,64,94,89,94,119,99,94,94,99,79,79,69,69,35,35,30,15,13,655,615,11,60,0,31,8,12,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,38,27,696,183,41,47,31,60
59151962,995,45,69,69,79,89,69,64,64,64,69,69,69,40,40,40,20,15,21,522,473,25,60,0,22,20,24,1,27,13,17,0,27,0,0,0,0,10,0,0,10,0,0,-1,9,6,30,10,20,356,151,31,74,13,40
59151963,670,50,35,45,60,50,74,50,45,45,30,40,40,35,25,15,15,10,6,325,345,28,67,0,4,6,17,4,5,0,15,0,6,0,5,0,0,4,0,0,13,0,0,0,0,0,8,0,0,356,81,0,35,0,16
59151964,795,60,50,45,55,60,70,65,60,55,45,50,40,35,40,25,20,10,10,395,400,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,17,25,544,113,0,17,0,7
59151965,825,59,64,54,40,64,64,79,69,54,44,44,40,54,49,25,15,5,2,418,407,12,74,11,15,11,12,6,9,7,10,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,12,12,12,417,157,0,0,12,26
59151968,690,30,60,60,40,40,40,55,60,65,40,30,40,30,35,25,10,20,10,347,343,14,68,0,9,5,7,0,0,7,5,0,7,0,0,0,7,0,0,5,0,10,0,1,0,0,14,0,0,326,143,14,20,21,7
59151969,945,45,60,40,40,60,60,55,70,65,40,65,85,60,55,55,40,25,25,488,457,8,62,14,42,19,33,3,11,15,28,8,23,5,0,14,9,5,0,11,0,0,0,0,0,0,8,8,8,326,215,14,7,6,43
59151970,635,30,50,40,40,50,40,50,66,40,35,20,40,50,30,20,20,5,9,325,310,0,87,0,11,5,6,0,0,0,15,0,7,0,0,0,0,7,0,0,0,0,7,1,9,0,0,0,0,341,53,26,0,0,60
59151971,800,50,55,50,55,75,65,50,60,60,65,50,45,35,30,30,20,10,-5,400,400,0,18,0,0,10,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,548,133,18,0,0,23
59151972,490,40,45,25,30,40,30,45,45,30,20,25,30,20,30,15,10,10,0,263,227,0,25,10,12,6,9,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,15,20,0,0,270,96,0,0,10,-1
59151973,680,40,55,35,55,50,45,74,55,45,40,45,35,35,30,15,15,5,6,362,318,9,46,8,31,5,19,5,22,8,8,0,0,0,6,0,16,0,0,0,0,6,0,6,0,0,0,0,0,268,126,33,47,0,11
59151974,1275,55,74,74,79,84,55,69,69,79,89,94,109,84,89,79,55,20,18,610,665,109,236,11,100,64,98,10,68,33,68,8,44,8,20,20,31,4,0,14,6,11,11,10,8,0,15,19,11,74,34,11,71,26,22
59151975,855,40,40,20,25,40,60,85,75,45,65,70,60,40,45,25,30,30,60,382,473,24,82,8,71,20,45,8,31,0,37,9,0,15,10,6,16,13,0,5,5,29,0,0,0,16,20,24,20,114,30,35,126,20,16
59151978,590,30,35,45,40,35,35,40,55,45,45,35,40,25,35,25,5,10,10,305,285,13,46,8,20,23,25,-1,35,16,16,0,16,8,0,0,11,0,7,0,0,12,0,0,0,0,18,0,0,226,33,7,13,6,32
59151979,670,46,41,36,46,46,36,71,61,46,51,46,36,36,46,5,15,5,1,358,312,40,48,9,32,22,20,4,10,4,33,0,29,19,11,13,9,0,0,11,7,9,0,0,0,9,0,0,25,218,59,0,7,22,0
