"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23"
"59151975",210.00,125.00,50.00,30.00,5.00,2.60,210.00,150.00,130.00,25.00,60.00,55.00,10.00,155.00,80.00,70.00,40.00,30.00,5.00,60.00,50.00,10.00,0.00
"59151978",160.00,65.00,30.00,40.00,20.00,3.20,160.00,125.00,120.00,0.00,35.00,25.00,5.00,125.00,45.00,80.00,25.00,35.00,20.00,30.00,20.00,5.00,0.00
"59151979",185.00,75.00,30.00,55.00,20.00,3.10,180.00,155.00,140.00,15.00,30.00,25.00,5.00,155.00,55.00,95.00,25.00,50.00,20.00,30.00,20.00,0.00,5.00
"59151980",75.00,25.00,20.00,25.00,15.00,3.30,75.00,70.00,65.00,5.00,5.00,5.00,0.00,70.00,25.00,50.00,15.00,25.00,10.00,5.00,0.00,0.00,5.00
"59151986",370.00,140.00,75.00,105.00,45.00,3.20,370.00,330.00,320.00,10.00,40.00,30.00,10.00,330.00,115.00,220.00,70.00,105.00,45.00,35.00,30.00,5.00,5.00
"59151987",105.00,40.00,20.00,35.00,10.00,3.10,105.00,95.00,95.00,5.00,10.00,10.00,5.00,95.00,30.00,65.00,15.00,35.00,5.00,10.00,5.00,0.00,0.00
"59151988",190.00,75.00,45.00,50.00,25.00,3.10,195.00,165.00,160.00,0.00,30.00,20.00,10.00,165.00,60.00,105.00,35.00,50.00,25.00,30.00,15.00,5.00,5.00
"59151989",105.00,40.00,30.00,20.00,15.00,3.10,110.00,95.00,85.00,10.00,15.00,10.00,5.00,95.00,30.00,60.00,25.00,25.00,15.00,10.00,10.00,5.00,0.00
"59151990",250.00,80.00,60.00,75.00,35.00,3.30,250.00,220.00,210.00,10.00,30.00,25.00,5.00,220.00,70.00,150.00,50.00,65.00,30.00,30.00,10.00,10.00,10.00
"59151991",155.00,35.00,45.00,50.00,15.00,3.50,150.00,140.00,140.00,5.00,10.00,5.00,0.00,145.00,30.00,110.00,45.00,50.00,20.00,10.00,5.00,0.00,0.00
"59151992",235.00,80.00,55.00,70.00,30.00,3.40,235.00,205.00,195.00,15.00,30.00,20.00,10.00,205.00,60.00,145.00,45.00,70.00,35.00,30.00,15.00,10.00,10.00
"59151993",140.00,55.00,35.00,35.00,15.00,3.10,140.00,120.00,115.00,0.00,20.00,10.00,10.00,120.00,40.00,75.00,35.00,35.00,10.00,20.00,15.00,10.00,0.00
"59151994",190.00,85.00,45.00,45.00,20.00,3.10,190.00,160.00,150.00,15.00,30.00,25.00,10.00,165.00,70.00,95.00,30.00,45.00,15.00,30.00,15.00,10.00,5.00
"59151995",235.00,95.00,50.00,65.00,30.00,3.10,235.00,205.00,200.00,5.00,25.00,25.00,10.00,205.00,80.00,130.00,40.00,65.00,30.00,30.00,15.00,10.00,0.00
"59151997",160.00,55.00,40.00,50.00,20.00,3.30,160.00,140.00,135.00,5.00,20.00,15.00,5.00,140.00,40.00,100.00,35.00,45.00,20.00,15.00,10.00,5.00,0.00
"59151998",105.00,45.00,20.00,25.00,10.00,3.00,110.00,100.00,90.00,5.00,5.00,5.00,5.00,100.00,45.00,55.00,15.00,25.00,10.00,10.00,5.00,5.00,0.00
"59151999",155.00,65.00,40.00,40.00,20.00,3.20,160.00,140.00,135.00,5.00,15.00,15.00,5.00,140.00,50.00,90.00,35.00,40.00,15.00,15.00,10.00,5.00,0.00
"59152000",190.00,65.00,45.00,50.00,25.00,3.30,190.00,155.00,150.00,10.00,30.00,20.00,15.00,160.00,45.00,110.00,40.00,50.00,20.00,30.00,20.00,5.00,5.00
"59152001",245.00,95.00,60.00,70.00,25.00,3.20,250.00,210.00,190.00,15.00,40.00,30.00,10.00,205.00,75.00,135.00,45.00,65.00,25.00,40.00,20.00,15.00,5.00
"59152003",175.00,75.00,35.00,50.00,15.00,3.10,175.00,145.00,130.00,10.00,30.00,25.00,5.00,145.00,55.00,90.00,30.00,45.00,20.00,30.00,15.00,10.00,10.00
"59152004",195.00,95.00,35.00,45.00,15.00,2.90,190.00,170.00,160.00,5.00,25.00,20.00,5.00,170.00,80.00,90.00,30.00,40.00,15.00,20.00,15.00,10.00,5.00
"59152005",165.00,75.00,30.00,40.00,25.00,3.10,165.00,130.00,120.00,10.00,35.00,30.00,10.00,130.00,45.00,85.00,25.00,30.00,25.00,35.00,25.00,5.00,10.00
"59152006",270.00,140.00,60.00,50.00,20.00,2.80,270.00,225.00,200.00,25.00,40.00,35.00,10.00,225.00,120.00,110.00,45.00,45.00,15.00,45.00,25.00,15.00,0.00
"59152007",130.00,45.00,30.00,40.00,20.00,3.30,130.00,110.00,110.00,5.00,15.00,15.00,5.00,115.00,30.00,80.00,25.00,35.00,20.00,20.00,15.00,5.00,0.00
"59152008",215.00,135.00,40.00,30.00,10.00,2.60,215.00,180.00,155.00,20.00,35.00,35.00,5.00,180.00,105.00,70.00,35.00,25.00,10.00,35.00,30.00,5.00,5.00
"59152009",85.00,50.00,20.00,10.00,5.00,2.90,85.00,70.00,60.00,10.00,20.00,15.00,5.00,70.00,35.00,30.00,15.00,10.00,5.00,15.00,10.00,5.00,5.00
"59152010",105.00,45.00,25.00,15.00,15.00,3.00,105.00,90.00,75.00,15.00,15.00,15.00,0.00,85.00,40.00,50.00,20.00,20.00,15.00,15.00,15.00,5.00,0.00
"59152011",180.00,65.00,45.00,50.00,25.00,3.30,180.00,145.00,140.00,5.00,35.00,25.00,5.00,150.00,50.00,95.00,35.00,45.00,25.00,35.00,10.00,10.00,10.00
"59152012",225.00,85.00,55.00,50.00,30.00,3.10,225.00,190.00,180.00,15.00,30.00,30.00,5.00,195.00,65.00,130.00,45.00,45.00,30.00,30.00,20.00,10.00,0.00
"59152013",140.00,65.00,35.00,30.00,5.00,2.90,145.00,130.00,115.00,10.00,15.00,15.00,5.00,125.00,60.00,70.00,30.00,30.00,10.00,15.00,5.00,5.00,0.00
"59152014",420.00,135.00,100.00,120.00,60.00,3.30,420.00,355.00,335.00,20.00,65.00,50.00,15.00,355.00,105.00,250.00,80.00,110.00,55.00,65.00,35.00,20.00,15.00
"59152015",155.00,65.00,35.00,40.00,20.00,3.10,155.00,145.00,130.00,15.00,15.00,15.00,5.00,145.00,55.00,90.00,30.00,40.00,20.00,15.00,10.00,10.00,0.00
"59152016",145.00,45.00,35.00,50.00,10.00,3.20,145.00,115.00,100.00,15.00,30.00,25.00,5.00,115.00,30.00,85.00,30.00,45.00,10.00,25.00,20.00,10.00,5.00
"59152017",120.00,50.00,25.00,30.00,15.00,3.20,120.00,95.00,80.00,15.00,20.00,15.00,10.00,95.00,40.00,55.00,20.00,30.00,15.00,20.00,10.00,5.00,5.00
"59152018",260.00,150.00,55.00,35.00,25.00,2.70,260.00,225.00,200.00,25.00,35.00,30.00,5.00,225.00,125.00,100.00,45.00,35.00,15.00,35.00,25.00,10.00,0.00
"59152019",135.00,40.00,40.00,40.00,20.00,3.30,135.00,120.00,110.00,10.00,15.00,10.00,0.00,120.00,35.00,85.00,30.00,35.00,15.00,15.00,5.00,5.00,0.00
"59152021",220.00,75.00,45.00,70.00,30.00,3.30,220.00,190.00,180.00,10.00,30.00,25.00,10.00,190.00,55.00,135.00,40.00,60.00,30.00,30.00,20.00,10.00,10.00
"59152022",330.00,125.00,75.00,85.00,45.00,3.20,330.00,285.00,265.00,20.00,45.00,35.00,10.00,285.00,100.00,185.00,60.00,80.00,45.00,45.00,25.00,10.00,10.00
"59152024",210.00,100.00,50.00,50.00,10.00,2.90,210.00,180.00,175.00,10.00,25.00,25.00,5.00,180.00,80.00,95.00,45.00,45.00,10.00,30.00,20.00,5.00,0.00
"59152025",490.00,140.00,145.00,160.00,40.00,3.20,490.00,420.00,375.00,45.00,70.00,60.00,15.00,420.00,105.00,320.00,120.00,155.00,45.00,70.00,40.00,25.00,5.00
"59152026",490.00,170.00,120.00,155.00,45.00,3.20,490.00,430.00,390.00,35.00,65.00,55.00,5.00,430.00,135.00,295.00,100.00,150.00,45.00,60.00,40.00,20.00,10.00
"59152027",120.00,50.00,20.00,35.00,10.00,2.90,120.00,105.00,105.00,0.00,20.00,15.00,5.00,105.00,40.00,60.00,20.00,35.00,10.00,15.00,10.00,10.00,0.00
"59152028",455.00,150.00,125.00,130.00,55.00,3.30,455.00,395.00,375.00,15.00,60.00,55.00,5.00,390.00,110.00,280.00,105.00,120.00,55.00,65.00,35.00,15.00,10.00
"59152029",340.00,135.00,95.00,85.00,25.00,3.00,340.00,285.00,275.00,10.00,55.00,45.00,10.00,285.00,100.00,185.00,80.00,80.00,25.00,55.00,35.00,15.00,5.00
"59152030",240.00,85.00,50.00,80.00,25.00,3.10,240.00,205.00,190.00,15.00,35.00,25.00,10.00,200.00,65.00,135.00,40.00,75.00,25.00,35.00,25.00,5.00,5.00
"59152032",140.00,65.00,40.00,35.00,5.00,2.90,140.00,110.00,100.00,10.00,30.00,25.00,5.00,110.00,40.00,65.00,35.00,35.00,5.00,30.00,20.00,10.00,0.00
"59152033",260.00,90.00,55.00,85.00,25.00,3.20,260.00,230.00,215.00,10.00,30.00,25.00,5.00,230.00,75.00,155.00,45.00,80.00,30.00,35.00,20.00,5.00,5.00
"59152034",230.00,70.00,65.00,65.00,30.00,3.30,230.00,215.00,205.00,5.00,20.00,15.00,0.00,210.00,65.00,150.00,55.00,65.00,35.00,20.00,5.00,10.00,0.00
"59152035",165.00,55.00,35.00,55.00,30.00,3.30,170.00,145.00,135.00,5.00,25.00,20.00,5.00,140.00,40.00,105.00,25.00,55.00,30.00,25.00,20.00,5.00,0.00
"59152036",240.00,95.00,60.00,65.00,25.00,3.10,240.00,200.00,190.00,10.00,40.00,35.00,5.00,200.00,75.00,125.00,45.00,60.00,25.00,40.00,20.00,10.00,10.00
"59152037",155.00,70.00,35.00,35.00,15.00,3.10,155.00,135.00,120.00,5.00,20.00,15.00,5.00,130.00,50.00,80.00,25.00,35.00,20.00,20.00,15.00,10.00,0.00
"59152040",250.00,110.00,65.00,60.00,25.00,3.10,250.00,220.00,195.00,25.00,35.00,25.00,10.00,220.00,85.00,135.00,55.00,60.00,20.00,35.00,25.00,10.00,0.00
"59152041",185.00,65.00,45.00,50.00,25.00,3.20,185.00,165.00,155.00,10.00,25.00,15.00,5.00,165.00,60.00,105.00,35.00,45.00,25.00,20.00,10.00,10.00,0.00
"59152042",385.00,140.00,100.00,100.00,45.00,3.10,385.00,345.00,330.00,15.00,40.00,35.00,10.00,345.00,115.00,230.00,90.00,95.00,45.00,40.00,25.00,15.00,0.00
"59152043",85.00,40.00,15.00,25.00,5.00,2.80,85.00,70.00,60.00,5.00,15.00,10.00,5.00,70.00,30.00,40.00,15.00,20.00,5.00,15.00,10.00,0.00,0.00
"59152044",250.00,90.00,55.00,80.00,25.00,3.20,250.00,210.00,190.00,15.00,40.00,40.00,5.00,205.00,65.00,145.00,40.00,80.00,25.00,40.00,25.00,10.00,5.00
"59152046",140.00,60.00,30.00,35.00,20.00,3.10,140.00,120.00,115.00,5.00,20.00,15.00,5.00,125.00,45.00,75.00,25.00,35.00,15.00,20.00,10.00,5.00,0.00
"59152047",240.00,90.00,60.00,65.00,30.00,3.20,235.00,195.00,180.00,15.00,40.00,30.00,10.00,200.00,65.00,130.00,45.00,65.00,25.00,40.00,25.00,10.00,5.00
"59152048",195.00,75.00,40.00,65.00,15.00,3.20,195.00,180.00,170.00,5.00,20.00,15.00,5.00,175.00,65.00,115.00,40.00,60.00,20.00,20.00,15.00,0.00,5.00
"59152049",205.00,65.00,45.00,65.00,30.00,3.40,205.00,185.00,180.00,10.00,15.00,10.00,5.00,190.00,60.00,125.00,40.00,60.00,30.00,15.00,10.00,5.00,0.00
"59152050",200.00,60.00,65.00,65.00,15.00,3.20,205.00,170.00,165.00,5.00,30.00,30.00,0.00,170.00,45.00,125.00,45.00,60.00,15.00,30.00,10.00,15.00,5.00
"59152051",180.00,70.00,45.00,45.00,20.00,3.10,180.00,155.00,145.00,10.00,25.00,20.00,5.00,160.00,50.00,110.00,45.00,45.00,15.00,20.00,20.00,5.00,0.00
"59152052",395.00,115.00,100.00,140.00,45.00,3.30,400.00,350.00,345.00,5.00,45.00,35.00,10.00,350.00,95.00,260.00,80.00,135.00,45.00,45.00,20.00,15.00,10.00
"59152053",335.00,130.00,80.00,95.00,35.00,3.10,335.00,285.00,270.00,20.00,45.00,35.00,5.00,285.00,95.00,190.00,65.00,85.00,35.00,50.00,30.00,10.00,5.00
"59152054",440.00,160.00,115.00,115.00,55.00,3.10,435.00,340.00,300.00,35.00,100.00,80.00,15.00,340.00,105.00,235.00,80.00,110.00,50.00,100.00,60.00,35.00,5.00
"59152055",90.00,30.00,20.00,25.00,15.00,3.30,90.00,75.00,70.00,5.00,15.00,10.00,5.00,75.00,20.00,55.00,15.00,25.00,10.00,15.00,5.00,5.00,0.00
"59152056",90.00,30.00,20.00,30.00,15.00,3.40,90.00,75.00,75.00,5.00,10.00,10.00,5.00,80.00,25.00,55.00,10.00,30.00,15.00,10.00,10.00,5.00,0.00
"59152057",410.00,135.00,95.00,135.00,50.00,3.30,410.00,375.00,345.00,25.00,35.00,35.00,5.00,370.00,115.00,255.00,80.00,130.00,50.00,40.00,25.00,10.00,5.00
"59152058",85.00,30.00,10.00,30.00,15.00,3.40,85.00,80.00,75.00,5.00,5.00,5.00,5.00,80.00,30.00,55.00,10.00,25.00,10.00,10.00,5.00,0.00,0.00
"59152059",135.00,55.00,30.00,30.00,25.00,3.10,135.00,110.00,100.00,10.00,25.00,20.00,5.00,110.00,40.00,70.00,20.00,25.00,20.00,25.00,15.00,10.00,0.00
"59152060",230.00,90.00,45.00,60.00,30.00,3.10,230.00,200.00,190.00,10.00,35.00,20.00,10.00,200.00,75.00,125.00,35.00,60.00,30.00,30.00,20.00,10.00,5.00
"59152061",165.00,60.00,35.00,50.00,20.00,3.30,165.00,145.00,135.00,10.00,20.00,15.00,5.00,145.00,50.00,95.00,25.00,50.00,20.00,20.00,10.00,10.00,5.00
"59152062",170.00,75.00,40.00,35.00,25.00,3.00,165.00,150.00,140.00,5.00,20.00,15.00,5.00,150.00,55.00,90.00,35.00,30.00,25.00,25.00,15.00,5.00,0.00
"59152063",350.00,115.00,80.00,115.00,40.00,3.30,350.00,315.00,300.00,15.00,35.00,25.00,10.00,315.00,95.00,225.00,65.00,110.00,45.00,35.00,15.00,15.00,0.00
"59152064",790.00,290.00,185.00,225.00,95.00,3.20,795.00,695.00,660.00,30.00,100.00,75.00,25.00,695.00,230.00,460.00,155.00,215.00,95.00,100.00,60.00,30.00,15.00
"59152065",320.00,130.00,70.00,95.00,30.00,3.10,320.00,280.00,260.00,20.00,40.00,30.00,10.00,280.00,95.00,180.00,60.00,90.00,30.00,40.00,25.00,10.00,0.00
"59152066",185.00,55.00,45.00,65.00,20.00,3.30,185.00,170.00,155.00,15.00,15.00,10.00,5.00,170.00,50.00,125.00,45.00,60.00,20.00,15.00,5.00,5.00,5.00
"59152067",275.00,95.00,55.00,75.00,50.00,3.30,275.00,245.00,235.00,10.00,30.00,20.00,5.00,245.00,80.00,165.00,45.00,75.00,50.00,30.00,15.00,10.00,5.00
"59152068",180.00,70.00,40.00,55.00,15.00,3.10,180.00,160.00,155.00,0.00,25.00,20.00,0.00,160.00,60.00,105.00,25.00,55.00,20.00,25.00,15.00,10.00,0.00
"59152069",180.00,60.00,45.00,45.00,35.00,3.40,180.00,155.00,150.00,10.00,25.00,10.00,10.00,160.00,50.00,110.00,35.00,45.00,30.00,20.00,10.00,10.00,5.00
"59152070",120.00,45.00,25.00,40.00,15.00,3.20,120.00,110.00,105.00,5.00,15.00,10.00,0.00,105.00,35.00,70.00,20.00,35.00,10.00,15.00,10.00,5.00,0.00
"59152071",310.00,100.00,70.00,110.00,30.00,3.30,310.00,275.00,270.00,0.00,35.00,25.00,10.00,280.00,85.00,190.00,60.00,100.00,35.00,30.00,20.00,10.00,5.00
"59152072",395.00,130.00,90.00,105.00,70.00,3.30,395.00,355.00,345.00,5.00,40.00,30.00,10.00,350.00,105.00,250.00,80.00,105.00,65.00,45.00,20.00,15.00,5.00
"59152073",235.00,80.00,45.00,70.00,40.00,3.30,235.00,205.00,200.00,10.00,20.00,15.00,5.00,210.00,60.00,145.00,40.00,70.00,40.00,25.00,15.00,5.00,0.00
"59152074",265.00,90.00,60.00,85.00,30.00,3.20,260.00,225.00,220.00,10.00,35.00,25.00,10.00,230.00,70.00,155.00,55.00,75.00,30.00,35.00,25.00,5.00,10.00
"59152075",230.00,80.00,65.00,45.00,30.00,3.20,230.00,200.00,195.00,5.00,25.00,25.00,5.00,200.00,65.00,135.00,60.00,45.00,35.00,30.00,15.00,5.00,0.00
"59152076",145.00,40.00,45.00,45.00,15.00,3.20,140.00,125.00,120.00,0.00,25.00,15.00,5.00,120.00,30.00,95.00,35.00,45.00,10.00,20.00,10.00,10.00,0.00
"59152077",120.00,45.00,25.00,30.00,15.00,3.20,120.00,105.00,105.00,0.00,10.00,10.00,0.00,105.00,35.00,70.00,25.00,30.00,15.00,10.00,10.00,5.00,0.00
"59152078",500.00,160.00,95.00,150.00,90.00,3.40,500.00,440.00,440.00,5.00,55.00,45.00,15.00,440.00,135.00,310.00,80.00,145.00,85.00,55.00,30.00,20.00,10.00
"59152079",205.00,60.00,50.00,60.00,30.00,3.30,200.00,190.00,185.00,5.00,15.00,10.00,5.00,185.00,55.00,130.00,40.00,55.00,30.00,15.00,10.00,5.00,0.00
"59152080",140.00,45.00,35.00,35.00,20.00,3.40,135.00,120.00,120.00,5.00,15.00,15.00,5.00,120.00,40.00,80.00,25.00,35.00,20.00,15.00,5.00,5.00,5.00
"59152081",235.00,80.00,55.00,75.00,30.00,3.30,240.00,205.00,195.00,5.00,35.00,25.00,10.00,200.00,60.00,140.00,45.00,70.00,25.00,35.00,20.00,5.00,5.00
"59152082",515.00,275.00,110.00,95.00,35.00,2.80,510.00,395.00,345.00,55.00,120.00,105.00,15.00,400.00,200.00,200.00,85.00,85.00,30.00,120.00,75.00,25.00,15.00
"59152083",140.00,50.00,50.00,25.00,10.00,3.00,140.00,105.00,95.00,10.00,35.00,30.00,5.00,105.00,40.00,70.00,30.00,25.00,15.00,35.00,15.00,15.00,0.00
"59152084",80.00,30.00,15.00,25.00,15.00,3.20,85.00,80.00,70.00,5.00,5.00,5.00,0.00,75.00,30.00,50.00,20.00,25.00,15.00,5.00,5.00,0.00,0.00
"59152086",175.00,65.00,35.00,50.00,25.00,3.10,175.00,150.00,135.00,15.00,30.00,25.00,5.00,145.00,50.00,100.00,25.00,50.00,25.00,30.00,15.00,10.00,0.00
"59152087",125.00,50.00,35.00,35.00,15.00,3.20,130.00,110.00,105.00,5.00,20.00,15.00,5.00,110.00,30.00,75.00,25.00,35.00,10.00,20.00,15.00,5.00,0.00
"59152088",135.00,50.00,30.00,35.00,20.00,3.20,130.00,115.00,110.00,5.00,20.00,15.00,5.00,110.00,40.00,75.00,25.00,35.00,15.00,20.00,10.00,5.00,5.00
"59152089",160.00,55.00,35.00,45.00,25.00,3.40,160.00,140.00,125.00,10.00,25.00,20.00,0.00,135.00,40.00,95.00,25.00,40.00,25.00,25.00,15.00,10.00,5.00
"59152090",160.00,50.00,40.00,55.00,20.00,3.20,160.00,150.00,145.00,5.00,10.00,10.00,0.00,150.00,50.00,105.00,35.00,50.00,15.00,15.00,0.00,10.00,5.00
"59152091",385.00,175.00,80.00,100.00,30.00,3.00,385.00,325.00,290.00,35.00,60.00,45.00,15.00,320.00,135.00,190.00,60.00,100.00,30.00,60.00,35.00,20.00,0.00
"59152092",470.00,210.00,90.00,105.00,60.00,3.10,465.00,385.00,355.00,25.00,85.00,70.00,10.00,380.00,160.00,220.00,75.00,95.00,55.00,85.00,50.00,15.00,15.00
"59152093",55.00,20.00,15.00,15.00,5.00,3.20,55.00,45.00,45.00,0.00,10.00,5.00,0.00,50.00,15.00,35.00,10.00,15.00,10.00,10.00,10.00,0.00,0.00
"59152094",205.00,65.00,45.00,65.00,35.00,3.50,205.00,180.00,180.00,0.00,25.00,15.00,5.00,180.00,50.00,130.00,35.00,60.00,35.00,25.00,10.00,5.00,5.00
"59152095",195.00,70.00,40.00,55.00,30.00,3.20,195.00,175.00,165.00,5.00,25.00,15.00,5.00,170.00,60.00,110.00,30.00,50.00,30.00,25.00,10.00,10.00,5.00
"59152096",175.00,60.00,40.00,40.00,35.00,3.40,175.00,140.00,135.00,10.00,30.00,25.00,5.00,140.00,45.00,100.00,30.00,35.00,35.00,30.00,15.00,5.00,5.00
"59152097",110.00,30.00,15.00,30.00,35.00,4.00,105.00,95.00,90.00,0.00,15.00,10.00,5.00,95.00,25.00,75.00,10.00,25.00,35.00,15.00,10.00,5.00,5.00
"59152100",145.00,50.00,25.00,50.00,20.00,3.30,145.00,135.00,135.00,0.00,15.00,10.00,0.00,135.00,40.00,95.00,25.00,50.00,20.00,15.00,15.00,0.00,0.00
"59152101",280.00,100.00,60.00,80.00,45.00,3.30,285.00,245.00,235.00,5.00,40.00,30.00,5.00,245.00,75.00,165.00,50.00,80.00,45.00,35.00,20.00,15.00,5.00
"59152102",285.00,90.00,75.00,85.00,40.00,3.30,285.00,250.00,240.00,10.00,35.00,25.00,10.00,250.00,70.00,180.00,65.00,80.00,35.00,35.00,20.00,10.00,10.00
"59152104",175.00,60.00,40.00,55.00,20.00,3.20,175.00,150.00,145.00,0.00,30.00,20.00,5.00,145.00,45.00,105.00,30.00,55.00,20.00,25.00,20.00,5.00,5.00
"59152105",190.00,70.00,45.00,50.00,25.00,3.20,190.00,160.00,140.00,20.00,30.00,20.00,10.00,160.00,55.00,105.00,30.00,45.00,20.00,30.00,15.00,10.00,5.00
"59152106",370.00,230.00,85.00,45.00,5.00,2.50,365.00,295.00,230.00,60.00,80.00,60.00,15.00,290.00,165.00,125.00,75.00,45.00,5.00,75.00,65.00,10.00,0.00
"59152107",320.00,135.00,65.00,95.00,35.00,3.10,320.00,280.00,250.00,30.00,45.00,35.00,10.00,280.00,110.00,175.00,45.00,90.00,35.00,45.00,25.00,15.00,5.00
"59152108",195.00,70.00,50.00,50.00,30.00,3.20,200.00,165.00,155.00,15.00,35.00,20.00,10.00,165.00,50.00,115.00,35.00,45.00,35.00,35.00,20.00,10.00,5.00
"59152109",265.00,100.00,65.00,75.00,25.00,3.10,270.00,210.00,195.00,15.00,60.00,50.00,10.00,210.00,70.00,140.00,45.00,65.00,25.00,60.00,35.00,20.00,5.00
"59152110",105.00,45.00,20.00,20.00,15.00,3.10,100.00,85.00,75.00,10.00,20.00,15.00,0.00,85.00,35.00,55.00,20.00,25.00,10.00,15.00,15.00,5.00,5.00
"59152111",145.00,40.00,35.00,60.00,15.00,3.30,145.00,125.00,115.00,5.00,20.00,15.00,5.00,125.00,30.00,95.00,25.00,50.00,15.00,20.00,15.00,5.00,5.00
"59152112",365.00,165.00,105.00,75.00,20.00,2.90,360.00,275.00,235.00,45.00,85.00,65.00,15.00,275.00,115.00,165.00,70.00,65.00,20.00,85.00,50.00,30.00,10.00
"59152113",240.00,85.00,50.00,70.00,35.00,3.20,240.00,205.00,190.00,10.00,35.00,30.00,10.00,205.00,70.00,135.00,40.00,65.00,30.00,40.00,15.00,15.00,10.00
"59152114",210.00,80.00,45.00,60.00,20.00,3.20,210.00,180.00,160.00,15.00,30.00,25.00,5.00,180.00,65.00,115.00,40.00,60.00,20.00,30.00,20.00,10.00,10.00
"59152115",170.00,65.00,40.00,45.00,25.00,3.20,175.00,145.00,140.00,10.00,20.00,20.00,5.00,150.00,50.00,100.00,35.00,40.00,25.00,25.00,15.00,10.00,5.00
"59152116",255.00,85.00,60.00,70.00,40.00,3.30,255.00,205.00,190.00,20.00,45.00,40.00,10.00,205.00,60.00,145.00,45.00,65.00,35.00,45.00,25.00,15.00,10.00
"59152117",205.00,75.00,45.00,65.00,25.00,3.20,210.00,180.00,175.00,5.00,25.00,20.00,5.00,185.00,65.00,120.00,30.00,60.00,25.00,25.00,10.00,10.00,0.00
"59152118",215.00,105.00,45.00,45.00,20.00,2.90,215.00,180.00,160.00,10.00,40.00,35.00,5.00,180.00,85.00,95.00,35.00,40.00,20.00,40.00,20.00,10.00,5.00
"59152119",160.00,50.00,40.00,35.00,30.00,3.40,160.00,110.00,100.00,10.00,50.00,45.00,0.00,110.00,25.00,85.00,25.00,30.00,25.00,45.00,25.00,15.00,10.00
"59152120",285.00,140.00,85.00,45.00,20.00,2.80,285.00,230.00,205.00,20.00,60.00,45.00,15.00,225.00,100.00,125.00,65.00,45.00,20.00,55.00,40.00,20.00,5.00
"59152121",200.00,75.00,45.00,55.00,20.00,3.20,195.00,170.00,165.00,0.00,30.00,30.00,0.00,165.00,60.00,115.00,35.00,50.00,25.00,30.00,15.00,10.00,0.00
"59152122",215.00,70.00,45.00,65.00,30.00,3.30,215.00,190.00,175.00,20.00,25.00,20.00,5.00,190.00,55.00,130.00,35.00,65.00,30.00,25.00,10.00,10.00,5.00
"59152123",180.00,70.00,40.00,50.00,15.00,3.10,180.00,160.00,145.00,15.00,25.00,15.00,5.00,160.00,60.00,95.00,35.00,50.00,10.00,25.00,10.00,5.00,5.00
"59152124",335.00,125.00,75.00,105.00,30.00,3.10,330.00,285.00,265.00,25.00,45.00,35.00,5.00,285.00,100.00,190.00,50.00,105.00,25.00,50.00,25.00,20.00,0.00
"59152125",250.00,90.00,65.00,75.00,25.00,3.20,250.00,210.00,195.00,10.00,45.00,35.00,10.00,210.00,70.00,145.00,50.00,70.00,25.00,40.00,25.00,15.00,5.00
"59152126",175.00,85.00,35.00,40.00,15.00,2.90,175.00,155.00,150.00,10.00,15.00,5.00,5.00,160.00,80.00,75.00,30.00,35.00,15.00,15.00,10.00,5.00,0.00
"59152127",130.00,55.00,30.00,35.00,10.00,3.00,130.00,125.00,110.00,15.00,10.00,0.00,5.00,120.00,50.00,70.00,30.00,35.00,10.00,5.00,5.00,0.00,0.00
"59152128",205.00,90.00,60.00,40.00,10.00,2.90,205.00,180.00,155.00,20.00,25.00,20.00,5.00,175.00,75.00,100.00,45.00,45.00,10.00,25.00,15.00,10.00,0.00
"59152129",180.00,90.00,35.00,40.00,5.00,2.80,180.00,155.00,140.00,15.00,20.00,15.00,10.00,155.00,80.00,75.00,30.00,35.00,10.00,25.00,10.00,10.00,5.00
"59152130",135.00,55.00,30.00,35.00,5.00,3.00,130.00,120.00,110.00,10.00,10.00,15.00,0.00,125.00,50.00,70.00,30.00,35.00,10.00,10.00,5.00,5.00,0.00
"59152131",125.00,45.00,20.00,40.00,10.00,3.20,120.00,110.00,100.00,10.00,10.00,10.00,0.00,110.00,40.00,75.00,20.00,40.00,15.00,15.00,10.00,0.00,0.00
"59152132",170.00,70.00,30.00,50.00,15.00,3.10,165.00,145.00,135.00,10.00,25.00,15.00,5.00,145.00,60.00,90.00,25.00,50.00,15.00,20.00,15.00,5.00,5.00
"59152133",135.00,50.00,45.00,25.00,15.00,3.10,135.00,115.00,105.00,15.00,15.00,15.00,10.00,115.00,40.00,75.00,30.00,25.00,10.00,15.00,10.00,10.00,5.00
"59152134",140.00,60.00,30.00,40.00,15.00,3.10,140.00,115.00,110.00,5.00,30.00,15.00,10.00,115.00,45.00,75.00,25.00,35.00,10.00,25.00,20.00,5.00,5.00
"59152135",195.00,65.00,40.00,60.00,25.00,3.30,190.00,160.00,150.00,15.00,30.00,20.00,10.00,160.00,45.00,115.00,30.00,55.00,25.00,30.00,20.00,10.00,0.00
"59152136",205.00,90.00,50.00,50.00,20.00,3.00,205.00,185.00,160.00,25.00,25.00,20.00,5.00,185.00,75.00,115.00,50.00,45.00,20.00,20.00,15.00,5.00,5.00
