SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,RACE,PWGTP1
2018HU0605244,5,3,51097,3,0_9,f,white,80
2018HU0605257,5,1,51145,3,60_69,m,black.aa,28
2018HU0605257,5,2,51145,3,50_59,f,black.aa,32
2018HU0605310,5,1,51089,3,20_29,f,black.aa,207
2018HU0605310,5,2,51089,3,20_29,m,black.aa,109
2018HU0605318,5,1,51020,3,50_59,m,white,7
2018HU0605318,5,2,51020,3,60_69,f,white,7
2018HU0605331,5,1,1301,3,60_69,m,white,88
2018HU0605331,5,2,1301,3,50_59,f,white,98
2018HU0605332,5,1,51206,3,30_39,f,black.aa,92
2018HU0605332,5,2,51206,3,30_39,m,black.aa,123
2018HU0605332,5,3,51206,3,20_29,f,black.aa,137
2018HU0605332,5,4,51206,3,10_19,m,black.aa,155
2018HU0605332,5,5,51206,3,0_9,m,black.aa,157
2018HU0605332,5,6,51206,3,0_9,f,black.aa,52
2018HU0605332,5,7,51206,3,60_69,m,black.aa,153
2018HU0605352,5,1,51045,3,60_69,f,white,175
2018HU0605360,5,1,51096,3,30_39,f,black.aa,98
2018HU0605360,5,2,51096,3,30_39,m,black.aa,171
2018HU0605360,5,3,51096,3,10_19,m,black.aa,162
2018HU0605360,5,4,51096,3,0_9,f,black.aa,131
2018HU0605360,5,5,51096,3,10_19,f,black.aa,158
2018HU0605433,5,1,51125,3,50_59,f,white,85
2018HU0605433,5,2,51125,3,60_69,m,white,87
2018HU0605466,5,1,59304,3,50_59,m,white,32
2018HU0605466,5,2,59304,3,50_59,f,two.,115
2018HU0605500,5,1,51084,3,70_79,m,white,93
2018HU0605500,5,2,51084,3,60_69,f,white,127
2018HU0605540,5,1,51215,3,70_79,m,white,2
2018HU0605540,5,2,51215,3,50_59,f,white,4
2018HU0605548,5,1,59305,3,50_59,f,white,43
2018HU0605548,5,2,59305,3,50_59,m,white,55
2018HU0605548,5,3,59305,3,20_29,f,white,73
2018HU0605548,5,4,59305,3,20_29,m,white,68
2018HU0605551,5,1,59305,3,40_49,m,white,35
2018HU0605551,5,2,59305,3,40_49,f,white,32
2018HU0605551,5,3,59305,3,0_9,m,white,35
2018HU0605551,5,4,59305,3,0_9,m,white,35
2018HU0605557,5,1,51154,3,20_29,m,white,86
2018HU0605579,5,1,51045,3,30_39,f,white,36
2018HU0605579,5,2,51045,3,40_49,m,white,49
2018HU0605579,5,3,51045,3,0_9,m,white,49
2018HU0605757,5,1,59304,3,40_49,m,white,129
2018HU0605757,5,2,59304,3,40_49,f,white,106
2018HU0605757,5,3,59304,3,10_19,m,white,114
2018HU0605757,5,4,59304,3,0_9,f,white,114
2018HU0605757,5,5,59304,3,0_9,m,white,113
2018HU0605757,5,6,59304,3,0_9,m,white,89
2018HU0605869,5,1,51186,3,70_79,f,white,19
2018HU0605869,5,2,51186,3,80_89,m,white,50
2018HU0605899,5,1,51154,3,20_29,f,white,152
2018HU0605921,5,1,51089,3,20_29,f,white,73
2018HU0605921,5,2,51089,3,20_29,f,white,58
2018HU0605940,5,1,59301,3,30_39,m,white,42
2018HU0605940,5,2,59301,3,0_9,m,white,26
2018HU0605940,5,3,59301,3,30_39,f,white,42
2018HU0606016,5,1,51020,3,40_49,f,white,15
2018HU0606016,5,2,51020,3,50_59,m,white,19
2018HU0606058,5,1,51044,3,30_39,f,black.aa,208
2018HU0606058,5,2,51044,3,10_19,f,black.aa,127
2018HU0606058,5,3,51044,3,0_9,m,black.aa,92
2018HU0606058,5,4,51044,3,0_9,f,black.aa,216
2018HU0606174,5,1,51175,3,30_39,f,white,98
2018HU0606174,5,2,51175,3,40_49,m,white,82
2018HU0606174,5,3,51175,3,0_9,m,white,123
2018HU0606174,5,4,51175,3,0_9,m,white,124
2018HU0606174,5,5,51175,3,0_9,f,white,102
2018HU0606174,5,6,51175,3,70_79,f,white,138
2018HU0606319,5,1,51080,3,80_89,f,white,85
2018HU0606338,5,1,51244,3,30_39,f,white,504
2018HU0606338,5,2,51244,3,0_9,f,white,303
2018HU0606338,5,3,51244,3,0_9,f,white,454
2018HU0606363,5,1,4101,3,30_39,f,white,116
2018HU0606363,5,2,4101,3,10_19,m,white,114
2018HU0606363,5,3,4101,3,10_19,m,white,114
2018HU0606363,5,4,4101,3,0_9,f,white,116
2018HU0606363,5,5,4101,3,30_39,m,white,158
2018HU0606395,5,1,59302,3,60_69,m,white,28
2018HU0606395,5,2,59302,3,50_59,f,white,25
2018HU0606395,5,3,59302,3,10_19,m,white,24
2018HU0606492,5,1,51175,3,60_69,f,white,171
2018HU0606492,5,2,51175,3,30_39,f,white,214
2018HU0606492,5,3,51175,3,10_19,f,white,68
2018HU0606492,5,4,51175,3,10_19,f,two.,165
2018HU0606492,5,5,51175,3,0_9,f,two.,164
2018HU0606492,5,6,51175,3,40_49,m,black.aa,215
2018HU0606527,5,1,10701,3,50_59,m,white,21
2018HU0606527,5,2,10701,3,50_59,f,asian,31
2018HU0606536,5,1,59307,3,20_29,m,other,282
2018HU0606536,5,2,59307,3,20_29,f,other,205
2018HU0606536,5,3,59307,3,20_29,f,other,477
2018HU0606536,5,4,59307,3,20_29,m,other,349
2018HU0606536,5,5,59307,3,20_29,m,other,349
2018HU0606603,5,1,59308,3,50_59,m,white,86
2018HU0606603,5,2,59308,3,50_59,f,white,82
2018HU0606603,5,3,59308,3,20_29,f,white,128
2018HU0606603,5,4,59308,3,10_19,f,white,119
2018HU0606640,5,1,51085,3,40_49,m,white,58
2018HU0606640,5,2,51085,3,20_29,f,white,50
2018HU0606640,5,3,51085,3,0_9,f,white,40
2018HU0606640,5,4,51085,3,50_59,f,white,35
2018HU0606736,5,1,1302,3,60_69,m,white,58
2018HU0606736,5,2,1302,3,70_79,f,white,47
2018HU0606787,5,1,59303,3,60_69,f,white,71
2018HU0606790,5,1,51040,3,60_69,f,white,185
2018HU0606790,5,2,51040,3,60_69,m,white,187
2018HU0606857,5,1,51165,3,60_69,f,white,12
2018HU0606857,5,2,51165,3,60_69,m,white,13
2018HU0606878,5,1,51087,3,40_49,m,white,19
2018HU0606878,5,2,51087,3,50_59,f,white,29
2018HU0606878,5,3,51087,3,10_19,f,white,37
2018HU0606878,5,4,51087,3,0_9,f,white,70
2018HU0606878,5,5,51087,3,0_9,f,white,70
2018HU0607002,5,1,51135,3,60_69,f,black.aa,101
2018HU0607016,5,1,55001,3,30_39,f,black.aa,84
2018HU0607016,5,2,55001,3,10_19,m,black.aa,61
2018HU0607016,5,3,55001,3,30_39,f,black.aa,82
2018HU0607016,5,4,55001,3,10_19,f,black.aa,174
2018HU0607016,5,5,55001,3,0_9,f,black.aa,175
2018HU0607064,5,1,55002,3,40_49,m,white,92
2018HU0607064,5,2,55002,3,40_49,f,white,106
2018HU0607095,5,1,51246,3,30_39,m,asian,43
2018HU0607125,5,1,51175,3,20_29,f,other,261
2018HU0607133,5,1,51224,3,70_79,m,white,92
2018HU0607133,5,2,51224,3,60_69,f,white,88
2018HU0607215,5,1,51235,3,30_39,m,white,114
2018HU0607262,5,1,4101,3,40_49,f,white,97
2018HU0607262,5,2,4101,3,40_49,m,white,98
2018HU0607262,5,3,4101,3,10_19,f,white,102
2018HU0607321,5,1,51154,3,60_69,f,black.aa,27
2018HU0607338,5,1,51110,3,50_59,m,white,122
2018HU0607338,5,2,51110,3,40_49,f,white,108
2018HU0607338,5,3,51110,3,10_19,m,white,178
2018HU0607338,5,4,51110,3,10_19,m,white,180
2018HU0607338,5,5,51110,3,10_19,f,white,163
2018HU0607367,5,1,51224,3,30_39,m,black.aa,10
2018HU0607367,5,2,51224,3,30_39,f,black.aa,22
2018HU0607367,5,3,51224,3,0_9,m,black.aa,12
2018HU0607368,5,1,59307,3,30_39,m,white,70
2018HU0607368,5,2,59307,3,30_39,f,white,69
2018HU0607368,5,3,59307,3,0_9,f,white,96
2018HU0607368,5,4,59307,3,0_9,m,white,69
2018HU0607446,5,1,51085,3,60_69,m,white,25
2018HU0607446,5,2,51085,3,60_69,f,white,31
2018HU0607446,5,3,51085,3,30_39,f,white,43
2018HU0607483,5,1,51235,3,20_29,f,white,24
2018HU0607483,5,2,51235,3,10_19,f,white,50
2018HU0607513,5,1,4103,3,20_29,f,white,20
2018HU0607514,5,1,51045,3,60_69,f,white,187
2018HU0607514,5,2,51045,3,60_69,m,white,143
2018HU0607570,5,1,51245,3,30_39,f,white,161
2018HU0607570,5,2,51245,3,10_19,m,white,237
2018HU0607570,5,3,51245,3,0_9,m,white,237
2018HU0607570,5,4,51245,3,0_9,m,white,236
2018HU0607570,5,5,51245,3,30_39,m,white,357
2018HU0607603,5,1,55002,3,40_49,m,white,195
2018HU0607603,5,2,55002,3,40_49,f,white,229
2018HU0607603,5,3,55002,3,10_19,m,white,105
2018HU0607603,5,4,55002,3,10_19,f,white,241
2018HU0607603,5,5,55002,3,70_79,f,white,222
2018HU0607616,5,1,51165,3,70_79,f,white,20
2018HU0607626,5,1,51125,3,60_69,m,black.aa,181
2018HU0607626,5,2,51125,3,60_69,f,black.aa,111
2018HU0607649,5,1,4101,3,60_69,m,white,68
2018HU0607649,5,2,4101,3,50_59,f,white,76
2018HU0607649,5,3,4101,3,30_39,f,white,68
2018HU0607687,5,1,59305,3,50_59,f,white,14
2018HU0607726,5,1,51235,3,30_39,m,black.aa,243
2018HU0607726,5,2,51235,3,30_39,f,black.aa,501
2018HU0607726,5,3,51235,3,0_9,f,black.aa,477
2018HU0607726,5,4,51235,3,0_9,m,black.aa,504
2018HU0607726,5,5,51235,3,10_19,m,black.aa,482
2018HU0607729,5,1,51096,3,30_39,f,white,161
2018HU0607729,5,2,51096,3,0_9,m,white,199
2018HU0607729,5,3,51096,3,20_29,f,white,159
2018HU0607729,5,4,51096,3,40_49,m,white,91
2018HU0607796,5,1,51115,3,60_69,f,white,37
2018HU0607808,5,1,1301,3,40_49,m,white,35
2018HU0607808,5,2,1301,3,50_59,f,white,33
2018HU0607850,5,1,51225,3,70_79,m,white,19
2018HU0607850,5,2,51225,3,70_79,f,white,15
2018HU0607869,5,1,51097,3,60_69,f,white,16
2018HU0607913,5,1,51090,3,30_39,m,white,64
2018HU0607945,5,1,51045,3,60_69,f,black.aa,24
2018HU0607945,5,2,51045,3,70_79,m,black.aa,23
2018HU0607996,5,1,4101,3,50_59,m,white,169
2018HU0607996,5,2,4101,3,50_59,f,white,151
2018HU0607996,5,3,4101,3,10_19,m,white,166
2018HU0607996,5,4,4101,3,10_19,f,white,283
2018HU0607998,5,1,51246,3,50_59,m,other,185
2018HU0607998,5,2,51246,3,40_49,f,other,103
2018HU0607998,5,3,51246,3,10_19,f,other,84
2018HU0607998,5,4,51246,3,10_19,f,other,133
2018HU0608042,5,1,51165,3,40_49,m,white,89
2018HU0608042,5,2,51165,3,20_29,f,white,65
2018HU0608057,5,1,59309,3,40_49,f,white,92
2018HU0608079,5,1,51186,3,50_59,m,black.aa,173
2018HU0608222,5,1,51255,3,40_49,m,white,58
2018HU0608222,5,2,51255,3,30_39,f,asian,64
2018HU0608222,5,3,51255,3,0_9,f,other,66
2018HU0608222,5,4,51255,3,0_9,m,other,67
2018HU0608254,5,1,51235,3,90_99,f,black.aa,95
2018HU0608254,5,2,51235,3,50_59,f,black.aa,264
2018HU0608254,5,3,51235,3,20_29,f,black.aa,338
2018HU0608263,5,1,59305,3,50_59,f,white,119
2018HU0608263,5,2,59305,3,20_29,f,white,220
2018HU0608321,5,1,10703,3,50_59,f,white,125
2018HU0608321,5,2,10703,3,40_49,m,white,165
2018HU0608321,5,3,10703,3,10_19,m,white,121
2018HU0608332,5,1,51095,3,60_69,f,white,117
2018HU0608332,5,2,51095,3,60_69,m,white,78
2018HU0608429,5,1,51135,3,90_99,f,black.aa,230
2018HU0608429,5,2,51135,3,60_69,m,black.aa,75
2018HU0608431,5,1,51044,3,60_69,f,white,92
2018HU0608431,5,2,51044,3,40_49,m,white,110
2018HU0608431,5,3,51044,3,10_19,m,white,59
2018HU0608431,5,4,51044,3,10_19,f,white,71
2018HU0608431,5,5,51044,3,40_49,f,white,53
2018HU0608431,5,6,51044,3,70_79,m,white,87
2018HU0608499,5,1,51080,3,70_79,f,white,164
2018HU0608499,5,2,51080,3,70_79,m,white,139
2018HU0608563,5,1,51245,3,50_59,m,white,64
2018HU0608637,5,1,51125,3,40_49,m,white,56
2018HU0608637,5,2,51125,3,40_49,f,white,28
2018HU0608637,5,3,51125,3,10_19,m,white,31
2018HU0608637,5,4,51125,3,0_9,f,white,48
2018HU0608637,5,5,51125,3,0_9,f,white,48
2018HU0608637,5,6,51125,3,0_9,f,white,33
2018HU0608637,5,7,51125,3,0_9,f,white,34
2018HU0608677,5,1,59302,3,50_59,m,white,349
2018HU0608677,5,2,59302,3,20_29,m,white,280
2018HU0608677,5,3,59302,3,0_9,m,white,236
2018HU0608677,5,4,59302,3,20_29,f,white,349
2018HU0608721,5,1,51225,3,30_39,f,black.aa,391
2018HU0608721,5,2,51225,3,30_39,m,black.aa,239
2018HU0608721,5,3,51225,3,10_19,m,black.aa,510
2018HU0608721,5,4,51225,3,0_9,m,black.aa,345
2018HU0608725,5,1,51080,3,60_69,f,white,368
2018HU0608725,5,2,51080,3,60_69,m,white,366
2018HU0608740,5,1,51110,3,50_59,f,white,27
2018HU0608740,5,2,51110,3,50_59,m,white,27
2018HU0608740,5,3,51110,3,20_29,f,white,37
2018HU0608751,5,1,51080,3,50_59,f,white,57
2018HU0608751,5,2,51080,3,20_29,m,white,62
2018HU0608751,5,3,51080,3,10_19,f,white,97
2018HU0608881,5,1,51154,3,50_59,f,black.aa,40
2018HU0608897,5,1,51020,3,60_69,f,white,62
2018HU0608897,5,2,51020,3,60_69,m,white,55
2018HU0608897,5,3,51020,3,30_39,m,white,83
2018HU0608933,5,1,51095,3,70_79,f,white,89
2018HU0608934,5,1,51087,3,30_39,f,other,224
2018HU0608934,5,2,51087,3,40_49,m,other,131
2018HU0608953,5,1,59303,3,70_79,f,black.aa,78
2018HU0608953,5,2,59303,3,40_49,m,black.aa,187
2018HU0608987,5,1,59305,3,50_59,m,white,54
2018HU0608987,5,2,59305,3,40_49,f,asian,86
2018HU0609151,5,1,51155,3,20_29,f,white,44
2018HU0609151,5,2,51155,3,20_29,f,white,62
2018HU0609204,5,1,51224,3,30_39,f,black.aa,220
2018HU0609204,5,2,51224,3,30_39,m,black.aa,226
2018HU0609219,5,1,4101,3,60_69,f,white,127
2018HU0609219,5,2,4101,3,50_59,m,black.aa,119
2018HU0609273,5,1,51244,3,50_59,f,white,106
2018HU0609273,5,2,51244,3,50_59,m,white,91
2018HU0609273,5,3,51244,3,20_29,m,white,179
2018HU0609273,5,4,51244,3,20_29,f,white,184
2018HU0609331,5,1,51097,3,40_49,f,two.,26
2018HU0609331,5,2,51097,3,10_19,m,two.,78
2018HU0609339,5,1,51045,3,50_59,f,white,77
2018HU0609398,5,1,51089,3,50_59,m,white,124
2018HU0609425,5,1,51089,3,60_69,m,white,68
2018HU0609425,5,2,51089,3,50_59,f,white,77
2018HU0609535,5,1,51010,3,70_79,f,white,102
2018HU0609535,5,2,51010,3,70_79,m,white,99
2018HU0609587,5,1,51154,3,20_29,m,white,154
2018HU0609587,5,2,51154,3,20_29,m,white,238
2018HU0609710,5,1,10702,3,40_49,m,white,61
2018HU0609710,5,2,10702,3,10_19,m,white,60
2018HU0609711,5,1,51115,3,30_39,m,black.aa,117
2018HU0609711,5,2,51115,3,30_39,f,black.aa,100
2018HU0609711,5,3,51115,3,0_9,f,black.aa,107
2018HU0609778,5,1,51255,3,30_39,m,white,128
2018HU0609778,5,2,51255,3,30_39,f,white,119
2018HU0609802,5,1,51020,3,70_79,f,white,28
2018HU0609802,5,2,51020,3,70_79,m,white,29
2018HU0609802,5,3,51020,3,40_49,f,white,35
2018HU0609802,5,4,51020,3,30_39,m,white,31
2018HU0609811,5,1,51255,3,40_49,m,white,349
2018HU0609811,5,2,51255,3,70_79,m,white,992
2018HU0609811,5,3,51255,3,40_49,m,white,562
2018HU0609811,5,4,51255,3,40_49,m,white,369
2018HU0609811,5,5,51255,3,40_49,m,white,371
2018HU0609834,5,1,51125,3,50_59,f,white,209
2018HU0609857,5,1,51020,3,50_59,f,white,33
2018HU0609937,5,1,59301,3,30_39,m,two.,16
2018HU0609937,5,2,59301,3,10_19,m,two.,22
2018HU0609938,5,1,10703,3,30_39,m,asian,80
2018HU0609938,5,2,10703,3,30_39,f,asian,59
2018HU0609938,5,3,10703,3,0_9,f,asian,59
2018HU0609938,5,4,10703,3,0_9,m,asian,62
2018HU0609938,5,5,10703,3,0_9,f,asian,48
2018HU0609972,5,1,51040,3,60_69,m,white,171
2018HU0609972,5,2,51040,3,50_59,f,white,209
2018HU0610024,5,1,59306,3,60_69,f,asian,50
2018HU0610115,5,1,10702,3,60_69,m,white,63
2018HU0610115,5,2,10702,3,30_39,m,white,58
2018HU0610115,5,3,10702,3,10_19,m,white,73
2018HU0610115,5,4,10702,3,10_19,m,white,74
2018HU0610147,5,1,51225,3,30_39,m,white,200
2018HU0610147,5,2,51225,3,30_39,f,white,154
2018HU0610147,5,3,51225,3,0_9,m,white,126
2018HU0610147,5,4,51225,3,0_9,f,white,126
2018HU0610156,5,1,51135,3,60_69,m,black.aa,263
2018HU0610156,5,2,51135,3,40_49,f,white,117
2018HU0610156,5,3,51135,3,20_29,m,black.aa,375
2018HU0610156,5,4,51135,3,20_29,m,black.aa,596
2018HU0610156,5,5,51135,3,0_9,f,black.aa,288
2018HU0610156,5,6,51135,3,20_29,f,black.aa,319
2018HU0610156,5,7,51135,3,0_9,m,black.aa,343
2018HU0610235,5,1,51105,3,50_59,m,white,215
2018HU0610235,5,2,51105,3,50_59,f,white,181
2018HU0610310,5,1,59303,3,60_69,f,white,64
2018HU0610310,5,2,59303,3,50_59,f,white,50
2018HU0610365,5,1,59307,3,30_39,m,asian,165
2018HU0610393,5,1,51110,3,30_39,m,white,85
2018HU0610393,5,2,51110,3,30_39,f,white,58
2018HU0610393,5,3,51110,3,0_9,m,white,94
2018HU0610393,5,4,51110,3,0_9,f,white,50
2018HU0610393,5,5,51110,3,80_89,f,white,84
2018HU0610492,5,1,59308,3,40_49,m,white,103
2018HU0610492,5,2,59308,3,40_49,f,white,85
2018HU0610492,5,3,59308,3,10_19,f,white,59
2018HU0610492,5,4,59308,3,0_9,m,white,78
2018HU0610522,5,1,51044,3,30_39,f,white,117
2018HU0610522,5,2,51044,3,30_39,m,white,132
2018HU0610533,5,1,51164,3,40_49,m,white,17
2018HU0610533,5,2,51164,3,40_49,f,white,17
2018HU0610533,5,3,51164,3,0_9,m,white,18
2018HU0610533,5,4,51164,3,0_9,m,white,18
2018HU0610534,5,1,10703,3,30_39,f,white,57
2018HU0610534,5,2,10703,3,40_49,m,white,53
2018HU0610534,5,3,10703,3,0_9,m,white,45
2018HU0610534,5,4,10703,3,0_9,m,white,46
2018HU0610534,5,5,10703,3,0_9,f,white,70
2018HU0610545,5,1,51105,3,60_69,f,white,161
2018HU0610545,5,2,51105,3,50_59,m,white,159
2018HU0610567,5,1,59303,3,40_49,f,white,44
2018HU0610567,5,2,59303,3,40_49,m,white,43
2018HU0610567,5,3,59303,3,10_19,m,white,50
2018HU0610567,5,4,59303,3,10_19,m,white,51
2018HU0610573,5,1,51084,3,40_49,f,white,15
2018HU0610573,5,2,51084,3,40_49,m,white,13
2018HU0610573,5,3,51084,3,10_19,m,white,10
2018HU0610573,5,4,51084,3,10_19,f,white,30
2018HU0610598,5,1,51215,3,60_69,f,white,186
2018HU0610598,5,2,51215,3,70_79,m,white,229
2018HU0610741,5,1,51125,3,50_59,f,white,64
2018HU0610801,5,1,51087,3,30_39,m,white,17
2018HU0610801,5,2,51087,3,30_39,f,white,20
2018HU0610801,5,3,51087,3,10_19,f,white,18
2018HU0610801,5,4,51087,3,10_19,f,white,17
2018HU0610801,5,5,51087,3,0_9,f,white,16
2018HU0610816,5,1,59305,3,30_39,f,white,188
2018HU0610816,5,2,59305,3,20_29,m,white,134
2018HU0610816,5,3,59305,3,10_19,m,white,129
2018HU0610816,5,4,59305,3,10_19,f,white,204
2018HU0610816,5,5,59305,3,0_9,f,white,204
2018HU0610816,5,6,59305,3,20_29,f,white,202
2018HU0610886,5,1,51020,3,20_29,m,white,200
2018HU0610894,5,1,55002,3,50_59,m,white,211
2018HU0610894,5,2,55002,3,50_59,f,white,194
2018HU0610894,5,3,55002,3,10_19,m,white,151
2018HU0610904,5,1,1302,3,70_79,m,white,117
2018HU0610904,5,2,1302,3,40_49,f,white,124
2018HU0610906,5,1,51095,3,30_39,f,white,201
2018HU0610906,5,2,51095,3,40_49,m,white,192
2018HU0610906,5,3,51095,3,0_9,f,white,284
2018HU0610906,5,4,51095,3,0_9,m,white,179
2018HU0610912,5,1,1302,3,40_49,m,white,17
2018HU0610912,5,2,1302,3,40_49,f,white,8
2018HU0610912,5,3,1302,3,10_19,f,white,17
2018HU0610912,5,4,1302,3,0_9,m,white,18
2018HU0610912,5,5,1302,3,0_9,m,white,18
2018HU0611048,5,1,51120,3,40_49,m,white,57
2018HU0611048,5,2,51120,3,40_49,f,white,65
2018HU0611048,5,3,51120,3,10_19,f,white,152
2018HU0611055,5,1,51080,3,50_59,m,white,9
2018HU0611097,5,1,51154,3,30_39,f,white,56
2018HU0611097,5,2,51154,3,10_19,m,white,79
2018HU0611132,5,1,51186,3,20_29,m,white,99
2018HU0611132,5,2,51186,3,20_29,f,white,113
2018HU0611286,5,1,51165,3,60_69,f,white,113
2018HU0611319,5,1,59303,3,40_49,m,white,37
2018HU0611319,5,2,59303,3,40_49,f,white,37
2018HU0611324,5,1,51135,3,60_69,f,black.aa,104
2018HU0611324,5,2,51135,3,40_49,m,black.aa,224
2018HU0611324,5,3,51135,3,30_39,m,black.aa,225
2018HU0611410,5,1,51155,3,50_59,f,black.aa,93
2018HU0611410,5,2,51155,3,50_59,m,black.aa,132
2018HU0611445,5,1,51165,3,20_29,f,white,93
2018HU0611445,5,2,51165,3,20_29,m,white,90
2018HU0611445,5,3,51165,3,0_9,m,white,110
2018HU0611450,5,1,51165,3,50_59,m,white,64
2018HU0611450,5,2,51165,3,50_59,f,white,56
2018HU0611450,5,3,51165,3,20_29,m,white,105
2018HU0611491,5,1,59305,3,60_69,m,white,44
2018HU0611491,5,2,59305,3,60_69,f,white,35
2018HU0611510,5,1,51215,3,60_69,m,white,23
2018HU0611510,5,2,51215,3,60_69,f,white,20
2018HU0611622,5,1,51135,3,70_79,m,black.aa,25
2018HU0611622,5,2,51135,3,60_69,f,black.aa,33
2018HU0611642,5,1,51206,3,40_49,f,white,150
2018HU0611642,5,2,51206,3,40_49,m,white,223
2018HU0611734,5,1,51186,3,20_29,m,white,141
2018HU0611749,5,1,55001,3,30_39,f,black.aa,211
2018HU0611749,5,2,55001,3,10_19,m,black.aa,196
2018HU0611749,5,3,55001,3,10_19,m,black.aa,195
2018HU0611749,5,4,55001,3,0_9,m,black.aa,196
2018HU0611749,5,5,55001,3,70_79,f,black.aa,210
2018HU0611768,5,1,51154,3,40_49,m,white,183
2018HU0611768,5,2,51154,3,10_19,m,white,38
2018HU0611779,5,1,51087,3,60_69,m,white,109
2018HU0611779,5,2,51087,3,50_59,f,white,134
2018HU0611798,5,1,1302,3,30_39,f,white,96
2018HU0611799,5,1,51145,3,50_59,f,white,90
2018HU0611799,5,2,51145,3,60_69,m,white,101
2018HU0611849,5,1,4103,3,50_59,m,white,28
2018HU0611849,5,2,4103,3,50_59,f,white,23
2018HU0611849,5,3,4103,3,20_29,m,white,40
2018HU0611863,5,1,59307,3,50_59,m,asian,76
2018HU0611863,5,2,59307,3,40_49,f,asian,73
2018HU0611863,5,3,59307,3,10_19,f,asian,74
2018HU0611869,5,1,4102,3,20_29,f,white,27
2018HU0611888,5,1,59308,3,40_49,m,asian,18
2018HU0611888,5,2,59308,3,40_49,f,asian,27
2018HU0611888,5,3,59308,3,10_19,f,asian,16
2018HU0611888,5,4,59308,3,0_9,f,asian,15
2018HU0611907,5,1,51040,3,60_69,f,white,35
2018HU0611907,5,2,51040,3,60_69,m,white,38
2018HU0611937,5,1,51090,3,60_69,m,white,104
2018HU0611937,5,2,51090,3,50_59,f,white,65
2018HU0612005,5,1,51115,3,20_29,m,white,103
2018HU0612005,5,2,51115,3,0_9,m,white,117
2018HU0612005,5,3,51115,3,20_29,f,white,145
2018HU0612007,5,1,51110,3,70_79,f,white,101
2018HU0612029,5,1,51164,3,80_89,f,white,53
2018HU0612029,5,2,51164,3,80_89,m,white,42
2018HU0612140,5,1,51224,3,60_69,m,black.aa,113
2018HU0612235,5,1,51125,3,70_79,m,black.aa,294
2018HU0612247,5,1,51145,3,70_79,f,black.aa,26
2018HU0612247,5,2,51145,3,70_79,m,black.aa,56
2018HU0612255,5,1,51044,3,30_39,f,black.aa,212
2018HU0612255,5,2,51044,3,10_19,m,black.aa,232
2018HU0612255,5,3,51044,3,10_19,f,black.aa,130
2018HU0612255,5,4,51044,3,0_9,m,black.aa,207
2018HU0612255,5,5,51044,3,0_9,f,black.aa,131
2018HU0612255,5,6,51044,3,0_9,m,black.aa,95
2018HU0612264,5,1,51225,3,40_49,f,white,102
2018HU0612264,5,2,51225,3,40_49,m,white,116
2018HU0612264,5,3,51225,3,0_9,f,white,114
2018HU0612264,5,4,51225,3,0_9,m,white,137
2018HU0612402,5,1,10701,3,60_69,f,black.aa,358
2018HU0612404,5,1,51125,3,40_49,m,white,155
2018HU0612462,5,1,51097,3,30_39,m,white,22
2018HU0612462,5,2,51097,3,30_39,f,white,28
2018HU0612462,5,3,51097,3,0_9,m,white,13
2018HU0612561,5,1,55001,3,60_69,m,black.aa,92
2018HU0612561,5,2,55001,3,50_59,f,black.aa,76
2018HU0612561,5,3,55001,3,20_29,m,black.aa,146
2018HU0612561,5,4,55001,3,20_29,f,black.aa,158
2018HU0612578,5,1,51084,3,40_49,m,white,85
2018HU0612578,5,2,51084,3,40_49,f,white,102
2018HU0612578,5,3,51084,3,10_19,m,white,137
2018HU0612588,5,1,51044,3,70_79,f,white,125
2018HU0612645,5,1,51090,3,20_29,m,white,39
2018HU0612645,5,2,51090,3,30_39,f,white,66
2018HU0612776,5,1,59307,3,40_49,f,white,30
2018HU0612776,5,2,59307,3,50_59,m,white,31
2018HU0612824,5,1,51165,3,60_69,m,black.aa,57
2018HU0612824,5,2,51165,3,50_59,f,black.aa,154
2018HU0612984,5,1,4102,3,50_59,f,white,29
2018HU0612984,5,2,4102,3,10_19,m,white,27
2018HU0612990,5,1,51105,3,60_69,f,white,30
2018HU0612990,5,2,51105,3,60_69,m,white,47
2018HU0613017,5,1,51255,3,50_59,f,white,18
2018HU0613017,5,2,51255,3,20_29,f,white,22
2018HU0613017,5,3,51255,3,60_69,m,white,15
2018HU0613022,5,1,51095,3,50_59,f,white,18
2018HU0613022,5,2,51095,3,50_59,m,white,8
2018HU0613022,5,3,51095,3,20_29,f,white,26
2018HU0613032,5,1,59307,3,30_39,m,white,62
2018HU0613032,5,2,59307,3,30_39,f,white,59
2018HU0613182,5,1,51045,3,60_69,m,white,36
2018HU0613182,5,2,51045,3,50_59,f,white,37
2018HU0613226,5,1,1302,3,40_49,m,white,65
2018HU0613329,5,1,51235,3,30_39,f,white,80
2018HU0613332,5,1,51010,3,70_79,f,white,140
2018HU0613332,5,2,51010,3,50_59,f,white,252
2018HU0613332,5,3,51010,3,50_59,f,white,237
2018HU0613332,5,4,51010,3,60_69,f,white,292
2018HU0613332,5,5,51010,3,60_69,m,white,103
2018HU0613344,5,1,51154,3,60_69,m,white,89
2018HU0613344,5,2,51154,3,60_69,f,white,62
2018HU0613395,5,1,51045,3,70_79,m,white,201
2018HU0613395,5,2,51045,3,80_89,f,white,122
