"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","white","black.aa","a.ind..nat.ak","asian","nat.hi.pt.isl","other","two.","not.hisp.latino","hisp.latino"
3268,385,396,362,442,500,478,400,214,91,1448,1820,1020,461,1,1604,0,44,138,3191,77
967,114,97,109,122,163,157,114,62,29,493,474,625,0,0,322,0,2,18,942,25
1069,100,140,114,158,167,161,136,62,31,506,563,340,142,0,574,0,4,9,1039,30
1211,139,142,134,164,168,185,166,81,32,624,587,963,7,0,196,0,17,28,916,295
738,85,93,74,104,109,104,81,73,15,354,384,595,69,0,53,0,16,5,678,60
1263,154,174,135,146,169,228,141,83,33,596,667,802,35,0,367,2,12,45,1168,95
214,24,28,26,35,26,37,23,12,3,124,90,86,111,0,4,0,12,1,196,18
895,112,111,82,121,127,129,119,73,21,288,607,585,161,2,93,0,25,29,751,144
1068,136,154,151,151,156,126,111,65,18,508,560,652,140,3,116,3,131,23,574,494
3030,392,382,304,404,454,468,369,176,81,1509,1521,1379,455,0,875,3,42,276,2755,275
3061,393,376,325,359,452,495,378,208,75,1416,1645,1950,511,15,381,1,39,164,2885,176
1092,129,144,122,161,164,150,126,66,30,454,638,554,203,2,215,0,41,77,969,123
2128,262,276,245,329,303,302,251,133,27,764,1364,974,761,4,168,1,178,42,1336,792
2936,373,379,341,388,400,405,401,197,52,1516,1420,1596,733,0,359,0,83,165,2674,262
1418,179,161,135,181,197,223,180,113,49,746,672,1184,89,0,82,0,0,63,1365,53
1347,153,153,144,190,192,199,165,105,46,644,703,1089,79,2,146,0,12,19,1233,114
2619,339,354,285,377,343,371,298,170,82,1311,1308,1516,229,2,586,1,48,237,2441,178
1005,96,121,123,134,141,159,132,72,27,471,534,709,65,0,189,0,6,36,944,61
903,98,121,82,129,104,131,142,74,22,515,388,498,221,1,139,1,12,31,859,44
2110,249,263,206,294,305,311,287,126,69,1090,1020,1403,213,2,380,3,30,79,1944,166
1832,226,215,176,224,239,290,279,125,58,967,865,1622,27,0,130,0,1,52,1746,86
1278,170,177,147,177,183,202,120,74,28,810,468,1007,14,1,115,0,106,35,620,658
873,111,104,83,119,124,137,98,64,33,364,509,669,38,0,142,0,20,4,793,80
1028,128,156,122,152,142,121,109,72,26,553,475,647,15,1,93,0,215,57,503,525
1688,212,202,160,244,219,263,239,108,41,806,882,1233,39,0,331,3,36,46,1479,209
1823,207,222,210,211,266,272,241,133,61,859,964,1562,36,1,128,0,44,52,1431,392
2549,307,317,261,318,341,440,349,158,58,1191,1358,1295,326,1,769,2,31,125,2442,107
3059,372,414,345,408,464,427,369,193,67,1542,1517,1748,713,4,339,3,155,97,2509,550
1948,227,247,183,263,248,297,278,148,57,1012,936,1652,0,0,221,0,9,66,1836,112
1220,164,173,131,192,173,185,126,51,25,609,611,576,71,3,417,2,112,39,820,400
1797,246,207,184,239,258,262,236,115,50,867,930,1182,205,4,258,2,51,95,1525,272
1758,182,229,182,225,294,279,219,114,34,887,871,559,232,1,940,0,21,5,1641,117
1049,123,127,99,147,142,156,139,82,34,468,581,907,2,0,134,0,0,6,1014,35
2310,269,299,229,324,305,348,305,171,60,1148,1162,1572,263,0,366,1,27,81,2256,54
