"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","white","black.aa","a.ind..nat.ak","asian","nat.hi.pt.isl","other","two.","not.hisp.latino","hisp.latino"
3268,516,293,649,778,615,249,100,40,28,1450,1818,1128,512,0,1431,0,50,147,3190,78
967,52,68,81,61,159,170,163,52,161,483,484,630,0,0,321,0,0,16,942,25
1069,124,206,42,94,157,205,147,76,18,478,591,350,138,0,577,0,0,4,1044,25
1211,258,132,85,180,105,127,213,95,16,646,565,959,5,0,229,0,0,18,950,261
738,85,30,155,227,129,77,35,0,0,358,380,580,73,0,55,0,30,0,677,61
1263,168,274,105,52,240,256,89,58,21,571,692,800,16,0,412,0,0,35,1184,79
214,10,20,0,92,81,0,11,0,0,115,99,81,116,0,0,0,17,0,188,26
895,148,35,227,96,99,189,84,0,17,290,605,583,265,0,0,0,22,25,763,132
1068,290,95,144,342,81,62,25,29,0,509,559,640,164,0,109,0,131,24,333,735
3030,310,520,333,284,577,483,343,116,64,1527,1503,1391,461,0,867,0,18,293,2741,289
3061,333,292,450,269,358,504,557,257,41,1422,1639,1921,545,39,354,0,51,151,2876,185
1092,16,75,34,195,84,301,174,180,33,462,630,556,224,0,193,0,48,71,962,130
2128,375,328,317,246,583,120,76,83,0,773,1355,979,831,0,188,0,130,0,1385,743
2936,345,384,301,742,400,429,234,101,0,1540,1396,1598,734,0,366,0,93,145,2658,278
1418,157,253,43,74,171,354,258,93,15,781,637,1206,74,0,84,0,0,54,1356,62
1347,189,154,130,154,190,288,202,26,14,653,694,1105,78,0,145,0,0,19,1246,101
2619,71,47,814,1063,300,128,89,89,18,1324,1295,1558,240,0,530,0,44,247,2416,203
1005,152,102,65,122,124,223,59,149,9,479,526,716,55,0,198,0,0,36,935,70
903,41,34,109,310,77,173,152,7,0,515,388,486,237,8,144,0,0,28,859,44
2110,299,314,247,370,276,238,255,51,60,1101,1009,1441,324,0,344,0,1,0,1944,166
1832,319,256,182,188,279,206,177,100,125,951,881,1614,19,0,145,0,0,54,1768,64
1278,130,150,304,239,170,158,87,14,26,797,481,1025,15,0,101,0,99,38,620,658
873,84,92,144,270,159,46,55,15,8,366,507,668,37,0,144,0,24,0,798,75
1028,114,82,113,195,184,172,99,32,37,554,474,670,2,0,101,0,204,51,522,506
1688,129,249,88,103,269,329,300,112,109,795,893,1271,37,0,319,10,11,40,1503,185
1823,204,254,160,323,182,182,263,186,69,828,995,1612,40,0,130,0,0,41,1459,364
2549,384,253,213,425,348,527,194,143,62,1152,1397,1309,358,0,743,0,0,139,2438,111
3059,384,181,458,767,193,743,252,81,0,1532,1527,1756,886,0,242,0,129,46,2529,530
1948,237,258,202,176,163,424,330,143,15,1036,912,1646,0,0,235,0,6,61,1839,109
1220,126,152,151,133,205,154,133,127,39,590,630,599,70,0,399,0,115,37,826,394
1797,181,203,131,256,289,436,172,65,64,865,932,1211,234,8,236,0,7,101,1518,279
1758,226,201,381,249,287,266,143,5,0,881,877,605,220,0,933,0,0,0,1631,127
1049,97,159,104,96,144,216,69,123,41,456,593,908,1,0,138,0,0,2,1011,38
2310,87,333,380,42,380,524,319,190,55,1146,1164,1586,318,0,355,0,29,22,2251,59
