"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","white","black.aa","a.ind..nat.ak","asian","nat.hi.pt.isl","other","two.","not.hisp.latino","hisp.latino"
3268,519,240,711,838,608,206,66,54,26,1423,1845,1038,477,0,1573,0,46,134,3199,69
967,55,78,94,76,164,139,163,41,157,485,482,636,0,0,314,0,0,17,945,22
1069,123,179,49,99,170,202,149,81,17,516,553,318,126,0,619,0,0,6,1035,34
1211,231,145,93,163,121,131,210,101,16,626,585,966,7,0,221,0,0,17,924,287
738,67,20,167,223,152,76,33,0,0,355,383,594,70,0,58,0,16,0,690,48
1263,145,274,87,70,256,264,92,58,17,605,658,805,13,0,407,0,0,38,1182,81
214,8,22,0,91,83,0,10,0,0,114,100,85,123,0,0,0,6,0,199,15
895,148,38,213,108,93,189,93,0,13,278,617,563,288,0,0,0,18,26,752,143
1068,330,90,134,321,71,70,20,32,0,536,532,684,127,0,111,0,119,27,305,763
3030,307,481,320,280,608,537,320,117,60,1480,1550,1363,456,0,899,0,23,289,2750,280
3061,357,273,425,255,340,508,617,249,37,1421,1640,1940,519,36,358,0,40,168,2902,159
1092,9,82,30,180,78,297,178,206,32,465,627,560,202,0,219,0,47,64,968,124
2128,328,395,310,247,597,96,85,70,0,773,1355,973,854,0,166,0,135,0,1330,798
2936,357,356,343,723,390,428,236,103,0,1521,1415,1586,749,0,351,0,85,165,2665,271
1418,164,244,35,70,168,364,266,97,10,733,685,1179,96,0,73,0,0,70,1367,51
1347,203,185,125,163,185,255,182,34,15,658,689,1117,65,0,146,0,0,19,1231,116
2619,70,61,798,1072,292,151,72,88,15,1282,1337,1481,241,0,613,0,44,240,2456,163
1005,157,109,75,123,130,224,45,133,9,478,527,720,63,0,186,0,0,36,933,72
903,46,47,110,283,99,166,147,5,0,521,382,489,219,9,145,0,0,41,859,44
2110,300,314,252,348,276,249,254,40,77,1127,983,1402,314,0,394,0,0,0,1921,189
1832,304,263,165,218,279,211,174,106,112,964,868,1634,30,0,110,0,0,58,1754,78
1278,117,146,323,224,181,147,85,20,35,831,447,1012,14,0,115,0,98,39,604,674
873,78,93,166,268,173,35,42,13,5,376,497,689,34,0,137,0,13,0,782,91
1028,108,92,89,214,200,165,76,43,41,546,482,658,8,0,94,0,215,53,509,519
1688,112,270,86,114,273,302,316,94,121,802,886,1231,40,0,326,25,13,53,1481,207
1823,196,244,169,351,179,153,268,194,69,866,957,1610,41,0,132,0,0,40,1437,386
2549,393,236,216,417,379,472,208,150,78,1226,1323,1275,347,0,795,0,0,132,2438,111
3059,442,182,430,777,177,682,283,86,0,1539,1520,1764,838,0,261,0,150,46,2499,560
1948,225,245,200,193,176,417,337,147,8,1013,935,1654,0,0,218,0,6,70,1837,111
1220,127,157,153,135,176,149,154,126,43,649,571,580,62,0,417,0,125,36,802,418
1797,192,175,149,250,308,441,157,70,55,868,929,1156,269,6,267,0,11,88,1540,257
1758,234,213,407,224,305,238,134,3,0,935,823,562,223,0,973,0,0,0,1630,128
1049,99,156,101,96,148,218,63,121,47,447,602,910,2,0,130,0,0,7,1004,45
2310,110,328,354,31,367,528,343,190,59,1154,1156,1582,311,0,365,0,27,25,2258,52
