"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","white","black.aa","a.ind..nat.ak","asian","nat.hi.pt.isl","other","two.","not.hisp.latino","hisp.latino"
3268,342,371,399,397,443,507,416,249,144,1541,1727,2379,497,15,196,2,67,112,3034,234
967,102,107,104,123,133,142,143,71,42,485,482,705,143,5,56,3,18,37,894,73
1069,114,133,134,125,128,155,138,95,47,548,521,785,167,4,60,0,16,37,999,70
1211,154,143,139,149,134,163,167,108,54,585,626,851,207,7,77,0,32,37,1118,93
738,71,101,93,88,91,104,97,57,36,379,359,553,96,8,39,2,16,24,680,58
1263,128,157,167,140,155,191,165,102,58,608,655,935,175,7,95,0,15,36,1179,84
214,25,25,24,21,25,37,26,20,11,104,110,157,34,1,9,0,1,12,198,16
895,94,105,112,99,114,112,139,79,41,456,439,647,151,4,52,0,15,26,828,67
1068,108,119,137,126,128,156,145,98,51,524,544,777,156,1,69,1,18,46,989,79
3030,307,379,383,392,400,405,412,248,104,1435,1595,2192,466,14,187,5,61,105,2788,242
3061,333,375,351,386,361,441,425,259,130,1442,1619,2276,456,11,184,0,40,94,2840,221
1092,111,141,105,139,130,170,153,93,50,544,548,801,167,4,60,2,23,35,1009,83
2128,229,305,258,261,256,289,280,160,90,1050,1078,1554,308,7,138,2,30,89,1958,170
2936,340,358,354,350,349,383,391,280,131,1417,1519,2143,467,7,172,2,39,106,2725,211
1418,148,190,178,172,180,205,188,102,55,683,735,1012,212,7,100,1,22,64,1322,96
1347,159,138,157,161,193,184,181,118,56,636,711,955,224,6,93,1,29,39,1252,95
2619,293,306,346,334,316,374,332,196,122,1235,1384,1941,402,9,146,4,36,81,2420,199
1005,108,130,116,126,138,151,130,76,30,477,528,763,139,4,51,1,16,31,937,68
903,101,103,106,108,102,148,134,65,36,434,469,647,148,4,57,1,17,29,842,61
2110,214,239,250,296,251,275,282,186,117,1054,1056,1528,326,4,134,1,35,82,1962,148
1832,201,203,205,244,231,236,264,165,83,896,936,1336,283,4,117,2,30,60,1695,137
1278,130,163,169,150,159,190,155,98,64,626,652,913,211,5,80,3,18,48,1199,79
873,99,95,94,124,106,139,118,72,26,414,459,639,143,4,40,0,12,35,808,65
1028,118,138,127,136,114,151,143,70,31,506,522,730,175,2,70,2,15,34,956,72
1688,178,201,169,213,223,248,233,142,81,827,861,1250,255,3,99,1,23,57,1576,112
1823,201,240,252,197,237,244,237,146,69,893,930,1298,286,5,121,0,34,79,1699,124
2549,273,304,310,330,315,356,309,231,121,1209,1340,1877,360,9,169,0,29,105,2380,169
3059,333,360,367,364,386,454,440,235,120,1524,1535,2249,438,8,183,4,62,115,2831,228
1948,202,248,220,251,258,282,252,161,74,932,1016,1429,286,7,132,2,22,70,1805,143
1220,144,136,147,163,162,167,156,103,42,617,603,892,170,4,86,0,21,47,1129,91
1797,213,242,214,217,211,259,228,140,73,872,925,1278,279,4,124,0,33,79,1660,137
1758,165,218,211,224,239,254,230,130,87,837,921,1271,270,7,120,4,24,62,1644,114
1049,121,144,122,133,119,158,133,83,36,504,545,750,154,6,66,0,25,48,956,93
2310,257,265,306,306,268,332,298,174,104,1087,1223,1711,360,9,128,3,29,70,2141,169
