"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","white","black.aa","a.ind..nat.ak","asian","nat.hi.pt.isl","other","two.","not.hisp.latino","hisp.latino"
967,100,110,98,125,133,173,125,75,28,493,474,625,0,0,321,0,3,18,942,25
1069,111,149,102,150,184,163,132,59,19,506,563,340,142,0,576,0,2,9,1039,30
1211,143,164,124,138,176,187,161,86,32,624,587,963,7,0,203,0,9,29,916,295
738,99,87,62,109,110,108,89,52,22,354,384,595,70,0,53,0,18,2,678,60
1263,142,171,140,152,193,182,160,82,41,596,667,802,11,0,383,0,22,45,1168,95
214,30,23,26,32,28,29,30,13,3,124,90,86,116,0,0,0,12,0,196,18
895,102,122,90,116,123,151,101,70,20,288,607,585,257,1,3,0,27,22,751,144
1068,164,148,157,161,151,128,94,49,16,508,560,652,148,0,117,0,130,21,324,744
3030,395,398,300,446,436,394,386,203,72,1509,1521,1379,427,2,875,2,58,287,2755,275
3061,381,404,312,387,449,448,406,216,58,1416,1645,1950,511,20,371,1,44,164,2885,176
1092,156,137,114,156,141,160,134,66,28,454,638,554,205,0,215,0,41,77,969,123
2128,275,276,245,307,285,320,260,117,43,764,1364,1196,435,2,215,2,200,78,1391,737
2936,326,390,297,409,411,447,394,183,79,1516,1420,1596,729,2,359,2,83,165,2674,262
1418,162,181,132,144,196,239,202,115,47,746,672,1184,89,0,82,0,1,62,1365,53
1347,143,166,139,171,207,208,176,100,37,644,703,1103,79,0,146,0,0,19,1233,114
2619,311,342,258,366,412,383,319,161,67,1311,1308,1516,229,2,586,1,48,237,2441,178
1005,115,134,99,122,150,148,125,80,32,471,534,715,65,0,181,1,7,36,944,61
903,104,109,93,120,115,147,123,70,22,515,388,498,227,1,139,0,7,31,859,44
2110,221,269,235,258,323,326,278,148,52,1090,1020,1403,282,1,380,0,29,15,1944,166
1832,219,234,189,236,240,287,245,131,51,967,865,1623,27,0,130,0,0,52,1746,86
1278,187,164,160,176,170,196,121,69,35,810,468,1007,14,3,113,0,106,35,620,658
873,94,104,87,96,144,138,126,64,20,364,509,669,38,0,142,0,16,8,793,80
1028,121,158,141,140,149,125,108,68,18,553,475,647,29,1,93,1,200,57,503,525
1688,196,200,195,225,224,262,218,127,41,806,882,1233,39,1,329,4,36,46,1479,209
1823,227,251,201,228,260,264,235,115,42,859,964,1607,36,0,128,0,0,52,1431,392
2549,332,303,235,364,400,388,292,163,72,1191,1358,1295,336,1,767,0,25,125,2442,107
3059,352,408,310,429,447,436,397,210,70,1542,1517,1748,855,5,252,0,150,49,2509,550
1948,215,252,178,262,253,287,293,140,68,1012,936,1651,1,0,221,0,9,66,1836,112
1220,137,147,131,187,212,173,143,65,25,609,611,576,71,0,422,0,112,39,820,400
1797,214,214,201,273,258,253,229,110,45,867,930,1182,215,3,258,0,44,95,1525,272
1758,214,213,196,263,297,259,174,110,32,887,871,559,232,0,936,0,24,7,1641,117
1049,120,126,120,101,147,188,152,56,39,468,581,907,2,0,134,0,0,6,1014,35
2310,272,266,233,295,318,401,300,153,72,1148,1162,1572,319,0,366,0,28,25,2256,54
