"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83","COL84","COL85","COL86","COL87","COL88","COL89","COL90","COL91","COL92","COL93","COL94","COL95","COL96"
"59151544",455.00,45.00,20.00,10.00,15.00,355.00,10.00,30.00,50.00,40.00,35.00,35.00,30.00,40.00,45.00,40.00,60.00,30.00,10.00,15.00,5.00,0.00,5.00,0.00,0.00,0.00,42.30,100.00,9.90,78.00,13.20,0.00,235.00,25.00,10.00,5.00,10.00,185.00,5.00,15.00,25.00,25.00,20.00,20.00,10.00,25.00,25.00,20.00,25.00,15.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,41.10,100.00,10.60,78.70,10.60,0.00,220.00,20.00,10.00,0.00,5.00,170.00,5.00,15.00,30.00,15.00,20.00,15.00,15.00,20.00,25.00,15.00,35.00,15.00,5.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,43.50,100.00,9.10,77.30,15.90,2.30
"59151545",835.00,115.00,35.00,35.00,40.00,575.00,60.00,65.00,60.00,40.00,35.00,65.00,75.00,60.00,60.00,55.00,150.00,40.00,30.00,40.00,25.00,15.00,15.00,0.00,0.00,0.00,42.10,100.00,13.80,68.90,18.00,1.80,425.00,55.00,20.00,15.00,25.00,295.00,30.00,40.00,35.00,20.00,15.00,30.00,35.00,25.00,30.00,30.00,75.00,20.00,15.00,15.00,10.00,5.00,10.00,0.00,0.00,0.00,41.30,100.00,12.90,69.40,17.60,1.20,410.00,55.00,20.00,20.00,20.00,280.00,30.00,30.00,20.00,20.00,20.00,30.00,35.00,35.00,30.00,25.00,75.00,15.00,20.00,25.00,15.00,10.00,10.00,0.00,0.00,0.00,42.80,100.00,13.40,68.30,18.30,2.40
"59151547",575.00,80.00,30.00,20.00,25.00,360.00,30.00,30.00,35.00,35.00,35.00,40.00,45.00,50.00,40.00,25.00,135.00,30.00,10.00,10.00,25.00,60.00,20.00,20.00,15.00,5.00,45.80,100.00,13.90,62.60,23.50,10.40,245.00,40.00,15.00,10.00,10.00,175.00,15.00,10.00,15.00,25.00,20.00,15.00,20.00,20.00,20.00,15.00,35.00,10.00,5.00,5.00,10.00,5.00,0.00,0.00,5.00,0.00,40.20,100.00,16.30,71.40,14.30,2.00,330.00,35.00,10.00,10.00,15.00,190.00,20.00,15.00,20.00,15.00,20.00,20.00,25.00,30.00,20.00,10.00,100.00,20.00,5.00,5.00,15.00,55.00,20.00,20.00,10.00,0.00,50.10,100.00,10.60,57.60,30.30,16.70
"59151553",640.00,100.00,35.00,30.00,35.00,460.00,30.00,70.00,40.00,45.00,40.00,35.00,45.00,50.00,40.00,60.00,80.00,35.00,15.00,15.00,10.00,5.00,5.00,0.00,0.00,0.00,39.70,100.00,15.60,71.90,12.50,0.80,300.00,45.00,20.00,15.00,15.00,220.00,10.00,35.00,20.00,20.00,20.00,20.00,20.00,25.00,20.00,30.00,45.00,20.00,10.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,39.90,100.00,15.00,73.30,15.00,1.70,335.00,55.00,15.00,10.00,25.00,245.00,20.00,35.00,20.00,25.00,20.00,15.00,25.00,25.00,25.00,30.00,40.00,20.00,5.00,0.00,5.00,5.00,5.00,0.00,0.00,0.00,39.40,100.00,16.40,73.10,11.90,1.50
"59151554",575.00,75.00,20.00,25.00,30.00,425.00,40.00,55.00,40.00,40.00,35.00,35.00,40.00,55.00,50.00,50.00,75.00,25.00,20.00,10.00,10.00,5.00,0.00,0.00,0.00,0.00,41.20,100.00,13.00,73.90,13.00,0.90,295.00,40.00,10.00,15.00,15.00,215.00,20.00,25.00,15.00,20.00,20.00,15.00,20.00,25.00,20.00,25.00,45.00,15.00,10.00,5.00,10.00,0.00,5.00,0.00,0.00,0.00,41.10,100.00,13.60,72.90,15.30,0.00,280.00,40.00,15.00,10.00,15.00,210.00,15.00,25.00,15.00,20.00,15.00,20.00,20.00,25.00,25.00,25.00,35.00,10.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,41.40,100.00,14.30,75.00,12.50,0.00
"59151555",665.00,80.00,35.00,30.00,20.00,495.00,30.00,55.00,60.00,60.00,45.00,40.00,40.00,50.00,60.00,55.00,85.00,25.00,25.00,20.00,10.00,10.00,5.00,5.00,0.00,0.00,41.20,100.00,12.00,74.40,12.80,1.50,320.00,35.00,10.00,15.00,10.00,245.00,15.00,30.00,30.00,35.00,25.00,20.00,20.00,25.00,25.00,25.00,40.00,10.00,15.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,40.00,100.00,10.90,76.60,12.50,0.00,340.00,40.00,20.00,15.00,5.00,250.00,10.00,25.00,30.00,30.00,20.00,20.00,25.00,25.00,35.00,30.00,50.00,15.00,10.00,10.00,10.00,5.00,5.00,0.00,0.00,0.00,42.30,100.00,11.80,73.50,14.70,1.50
"59151556",485.00,45.00,20.00,15.00,10.00,365.00,15.00,35.00,60.00,65.00,40.00,25.00,30.00,40.00,35.00,25.00,75.00,25.00,15.00,20.00,10.00,5.00,5.00,5.00,0.00,0.00,41.40,100.00,9.30,75.30,15.50,1.00,255.00,20.00,10.00,5.00,5.00,195.00,10.00,15.00,30.00,40.00,20.00,15.00,15.00,25.00,20.00,10.00,35.00,10.00,10.00,10.00,10.00,0.00,5.00,0.00,0.00,0.00,41.40,100.00,7.80,76.50,13.70,0.00,235.00,25.00,15.00,5.00,5.00,165.00,5.00,25.00,25.00,25.00,20.00,10.00,15.00,20.00,10.00,15.00,40.00,15.00,5.00,15.00,5.00,0.00,0.00,0.00,0.00,0.00,41.30,100.00,10.60,70.20,17.00,0.00
"59151557",530.00,30.00,15.00,10.00,5.00,400.00,15.00,25.00,35.00,60.00,25.00,25.00,40.00,65.00,65.00,45.00,100.00,35.00,30.00,20.00,10.00,10.00,10.00,0.00,0.00,0.00,47.50,100.00,5.70,75.50,18.90,1.90,280.00,10.00,10.00,0.00,5.00,225.00,15.00,10.00,20.00,35.00,15.00,15.00,15.00,35.00,40.00,20.00,45.00,15.00,15.00,10.00,0.00,0.00,5.00,0.00,0.00,0.00,45.90,100.00,3.60,80.40,16.10,0.00,255.00,15.00,10.00,5.00,0.00,180.00,0.00,10.00,15.00,20.00,15.00,10.00,25.00,35.00,25.00,25.00,60.00,20.00,10.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,49.10,100.00,5.90,70.60,23.50,2.00
"59151558",440.00,45.00,5.00,20.00,15.00,315.00,10.00,30.00,25.00,35.00,30.00,35.00,45.00,40.00,45.00,25.00,75.00,25.00,20.00,10.00,10.00,10.00,5.00,5.00,0.00,0.00,44.60,100.00,10.20,71.60,17.00,2.30,225.00,20.00,5.00,5.00,10.00,175.00,10.00,10.00,15.00,15.00,20.00,10.00,25.00,20.00,30.00,15.00,30.00,10.00,5.00,0.00,5.00,5.00,5.00,0.00,0.00,0.00,44.30,100.00,8.90,77.80,13.30,2.20,215.00,25.00,5.00,15.00,10.00,140.00,5.00,15.00,10.00,15.00,10.00,20.00,15.00,15.00,15.00,10.00,45.00,15.00,10.00,10.00,5.00,0.00,5.00,0.00,0.00,0.00,44.90,100.00,11.60,65.10,20.90,0.00
"59151559",1085.00,105.00,30.00,40.00,30.00,745.00,40.00,75.00,75.00,70.00,55.00,55.00,75.00,95.00,115.00,90.00,230.00,75.00,55.00,40.00,35.00,30.00,25.00,10.00,0.00,0.00,46.20,100.00,9.70,68.70,21.20,2.80,525.00,55.00,20.00,15.00,20.00,370.00,25.00,45.00,45.00,40.00,20.00,25.00,35.00,40.00,50.00,40.00,105.00,35.00,25.00,20.00,15.00,15.00,10.00,5.00,0.00,0.00,44.70,100.00,10.50,70.50,20.00,2.90,555.00,50.00,20.00,20.00,10.00,380.00,20.00,35.00,30.00,30.00,35.00,30.00,40.00,55.00,60.00,45.00,125.00,40.00,30.00,20.00,15.00,20.00,15.00,5.00,0.00,0.00,47.70,100.00,9.00,68.50,22.50,3.60
"59151560",440.00,45.00,10.00,10.00,30.00,275.00,30.00,30.00,15.00,20.00,10.00,15.00,35.00,45.00,25.00,40.00,115.00,45.00,30.00,20.00,10.00,15.00,10.00,5.00,0.00,0.00,47.90,100.00,10.20,62.50,26.10,3.40,220.00,30.00,5.00,5.00,15.00,135.00,15.00,20.00,10.00,10.00,5.00,10.00,15.00,25.00,10.00,15.00,55.00,30.00,10.00,10.00,5.00,10.00,0.00,0.00,0.00,0.00,44.90,100.00,13.60,61.40,25.00,4.50,220.00,15.00,5.00,5.00,5.00,145.00,15.00,15.00,0.00,10.00,10.00,10.00,20.00,25.00,20.00,25.00,65.00,15.00,15.00,10.00,5.00,10.00,5.00,0.00,0.00,0.00,50.90,100.00,6.80,65.90,29.50,4.50
"59151561",585.00,75.00,25.00,25.00,20.00,380.00,40.00,45.00,40.00,20.00,20.00,25.00,40.00,35.00,50.00,50.00,140.00,45.00,35.00,30.00,10.00,20.00,10.00,10.00,0.00,0.00,44.90,100.00,12.80,65.00,23.90,3.40,290.00,35.00,15.00,10.00,10.00,185.00,20.00,20.00,25.00,10.00,10.00,15.00,15.00,20.00,20.00,25.00,70.00,25.00,15.00,20.00,5.00,10.00,5.00,0.00,0.00,0.00,44.70,100.00,12.10,63.80,24.10,3.40,300.00,35.00,10.00,15.00,15.00,190.00,20.00,25.00,20.00,10.00,10.00,15.00,20.00,20.00,30.00,25.00,70.00,20.00,20.00,15.00,5.00,10.00,5.00,10.00,0.00,0.00,45.20,100.00,11.70,63.30,23.30,3.30
"59151562",460.00,60.00,15.00,15.00,25.00,330.00,45.00,30.00,30.00,15.00,20.00,35.00,35.00,50.00,40.00,30.00,80.00,15.00,20.00,15.00,15.00,10.00,5.00,5.00,5.00,0.00,43.00,100.00,13.00,71.70,17.40,2.20,215.00,25.00,10.00,5.00,10.00,155.00,20.00,10.00,15.00,10.00,10.00,15.00,15.00,30.00,20.00,10.00,35.00,10.00,5.00,10.00,5.00,5.00,0.00,5.00,0.00,0.00,42.80,100.00,11.60,72.10,16.30,2.30,245.00,30.00,10.00,10.00,10.00,170.00,20.00,20.00,10.00,5.00,10.00,25.00,25.00,20.00,20.00,20.00,40.00,10.00,15.00,5.00,10.00,0.00,0.00,0.00,0.00,0.00,43.10,100.00,12.20,69.40,16.30,0.00
"59151563",565.00,45.00,20.00,15.00,10.00,460.00,25.00,95.00,95.00,50.00,25.00,30.00,35.00,40.00,40.00,25.00,60.00,25.00,15.00,10.00,5.00,0.00,5.00,0.00,0.00,0.00,38.20,100.00,8.00,81.40,10.60,0.00,280.00,20.00,10.00,5.00,0.00,235.00,10.00,55.00,45.00,25.00,15.00,20.00,15.00,20.00,15.00,15.00,25.00,10.00,5.00,10.00,0.00,0.00,5.00,0.00,0.00,0.00,37.80,100.00,7.10,83.90,8.90,0.00,285.00,25.00,15.00,10.00,10.00,225.00,10.00,40.00,50.00,30.00,10.00,10.00,20.00,20.00,25.00,10.00,30.00,15.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,38.50,100.00,8.80,78.90,10.50,0.00
"59151564",625.00,40.00,15.00,10.00,15.00,355.00,15.00,35.00,55.00,50.00,35.00,35.00,35.00,35.00,35.00,25.00,225.00,35.00,35.00,30.00,40.00,85.00,35.00,30.00,10.00,0.00,52.40,100.00,6.40,56.80,36.00,13.60,290.00,20.00,10.00,5.00,5.00,195.00,10.00,25.00,35.00,25.00,20.00,15.00,15.00,15.00,20.00,20.00,70.00,15.00,15.00,10.00,10.00,20.00,10.00,10.00,0.00,0.00,46.30,100.00,6.90,67.20,24.10,6.90,335.00,15.00,10.00,5.00,5.00,165.00,10.00,15.00,15.00,25.00,20.00,15.00,20.00,15.00,15.00,10.00,150.00,15.00,20.00,20.00,30.00,70.00,35.00,25.00,10.00,0.00,57.70,100.00,4.50,49.30,44.80,20.90
"59151565",930.00,90.00,40.00,25.00,25.00,760.00,45.00,115.00,105.00,105.00,60.00,60.00,65.00,80.00,65.00,50.00,80.00,25.00,20.00,10.00,15.00,10.00,5.00,5.00,0.00,0.00,38.20,100.00,9.70,81.70,8.60,1.10,460.00,40.00,20.00,10.00,10.00,385.00,20.00,55.00,60.00,55.00,40.00,35.00,30.00,45.00,30.00,25.00,30.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,37.70,100.00,8.70,83.70,6.50,0.00,475.00,50.00,25.00,15.00,15.00,370.00,25.00,55.00,55.00,55.00,25.00,25.00,35.00,40.00,30.00,25.00,50.00,15.00,10.00,5.00,5.00,10.00,5.00,5.00,0.00,0.00,38.70,100.00,10.50,77.90,10.50,2.10
"59151566",1455.00,215.00,85.00,75.00,50.00,1095.00,70.00,160.00,120.00,155.00,125.00,95.00,115.00,90.00,100.00,70.00,145.00,60.00,35.00,25.00,5.00,15.00,10.00,0.00,5.00,0.00,37.20,100.00,14.80,75.30,10.00,1.00,730.00,100.00,40.00,40.00,25.00,560.00,45.00,95.00,60.00,75.00,70.00,45.00,50.00,45.00,45.00,30.00,65.00,30.00,20.00,10.00,0.00,5.00,5.00,0.00,0.00,0.00,36.20,100.00,13.70,76.70,8.90,0.70,730.00,120.00,50.00,40.00,30.00,535.00,25.00,65.00,55.00,80.00,60.00,50.00,65.00,45.00,60.00,35.00,75.00,30.00,20.00,10.00,0.00,10.00,5.00,5.00,0.00,0.00,38.10,100.00,16.40,73.30,10.30,1.40
"59151567",530.00,90.00,40.00,30.00,15.00,400.00,35.00,30.00,40.00,55.00,60.00,40.00,35.00,45.00,35.00,25.00,35.00,20.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,36.40,100.00,17.00,75.50,6.60,0.00,265.00,45.00,20.00,10.00,10.00,205.00,15.00,20.00,15.00,30.00,30.00,20.00,15.00,25.00,15.00,15.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.90,100.00,17.00,77.40,5.70,0.00,265.00,45.00,20.00,20.00,5.00,200.00,20.00,15.00,20.00,25.00,30.00,20.00,20.00,20.00,20.00,15.00,20.00,15.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,36.80,100.00,17.00,75.50,7.50,1.90
"59151568",710.00,110.00,25.00,45.00,40.00,545.00,45.00,55.00,70.00,70.00,55.00,50.00,50.00,65.00,45.00,45.00,55.00,25.00,10.00,5.00,10.00,5.00,0.00,0.00,0.00,0.00,37.00,100.00,15.50,76.80,7.70,0.70,345.00,55.00,15.00,30.00,15.00,260.00,20.00,20.00,45.00,35.00,25.00,25.00,25.00,30.00,25.00,20.00,25.00,15.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,35.90,100.00,15.90,75.40,7.20,0.00,365.00,55.00,15.00,20.00,20.00,285.00,25.00,35.00,30.00,35.00,25.00,20.00,25.00,40.00,20.00,25.00,30.00,10.00,10.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,38.00,100.00,15.10,78.10,8.20,1.40
"59151569",775.00,110.00,30.00,40.00,35.00,385.00,40.00,45.00,30.00,40.00,45.00,40.00,50.00,45.00,40.00,30.00,280.00,15.00,25.00,40.00,45.00,150.00,60.00,65.00,20.00,5.00,51.70,100.00,14.20,49.70,36.10,19.40,330.00,55.00,15.00,20.00,25.00,190.00,25.00,25.00,15.00,20.00,20.00,15.00,15.00,30.00,20.00,10.00,75.00,5.00,10.00,15.00,10.00,30.00,15.00,15.00,5.00,0.00,43.70,100.00,16.70,57.60,22.70,9.10,445.00,50.00,20.00,25.00,15.00,190.00,15.00,15.00,15.00,20.00,20.00,20.00,30.00,20.00,15.00,20.00,205.00,10.00,20.00,30.00,35.00,120.00,45.00,55.00,15.00,0.00,57.60,100.00,11.20,42.70,46.10,27.00
"59151570",690.00,110.00,35.00,45.00,30.00,505.00,60.00,65.00,40.00,35.00,40.00,50.00,65.00,70.00,60.00,25.00,75.00,30.00,20.00,15.00,10.00,5.00,5.00,0.00,0.00,0.00,38.20,100.00,15.90,73.20,10.90,0.70,335.00,55.00,15.00,20.00,15.00,250.00,30.00,35.00,20.00,15.00,15.00,20.00,35.00,35.00,25.00,15.00,40.00,15.00,5.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,39.00,100.00,16.40,74.60,11.90,1.50,355.00,60.00,20.00,20.00,15.00,260.00,30.00,30.00,20.00,15.00,25.00,30.00,35.00,35.00,30.00,5.00,35.00,10.00,15.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,37.40,100.00,16.90,73.20,9.90,0.00
"59151571",635.00,75.00,25.00,25.00,15.00,490.00,35.00,55.00,50.00,55.00,35.00,40.00,55.00,60.00,60.00,45.00,75.00,20.00,20.00,20.00,5.00,5.00,0.00,0.00,5.00,0.00,41.10,100.00,11.80,77.20,11.80,0.80,335.00,35.00,15.00,10.00,10.00,265.00,20.00,30.00,25.00,25.00,20.00,20.00,35.00,30.00,35.00,30.00,40.00,10.00,15.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,41.50,100.00,10.40,79.10,11.90,1.50,300.00,35.00,15.00,15.00,10.00,225.00,15.00,25.00,25.00,30.00,10.00,25.00,20.00,35.00,25.00,15.00,35.00,10.00,10.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,40.50,100.00,11.70,75.00,11.70,1.70
"59151572",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59151573",820.00,95.00,35.00,35.00,30.00,555.00,50.00,55.00,30.00,30.00,45.00,45.00,70.00,80.00,75.00,65.00,170.00,55.00,40.00,35.00,20.00,20.00,15.00,10.00,0.00,0.00,45.40,100.00,11.60,67.70,20.70,2.40,410.00,45.00,15.00,20.00,5.00,290.00,25.00,30.00,15.00,20.00,25.00,20.00,35.00,40.00,50.00,30.00,80.00,30.00,20.00,20.00,10.00,10.00,5.00,0.00,0.00,0.00,45.20,100.00,11.00,70.70,19.50,2.40,410.00,50.00,15.00,15.00,20.00,275.00,25.00,25.00,15.00,15.00,25.00,25.00,35.00,40.00,25.00,35.00,90.00,25.00,25.00,15.00,15.00,15.00,10.00,5.00,0.00,0.00,45.60,100.00,12.20,67.10,22.00,3.70
"59151574",475.00,75.00,25.00,25.00,25.00,325.00,20.00,25.00,25.00,25.00,40.00,40.00,40.00,40.00,40.00,30.00,75.00,25.00,15.00,20.00,5.00,5.00,0.00,5.00,0.00,0.00,41.40,100.00,15.80,68.40,15.80,1.10,245.00,40.00,15.00,10.00,15.00,165.00,15.00,15.00,15.00,15.00,20.00,20.00,15.00,20.00,25.00,15.00,40.00,15.00,5.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,40.90,100.00,16.30,67.30,16.30,0.00,230.00,40.00,15.00,15.00,10.00,155.00,5.00,10.00,10.00,10.00,25.00,15.00,15.00,20.00,20.00,15.00,30.00,10.00,5.00,5.00,0.00,5.00,0.00,5.00,0.00,0.00,41.90,100.00,17.40,67.40,13.00,2.20
"59151575",460.00,75.00,30.00,30.00,20.00,305.00,30.00,30.00,20.00,35.00,30.00,30.00,30.00,45.00,35.00,25.00,80.00,25.00,20.00,15.00,15.00,5.00,5.00,5.00,0.00,0.00,40.90,100.00,16.30,66.30,17.40,1.10,220.00,35.00,15.00,10.00,10.00,150.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,20.00,20.00,10.00,35.00,10.00,10.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,41.10,100.00,15.90,68.20,15.90,2.30,240.00,40.00,15.00,20.00,10.00,160.00,20.00,20.00,5.00,15.00,15.00,15.00,20.00,25.00,15.00,15.00,35.00,15.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,40.60,100.00,16.70,66.70,14.60,2.10
"59151576",490.00,65.00,20.00,25.00,30.00,335.00,35.00,20.00,20.00,25.00,40.00,30.00,35.00,50.00,35.00,45.00,85.00,40.00,15.00,15.00,10.00,10.00,10.00,5.00,0.00,0.00,43.50,100.00,13.30,68.40,17.30,2.00,235.00,30.00,10.00,10.00,15.00,160.00,15.00,10.00,5.00,15.00,15.00,20.00,20.00,20.00,15.00,20.00,45.00,20.00,10.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,44.60,100.00,12.80,68.10,19.10,2.10,255.00,40.00,10.00,15.00,15.00,175.00,20.00,15.00,10.00,10.00,25.00,15.00,15.00,30.00,20.00,25.00,40.00,15.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,42.60,100.00,15.70,68.60,15.70,2.00
"59151577",345.00,60.00,15.00,20.00,20.00,225.00,20.00,15.00,15.00,20.00,20.00,25.00,30.00,10.00,30.00,40.00,65.00,30.00,15.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,43.10,100.00,17.40,65.20,18.80,1.40,165.00,30.00,5.00,15.00,5.00,100.00,10.00,5.00,10.00,5.00,10.00,10.00,15.00,0.00,15.00,20.00,35.00,15.00,10.00,10.00,0.00,0.00,5.00,0.00,0.00,0.00,44.20,100.00,18.20,60.60,21.20,0.00,185.00,35.00,5.00,15.00,10.00,125.00,10.00,15.00,5.00,10.00,15.00,15.00,10.00,10.00,15.00,20.00,30.00,15.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,42.20,100.00,18.90,67.60,16.20,0.00
"59151578",435.00,50.00,10.00,25.00,20.00,305.00,25.00,40.00,30.00,15.00,20.00,35.00,30.00,30.00,50.00,35.00,85.00,30.00,30.00,15.00,5.00,10.00,5.00,5.00,5.00,0.00,44.20,100.00,11.50,70.10,19.50,2.30,210.00,20.00,5.00,10.00,5.00,140.00,15.00,25.00,10.00,5.00,5.00,15.00,10.00,15.00,20.00,20.00,45.00,15.00,15.00,15.00,5.00,5.00,5.00,0.00,0.00,0.00,44.80,100.00,9.50,66.70,21.40,2.40,230.00,25.00,5.00,10.00,15.00,165.00,10.00,10.00,25.00,10.00,15.00,20.00,15.00,10.00,30.00,15.00,40.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,43.70,100.00,10.90,71.70,17.40,2.20
"59151579",870.00,120.00,35.00,45.00,40.00,585.00,60.00,60.00,55.00,40.00,45.00,50.00,70.00,70.00,80.00,60.00,160.00,70.00,40.00,30.00,15.00,10.00,5.00,5.00,0.00,0.00,42.40,100.00,13.80,67.20,18.40,1.10,425.00,65.00,15.00,25.00,20.00,275.00,25.00,30.00,30.00,15.00,20.00,20.00,40.00,35.00,35.00,30.00,85.00,35.00,25.00,15.00,10.00,5.00,5.00,0.00,5.00,0.00,42.80,100.00,15.30,64.70,20.00,1.20,445.00,60.00,15.00,20.00,20.00,305.00,30.00,30.00,25.00,25.00,30.00,30.00,30.00,35.00,45.00,30.00,80.00,35.00,20.00,10.00,5.00,0.00,5.00,0.00,5.00,0.00,42.10,100.00,13.50,68.50,18.00,0.00
"59151580",885.00,180.00,50.00,60.00,65.00,545.00,50.00,45.00,35.00,35.00,55.00,70.00,75.00,60.00,65.00,55.00,160.00,60.00,45.00,30.00,10.00,10.00,10.00,5.00,0.00,0.00,40.50,100.00,20.30,61.60,18.10,1.10,445.00,85.00,25.00,30.00,30.00,275.00,30.00,25.00,20.00,15.00,30.00,25.00,40.00,30.00,30.00,25.00,80.00,25.00,25.00,20.00,10.00,5.00,0.00,0.00,0.00,0.00,40.70,100.00,19.10,61.80,18.00,1.10,440.00,90.00,25.00,35.00,35.00,270.00,25.00,20.00,15.00,15.00,25.00,40.00,35.00,30.00,40.00,25.00,75.00,35.00,15.00,10.00,0.00,5.00,5.00,5.00,0.00,0.00,40.40,100.00,20.50,61.40,17.00,1.10
"59151581",560.00,100.00,30.00,30.00,45.00,385.00,45.00,30.00,25.00,20.00,30.00,30.00,60.00,50.00,60.00,40.00,70.00,25.00,15.00,15.00,10.00,5.00,5.00,0.00,0.00,0.00,40.50,100.00,17.90,68.80,12.50,0.90,285.00,55.00,15.00,15.00,25.00,195.00,20.00,15.00,15.00,5.00,10.00,15.00,20.00,30.00,30.00,20.00,40.00,15.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,40.20,100.00,19.30,68.40,14.00,0.00,270.00,45.00,10.00,15.00,20.00,190.00,25.00,10.00,5.00,10.00,20.00,15.00,35.00,20.00,25.00,20.00,35.00,15.00,10.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,40.90,100.00,16.70,70.40,13.00,0.00
"59151582",615.00,100.00,25.00,35.00,40.00,420.00,45.00,45.00,30.00,20.00,25.00,35.00,60.00,45.00,50.00,55.00,95.00,30.00,25.00,15.00,10.00,15.00,10.00,5.00,0.00,0.00,41.60,100.00,16.30,68.30,15.40,2.40,310.00,45.00,10.00,15.00,15.00,210.00,15.00,30.00,15.00,10.00,15.00,15.00,30.00,15.00,35.00,25.00,50.00,20.00,15.00,10.00,5.00,10.00,5.00,0.00,0.00,0.00,42.50,100.00,14.50,67.70,16.10,3.20,310.00,55.00,20.00,20.00,20.00,210.00,30.00,15.00,15.00,10.00,10.00,20.00,30.00,30.00,25.00,30.00,45.00,15.00,15.00,10.00,10.00,5.00,0.00,0.00,0.00,0.00,40.70,100.00,17.70,67.70,14.50,1.60
"59151583",525.00,95.00,30.00,25.00,35.00,335.00,30.00,25.00,35.00,25.00,35.00,35.00,40.00,40.00,35.00,35.00,95.00,25.00,25.00,25.00,10.00,10.00,5.00,0.00,0.00,0.00,41.20,100.00,18.10,63.80,18.10,1.90,255.00,60.00,20.00,20.00,15.00,165.00,15.00,10.00,20.00,15.00,20.00,15.00,15.00,20.00,15.00,15.00,40.00,10.00,5.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,38.80,100.00,23.50,64.70,15.70,2.00,265.00,35.00,5.00,10.00,20.00,175.00,20.00,15.00,15.00,10.00,15.00,20.00,25.00,20.00,20.00,15.00,60.00,15.00,20.00,15.00,10.00,5.00,0.00,0.00,0.00,0.00,43.50,100.00,13.20,66.00,22.60,1.90
"59151584",535.00,95.00,25.00,30.00,45.00,350.00,45.00,45.00,25.00,20.00,20.00,30.00,50.00,55.00,35.00,25.00,80.00,30.00,15.00,30.00,5.00,0.00,0.00,0.00,0.00,0.00,39.60,100.00,17.80,65.40,15.00,0.00,250.00,45.00,10.00,15.00,20.00,170.00,25.00,20.00,10.00,15.00,10.00,10.00,20.00,30.00,15.00,15.00,35.00,15.00,10.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,38.80,100.00,18.00,68.00,14.00,0.00,280.00,55.00,15.00,15.00,20.00,180.00,15.00,20.00,10.00,10.00,15.00,20.00,30.00,30.00,20.00,10.00,50.00,20.00,5.00,20.00,5.00,0.00,5.00,0.00,0.00,0.00,40.40,100.00,19.60,64.30,17.90,0.00
