"COL0","COL1","COL2","COL3"
"59151936",155.00,65.00,90.00
"59151937",55.00,35.00,15.00
"59151938",135.00,75.00,60.00
"59151939",115.00,65.00,45.00
"59151940",45.00,15.00,25.00
"59151941",90.00,55.00,35.00
"59151942",70.00,35.00,35.00
"59151943",110.00,50.00,60.00
"59151944",150.00,75.00,75.00
"59151945",90.00,50.00,40.00
"59151948",160.00,85.00,75.00
"59151949",775.00,455.00,315.00
"59151950",200.00,100.00,105.00
"59151951",490.00,280.00,210.00
"59151952",40.00,15.00,20.00
"59151955",70.00,35.00,35.00
"59151956",105.00,60.00,45.00
"59151957",30.00,20.00,10.00
"59151958",80.00,45.00,40.00
"59151959",50.00,30.00,20.00
"59151960",100.00,45.00,50.00
"59151961",165.00,100.00,70.00
"59151962",130.00,80.00,50.00
"59151963",75.00,30.00,45.00
"59151964",90.00,35.00,50.00
"59151965",115.00,60.00,55.00
"59151968",80.00,40.00,40.00
"59151969",185.00,95.00,90.00
"59151970",80.00,45.00,30.00
"59151971",85.00,40.00,40.00
"59151972",65.00,45.00,25.00
"59151973",115.00,70.00,45.00
"59151974",235.00,105.00,125.00
"59151975",295.00,120.00,180.00
"59151978",85.00,45.00,40.00
"59151979",95.00,55.00,40.00
"59151980",35.00,20.00,20.00
"59151986",120.00,55.00,65.00
"59151987",15.00,10.00,10.00
"59151988",50.00,15.00,40.00
"59151989",30.00,15.00,20.00
"59151990",85.00,35.00,50.00
"59151991",55.00,35.00,20.00
"59151992",105.00,55.00,50.00
"59151993",40.00,20.00,20.00
"59151994",75.00,40.00,35.00
"59151995",95.00,50.00,50.00
"59151997",75.00,30.00,45.00
"59151998",35.00,20.00,15.00
"59151999",55.00,30.00,30.00
"59152000",110.00,55.00,55.00
"59152001",105.00,55.00,55.00
"59152003",60.00,30.00,35.00
"59152004",75.00,30.00,45.00
"59152005",75.00,25.00,45.00
"59152006",195.00,80.00,115.00
"59152007",35.00,15.00,20.00
"59152008",135.00,55.00,85.00
"59152009",80.00,40.00,45.00
"59152010",60.00,35.00,30.00
"59152011",70.00,30.00,45.00
"59152012",60.00,25.00,35.00
"59152013",50.00,30.00,25.00
"59152014",185.00,95.00,90.00
"59152015",55.00,30.00,25.00
"59152016",75.00,40.00,35.00
"59152017",60.00,40.00,25.00
"59152018",200.00,75.00,120.00
"59152019",50.00,25.00,25.00
"59152021",80.00,40.00,45.00
"59152022",115.00,50.00,75.00
"59152024",70.00,35.00,40.00
"59152025",140.00,65.00,75.00
"59152026",205.00,65.00,150.00
"59152027",25.00,10.00,20.00
"59152028",155.00,75.00,80.00
"59152029",100.00,30.00,70.00
"59152030",70.00,35.00,30.00
"59152032",75.00,20.00,55.00
"59152033",70.00,30.00,45.00
"59152034",95.00,40.00,55.00
"59152035",120.00,45.00,75.00
"59152036",90.00,40.00,50.00
"59152037",30.00,5.00,20.00
"59152040",85.00,40.00,45.00
"59152041",80.00,35.00,45.00
"59152042",145.00,75.00,75.00
"59152043",25.00,10.00,15.00
"59152044",90.00,40.00,50.00
"59152046",35.00,10.00,25.00
"59152047",100.00,45.00,55.00
"59152048",65.00,40.00,35.00
"59152049",100.00,50.00,50.00
"59152050",80.00,45.00,40.00
"59152051",70.00,35.00,30.00
"59152052",130.00,75.00,55.00
"59152053",115.00,50.00,65.00
"59152054",160.00,70.00,95.00
"59152055",35.00,20.00,15.00
"59152056",30.00,10.00,15.00
"59152057",145.00,80.00,65.00
"59152058",25.00,15.00,10.00
"59152059",75.00,40.00,35.00
"59152060",85.00,40.00,50.00
"59152061",75.00,40.00,40.00
"59152062",50.00,25.00,30.00
"59152063",115.00,55.00,60.00
"59152064",350.00,175.00,175.00
"59152065",85.00,35.00,55.00
"59152066",60.00,25.00,40.00
"59152067",105.00,50.00,55.00
"59152068",60.00,30.00,35.00
"59152069",90.00,45.00,45.00
"59152070",40.00,15.00,25.00
"59152071",80.00,35.00,45.00
"59152072",160.00,70.00,85.00
"59152073",95.00,45.00,50.00
"59152074",100.00,50.00,55.00
"59152075",100.00,50.00,50.00
"59152076",70.00,30.00,40.00
"59152077",50.00,30.00,25.00
"59152078",290.00,195.00,100.00
"59152079",85.00,50.00,40.00
"59152080",55.00,25.00,35.00
"59152081",90.00,45.00,45.00
"59152082",270.00,95.00,170.00
"59152083",70.00,25.00,50.00
"59152084",10.00,5.00,10.00
"59152086",75.00,30.00,40.00
"59152087",55.00,40.00,20.00
"59152088",65.00,30.00,35.00
"59152089",60.00,30.00,25.00
"59152090",70.00,45.00,25.00
"59152091",215.00,115.00,100.00
"59152092",305.00,115.00,190.00
"59152093",25.00,10.00,10.00
"59152094",95.00,50.00,45.00
"59152095",60.00,25.00,35.00
"59152096",85.00,40.00,45.00
"59152097",30.00,10.00,25.00
"59152100",50.00,15.00,35.00
"59152101",115.00,65.00,50.00
"59152102",85.00,40.00,45.00
"59152104",85.00,35.00,50.00
"59152105",70.00,35.00,35.00
"59152106",380.00,185.00,195.00
"59152107",175.00,55.00,120.00
"59152108",80.00,40.00,45.00
"59152109",145.00,75.00,65.00
"59152110",40.00,20.00,20.00
"59152111",55.00,30.00,25.00
"59152112",235.00,115.00,120.00
"59152113",90.00,45.00,45.00
"59152114",100.00,50.00,55.00
"59152115",40.00,15.00,30.00
"59152116",85.00,50.00,40.00
"59152117",125.00,50.00,70.00
"59152118",180.00,75.00,105.00
"59152119",50.00,30.00,30.00
"59152120",155.00,75.00,85.00
"59152121",95.00,35.00,65.00
"59152122",75.00,35.00,45.00
"59152123",40.00,15.00,25.00
"59152124",115.00,45.00,70.00
"59152125",80.00,35.00,45.00
"59152126",40.00,15.00,20.00
"59152127",25.00,15.00,15.00
"59152128",80.00,45.00,30.00
"59152129",45.00,25.00,25.00
"59152130",40.00,20.00,20.00
"59152131",50.00,20.00,25.00
"59152132",55.00,25.00,35.00
"59152133",35.00,15.00,15.00
"59152134",50.00,25.00,25.00
"59152135",70.00,35.00,30.00
"59152136",45.00,20.00,20.00
"59152137",20.00,5.00,15.00
"59152138",35.00,10.00,20.00
"59152139",45.00,15.00,25.00
"59152140",45.00,20.00,25.00
"59152143",60.00,35.00,25.00
"59152144",70.00,30.00,40.00
"59152145",60.00,35.00,25.00
"59152146",65.00,35.00,30.00
"59152147",55.00,20.00,30.00
"59152148",35.00,20.00,20.00
"59152149",55.00,30.00,30.00
"59152150",40.00,25.00,20.00
"59152151",45.00,25.00,20.00
"59152152",65.00,35.00,25.00
"59152153",55.00,30.00,25.00
"59152154",55.00,30.00,25.00
"59152155",110.00,60.00,50.00
"59152156",60.00,30.00,30.00
"59152157",25.00,15.00,15.00
"59152158",180.00,85.00,95.00
"59152159",55.00,20.00,35.00
"59152160",20.00,5.00,10.00
"59152163",55.00,25.00,30.00
"59152164",65.00,20.00,45.00
"59152165",80.00,45.00,30.00
"59152166",80.00,40.00,40.00
"59152167",50.00,30.00,20.00
"59152169",35.00,20.00,20.00
"59152170",40.00,20.00,20.00
"59152171",75.00,40.00,30.00
"59152172",55.00,15.00,35.00
"59152173",65.00,35.00,30.00
"59152174",165.00,85.00,90.00
"59152175",260.00,110.00,150.00
"59152176",130.00,60.00,65.00
"59152177",90.00,50.00,45.00
"59152178",75.00,40.00,35.00
"59152179",100.00,50.00,50.00
"59152180",65.00,35.00,30.00
"59152181",150.00,75.00,70.00
"59152182",75.00,40.00,30.00
"59152183",130.00,80.00,45.00
"59152184",125.00,65.00,55.00
"59152185",135.00,80.00,60.00
"59152186",170.00,90.00,80.00
"59152187",95.00,65.00,30.00
"59152188",160.00,100.00,65.00
"59152189",175.00,120.00,55.00
"59152190",90.00,45.00,50.00
"59152191",80.00,40.00,40.00
"59152192",80.00,45.00,30.00
"59152193",105.00,60.00,45.00
"59152194",90.00,50.00,35.00
"59152195",240.00,145.00,100.00
"59152196",155.00,90.00,60.00
"59152197",95.00,60.00,35.00
"59152198",105.00,60.00,45.00
"59152199",140.00,75.00,65.00
"59152200",120.00,80.00,40.00
"59152201",670.00,405.00,265.00
"59152202",580.00,370.00,205.00
"59152203",160.00,80.00,75.00
"59152204",105.00,50.00,60.00
"59152205",260.00,150.00,100.00
"59152206",370.00,205.00,170.00
"59152207",70.00,40.00,30.00
"59152208",85.00,30.00,50.00
"59152209",110.00,65.00,45.00
"59152210",50.00,15.00,30.00
"59152211",40.00,10.00,25.00
"59152212",55.00,30.00,25.00
"59152213",95.00,40.00,50.00
"59152214",90.00,45.00,45.00
"59152217",185.00,85.00,95.00
"59152218",55.00,30.00,30.00
"59152219",65.00,30.00,30.00
"59152220",65.00,45.00,20.00
"59152221",50.00,30.00,20.00
"59152222",60.00,35.00,25.00
"59152223",70.00,30.00,35.00
"59152224",110.00,55.00,55.00
"59152225",115.00,60.00,55.00
"59152226",90.00,50.00,40.00
"59152227",85.00,45.00,40.00
"59152228",90.00,50.00,40.00
"59152229",105.00,65.00,45.00
"59152230",55.00,45.00,15.00
"59152231",110.00,60.00,50.00
"59152232",100.00,60.00,40.00
"59152233",80.00,35.00,40.00
"59152234",90.00,50.00,45.00
"59152235",80.00,40.00,45.00
"59152236",85.00,45.00,35.00
"59152237",105.00,50.00,50.00
"59152238",95.00,45.00,50.00
"59152239",90.00,70.00,25.00
"59152240",100.00,60.00,45.00
"59152241",80.00,35.00,45.00
"59152242",45.00,20.00,25.00
"59152243",50.00,20.00,35.00
"59152244",125.00,65.00,60.00
"59152245",130.00,70.00,60.00
"59152246",40.00,15.00,25.00
"59152247",110.00,50.00,60.00
"59152248",190.00,100.00,95.00
"59152249",20.00,5.00,15.00
"59152250",50.00,20.00,25.00
"59152251",270.00,70.00,200.00
"59152253",85.00,40.00,50.00
"59152254",135.00,50.00,85.00
"59152255",175.00,80.00,95.00
"59152256",55.00,30.00,20.00
"59152257",50.00,30.00,25.00
"59152258",60.00,35.00,30.00
"59152259",195.00,85.00,105.00
"59152260",30.00,10.00,25.00
"59152264",35.00,10.00,20.00
"59152265",40.00,15.00,30.00
"59152266",30.00,15.00,10.00
"59152267",25.00,10.00,15.00
"59152268",40.00,15.00,25.00
"59152269",25.00,10.00,15.00
"59152270",25.00,10.00,15.00
"59152271",30.00,15.00,15.00
"59152272",20.00,10.00,10.00
"59152273",50.00,15.00,30.00
"59152274",30.00,10.00,20.00
"59152275",380.00,160.00,225.00
"59152276",225.00,95.00,130.00
"59152277",85.00,40.00,40.00
"59152278",75.00,35.00,40.00
"59152279",90.00,40.00,45.00
"59152280",80.00,40.00,40.00
"59152281",70.00,25.00,40.00
"59152282",50.00,15.00,35.00
"59152283",25.00,5.00,15.00
"59152284",115.00,45.00,70.00
"59152285",50.00,20.00,35.00
"59152286",145.00,60.00,85.00
"59152288",60.00,35.00,25.00
"59152289",65.00,30.00,35.00
"59152290",35.00,20.00,15.00
"59152291",210.00,125.00,85.00
"59152292",50.00,20.00,30.00
"59152294",145.00,70.00,70.00
"59152295",255.00,120.00,140.00
"59152296",615.00,270.00,345.00
"59152297",205.00,85.00,120.00
"59152299",70.00,25.00,45.00
"59152300",35.00,25.00,15.00
"59152302",80.00,40.00,40.00
"59152303",65.00,30.00,40.00
"59152304",50.00,25.00,25.00
"59152305",70.00,35.00,35.00
"59152306",85.00,45.00,35.00
"59152307",45.00,20.00,25.00
"59152308",50.00,30.00,20.00
"59152309",65.00,35.00,35.00
"59152312",105.00,40.00,65.00
"59152313",45.00,15.00,30.00
"59152314",70.00,35.00,35.00
"59152315",60.00,30.00,35.00
"59152316",50.00,20.00,35.00
"59152317",85.00,40.00,45.00
"59152318",160.00,85.00,75.00
"59152319",305.00,125.00,185.00
"59152320",305.00,155.00,150.00
"59152321",120.00,55.00,65.00
"59152322",60.00,30.00,30.00
"59152323",60.00,35.00,25.00
"59152324",50.00,20.00,25.00
"59152325",50.00,25.00,25.00
"59152326",55.00,30.00,25.00
"59152327",85.00,40.00,40.00
"59152328",35.00,15.00,25.00
"59152329",25.00,10.00,15.00
"59152330",60.00,25.00,30.00
"59152331",75.00,25.00,50.00
"59152332",65.00,25.00,45.00
"59152333",90.00,35.00,50.00
"59152334",75.00,40.00,35.00
"59152335",105.00,40.00,60.00
"59152336",95.00,35.00,55.00
"59152337",60.00,30.00,35.00
"59152338",35.00,10.00,25.00
"59152339",50.00,25.00,25.00
"59152340",225.00,105.00,125.00
"59152341",210.00,90.00,120.00
"59152342",35.00,15.00,20.00
"59152343",225.00,105.00,120.00
"59152344",185.00,65.00,115.00
"59152345",380.00,155.00,225.00
"59152346",275.00,135.00,140.00
"59152347",200.00,85.00,115.00
"59152348",110.00,65.00,40.00
"59152350",340.00,120.00,215.00
"59152351",60.00,30.00,35.00
"59152352",50.00,15.00,30.00
"59152353",55.00,30.00,25.00
"59152354",70.00,45.00,25.00
"59152355",40.00,20.00,25.00
"59152356",45.00,20.00,25.00
"59152357",25.00,10.00,15.00
"59152358",70.00,40.00,30.00
"59152359",95.00,45.00,55.00
"59152360",35.00,15.00,20.00
"59152361",45.00,20.00,25.00
"59152362",50.00,30.00,15.00
"59152363",30.00,20.00,15.00
"59152364",40.00,25.00,15.00
"59152365",65.00,30.00,35.00
"59152366",60.00,30.00,35.00
"59152367",55.00,30.00,25.00
"59152368",45.00,20.00,25.00
"59152369",90.00,35.00,55.00
"59152370",90.00,45.00,50.00
"59152371",20.00,5.00,10.00
"59152372",70.00,30.00,45.00
"59152373",15.00,5.00,10.00
"59152374",55.00,20.00,30.00
"59152375",50.00,20.00,30.00
"59152377",275.00,85.00,190.00
"59152380",40.00,15.00,30.00
"59152381",75.00,40.00,35.00
"59152382",100.00,35.00,70.00
"59152383",40.00,15.00,20.00
"59152384",125.00,50.00,75.00
"59152385",230.00,125.00,100.00
"59152386",265.00,85.00,180.00
"59152387",220.00,115.00,105.00
"59152388",150.00,50.00,95.00
"59152389",335.00,125.00,210.00
"59152390",130.00,65.00,70.00
"59152391",560.00,305.00,260.00
"59152392",710.00,375.00,340.00
"59152393",160.00,80.00,85.00
"59152394",190.00,110.00,80.00
"59152395",335.00,105.00,235.00
"59152396",120.00,35.00,85.00
"59152397",65.00,40.00,30.00
"59152398",20.00,10.00,10.00
"59152399",40.00,25.00,20.00
"59152403",40.00,25.00,15.00
"59152406",480.00,215.00,260.00
"59152407",50.00,15.00,30.00
"59152408",10.00,0.00,10.00
"59152409",15.00,10.00,5.00
"59152410",20.00,5.00,15.00
"59152411",45.00,15.00,35.00
"59152414",245.00,85.00,160.00
"59152415",30.00,15.00,15.00
"59152416",20.00,10.00,5.00
"59152417",40.00,20.00,25.00
"59152418",170.00,65.00,105.00
"59152419",30.00,15.00,15.00
"59152420",50.00,25.00,20.00
"59152421",45.00,20.00,25.00
"59152422",35.00,15.00,25.00
"59152423",55.00,20.00,30.00
"59152424",55.00,25.00,30.00
"59152425",45.00,20.00,30.00
"59152426",30.00,10.00,20.00
"59152428",440.00,165.00,275.00
"59152431",125.00,25.00,100.00
"59152432",120.00,50.00,70.00
"59152433",5.00,0.00,5.00
"59152434",95.00,55.00,45.00
"59152435",175.00,85.00,95.00
"59152436",240.00,145.00,95.00
"59152437",255.00,125.00,135.00
"59152439",185.00,75.00,110.00
"59152440",45.00,25.00,25.00
"59152441",50.00,25.00,25.00
"59152442",145.00,45.00,100.00
"59152443",80.00,35.00,40.00
"59152444",45.00,25.00,20.00
"59152445",155.00,80.00,80.00
"59152446",40.00,20.00,25.00
"59152448",55.00,35.00,20.00
"59152449",50.00,25.00,25.00
"59152450",90.00,50.00,45.00
"59152451",70.00,35.00,40.00
"59152452",35.00,15.00,15.00
"59152453",80.00,50.00,30.00
"59152454",70.00,30.00,40.00
"59152455",245.00,100.00,145.00
"59152456",560.00,220.00,340.00
"59152458",215.00,115.00,100.00
"59152459",265.00,125.00,140.00
"59152460",310.00,115.00,195.00
"59152461",80.00,55.00,25.00
"59152462",105.00,50.00,60.00
"59152463",95.00,45.00,50.00
"59152464",60.00,35.00,25.00
"59152465",45.00,30.00,25.00
"59152466",45.00,20.00,25.00
"59152467",50.00,35.00,25.00
"59152468",35.00,10.00,20.00
"59152469",25.00,15.00,15.00
"59152470",70.00,40.00,30.00
"59152471",50.00,25.00,20.00
"59152472",50.00,25.00,20.00
"59152474",165.00,60.00,105.00
"59152477",70.00,35.00,30.00
"59152478",50.00,20.00,25.00
"59152479",85.00,40.00,50.00
"59152480",155.00,80.00,75.00
"59152481",105.00,35.00,70.00
"59152482",105.00,20.00,85.00
"59152483",80.00,35.00,40.00
"59152491",95.00,60.00,35.00
"59152492",65.00,35.00,30.00
"59152494",45.00,30.00,20.00
"59152495",35.00,15.00,20.00
"59152496",45.00,20.00,20.00
"59152497",115.00,45.00,70.00
"59152498",35.00,15.00,15.00
"59152499",40.00,20.00,25.00
"59152500",95.00,35.00,60.00
"59152501",85.00,45.00,40.00
"59152502",325.00,120.00,205.00
"59152507",100.00,60.00,40.00
"59152510",45.00,20.00,30.00
"59152511",55.00,30.00,25.00
"59152512",90.00,40.00,50.00
"59152514",50.00,25.00,25.00
"59152515",135.00,75.00,65.00
"59152516",100.00,55.00,45.00
"59152517",175.00,90.00,80.00
"59152518",40.00,25.00,15.00
"59152519",55.00,25.00,30.00
"59152520",60.00,20.00,35.00
"59152523",185.00,80.00,105.00
"59152524",110.00,50.00,65.00
"59152531",80.00,50.00,35.00
"59152537",80.00,45.00,30.00
"59152538",160.00,65.00,95.00
"59152539",90.00,45.00,40.00
"59152540",35.00,15.00,20.00
"59152541",35.00,15.00,15.00
"59152542",40.00,25.00,20.00
"59152543",65.00,40.00,25.00
"59152544",55.00,30.00,30.00
"59152546",180.00,80.00,90.00
"59152547",95.00,55.00,40.00
"59152548",60.00,30.00,30.00
"59152559",75.00,45.00,30.00
"59152560",185.00,75.00,110.00
"59152561",115.00,50.00,65.00
"59152562",85.00,45.00,40.00
"59152563",110.00,55.00,55.00
"59152564",60.00,35.00,25.00
"59152566",60.00,30.00,30.00
"59152567",60.00,25.00,30.00
"59152568",70.00,35.00,35.00
"59152569",50.00,30.00,25.00
"59152570",25.00,10.00,15.00
"59152571",40.00,20.00,20.00
"59152572",100.00,55.00,40.00
"59152573",30.00,15.00,15.00
"59152574",40.00,25.00,15.00
"59152575",65.00,35.00,35.00
"59152576",100.00,55.00,45.00
"59152577",305.00,140.00,165.00
"59152578",70.00,25.00,45.00
"59152579",35.00,15.00,15.00
"59152580",80.00,45.00,40.00
"59152581",135.00,60.00,75.00
"59152582",85.00,40.00,50.00
"59152583",145.00,65.00,80.00
"59152584",100.00,45.00,55.00
"59152585",60.00,20.00,35.00
"59152586",50.00,15.00,35.00
"59152587",115.00,45.00,70.00
"59152588",290.00,80.00,210.00
"59152589",285.00,95.00,190.00
"59152590",315.00,115.00,200.00
"59152591",385.00,140.00,245.00
"59152592",330.00,125.00,210.00
"59152593",265.00,65.00,205.00
"59152594",330.00,135.00,195.00
"59152595",280.00,90.00,190.00
"59152596",130.00,40.00,90.00
"59152597",110.00,45.00,65.00
"59152598",60.00,20.00,40.00
"59152599",40.00,25.00,15.00
"59152600",30.00,5.00,15.00
"59152601",115.00,25.00,85.00
"59152602",45.00,20.00,25.00
"59152603",55.00,10.00,45.00
"59152604",75.00,20.00,50.00
"59152605",95.00,40.00,50.00
"59152606",65.00,20.00,45.00
"59152607",85.00,30.00,55.00
"59152608",60.00,30.00,30.00
"59152609",50.00,15.00,35.00
"59152610",40.00,10.00,25.00
"59152611",10.00,5.00,5.00
"59152612",10.00,0.00,10.00
"59152613",25.00,10.00,25.00
"59152614",35.00,10.00,25.00
"59152615",185.00,45.00,140.00
"59152616",70.00,25.00,50.00
"59152617",50.00,20.00,30.00
"59152618",40.00,15.00,20.00
"59152619",45.00,20.00,25.00
"59152620",30.00,10.00,25.00
"59152621",50.00,15.00,30.00
"59152622",85.00,30.00,55.00
"59152623",130.00,50.00,80.00
"59152624",290.00,100.00,195.00
"59152625",215.00,60.00,150.00
"59152626",110.00,50.00,60.00
"59152627",195.00,100.00,100.00
"59152628",95.00,35.00,55.00
"59152629",145.00,75.00,70.00
"59152630",140.00,60.00,80.00
"59152631",,,
"59152632",60.00,25.00,35.00
"59152633",35.00,10.00,20.00
"59152634",25.00,10.00,15.00
"59152635",20.00,5.00,10.00
"59152636",35.00,20.00,20.00
"59152637",40.00,20.00,25.00
"59152638",40.00,15.00,30.00
"59152640",40.00,20.00,20.00
"59152641",235.00,110.00,125.00
"59152642",25.00,10.00,15.00
"59152643",60.00,25.00,35.00
"59152644",50.00,20.00,30.00
"59152645",35.00,15.00,20.00
"59152646",90.00,35.00,55.00
"59152647",40.00,25.00,15.00
"59152648",50.00,25.00,25.00
"59152649",215.00,85.00,130.00
"59152650",335.00,115.00,220.00
"59152651",230.00,55.00,170.00
"59152652",150.00,60.00,95.00
"59152653",110.00,35.00,80.00
"59152654",55.00,25.00,25.00
"59152655",30.00,15.00,15.00
"59152656",310.00,95.00,215.00
"59152657",215.00,70.00,145.00
"59152658",165.00,50.00,115.00
"59152659",55.00,25.00,30.00
"59152660",165.00,70.00,100.00
"59152661",300.00,85.00,210.00
"59152662",240.00,50.00,195.00
"59152663",280.00,70.00,210.00
"59152664",110.00,35.00,75.00
"59152665",70.00,30.00,40.00
"59152666",45.00,20.00,25.00
"59152667",320.00,110.00,210.00
"59152668",75.00,30.00,45.00
"59152669",245.00,100.00,145.00
"59152670",80.00,40.00,40.00
"59152671",90.00,40.00,55.00
"59152672",25.00,15.00,10.00
"59152673",75.00,30.00,40.00
"59152674",45.00,20.00,30.00
"59152675",40.00,15.00,25.00
"59152676",140.00,55.00,85.00
"59152677",75.00,40.00,40.00
"59152679",100.00,35.00,70.00
"59152681",70.00,40.00,30.00
"59152682",55.00,25.00,35.00
"59152683",45.00,20.00,25.00
"59152684",75.00,45.00,30.00
"59152685",40.00,30.00,15.00
"59152687",75.00,30.00,40.00
"59152689",180.00,50.00,130.00
"59152690",15.00,5.00,10.00
"59152692",30.00,15.00,10.00
"59152695",40.00,20.00,20.00
"59152696",55.00,20.00,30.00
"59152697",60.00,15.00,40.00
"59152698",30.00,15.00,20.00
"59152699",40.00,20.00,20.00
"59152700",80.00,35.00,45.00
"59152701",65.00,40.00,25.00
"59152702",55.00,30.00,25.00
"59152703",60.00,20.00,45.00
"59152704",115.00,75.00,40.00
"59152705",45.00,25.00,15.00
"59152706",20.00,10.00,15.00
"59152710",35.00,15.00,15.00
"59152711",180.00,55.00,125.00
"59152712",40.00,15.00,20.00
"59152713",70.00,25.00,45.00
"59152714",65.00,25.00,40.00
"59152715",55.00,25.00,35.00
"59152716",145.00,40.00,100.00
"59152717",95.00,50.00,50.00
"59152718",255.00,115.00,140.00
"59152719",90.00,35.00,55.00
"59152720",55.00,20.00,35.00
"59152721",40.00,20.00,25.00
"59152722",245.00,130.00,120.00
"59152723",70.00,35.00,35.00
"59152724",40.00,20.00,20.00
"59152725",80.00,50.00,35.00
"59152726",75.00,35.00,40.00
"59152730",80.00,35.00,45.00
"59152731",30.00,10.00,20.00
"59152732",35.00,10.00,25.00
"59152733",30.00,15.00,15.00
"59152734",55.00,35.00,20.00
"59152735",50.00,20.00,25.00
"59152736",45.00,10.00,35.00
"59152737",35.00,15.00,20.00
"59152738",35.00,15.00,20.00
"59152739",25.00,10.00,15.00
"59152740",50.00,20.00,30.00
"59152741",35.00,20.00,25.00
"59152742",40.00,15.00,25.00
"59152743",25.00,10.00,15.00
"59152744",60.00,25.00,30.00
"59152745",20.00,5.00,10.00
"59152746",80.00,30.00,55.00
"59152747",30.00,10.00,20.00
"59152748",30.00,10.00,20.00
"59152749",55.00,25.00,25.00
"59152750",65.00,15.00,50.00
"59152751",200.00,65.00,135.00
"59152752",195.00,70.00,130.00
"59152756",95.00,50.00,45.00
"59152757",25.00,5.00,15.00
"59152758",315.00,140.00,170.00
"59152759",30.00,15.00,15.00
"59152760",35.00,15.00,25.00
"59152761",35.00,10.00,20.00
"59152762",45.00,20.00,30.00
"59152763",75.00,35.00,40.00
"59152764",60.00,25.00,40.00
"59152765",160.00,55.00,110.00
"59152766",30.00,15.00,10.00
"59152767",30.00,10.00,20.00
"59152768",25.00,20.00,15.00
"59152774",65.00,25.00,35.00
"59152775",95.00,25.00,70.00
"59152776",75.00,40.00,35.00
"59152777",45.00,30.00,10.00
"59152778",70.00,40.00,30.00
"59152779",30.00,10.00,15.00
"59152780",50.00,20.00,30.00
"59152781",70.00,40.00,30.00
"59152782",45.00,25.00,20.00
"59152783",40.00,20.00,20.00
"59152784",60.00,20.00,40.00
"59152785",80.00,40.00,45.00
"59152786",55.00,30.00,25.00
"59152787",80.00,50.00,30.00
"59152793",170.00,90.00,75.00
"59152795",40.00,20.00,20.00
"59152796",40.00,15.00,25.00
"59152799",25.00,10.00,15.00
"59152800",45.00,25.00,25.00
"59152801",40.00,20.00,20.00
"59152802",20.00,10.00,10.00
"59152803",25.00,5.00,15.00
"59152804",80.00,25.00,60.00
"59152805",80.00,30.00,50.00
"59152806",35.00,15.00,25.00
"59152809",185.00,95.00,95.00
"59152810",125.00,65.00,60.00
"59152812",220.00,105.00,115.00
"59152813",30.00,15.00,15.00
"59152814",50.00,25.00,25.00
"59152816",120.00,70.00,50.00
"59152817",85.00,45.00,40.00
"59152819",170.00,80.00,90.00
"59152820",65.00,25.00,35.00
"59152821",50.00,25.00,25.00
"59152822",110.00,55.00,50.00
"59152823",450.00,215.00,230.00
"59152832",635.00,325.00,310.00
"59152833",255.00,130.00,125.00
"59152834",205.00,100.00,105.00
"59152835",250.00,145.00,100.00
"59152836",240.00,130.00,110.00
"59152837",240.00,135.00,105.00
"59152838",300.00,160.00,140.00
"59152839",180.00,85.00,95.00
"59152840",65.00,30.00,40.00
"59152841",200.00,100.00,95.00
"59152842",315.00,180.00,130.00
"59152843",180.00,100.00,85.00
"59152844",200.00,100.00,100.00
"59152845",125.00,60.00,60.00
"59152846",145.00,55.00,95.00
"59152848",260.00,120.00,145.00
"59152849",240.00,125.00,115.00
"59152850",280.00,145.00,140.00
"59152851",220.00,130.00,90.00
"59152852",225.00,125.00,100.00
"59152853",425.00,235.00,190.00
"59152854",335.00,185.00,150.00
"59152855",165.00,90.00,80.00
"59152856",145.00,75.00,70.00
"59152857",220.00,110.00,110.00
"59152858",265.00,125.00,135.00
"59152859",225.00,115.00,115.00
"59152860",400.00,195.00,200.00
"59152861",50.00,20.00,35.00
"59152862",60.00,20.00,40.00
"59152863",60.00,20.00,40.00
"59152866",60.00,20.00,35.00
"59152867",45.00,15.00,30.00
"59152868",65.00,25.00,40.00
"59152869",70.00,30.00,40.00
"59152870",60.00,30.00,30.00
"59152871",60.00,25.00,35.00
"59152872",95.00,45.00,50.00
"59152873",280.00,145.00,130.00
"59152874",200.00,85.00,115.00
"59152875",125.00,65.00,60.00
"59152876",280.00,145.00,135.00
"59152877",65.00,35.00,35.00
"59152878",180.00,95.00,90.00
"59152879",100.00,55.00,45.00
"59152880",40.00,15.00,30.00
"59152881",40.00,10.00,25.00
"59152882",50.00,30.00,25.00
"59152883",75.00,40.00,40.00
"59152884",95.00,50.00,45.00
"59152885",55.00,25.00,35.00
"59152886",145.00,80.00,65.00
"59152887",460.00,215.00,240.00
"59152888",55.00,25.00,25.00
"59152889",55.00,30.00,20.00
"59152890",135.00,75.00,55.00
"59152891",95.00,45.00,55.00
"59152892",90.00,40.00,45.00
"59152893",80.00,35.00,45.00
"59152894",85.00,40.00,50.00
"59152895",85.00,30.00,55.00
"59152896",95.00,50.00,45.00
"59152897",140.00,75.00,65.00
"59152898",45.00,10.00,30.00
"59152899",60.00,25.00,35.00
"59152900",55.00,25.00,30.00
"59152901",75.00,40.00,35.00
"59152902",95.00,45.00,50.00
"59152903",70.00,35.00,35.00
"59152904",40.00,25.00,20.00
"59152905",55.00,20.00,35.00
"59152906",100.00,40.00,55.00
