"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7"
"59151155",830.00,,,315.00,312.00,5615.70,0.15
"59151156",486.00,,,153.00,149.00,4248.30,0.11
"59151157",538.00,,,171.00,161.00,4000.00,0.13
"59151158",417.00,,,142.00,135.00,3028.30,0.14
"59151159",537.00,,,151.00,142.00,4463.80,0.12
"59151160",798.00,,,267.00,243.00,3907.90,0.20
"59151161",599.00,,,198.00,197.00,5072.00,0.12
"59151162",403.00,,,135.00,135.00,2656.60,0.15
"59151163",712.00,,,226.00,217.00,3388.90,0.21
"59151164",841.00,,,298.00,266.00,4326.10,0.19
"59151165",372.00,,,120.00,113.00,4726.80,0.08
"59151166",356.00,,,120.00,102.00,2838.90,0.13
"59151167",789.00,,,265.00,252.00,5615.70,0.14
"59151168",443.00,,,134.00,121.00,4692.80,0.09
"59151169",884.00,,,370.00,343.00,526.60,1.68
"59151170",564.00,,,194.00,178.00,5392.00,0.10
"59151171",327.00,,,104.00,101.00,4067.20,0.08
"59151172",494.00,,,158.00,149.00,4000.00,0.12
"59151173",1385.00,,,566.00,564.00,5650.80,0.25
"59151174",703.00,,,232.00,217.00,4532.60,0.16
"59151175",603.00,,,203.00,189.00,4500.00,0.13
"59151176",246.00,,,87.00,87.00,6180.90,0.04
"59151177",661.00,,,204.00,193.00,4463.20,0.15
"59151178",595.00,,,208.00,191.00,2531.90,0.24
"59151179",706.00,,,221.00,213.00,880.60,0.80
"59151180",480.00,,,158.00,158.00,6177.60,0.08
"59151182",631.00,,,194.00,174.00,326.50,1.93
"59151195",1143.00,,,335.00,322.00,1932.70,0.59
"59151196",526.00,,,167.00,157.00,3792.40,0.14
"59151197",1353.00,,,522.00,496.00,575.30,2.35
"59151198",500.00,,,227.00,217.00,860.00,0.58
"59151199",532.00,,,147.00,134.00,7358.20,0.07
"59151200",499.00,,,158.00,138.00,9415.10,0.05
"59151201",405.00,,,138.00,133.00,9142.20,0.04
"59151202",448.00,,,150.00,135.00,10275.20,0.04
"59151203",573.00,,,188.00,166.00,10213.90,0.06
"59151204",638.00,,,187.00,174.00,10722.70,0.06
"59151205",257.00,,,75.00,72.00,7219.10,0.04
"59151206",690.00,,,187.00,180.00,10764.40,0.06
"59151207",527.00,,,171.00,157.00,1305.70,0.40
"59151208",734.00,,,245.00,236.00,2193.00,0.33
"59151209",667.00,,,217.00,199.00,6292.50,0.11
"59151211",584.00,,,221.00,185.00,6058.10,0.10
"59151213",644.00,,,220.00,203.00,4450.60,0.14
"59151214",628.00,,,171.00,169.00,7715.00,0.08
"59151215",543.00,,,182.00,182.00,5146.90,0.11
"59151216",651.00,,,348.00,341.00,7587.40,0.09
"59151217",405.00,,,162.00,162.00,8282.20,0.05
"59151219",457.00,,,147.00,137.00,459.30,1.00
"59151220",476.00,,,176.00,163.00,3736.30,0.13
"59151221",709.00,,,314.00,290.00,11623.00,0.06
"59151222",583.00,,,214.00,182.00,5383.20,0.11
"59151223",588.00,,,224.00,192.00,5130.90,0.11
"59151224",731.00,,,272.00,238.00,5618.80,0.13
"59151225",559.00,,,186.00,167.00,5896.60,0.09
"59151226",666.00,,,266.00,217.00,6247.70,0.11
"59151227",589.00,,,214.00,180.00,6129.00,0.10
"59151228",599.00,,,205.00,203.00,5190.60,0.12
"59151229",895.00,,,316.00,303.00,7775.80,0.12
"59151230",365.00,,,136.00,134.00,6103.70,0.06
"59151231",300.00,,,118.00,118.00,3841.20,0.08
"59151232",612.00,,,238.00,226.00,975.80,0.63
"59151234",292.00,,,118.00,118.00,8366.80,0.03
"59151236",1133.00,,,429.00,428.00,6225.30,0.18
"59151237",619.00,,,220.00,213.00,1633.70,0.38
"59151238",545.00,,,190.00,176.00,2437.40,0.22
"59151239",465.00,,,177.00,162.00,2570.50,0.18
"59151240",576.00,,,196.00,180.00,2462.60,0.23
"59151241",722.00,,,248.00,232.00,2976.10,0.24
"59151242",636.00,,,238.00,224.00,2619.40,0.24
"59151243",534.00,,,187.00,170.00,2018.10,0.26
"59151244",725.00,,,293.00,269.00,5422.60,0.13
"59151252",1723.00,,,848.00,800.00,9394.80,0.18
"59151253",752.00,,,280.00,279.00,22857.10,0.03
"59151254",1589.00,,,586.00,574.00,2065.80,0.77
"59151255",824.00,,,314.00,300.00,12171.30,0.07
"59151256",511.00,,,160.00,154.00,8390.80,0.06
"59151257",728.00,,,272.00,262.00,8574.80,0.08
"59151258",886.00,,,338.00,321.00,8128.40,0.11
"59151259",817.00,,,354.00,291.00,13777.40,0.06
"59151260",482.00,,,164.00,153.00,7392.60,0.07
"59151261",627.00,,,213.00,195.00,4668.70,0.13
"59151262",644.00,,,213.00,194.00,5425.40,0.12
"59151263",510.00,,,155.00,144.00,5756.20,0.09
"59151264",578.00,,,196.00,188.00,4836.80,0.12
"59151265",517.00,,,165.00,155.00,4661.90,0.11
"59151266",508.00,,,172.00,168.00,5269.70,0.10
"59151267",892.00,,,283.00,269.00,4966.60,0.18
"59151268",573.00,,,182.00,168.00,3772.20,0.15
"59151269",711.00,,,243.00,234.00,3114.30,0.23
"59151270",659.00,,,220.00,213.00,2470.00,0.27
"59151271",685.00,,,232.00,227.00,4906.90,0.14
"59151272",1028.00,,,490.00,489.00,10383.80,0.10
"59151273",703.00,,,234.00,213.00,5195.90,0.14
"59151274",443.00,,,144.00,124.00,4255.50,0.10
"59151275",578.00,,,197.00,182.00,2021.70,0.29
"59151276",589.00,,,211.00,198.00,3134.60,0.19
"59151277",291.00,,,102.00,99.00,4266.90,0.07
"59151278",645.00,,,219.00,205.00,4613.70,0.14
"59151279",588.00,,,212.00,188.00,3559.30,0.17
"59151280",430.00,,,150.00,147.00,5218.40,0.08
"59151281",537.00,,,165.00,160.00,5875.30,0.09
"59151282",661.00,,,204.00,193.00,4932.80,0.13
"59151283",734.00,,,266.00,253.00,3028.10,0.24
"59151284",632.00,,,214.00,211.00,3615.60,0.17
"59151286",850.00,,,266.00,248.00,3718.30,0.23
"59151288",709.00,,,302.00,252.00,3450.10,0.21
"59151289",526.00,,,218.00,215.00,4929.70,0.11
"59151290",843.00,,,484.00,474.00,25701.20,0.03
"59151291",626.00,,,279.00,225.00,4474.60,0.14
"59151292",854.00,,,359.00,348.00,8714.30,0.10
"59151293",780.00,,,346.00,340.00,5693.40,0.14
"59151294",392.00,,,210.00,197.00,5773.20,0.07
"59151297",245.00,,,132.00,119.00,21304.30,0.01
"59151298",1250.00,,,622.00,611.00,9231.90,0.14
"59151299",1008.00,,,522.00,504.00,20529.50,0.05
"59151300",430.00,,,151.00,148.00,15140.80,0.03
"59151302",1589.00,,,1040.00,752.00,5249.40,0.30
"59151304",862.00,,,379.00,366.00,20282.40,0.04
"59151305",1008.00,,,481.00,462.00,19054.80,0.05
"59151307",851.00,,,517.00,474.00,18419.90,0.05
"59151308",317.00,,,187.00,178.00,10673.40,0.03
"59151309",457.00,,,267.00,245.00,14789.60,0.03
"59151310",642.00,,,333.00,330.00,18395.40,0.03
"59151311",856.00,,,463.00,457.00,32301.90,0.03
"59151312",429.00,,,238.00,228.00,472.30,0.91
"59151313",1191.00,,,695.00,661.00,27505.80,0.04
"59151314",627.00,,,333.00,326.00,17465.20,0.04
"59151315",662.00,,,353.00,338.00,29292.00,0.02
"59151316",752.00,,,280.00,255.00,4714.70,0.16
"59151317",542.00,,,197.00,184.00,3323.10,0.16
"59151318",595.00,,,159.00,152.00,3707.20,0.16
"59151319",672.00,,,225.00,211.00,4296.70,0.16
"59151320",715.00,,,228.00,219.00,3307.10,0.22
"59151321",578.00,,,181.00,167.00,3714.70,0.16
"59151322",884.00,,,308.00,300.00,4570.80,0.19
"59151323",522.00,,,252.00,218.00,7170.30,0.07
"59151324",399.00,,,221.00,205.00,12429.90,0.03
"59151325",252.00,,,158.00,152.00,10956.50,0.02
"59151326",501.00,,,237.00,223.00,24086.50,0.02
"59151327",400.00,,,220.00,216.00,12461.10,0.03
"59151328",840.00,,,408.00,385.00,14261.50,0.06
"59151329",1260.00,,,1354.00,702.00,9403.00,0.13
"59151332",717.00,,,235.00,217.00,6091.80,0.12
"59151336",1301.00,,,691.00,644.00,16679.50,0.08
"59151338",2457.00,,,1194.00,1135.00,23739.10,0.10
"59151339",513.00,,,287.00,280.00,11103.90,0.05
"59151340",1279.00,,,600.00,571.00,11358.80,0.11
"59151341",795.00,,,361.00,343.00,7578.60,0.10
"59151342",403.00,,,162.00,156.00,5302.60,0.08
"59151343",995.00,,,548.00,539.00,15190.80,0.07
"59151345",756.00,,,355.00,345.00,7297.30,0.10
"59151346",526.00,,,320.00,318.00,7245.20,0.07
"59151347",690.00,,,253.00,235.00,6831.70,0.10
"59151348",529.00,,,193.00,177.00,6136.90,0.09
"59151349",399.00,,,131.00,126.00,5377.40,0.07
"59151350",685.00,,,240.00,225.00,5364.10,0.13
"59151351",784.00,,,319.00,306.00,14332.70,0.05
"59151352",404.00,,,156.00,143.00,10631.60,0.04
"59151353",454.00,,,151.00,138.00,6102.20,0.07
"59151354",480.00,,,176.00,164.00,7894.70,0.06
"59151355",678.00,,,249.00,210.00,7306.00,0.09
"59151356",1190.00,,,565.00,539.00,20659.70,0.06
"59151357",627.00,,,233.00,206.00,5573.30,0.11
"59151358",482.00,,,187.00,167.00,7824.70,0.06
"59151359",594.00,,,218.00,196.00,7029.60,0.08
"59151360",552.00,,,201.00,193.00,7282.30,0.08
"59151361",538.00,,,171.00,163.00,4543.90,0.12
"59151362",579.00,,,209.00,197.00,7442.20,0.08
"59151363",658.00,,,247.00,231.00,6811.60,0.10
"59151364",718.00,,,260.00,255.00,7907.50,0.09
"59151365",534.00,,,196.00,170.00,7864.50,0.07
"59151366",496.00,,,144.00,138.00,3289.10,0.15
"59151367",555.00,,,201.00,182.00,6423.60,0.09
"59151368",568.00,,,210.00,194.00,6120.70,0.09
"59151369",702.00,,,229.00,220.00,4692.50,0.15
"59151370",768.00,,,288.00,258.00,6649.40,0.12
"59151371",647.00,,,245.00,233.00,6063.70,0.11
"59151372",554.00,,,198.00,191.00,4946.40,0.11
"59151373",728.00,,,296.00,262.00,3886.80,0.19
"59151374",692.00,,,270.00,252.00,5179.60,0.13
"59151375",567.00,,,319.00,309.00,8488.00,0.07
"59151376",935.00,,,337.00,317.00,3043.60,0.31
"59151377",483.00,,,319.00,306.00,8158.80,0.06
"59151378",356.00,,,168.00,149.00,2994.10,0.12
"59151379",383.00,,,154.00,129.00,1631.90,0.23
"59151380",604.00,,,258.00,241.00,6046.00,0.10
"59151381",666.00,,,255.00,238.00,5711.80,0.12
"59151382",642.00,,,218.00,197.00,4291.40,0.15
"59151383",681.00,,,222.00,205.00,4185.60,0.16
"59151384",441.00,,,154.00,147.00,4236.30,0.10
"59151385",696.00,,,248.00,219.00,4135.50,0.17
"59151386",650.00,,,222.00,202.00,3198.80,0.20
"59151387",733.00,,,249.00,225.00,2518.00,0.29
"59151388",489.00,,,174.00,152.00,2647.50,0.18
"59151389",632.00,,,237.00,223.00,4349.60,0.15
"59151390",611.00,,,235.00,213.00,1059.10,0.58
"59151391",546.00,,,224.00,221.00,961.40,0.57
"59151392",591.00,,,228.00,227.00,1082.00,0.55
"59151393",419.00,,,136.00,132.00,971.00,0.43
"59151394",899.00,,,298.00,285.00,8570.10,0.10
"59151395",493.00,,,161.00,159.00,5441.50,0.09
"59151396",424.00,,,140.00,139.00,8000.00,0.05
"59151397",629.00,,,207.00,204.00,599.20,1.05
"59151399",903.00,,,495.00,489.00,14153.60,0.06
"59151400",323.00,,,177.00,168.00,19695.10,0.02
"59151401",582.00,,,185.00,178.00,3217.20,0.18
"59151404",509.00,,,176.00,175.00,3879.60,0.13
"59151405",1117.00,,,588.00,580.00,6865.40,0.16
"59151406",5636.00,,,2985.00,2859.00,4282.00,1.32
"59151407",534.00,,,182.00,171.00,1492.00,0.36
"59151408",440.00,,,216.00,199.00,9565.20,0.05
"59151409",548.00,,,193.00,179.00,4914.80,0.11
"59151410",566.00,,,219.00,193.00,6535.80,0.09
"59151411",712.00,,,257.00,225.00,7518.50,0.09
"59151412",547.00,,,229.00,205.00,5621.80,0.10
"59151413",590.00,,,239.00,218.00,5629.80,0.10
"59151414",854.00,,,307.00,267.00,6354.20,0.13
"59151415",611.00,,,272.00,246.00,4876.30,0.13
"59151416",548.00,,,205.00,195.00,7007.70,0.08
"59151417",495.00,,,182.00,175.00,6496.10,0.08
"59151418",592.00,,,257.00,256.00,9736.80,0.06
"59151419",487.00,,,204.00,190.00,6424.80,0.08
"59151420",576.00,,,230.00,210.00,5765.80,0.10
"59151423",865.00,,,328.00,316.00,20843.40,0.04
"59151424",567.00,,,248.00,207.00,5334.00,0.11
"59151425",574.00,,,255.00,246.00,2440.50,0.24
"59151426",533.00,,,226.00,202.00,2812.70,0.19
"59151427",565.00,,,256.00,243.00,4858.10,0.12
"59151428",519.00,,,225.00,215.00,7168.50,0.07
"59151429",590.00,,,253.00,237.00,5917.80,0.10
"59151430",420.00,,,176.00,156.00,6122.40,0.07
"59151432",610.00,,,222.00,214.00,4955.30,0.12
"59151433",478.00,,,201.00,176.00,6620.50,0.07
"59151434",486.00,,,204.00,191.00,5618.50,0.09
"59151435",537.00,,,265.00,242.00,8111.80,0.07
"59151436",482.00,,,201.00,184.00,6807.90,0.07
"59151437",423.00,,,182.00,167.00,7434.10,0.06
"59151438",412.00,,,194.00,181.00,7317.90,0.06
"59151439",501.00,,,180.00,174.00,2849.80,0.18
"59151440",485.00,,,177.00,167.00,6928.60,0.07
"59151441",533.00,,,180.00,170.00,5743.50,0.09
"59151442",519.00,,,201.00,194.00,4621.50,0.11
"59151443",505.00,,,175.00,170.00,1263.10,0.40
"59151444",878.00,,,334.00,294.00,1600.70,0.55
"59151445",455.00,,,170.00,159.00,308.70,1.47
"59151446",676.00,,,211.00,203.00,4724.00,0.14
"59151448",660.00,,,297.00,259.00,4570.60,0.14
"59151449",527.00,,,237.00,219.00,6782.50,0.08
"59151450",663.00,,,256.00,234.00,4175.10,0.16
"59151451",589.00,,,222.00,197.00,5785.90,0.10
"59151452",538.00,,,213.00,198.00,6148.60,0.09
"59151453",626.00,,,211.00,201.00,7390.80,0.08
"59151454",537.00,,,198.00,171.00,8731.70,0.06
"59151455",916.00,,,385.00,366.00,11698.60,0.08
"59151456",715.00,,,245.00,230.00,4805.10,0.15
"59151457",518.00,,,176.00,163.00,6632.50,0.08
"59151458",650.00,,,228.00,210.00,9420.30,0.07
"59151459",531.00,,,208.00,176.00,8021.10,0.07
"59151460",414.00,,,153.00,139.00,6438.60,0.06
"59151461",649.00,,,227.00,208.00,10000.00,0.06
"59151463",458.00,,,155.00,139.00,11036.10,0.04
"59151464",451.00,,,188.00,169.00,7631.10,0.06
"59151465",503.00,,,212.00,177.00,9901.60,0.05
"59151467",520.00,,,295.00,289.00,34666.70,0.02
"59151469",696.00,,,259.00,219.00,7837.80,0.09
"59151470",670.00,,,256.00,247.00,8589.70,0.08
"59151471",742.00,,,237.00,217.00,6993.40,0.11
"59151472",577.00,,,263.00,251.00,7167.70,0.08
"59151473",690.00,,,256.00,221.00,8060.70,0.09
"59151474",647.00,,,228.00,200.00,7567.30,0.09
"59151475",735.00,,,270.00,229.00,6453.00,0.11
"59151476",736.00,,,269.00,234.00,4482.30,0.16
"59151477",822.00,,,312.00,269.00,5858.90,0.14
"59151478",642.00,,,232.00,206.00,2014.40,0.32
"59151479",745.00,,,252.00,241.00,8652.70,0.09
"59151480",538.00,,,220.00,184.00,4180.30,0.13
"59151481",614.00,,,221.00,199.00,6233.50,0.10
"59151482",559.00,,,215.00,190.00,8054.80,0.07
"59151483",634.00,,,224.00,204.00,9505.20,0.07
"59151484",503.00,,,171.00,167.00,5945.60,0.08
"59151485",586.00,,,204.00,186.00,4164.90,0.14
"59151486",735.00,,,403.00,380.00,8467.70,0.09
"59151487",1446.00,,,603.00,567.00,2702.30,0.54
"59151488",684.00,,,240.00,232.00,2981.70,0.23
"59151489",708.00,,,251.00,235.00,3116.20,0.23
"59151490",646.00,,,233.00,215.00,4014.90,0.16
"59151491",683.00,,,232.00,218.00,2580.30,0.26
"59151492",757.00,,,248.00,244.00,5778.60,0.13
"59151493",690.00,,,212.00,207.00,3610.70,0.19
"59151494",419.00,,,154.00,145.00,1257.90,0.33
"59151495",544.00,,,178.00,172.00,2118.40,0.26
"59151496",582.00,,,187.00,182.00,2045.00,0.28
"59151497",524.00,,,184.00,170.00,207.00,2.53
"59151498",819.00,,,278.00,255.00,2088.80,0.39
"59151499",721.00,,,236.00,235.00,2154.80,0.33
"59151507",732.00,,,293.00,293.00,8365.70,0.09
"59151508",501.00,,,165.00,165.00,9470.70,0.05
"59151509",598.00,,,206.00,205.00,2194.50,0.27
"59151520",799.00,,,451.00,423.00,9852.00,0.08
"59151521",342.00,,,139.00,136.00,3754.10,0.09
"59151522",407.00,,,141.00,138.00,2118.70,0.19
"59151523",544.00,,,288.00,283.00,13842.20,0.04
"59151524",841.00,,,434.00,388.00,15044.70,0.06
"59151525",1181.00,,,586.00,567.00,9891.10,0.12
"59151526",497.00,,,196.00,175.00,2171.30,0.23
"59151527",848.00,,,415.00,403.00,6538.20,0.13
"59151528",1579.00,,,1149.00,791.00,7646.50,0.21
"59151529",289.00,,,109.00,98.00,2615.40,0.11
"59151530",1031.00,,,390.00,372.00,3272.00,0.32
"59151531",715.00,,,238.00,230.00,4081.10,0.18
"59151532",685.00,,,251.00,244.00,5253.10,0.13
"59151533",622.00,,,232.00,219.00,3856.20,0.16
"59151534",453.00,,,168.00,161.00,2775.70,0.16
"59151535",443.00,,,154.00,151.00,2731.20,0.16
"59151536",956.00,,,318.00,298.00,2968.90,0.32
"59151537",494.00,,,169.00,156.00,3001.20,0.16
"59151538",733.00,,,249.00,240.00,2520.60,0.29
"59151539",564.00,,,195.00,185.00,2254.20,0.25
"59151540",531.00,,,183.00,176.00,2887.40,0.18
"59151541",269.00,,,94.00,92.00,2589.00,0.10
"59151542",712.00,,,375.00,346.00,2875.60,0.25
"59151543",721.00,,,315.00,312.00,6584.50,0.11
"59151544",454.00,,,288.00,276.00,8764.50,0.05
"59151545",838.00,,,302.00,283.00,2663.70,0.31
"59151547",572.00,,,223.00,220.00,3977.70,0.14
"59151553",638.00,,,232.00,217.00,4613.20,0.14
"59151554",575.00,,,204.00,188.00,3388.30,0.17
"59151555",663.00,,,282.00,260.00,3537.90,0.19
"59151556",485.00,,,311.00,293.00,10730.10,0.05
"59151557",531.00,,,367.00,359.00,7695.70,0.07
"59151558",438.00,,,269.00,266.00,3201.80,0.14
"59151559",1082.00,,,456.00,449.00,1143.50,0.95
"59151560",440.00,,,209.00,195.00,2019.30,0.22
"59151561",589.00,,,224.00,208.00,2412.00,0.24
"59151562",461.00,,,186.00,167.00,2407.30,0.19
"59151563",565.00,,,270.00,255.00,8828.10,0.06
"59151564",621.00,,,394.00,375.00,9733.50,0.06
"59151565",933.00,,,450.00,441.00,12116.90,0.08
"59151566",1456.00,,,598.00,560.00,2168.30,0.67
"59151567",527.00,,,198.00,187.00,3612.10,0.15
"59151568",712.00,,,291.00,267.00,2812.00,0.25
"59151569",776.00,,,183.00,169.00,4125.50,0.19
"59151570",692.00,,,244.00,222.00,4484.80,0.15
"59151571",639.00,,,327.00,317.00,1171.40,0.55
"59151572",0.00,,,1.00,0.00,0.00,4.48
"59151573",821.00,,,385.00,369.00,1454.40,0.56
"59151574",474.00,,,192.00,171.00,2636.30,0.18
"59151575",459.00,,,176.00,158.00,2355.10,0.19
"59151576",491.00,,,190.00,181.00,2705.20,0.18
"59151577",348.00,,,118.00,109.00,3543.80,0.10
"59151578",436.00,,,132.00,129.00,4381.90,0.10
"59151579",866.00,,,296.00,283.00,2513.80,0.34
"59151580",884.00,,,294.00,287.00,2788.60,0.32
"59151581",556.00,,,206.00,188.00,2851.30,0.20
"59151582",614.00,,,220.00,212.00,3260.80,0.19
"59151583",525.00,,,192.00,183.00,2745.80,0.19
"59151584",531.00,,,174.00,168.00,3360.80,0.16
"59151585",626.00,,,233.00,206.00,1974.10,0.32
"59151586",614.00,,,208.00,207.00,3306.40,0.19
"59151587",609.00,,,216.00,206.00,1587.20,0.38
"59151588",592.00,,,218.00,203.00,2885.00,0.21
"59151589",694.00,,,174.00,171.00,3423.80,0.20
"59151590",531.00,,,211.00,200.00,3271.70,0.16
"59151591",517.00,,,174.00,160.00,1961.30,0.26
"59151592",421.00,,,148.00,140.00,2791.80,0.15
"59151593",379.00,,,130.00,124.00,2758.40,0.14
"59151594",620.00,,,207.00,198.00,2721.70,0.23
"59151595",531.00,,,184.00,166.00,3134.60,0.17
"59151597",545.00,,,173.00,171.00,2942.80,0.19
"59151598",394.00,,,140.00,138.00,2818.30,0.14
"59151599",421.00,,,148.00,147.00,2444.80,0.17
"59151600",686.00,,,249.00,248.00,3143.90,0.22
"59151601",471.00,,,148.00,147.00,2517.40,0.19
"59151602",918.00,,,315.00,308.00,761.40,1.21
"59151603",510.00,,,276.00,252.00,4461.90,0.11
"59151605",855.00,,,375.00,363.00,1050.80,0.81
"59151606",621.00,,,233.00,207.00,2259.80,0.27
"59151607",824.00,,,282.00,269.00,2697.20,0.31
"59151608",330.00,,,109.00,104.00,3022.00,0.11
"59151609",736.00,,,252.00,245.00,1711.20,0.43
"59151610",632.00,,,237.00,234.00,2324.40,0.27
"59151611",636.00,,,258.00,249.00,2987.30,0.21
"59151612",749.00,,,252.00,250.00,5230.40,0.14
"59151613",313.00,,,94.00,94.00,7162.50,0.04
"59151614",505.00,,,162.00,162.00,2607.10,0.19
"59151616",422.00,,,149.00,145.00,2712.10,0.16
"59151617",778.00,,,296.00,285.00,2930.30,0.27
"59151618",823.00,,,335.00,334.00,409.70,2.01
"59151619",439.00,,,168.00,152.00,2571.80,0.17
"59151620",507.00,,,185.00,181.00,3305.10,0.15
"59151621",402.00,,,144.00,138.00,2955.90,0.14
"59151622",456.00,,,145.00,141.00,2475.60,0.18
"59151624",0.00,,,0.00,0.00,0.00,0.03
"59151625",1072.00,,,373.00,360.00,871.40,1.23
"59151626",521.00,,,212.00,202.00,1525.20,0.34
"59151634",373.00,,,126.00,125.00,7987.20,0.05
"59151635",736.00,,,283.00,282.00,3917.00,0.19
"59151636",261.00,,,85.00,85.00,6381.40,0.04
"59151637",800.00,,,250.00,249.00,1698.90,0.47
"59151638",563.00,,,212.00,209.00,5316.30,0.11
"59151639",292.00,,,88.00,88.00,5572.50,0.05
"59151640",600.00,,,223.00,219.00,3340.80,0.18
"59151641",837.00,,,285.00,275.00,4541.50,0.18
"59151642",676.00,,,221.00,207.00,4004.70,0.17
"59151643",648.00,,,212.00,205.00,3648.60,0.18
"59151644",314.00,,,99.00,92.00,5761.50,0.05
"59151645",525.00,,,169.00,165.00,5480.20,0.10
"59151646",402.00,,,135.00,126.00,4313.30,0.09
"59151647",831.00,,,352.00,352.00,5592.20,0.15
"59151648",579.00,,,317.00,308.00,20104.20,0.03
"59151649",656.00,,,487.00,355.00,9344.70,0.07
"59151650",1005.00,,,549.00,539.00,12705.40,0.08
"59151651",1704.00,,,1025.00,766.00,2564.70,0.66
"59151652",1314.00,,,697.00,697.00,23804.30,0.06
"59151653",963.00,,,456.00,448.00,10930.80,0.09
"59151654",307.00,,,97.00,94.00,6518.00,0.05
"59151655",508.00,,,155.00,152.00,6318.40,0.08
"59151658",413.00,,,125.00,123.00,6145.80,0.07
"59151659",485.00,,,147.00,146.00,6266.10,0.08
"59151660",520.00,,,161.00,154.00,6168.40,0.08
"59151661",364.00,,,118.00,116.00,4227.60,0.09
"59151662",1625.00,,,531.00,502.00,2546.20,0.64
"59151663",424.00,,,128.00,126.00,6414.50,0.07
"59151664",496.00,,,172.00,172.00,728.30,0.68
"59151665",428.00,,,135.00,134.00,5522.60,0.08
"59151666",580.00,,,192.00,186.00,3181.60,0.18
"59151667",1181.00,,,358.00,350.00,3133.50,0.38
"59151668",468.00,,,158.00,153.00,1548.10,0.30
"59151669",584.00,,,191.00,189.00,2622.40,0.22
"59151670",429.00,,,160.00,146.00,3599.00,0.12
"59151671",554.00,,,194.00,182.00,6345.90,0.09
"59151673",513.00,,,185.00,181.00,3046.30,0.17
"59151674",635.00,,,231.00,221.00,3386.70,0.19
"59151675",416.00,,,153.00,147.00,2289.50,0.18
"59151676",602.00,,,212.00,207.00,3165.10,0.19
"59151677",439.00,,,163.00,159.00,3192.70,0.14
"59151678",456.00,,,168.00,162.00,2658.90,0.17
"59151679",510.00,,,181.00,167.00,3541.70,0.14
"59151680",551.00,,,230.00,208.00,5727.70,0.10
"59151681",675.00,,,241.00,235.00,1723.30,0.39
"59151682",756.00,,,342.00,342.00,9053.90,0.08
"59151683",851.00,,,494.00,480.00,6632.90,0.13
"59151684",535.00,,,196.00,191.00,536.30,1.00
"59151685",618.00,,,215.00,210.00,3501.40,0.18
"59151686",568.00,,,207.00,195.00,3779.10,0.15
"59151687",476.00,,,168.00,166.00,4486.30,0.11
"59151688",883.00,,,362.00,360.00,7149.80,0.12
"59151689",804.00,,,364.00,356.00,9084.70,0.09
"59151690",659.00,,,221.00,210.00,4969.80,0.13
"59151691",511.00,,,169.00,166.00,4753.50,0.11
"59151692",494.00,,,162.00,160.00,2952.80,0.17
"59151694",1049.00,,,377.00,375.00,4117.00,0.25
"59151695",687.00,,,223.00,219.00,3595.00,0.19
"59151696",2062.00,,,662.00,658.00,4894.40,0.42
"59151697",474.00,,,177.00,173.00,2918.70,0.16
"59151698",574.00,,,206.00,204.00,3140.00,0.18
"59151699",343.00,,,122.00,113.00,4093.10,0.08
"59151700",454.00,,,165.00,157.00,3883.70,0.12
"59151701",326.00,,,119.00,118.00,2803.10,0.12
"59151702",433.00,,,148.00,147.00,3650.90,0.12
"59151704",503.00,,,176.00,175.00,3063.30,0.16
"59151705",572.00,,,204.00,200.00,3088.60,0.19
"59151706",322.00,,,110.00,109.00,3393.00,0.09
"59151707",256.00,,,92.00,87.00,18.30,13.95
"59151708",6098.00,,,2004.00,1923.00,1159.60,5.26
"59151709",3077.00,,,940.00,914.00,86.90,35.39
"59151713",358.00,,,109.00,102.00,4068.20,0.09
"59151714",4124.00,,,1622.00,1570.00,8741.00,0.47
"59151715",1009.00,,,307.00,292.00,2837.50,0.36
"59151716",709.00,,,234.00,233.00,2409.90,0.29
"59151717",624.00,,,402.00,401.00,909.50,0.69
"59151718",395.00,,,131.00,127.00,2731.70,0.14
"59151719",1835.00,,,708.00,694.00,4157.20,0.44
"59151720",1040.00,,,361.00,332.00,2840.80,0.37
"59151721",1145.00,,,343.00,322.00,3781.40,0.30
"59151723",411.00,,,136.00,129.00,2410.60,0.17
"59151724",538.00,,,164.00,164.00,3453.10,0.16
"59151726",497.00,,,169.00,159.00,2638.00,0.19
"59151727",640.00,,,209.00,209.00,1917.90,0.33
"59151728",477.00,,,154.00,148.00,2376.70,0.20
"59151733",1105.00,,,379.00,370.00,317.70,3.48
"59151734",941.00,,,330.00,321.00,65.60,14.34
"59151735",899.00,,,296.00,284.00,50.30,17.87
"59151736",353.00,,,117.00,114.00,3587.40,0.10
"59151737",431.00,,,137.00,133.00,1900.40,0.23
"59151738",342.00,,,123.00,114.00,1645.00,0.21
"59151739",653.00,,,265.00,241.00,38.20,17.09
"59151741",551.00,,,194.00,179.00,1623.00,0.34
"59151742",369.00,,,154.00,114.00,1090.70,0.34
"59151743",417.00,,,172.00,134.00,889.50,0.47
"59151744",402.00,,,156.00,129.00,845.80,0.48
"59151745",396.00,,,156.00,124.00,845.40,0.47
"59151746",403.00,,,161.00,137.00,865.50,0.47
"59151747",537.00,,,214.00,190.00,445.50,1.21
"59151748",532.00,,,203.00,173.00,856.80,0.62
"59151749",359.00,,,138.00,123.00,1014.40,0.35
"59151750",478.00,,,172.00,150.00,1647.70,0.29
