"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36"
"9330143.01",5090.00,4360.00,0.00,280.00,450.00,2515.00,2165.00,0.00,145.00,200.00,2585.00,2200.00,0.00,130.00,250.00,5090.00,4590.00,25.00,30.00,445.00,40.00,0.80,2515.00,2290.00,15.00,10.00,195.00,25.00,1.00,2580.00,2305.00,5.00,20.00,245.00,15.00,0.60
"9330143.02",4530.00,3700.00,5.00,210.00,610.00,2155.00,1810.00,0.00,80.00,260.00,2375.00,1895.00,0.00,130.00,350.00,4530.00,3870.00,20.00,30.00,605.00,35.00,0.80,2155.00,1875.00,10.00,10.00,255.00,20.00,0.90,2375.00,1995.00,10.00,15.00,350.00,25.00,1.10
"9330143.03",4785.00,3925.00,0.00,175.00,685.00,2280.00,1880.00,0.00,90.00,310.00,2505.00,2045.00,0.00,90.00,375.00,4785.00,4065.00,10.00,25.00,685.00,25.00,0.50,2280.00,1945.00,5.00,10.00,310.00,15.00,0.70,2505.00,2115.00,5.00,10.00,375.00,10.00,0.40
"9330143.04",5665.00,4740.00,0.00,250.00,675.00,2675.00,2275.00,0.00,110.00,285.00,2990.00,2465.00,5.00,140.00,395.00,5665.00,4950.00,15.00,30.00,665.00,30.00,0.50,2670.00,2365.00,10.00,15.00,280.00,15.00,0.60,2990.00,2585.00,5.00,15.00,390.00,10.00,0.30
"9330144.03",2505.00,2180.00,0.00,125.00,200.00,1225.00,1090.00,0.00,60.00,70.00,1280.00,1090.00,0.00,65.00,130.00,2505.00,2295.00,15.00,10.00,195.00,15.00,0.60,1225.00,1145.00,10.00,5.00,70.00,10.00,0.80,1285.00,1150.00,0.00,5.00,120.00,5.00,0.40
"9330144.04",5560.00,4680.00,0.00,400.00,480.00,2700.00,2340.00,0.00,170.00,190.00,2860.00,2335.00,0.00,225.00,295.00,5560.00,5015.00,30.00,50.00,470.00,55.00,1.00,2700.00,2485.00,15.00,15.00,185.00,25.00,0.90,2860.00,2525.00,20.00,30.00,285.00,30.00,1.00
"9330144.05",2815.00,2285.00,5.00,150.00,380.00,1360.00,1130.00,5.00,60.00,160.00,1455.00,1155.00,0.00,85.00,215.00,2810.00,2405.00,15.00,15.00,375.00,25.00,0.90,1360.00,1180.00,10.00,10.00,160.00,10.00,0.70,1455.00,1230.00,10.00,5.00,215.00,15.00,1.00
"9330144.06",5440.00,4525.00,5.00,320.00,595.00,2685.00,2265.00,0.00,160.00,255.00,2760.00,2260.00,0.00,160.00,335.00,5440.00,4780.00,35.00,45.00,590.00,55.00,1.00,2680.00,2390.00,15.00,15.00,255.00,30.00,1.10,2760.00,2385.00,10.00,25.00,335.00,30.00,1.10
"9330145.01",4400.00,3550.00,0.00,175.00,670.00,2145.00,1770.00,0.00,75.00,295.00,2250.00,1775.00,0.00,100.00,375.00,4395.00,3680.00,15.00,35.00,660.00,35.00,0.80,2150.00,1835.00,10.00,10.00,290.00,15.00,0.70,2250.00,1845.00,15.00,20.00,375.00,25.00,1.10
"9330145.02",3230.00,2695.00,0.00,130.00,410.00,1585.00,1365.00,0.00,55.00,160.00,1640.00,1330.00,0.00,70.00,240.00,3225.00,2795.00,10.00,30.00,395.00,20.00,0.60,1585.00,1410.00,5.00,5.00,160.00,10.00,0.60,1645.00,1380.00,0.00,20.00,240.00,10.00,0.60
"9330146.00",7080.00,6225.00,5.00,375.00,475.00,3550.00,3175.00,5.00,175.00,195.00,3535.00,3050.00,5.00,200.00,280.00,7080.00,6495.00,70.00,50.00,465.00,95.00,1.30,3545.00,3295.00,40.00,15.00,190.00,50.00,1.40,3535.00,3205.00,25.00,30.00,275.00,40.00,1.10
"9330147.01",10880.00,8900.00,0.00,360.00,1615.00,5175.00,4310.00,0.00,155.00,710.00,5700.00,4590.00,0.00,210.00,905.00,10875.00,9175.00,35.00,80.00,1585.00,75.00,0.70,5175.00,4420.00,25.00,35.00,695.00,40.00,0.80,5700.00,4755.00,15.00,45.00,885.00,35.00,0.60
"9330147.04",5370.00,4490.00,0.00,225.00,650.00,2455.00,2095.00,0.00,100.00,260.00,2910.00,2395.00,5.00,125.00,395.00,5365.00,4640.00,35.00,45.00,645.00,60.00,1.10,2455.00,2160.00,15.00,25.00,255.00,25.00,1.00,2915.00,2480.00,25.00,20.00,390.00,35.00,1.20
"9330147.05",4555.00,3710.00,5.00,155.00,685.00,2105.00,1745.00,0.00,75.00,285.00,2450.00,1965.00,5.00,80.00,400.00,4550.00,3815.00,15.00,35.00,680.00,40.00,0.90,2105.00,1790.00,10.00,20.00,285.00,20.00,1.00,2445.00,2030.00,5.00,15.00,395.00,15.00,0.60
"9330147.07",5715.00,4455.00,0.00,150.00,1110.00,2640.00,2130.00,5.00,90.00,415.00,3075.00,2320.00,0.00,60.00,690.00,5710.00,4560.00,25.00,35.00,1095.00,40.00,0.70,2640.00,2190.00,20.00,15.00,410.00,30.00,1.10,3075.00,2365.00,5.00,10.00,690.00,10.00,0.30
"9330147.08",8015.00,6525.00,5.00,325.00,1155.00,3775.00,3150.00,0.00,170.00,445.00,4245.00,3375.00,0.00,155.00,710.00,8015.00,6775.00,45.00,70.00,1135.00,75.00,0.90,3775.00,3285.00,25.00,35.00,435.00,40.00,1.10,4245.00,3490.00,20.00,35.00,700.00,35.00,0.80
"9330147.09",3800.00,3205.00,0.00,155.00,435.00,1720.00,1470.00,0.00,70.00,175.00,2080.00,1735.00,0.00,90.00,260.00,3795.00,3325.00,25.00,15.00,430.00,30.00,0.80,1715.00,1525.00,10.00,10.00,170.00,20.00,1.20,2080.00,1805.00,15.00,10.00,255.00,20.00,1.00
"9330147.1",4405.00,3735.00,5.00,195.00,475.00,2000.00,1740.00,5.00,90.00,165.00,2400.00,1990.00,0.00,100.00,310.00,4405.00,3865.00,35.00,30.00,470.00,55.00,1.20,2000.00,1805.00,20.00,15.00,165.00,25.00,1.30,2405.00,2065.00,15.00,20.00,305.00,25.00,1.00
"9330148.00",11315.00,9015.00,5.00,330.00,1965.00,5290.00,4290.00,5.00,155.00,840.00,6025.00,4715.00,0.00,175.00,1130.00,11315.00,9255.00,55.00,65.00,1940.00,85.00,0.80,5290.00,4400.00,30.00,30.00,825.00,50.00,0.90,6020.00,4855.00,20.00,30.00,1115.00,40.00,0.70
"9330149.02",4725.00,4005.00,0.00,230.00,490.00,2305.00,1990.00,0.00,105.00,205.00,2420.00,2010.00,0.00,120.00,290.00,4725.00,4180.00,25.00,35.00,485.00,45.00,1.00,2305.00,2075.00,20.00,20.00,200.00,25.00,1.10,2420.00,2110.00,10.00,20.00,285.00,15.00,0.60
"9330149.05",2175.00,1715.00,0.00,60.00,400.00,1065.00,845.00,0.00,30.00,190.00,1110.00,870.00,0.00,30.00,210.00,2180.00,1760.00,10.00,5.00,405.00,15.00,0.70,1070.00,865.00,5.00,5.00,190.00,10.00,0.90,1115.00,895.00,0.00,5.00,215.00,5.00,0.40
"9330149.06",4940.00,4085.00,0.00,225.00,640.00,2340.00,1970.00,0.00,100.00,270.00,2600.00,2110.00,0.00,125.00,365.00,4945.00,4245.00,20.00,40.00,630.00,40.00,0.80,2340.00,2040.00,10.00,20.00,270.00,20.00,0.90,2600.00,2210.00,10.00,20.00,360.00,20.00,0.80
"9330149.07",2665.00,2215.00,0.00,125.00,325.00,1285.00,1085.00,0.00,55.00,145.00,1375.00,1130.00,0.00,70.00,175.00,2660.00,2315.00,15.00,20.00,320.00,20.00,0.80,1285.00,1130.00,5.00,10.00,145.00,10.00,0.80,1375.00,1185.00,5.00,5.00,175.00,10.00,0.70
"9330149.08",4670.00,3940.00,0.00,225.00,505.00,2170.00,1865.00,0.00,100.00,200.00,2500.00,2080.00,0.00,120.00,300.00,4670.00,4095.00,30.00,40.00,500.00,50.00,1.10,2170.00,1930.00,15.00,15.00,205.00,25.00,1.20,2500.00,2165.00,15.00,25.00,300.00,25.00,1.00
"9330149.09",2980.00,2450.00,0.00,100.00,430.00,1435.00,1210.00,0.00,40.00,185.00,1540.00,1245.00,0.00,55.00,245.00,2980.00,2530.00,10.00,15.00,430.00,15.00,0.50,1435.00,1240.00,5.00,10.00,180.00,10.00,0.70,1545.00,1290.00,5.00,5.00,245.00,10.00,0.60
"9330150.00",815.00,735.00,0.00,70.00,5.00,395.00,370.00,0.00,25.00,0.00,420.00,370.00,0.00,45.00,0.00,815.00,800.00,10.00,0.00,5.00,10.00,1.20,395.00,385.00,5.00,0.00,0.00,5.00,1.30,420.00,415.00,0.00,5.00,5.00,5.00,1.20
"9330151.03",3010.00,2630.00,0.00,110.00,270.00,1495.00,1335.00,0.00,45.00,115.00,1515.00,1295.00,0.00,65.00,150.00,3010.00,2715.00,10.00,15.00,270.00,20.00,0.70,1500.00,1365.00,10.00,10.00,115.00,10.00,0.70,1515.00,1350.00,5.00,10.00,150.00,10.00,0.70
"9330151.05",3685.00,3195.00,5.00,155.00,335.00,1810.00,1605.00,5.00,60.00,145.00,1875.00,1590.00,0.00,90.00,190.00,3685.00,3305.00,15.00,35.00,330.00,35.00,0.90,1810.00,1645.00,10.00,15.00,140.00,15.00,0.80,1875.00,1655.00,5.00,20.00,185.00,20.00,1.10
"9330151.06",5240.00,4475.00,0.00,160.00,610.00,2560.00,2235.00,0.00,70.00,255.00,2680.00,2245.00,0.00,90.00,350.00,5240.00,4605.00,10.00,25.00,595.00,25.00,0.50,2560.00,2290.00,5.00,10.00,250.00,10.00,0.40,2680.00,2315.00,5.00,15.00,345.00,10.00,0.40
"9330151.07",3230.00,2680.00,0.00,135.00,415.00,1570.00,1305.00,0.00,80.00,185.00,1660.00,1375.00,0.00,50.00,235.00,3230.00,2780.00,20.00,25.00,405.00,30.00,0.90,1570.00,1365.00,10.00,15.00,175.00,15.00,1.00,1660.00,1410.00,10.00,10.00,230.00,15.00,0.90
"9330151.08",10440.00,8680.00,5.00,290.00,1465.00,4965.00,4215.00,0.00,130.00,620.00,5475.00,4465.00,5.00,165.00,850.00,10440.00,8915.00,25.00,45.00,1455.00,45.00,0.40,4970.00,4325.00,10.00,15.00,615.00,20.00,0.40,5475.00,4595.00,15.00,25.00,840.00,25.00,0.50
"9330160.01",4605.00,4070.00,0.00,490.00,40.00,2310.00,2090.00,0.00,200.00,20.00,2295.00,1985.00,0.00,290.00,20.00,4605.00,4485.00,65.00,15.00,40.00,70.00,1.50,2305.00,2260.00,25.00,5.00,20.00,25.00,1.10,2300.00,2225.00,35.00,15.00,20.00,45.00,2.00
"9330160.02",6990.00,6270.00,5.00,680.00,30.00,3330.00,3015.00,5.00,305.00,10.00,3660.00,3255.00,5.00,380.00,25.00,6990.00,6850.00,95.00,20.00,30.00,105.00,1.50,3330.00,3270.00,40.00,10.00,10.00,50.00,1.50,3660.00,3575.00,55.00,10.00,20.00,60.00,1.60
"9330160.03",5685.00,4985.00,0.00,640.00,55.00,2715.00,2405.00,0.00,280.00,25.00,2970.00,2575.00,0.00,360.00,35.00,5680.00,5535.00,80.00,15.00,55.00,85.00,1.50,2715.00,2655.00,30.00,10.00,25.00,30.00,1.10,2970.00,2880.00,50.00,5.00,30.00,55.00,1.90
"9330160.04",3880.00,3460.00,0.00,390.00,30.00,1835.00,1660.00,0.00,160.00,15.00,2045.00,1800.00,0.00,225.00,20.00,3880.00,3810.00,35.00,10.00,30.00,40.00,1.00,1835.00,1805.00,15.00,0.00,15.00,15.00,0.80,2045.00,2005.00,25.00,5.00,15.00,20.00,1.00
"9330161.02",5650.00,5120.00,0.00,450.00,70.00,2760.00,2555.00,0.00,180.00,30.00,2880.00,2565.00,0.00,275.00,45.00,5645.00,5495.00,70.00,10.00,70.00,75.00,1.30,2760.00,2710.00,30.00,5.00,25.00,30.00,1.10,2885.00,2790.00,40.00,10.00,40.00,50.00,1.70
"9330161.03",6485.00,5970.00,0.00,430.00,80.00,3080.00,2875.00,0.00,180.00,35.00,3395.00,3100.00,0.00,250.00,45.00,6485.00,6340.00,45.00,25.00,75.00,55.00,0.80,3085.00,3020.00,20.00,15.00,30.00,20.00,0.60,3400.00,3320.00,30.00,10.00,45.00,30.00,0.90
"9330161.05",5660.00,5285.00,0.00,315.00,60.00,2795.00,2650.00,0.00,125.00,20.00,2860.00,2635.00,0.00,185.00,40.00,5660.00,5555.00,40.00,5.00,60.00,40.00,0.70,2800.00,2750.00,25.00,5.00,20.00,25.00,0.90,2860.00,2800.00,15.00,0.00,40.00,15.00,0.50
"9330161.06",4320.00,4005.00,0.00,285.00,30.00,2060.00,1930.00,0.00,115.00,10.00,2265.00,2075.00,0.00,165.00,20.00,4320.00,4240.00,40.00,10.00,30.00,45.00,1.00,2060.00,2025.00,20.00,5.00,10.00,25.00,1.20,2260.00,2215.00,20.00,10.00,20.00,20.00,0.90
"9330161.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330161.08",815.00,760.00,0.00,50.00,10.00,410.00,390.00,0.00,25.00,0.00,400.00,375.00,0.00,25.00,5.00,820.00,800.00,10.00,0.00,10.00,5.00,0.60,410.00,405.00,5.00,5.00,0.00,5.00,1.20,405.00,395.00,0.00,0.00,5.00,5.00,1.20
"9330161.09",2160.00,1915.00,5.00,140.00,100.00,1120.00,1000.00,0.00,55.00,65.00,1035.00,920.00,0.00,85.00,35.00,2160.00,2030.00,25.00,10.00,100.00,25.00,1.20,1120.00,1045.00,10.00,5.00,70.00,10.00,0.90,1040.00,985.00,15.00,0.00,35.00,15.00,1.40
"9330162.01",5745.00,5060.00,0.00,425.00,260.00,2835.00,2545.00,0.00,180.00,105.00,2915.00,2515.00,0.00,250.00,145.00,5745.00,5420.00,45.00,30.00,245.00,60.00,1.00,2830.00,2690.00,20.00,15.00,105.00,30.00,1.10,2910.00,2730.00,25.00,15.00,145.00,30.00,1.00
"9330162.02",6505.00,5695.00,0.00,455.00,350.00,3235.00,2870.00,0.00,210.00,150.00,3270.00,2825.00,5.00,250.00,195.00,6505.00,6105.00,35.00,25.00,345.00,50.00,0.80,3235.00,3055.00,20.00,10.00,150.00,25.00,0.80,3270.00,3045.00,20.00,15.00,190.00,25.00,0.80
"9330162.03",7680.00,6665.00,5.00,310.00,700.00,3810.00,3430.00,0.00,125.00,255.00,3865.00,3230.00,5.00,190.00,440.00,7680.00,6885.00,50.00,45.00,690.00,75.00,1.00,3810.00,3510.00,20.00,20.00,255.00,35.00,0.90,3870.00,3380.00,30.00,25.00,440.00,40.00,1.00
"9330162.04",5750.00,5055.00,0.00,520.00,175.00,2850.00,2540.00,0.00,235.00,70.00,2900.00,2505.00,0.00,285.00,105.00,5755.00,5530.00,30.00,20.00,175.00,35.00,0.60,2850.00,2760.00,15.00,5.00,70.00,15.00,0.50,2900.00,2775.00,15.00,10.00,100.00,20.00,0.70
"9330163.01",5875.00,5205.00,5.00,355.00,315.00,2925.00,2615.00,0.00,170.00,135.00,2950.00,2590.00,0.00,185.00,175.00,5875.00,5490.00,45.00,25.00,315.00,60.00,1.00,2925.00,2755.00,30.00,10.00,135.00,35.00,1.20,2950.00,2740.00,20.00,20.00,180.00,25.00,0.80
"9330163.04",5670.00,5125.00,0.00,385.00,160.00,2835.00,2595.00,0.00,180.00,55.00,2840.00,2525.00,0.00,205.00,105.00,5670.00,5460.00,30.00,25.00,160.00,45.00,0.80,2830.00,2750.00,15.00,15.00,55.00,25.00,0.90,2835.00,2705.00,10.00,15.00,105.00,20.00,0.70
"9330163.05",5515.00,4905.00,5.00,260.00,345.00,2765.00,2515.00,0.00,120.00,135.00,2745.00,2390.00,0.00,145.00,210.00,5515.00,5100.00,35.00,35.00,345.00,55.00,1.00,2770.00,2595.00,20.00,20.00,130.00,30.00,1.10,2750.00,2500.00,20.00,15.00,210.00,25.00,0.90
"9330163.06",4325.00,3830.00,0.00,185.00,315.00,2150.00,1950.00,0.00,80.00,120.00,2180.00,1885.00,0.00,100.00,190.00,4325.00,3965.00,30.00,20.00,310.00,45.00,1.00,2150.00,2005.00,20.00,5.00,120.00,20.00,0.90,2175.00,1960.00,15.00,10.00,185.00,20.00,0.90
"9330163.07",4890.00,4360.00,0.00,260.00,270.00,2415.00,2195.00,0.00,105.00,110.00,2480.00,2160.00,5.00,155.00,160.00,4890.00,4575.00,25.00,25.00,270.00,35.00,0.70,2410.00,2285.00,10.00,10.00,105.00,15.00,0.60,2480.00,2285.00,15.00,15.00,160.00,20.00,0.80
"9330163.08",4035.00,3620.00,0.00,205.00,210.00,2035.00,1885.00,0.00,65.00,75.00,1995.00,1730.00,0.00,140.00,130.00,4030.00,3780.00,25.00,20.00,205.00,35.00,0.90,2035.00,1935.00,10.00,5.00,75.00,15.00,0.70,2000.00,1845.00,15.00,15.00,125.00,25.00,1.30
"9330170.03",3910.00,3635.00,0.00,240.00,25.00,1635.00,1520.00,0.00,105.00,10.00,2275.00,2120.00,0.00,135.00,20.00,3910.00,3820.00,50.00,10.00,25.00,55.00,1.40,1640.00,1600.00,20.00,5.00,10.00,25.00,1.50,2270.00,2220.00,30.00,5.00,20.00,30.00,1.30
"9330170.04",5310.00,4780.00,0.00,435.00,95.00,2475.00,2235.00,0.00,190.00,45.00,2830.00,2545.00,0.00,245.00,50.00,5310.00,5135.00,60.00,25.00,90.00,70.00,1.30,2480.00,2400.00,15.00,10.00,45.00,25.00,1.00,2830.00,2735.00,40.00,15.00,50.00,45.00,1.60
"9330170.05",2630.00,2425.00,0.00,175.00,30.00,1095.00,1020.00,0.00,60.00,10.00,1535.00,1400.00,0.00,115.00,20.00,2630.00,2535.00,55.00,5.00,30.00,60.00,2.30,1090.00,1060.00,20.00,0.00,10.00,20.00,1.80,1535.00,1475.00,35.00,5.00,20.00,40.00,2.60
"9330170.07",3835.00,3345.00,5.00,430.00,65.00,1785.00,1575.00,0.00,185.00,25.00,2050.00,1765.00,0.00,250.00,40.00,3835.00,3715.00,40.00,20.00,60.00,50.00,1.30,1790.00,1740.00,15.00,10.00,20.00,20.00,1.10,2050.00,1980.00,25.00,15.00,35.00,30.00,1.50
"9330170.08",3825.00,3415.00,0.00,370.00,45.00,1855.00,1680.00,0.00,155.00,15.00,1975.00,1740.00,0.00,210.00,25.00,3825.00,3730.00,45.00,10.00,40.00,50.00,1.30,1855.00,1820.00,10.00,5.00,15.00,15.00,0.80,1975.00,1910.00,30.00,5.00,30.00,35.00,1.80
"9330180.01",7355.00,6665.00,0.00,435.00,260.00,3490.00,3205.00,0.00,175.00,105.00,3870.00,3455.00,0.00,265.00,150.00,7360.00,7035.00,45.00,25.00,250.00,60.00,0.80,3490.00,3350.00,25.00,10.00,105.00,30.00,0.90,3865.00,3690.00,25.00,10.00,145.00,30.00,0.80
"9330180.03",8875.00,7955.00,0.00,655.00,260.00,4455.00,4050.00,5.00,290.00,115.00,4420.00,3905.00,0.00,365.00,140.00,8875.00,8495.00,90.00,30.00,255.00,100.00,1.10,4460.00,4285.00,45.00,10.00,115.00,50.00,1.10,4415.00,4210.00,40.00,20.00,145.00,50.00,1.10
"9330180.04",9390.00,8345.00,0.00,685.00,360.00,4475.00,4025.00,0.00,305.00,145.00,4915.00,4315.00,0.00,385.00,210.00,9390.00,8895.00,80.00,55.00,355.00,110.00,1.20,4475.00,4265.00,40.00,25.00,150.00,50.00,1.10,4915.00,4630.00,45.00,35.00,210.00,60.00,1.20
"9330181.03",5215.00,4515.00,0.00,520.00,180.00,2555.00,2230.00,0.00,230.00,95.00,2660.00,2285.00,0.00,285.00,85.00,5215.00,4990.00,40.00,15.00,170.00,45.00,0.90,2555.00,2440.00,15.00,5.00,90.00,20.00,0.80,2655.00,2545.00,20.00,10.00,75.00,30.00,1.10
"9330181.05",7545.00,6930.00,5.00,535.00,75.00,3375.00,3120.00,0.00,225.00,30.00,4175.00,3810.00,0.00,310.00,50.00,7550.00,7340.00,110.00,20.00,75.00,125.00,1.70,3375.00,3285.00,50.00,15.00,25.00,55.00,1.60,4170.00,4055.00,65.00,10.00,45.00,70.00,1.70
"9330181.07",3580.00,3130.00,0.00,370.00,85.00,1740.00,1530.00,0.00,170.00,40.00,1840.00,1600.00,0.00,200.00,45.00,3580.00,3465.00,25.00,15.00,80.00,30.00,0.80,1740.00,1680.00,10.00,10.00,40.00,10.00,0.60,1845.00,1785.00,15.00,10.00,40.00,15.00,0.80
"9330181.08",2530.00,2200.00,0.00,265.00,65.00,1245.00,1095.00,0.00,110.00,35.00,1285.00,1105.00,0.00,150.00,30.00,2530.00,2420.00,30.00,15.00,65.00,35.00,1.40,1245.00,1185.00,15.00,5.00,35.00,15.00,1.20,1285.00,1235.00,15.00,5.00,25.00,15.00,1.20
"9330181.09",6065.00,5175.00,0.00,550.00,330.00,2915.00,2525.00,0.00,240.00,155.00,3145.00,2655.00,0.00,315.00,175.00,6060.00,5650.00,50.00,35.00,330.00,60.00,1.00,2915.00,2730.00,15.00,20.00,155.00,25.00,0.90,3145.00,2930.00,30.00,20.00,175.00,40.00,1.30
"9330181.1",5215.00,4640.00,5.00,405.00,165.00,2410.00,2170.00,0.00,165.00,70.00,2805.00,2470.00,5.00,240.00,95.00,5215.00,4980.00,45.00,30.00,165.00,60.00,1.20,2410.00,2315.00,15.00,5.00,70.00,20.00,0.80,2805.00,2660.00,30.00,20.00,90.00,45.00,1.60
"9330181.11",2570.00,2320.00,0.00,180.00,70.00,1105.00,995.00,0.00,75.00,30.00,1470.00,1320.00,0.00,105.00,40.00,2575.00,2445.00,35.00,25.00,70.00,45.00,1.70,1105.00,1055.00,10.00,10.00,30.00,15.00,1.40,1470.00,1395.00,15.00,15.00,40.00,25.00,1.70
"9330181.12",2780.00,2420.00,0.00,200.00,165.00,1355.00,1195.00,0.00,85.00,75.00,1425.00,1225.00,0.00,110.00,90.00,2780.00,2580.00,25.00,10.00,160.00,35.00,1.30,1350.00,1265.00,5.00,5.00,75.00,10.00,0.70,1430.00,1315.00,20.00,10.00,90.00,20.00,1.40
"9330181.13",3665.00,3330.00,0.00,235.00,100.00,1725.00,1580.00,0.00,100.00,45.00,1945.00,1750.00,0.00,135.00,55.00,3665.00,3515.00,40.00,10.00,105.00,50.00,1.40,1725.00,1655.00,20.00,5.00,45.00,25.00,1.40,1945.00,1860.00,20.00,5.00,55.00,25.00,1.30
"9330181.14",3635.00,3280.00,0.00,300.00,60.00,1660.00,1500.00,0.00,135.00,25.00,1975.00,1775.00,0.00,165.00,30.00,3635.00,3515.00,40.00,25.00,55.00,55.00,1.50,1665.00,1605.00,10.00,15.00,25.00,20.00,1.20,1975.00,1910.00,30.00,10.00,30.00,35.00,1.80
"9330181.15",120.00,110.00,0.00,5.00,5.00,60.00,55.00,0.00,5.00,0.00,60.00,55.00,0.00,0.00,0.00,120.00,115.00,0.00,0.00,0.00,0.00,0.00,60.00,60.00,5.00,0.00,0.00,5.00,8.30,60.00,60.00,0.00,0.00,0.00,0.00,0.00
"9330181.16",5100.00,4645.00,0.00,405.00,40.00,2485.00,2270.00,0.00,195.00,20.00,2615.00,2375.00,0.00,210.00,25.00,5095.00,4985.00,70.00,0.00,40.00,70.00,1.40,2480.00,2440.00,30.00,0.00,15.00,30.00,1.20,2615.00,2550.00,40.00,5.00,20.00,45.00,1.70
"9330182.01",5185.00,4655.00,5.00,215.00,310.00,2655.00,2410.00,5.00,100.00,135.00,2535.00,2245.00,0.00,120.00,175.00,5185.00,4805.00,50.00,20.00,310.00,65.00,1.30,2655.00,2470.00,35.00,10.00,135.00,40.00,1.50,2535.00,2335.00,25.00,10.00,170.00,25.00,1.00
"9330182.02",6945.00,6415.00,0.00,365.00,165.00,3415.00,3210.00,0.00,155.00,60.00,3530.00,3210.00,0.00,210.00,105.00,6945.00,6700.00,50.00,30.00,165.00,65.00,0.90,3420.00,3315.00,25.00,15.00,55.00,35.00,1.00,3530.00,3385.00,25.00,15.00,105.00,30.00,0.80
"9330182.03",3965.00,3645.00,5.00,120.00,195.00,1980.00,1865.00,0.00,45.00,65.00,1980.00,1780.00,0.00,70.00,125.00,3965.00,3735.00,25.00,10.00,195.00,30.00,0.80,1980.00,1900.00,10.00,5.00,65.00,15.00,0.80,1980.00,1835.00,10.00,10.00,125.00,20.00,1.00
"9330182.04",1780.00,1650.00,0.00,70.00,60.00,900.00,845.00,0.00,40.00,20.00,875.00,805.00,0.00,30.00,35.00,1785.00,1715.00,5.00,5.00,60.00,10.00,0.60,905.00,880.00,5.00,0.00,20.00,0.00,0.00,875.00,830.00,5.00,5.00,35.00,5.00,0.60
"9330182.05",7325.00,6725.00,5.00,320.00,275.00,3595.00,3345.00,0.00,145.00,105.00,3730.00,3380.00,0.00,170.00,170.00,7325.00,6995.00,40.00,15.00,275.00,50.00,0.70,3595.00,3460.00,20.00,10.00,105.00,25.00,0.70,3730.00,3535.00,20.00,10.00,170.00,20.00,0.50
"9330182.06",1170.00,1075.00,0.00,55.00,35.00,615.00,575.00,0.00,25.00,15.00,555.00,500.00,0.00,30.00,20.00,1170.00,1125.00,10.00,0.00,35.00,10.00,0.90,615.00,590.00,10.00,0.00,15.00,5.00,0.80,555.00,530.00,0.00,0.00,25.00,5.00,0.90
"9330183.01",6340.00,5905.00,5.00,265.00,160.00,3160.00,2970.00,0.00,110.00,75.00,3180.00,2935.00,0.00,155.00,90.00,6335.00,6110.00,45.00,20.00,160.00,55.00,0.90,3160.00,3055.00,20.00,10.00,70.00,25.00,0.80,3180.00,3055.00,25.00,10.00,95.00,30.00,0.90
"9330183.03",6065.00,5620.00,5.00,325.00,120.00,2960.00,2765.00,0.00,145.00,50.00,3100.00,2850.00,0.00,185.00,70.00,6065.00,5885.00,50.00,15.00,115.00,60.00,1.00,2965.00,2885.00,25.00,5.00,50.00,30.00,1.00,3100.00,3000.00,25.00,0.00,70.00,30.00,1.00
"9330183.05",11295.00,10520.00,5.00,620.00,155.00,5470.00,5180.00,0.00,235.00,60.00,5825.00,5340.00,0.00,385.00,95.00,11295.00,11025.00,80.00,40.00,150.00,100.00,0.90,5470.00,5365.00,35.00,15.00,60.00,40.00,0.70,5820.00,5660.00,45.00,20.00,95.00,60.00,1.00
"9330183.06",2370.00,2235.00,0.00,100.00,35.00,1170.00,1110.00,0.00,45.00,15.00,1200.00,1125.00,0.00,55.00,25.00,2370.00,2320.00,10.00,5.00,35.00,10.00,0.40,1175.00,1150.00,10.00,5.00,10.00,10.00,0.90,1200.00,1170.00,0.00,5.00,25.00,5.00,0.40
"9330183.07",6675.00,6165.00,0.00,370.00,140.00,3310.00,3100.00,0.00,150.00,60.00,3365.00,3065.00,0.00,220.00,80.00,6675.00,6480.00,45.00,10.00,135.00,55.00,0.80,3310.00,3220.00,25.00,5.00,60.00,25.00,0.80,3365.00,3260.00,20.00,5.00,80.00,25.00,0.70
"9330183.08",8255.00,7695.00,0.00,455.00,100.00,4085.00,3850.00,0.00,195.00,45.00,4165.00,3845.00,0.00,260.00,55.00,8255.00,8035.00,85.00,35.00,95.00,100.00,1.20,4085.00,3990.00,35.00,25.00,40.00,45.00,1.10,4165.00,4045.00,50.00,15.00,55.00,60.00,1.40
"9330183.09",12135.00,11315.00,0.00,580.00,245.00,5980.00,5655.00,0.00,220.00,100.00,6155.00,5665.00,0.00,355.00,140.00,12135.00,11770.00,95.00,35.00,230.00,115.00,0.90,5980.00,5825.00,45.00,10.00,95.00,50.00,0.80,6155.00,5945.00,55.00,25.00,135.00,65.00,1.10
