"GEO_ID","NAME","B01003_001E","B01003_001M"
"1500000US510594407022","Block Group 2, Census Tract 4407.02, Fairfax County, Virginia","1211","358"
"1500000US510594822021","Block Group 1, Census Tract 4822.02, Fairfax County, Virginia","738","189"
"1500000US510594805012","Block Group 2, Census Tract 4805.01, Fairfax County, Virginia","1263","236"
"1500000US510594202022","Block Group 2, Census Tract 4202.02, Fairfax County, Virginia","214","102"
"1500000US510594154011","Block Group 1, Census Tract 4154.01, Fairfax County, Virginia","895","329"
"1500000US510594916011","Block Group 1, Census Tract 4916.01, Fairfax County, Virginia","1068","326"
"1500000US510594918033","Block Group 3, Census Tract 4918.03, Fairfax County, Virginia","3030","588"
"1500000US510594327011","Block Group 1, Census Tract 4327.01, Fairfax County, Virginia","3061","213"
"1500000US510594528013","Block Group 3, Census Tract 4528.01, Fairfax County, Virginia","1092","237"
"1500000US510594221023","Block Group 3, Census Tract 4221.02, Fairfax County, Virginia","2128","780"
"1500000US510594224021","Block Group 1, Census Tract 4224.02, Fairfax County, Virginia","2936","454"
"1500000US510594921002","Block Group 2, Census Tract 4921, Fairfax County, Virginia","1418","313"
"1500000US510594805013","Block Group 3, Census Tract 4805.01, Fairfax County, Virginia","1347","233"
"1500000US510594616021","Block Group 1, Census Tract 4616.02, Fairfax County, Virginia","2619","326"
"1500000US510594313001","Block Group 1, Census Tract 4313, Fairfax County, Virginia","1005","195"
"1500000US510594525021","Block Group 1, Census Tract 4525.02, Fairfax County, Virginia","903","346"
"1500000US510594605023","Block Group 3, Census Tract 4605.02, Fairfax County, Virginia","2110","478"
"1500000US510594158002","Block Group 2, Census Tract 4158, Fairfax County, Virginia","1832","219"
"1500000US510594201001","Block Group 1, Census Tract 4201, Fairfax County, Virginia","1278","335"
"1500000US510594822022","Block Group 2, Census Tract 4822.02, Fairfax County, Virginia","873","205"
"1500000US510594505001","Block Group 1, Census Tract 4505, Fairfax County, Virginia","1028","227"
"1500000US510594405012","Block Group 2, Census Tract 4405.01, Fairfax County, Virginia","1688","301"
"1500000US510594324022","Block Group 2, Census Tract 4324.02, Fairfax County, Virginia","1823","249"
"1500000US510594223022","Block Group 2, Census Tract 4223.02, Fairfax County, Virginia","2549","749"
"1500000US510594211012","Block Group 2, Census Tract 4211.01, Fairfax County, Virginia","3059","664"
"1500000US510594602001","Block Group 1, Census Tract 4602, Fairfax County, Virginia","1948","218"
"1500000US510594515011","Block Group 1, Census Tract 4515.01, Fairfax County, Virginia","1220","576"
"1500000US510594224032","Block Group 2, Census Tract 4224.03, Fairfax County, Virginia","1797","203"
"1500000US510594915013","Block Group 3, Census Tract 4915.01, Fairfax County, Virginia","1758","317"
"1500000US510594615005","Block Group 5, Census Tract 4615, Fairfax County, Virginia","1049","318"
"1500000US510594905021","Block Group 1, Census Tract 4905.02, Fairfax County, Virginia","2310","329"
