"GEO_ID","NAME","B03003_001E","B03003_001M","B03003_002E","B03003_002M","B03003_003E","B03003_003M"
"1500000US510594805052","Block Group 2, Census Tract 4805.05, Fairfax County, Virginia","1045","178","1015","170","30","36"
"1500000US510594819001","Block Group 1, Census Tract 4819, Fairfax County, Virginia","2447","507","2093","494","354","200"
"1500000US510594606001","Block Group 1, Census Tract 4606, Fairfax County, Virginia","1576","262","1527","234","49","54"
"1500000US510594701002","Block Group 2, Census Tract 4701, Fairfax County, Virginia","1789","155","1703","165","86","50"
"1500000US510594917013","Block Group 3, Census Tract 4917.01, Fairfax County, Virginia","1527","281","1374","270","153","147"
"1500000US510594920003","Block Group 3, Census Tract 4920, Fairfax County, Virginia","1908","281","1863","276","45","67"
"1500000US510594308023","Block Group 3, Census Tract 4308.02, Fairfax County, Virginia","1483","263","1049","182","434","235"
"1500000US510594912021","Block Group 1, Census Tract 4912.02, Fairfax County, Virginia","1633","205","1398","259","235","129"
"1500000US510594811062","Block Group 2, Census Tract 4811.06, Fairfax County, Virginia","1873","257","1820","260","53","37"
"1500000US510594205011","Block Group 1, Census Tract 4205.01, Fairfax County, Virginia","1795","172","1661","184","134","80"
"1500000US510594318021","Block Group 1, Census Tract 4318.02, Fairfax County, Virginia","2020","243","1927","243","93","77"
"1500000US510594924002","Block Group 2, Census Tract 4924, Fairfax County, Virginia","2548","350","2099","312","449","313"
"1500000US510594506022","Block Group 2, Census Tract 4506.02, Fairfax County, Virginia","1983","433","774","273","1209","404"
"1500000US510594602002","Block Group 2, Census Tract 4602, Fairfax County, Virginia","2210","360","2111","361","99","78"
"1500000US510594705003","Block Group 3, Census Tract 4705, Fairfax County, Virginia","799","200","778","196","21","23"
"1500000US510594611003","Block Group 3, Census Tract 4611, Fairfax County, Virginia","2846","614","2212","358","634","556"
"1500000US510594304003","Block Group 3, Census Tract 4304, Fairfax County, Virginia","2245","409","1936","395","309","182"
"1500000US510594314003","Block Group 3, Census Tract 4314, Fairfax County, Virginia","1983","352","1780","292","203","178"
"1500000US510594522002","Block Group 2, Census Tract 4522, Fairfax County, Virginia","2153","779","863","466","1290","668"
"1500000US510594817021","Block Group 1, Census Tract 4817.02, Fairfax County, Virginia","1949","313","1810","300","139","123"
"1500000US510594711002","Block Group 2, Census Tract 4711, Fairfax County, Virginia","1005","401","611","254","394","378"
"1500000US510594224012","Block Group 2, Census Tract 4224.01, Fairfax County, Virginia","1910","238","1615","229","295","188"
"1500000US510594202031","Block Group 1, Census Tract 4202.03, Fairfax County, Virginia","2844","127","2604","141","240","97"
"1500000US510594512001","Block Group 1, Census Tract 4512, Fairfax County, Virginia","889","98","865","97","24","22"
"1500000US510594506012","Block Group 2, Census Tract 4506.01, Fairfax County, Virginia","1306","370","842","211","464","319"
"1500000US510594218002","Block Group 2, Census Tract 4218, Fairfax County, Virginia","3271","919","1935","547","1336","767"
"1500000US510594305001","Block Group 1, Census Tract 4305, Fairfax County, Virginia","1792","101","1701","116","91","65"
"1500000US510594811052","Block Group 2, Census Tract 4811.05, Fairfax County, Virginia","2340","310","2241","315","99","81"
"1500000US510594611001","Block Group 1, Census Tract 4611, Fairfax County, Virginia","2077","343","1994","331","83","95"
"1500000US510594912011","Block Group 1, Census Tract 4912.01, Fairfax County, Virginia","890","311","771","303","119","109"
"1500000US510594918021","Block Group 1, Census Tract 4918.02, Fairfax County, Virginia","1381","251","1289","230","92","148"
"1500000US510594401004","Block Group 4, Census Tract 4401, Fairfax County, Virginia","985","288","985","288","0","12"
"1500000US510594528022","Block Group 2, Census Tract 4528.02, Fairfax County, Virginia","1515","235","1298","222","217","125"
"1500000US510594616014","Block Group 4, Census Tract 4616.01, Fairfax County, Virginia","991","322","926","321","65","106"
"1500000US510594820021","Block Group 1, Census Tract 4820.02, Fairfax County, Virginia","1778","151","1740","150","38","37"
"1500000US510594809022","Block Group 2, Census Tract 4809.02, Fairfax County, Virginia","1166","273","613","193","553","250"
"1500000US510594822034","Block Group 4, Census Tract 4822.03, Fairfax County, Virginia","1434","283","1351","288","83","81"
"1500000US510594215003","Block Group 3, Census Tract 4215, Fairfax County, Virginia","1117","477","650","375","467","269"
"1500000US510594810002","Block Group 2, Census Tract 4810, Fairfax County, Virginia","3938","603","1725","475","2213","557"
"1500000US510594811041","Block Group 1, Census Tract 4811.04, Fairfax County, Virginia","1507","235","1449","222","58","89"
"1500000US510594322022","Block Group 2, Census Tract 4322.02, Fairfax County, Virginia","1916","324","1698","292","218","174"
"1500000US510594607022","Block Group 2, Census Tract 4607.02, Fairfax County, Virginia","1792","226","1742","231","50","50"
"1500000US510594507021","Block Group 1, Census Tract 4507.02, Fairfax County, Virginia","3163","722","1045","243","2118","756"
"1500000US510594157002","Block Group 2, Census Tract 4157, Fairfax County, Virginia","2771","193","2583","220","188","142"
"1500000US510599802001","Block Group 1, Census Tract 9802, Fairfax County, Virginia","0","12","0","12","0","12"
"1500000US510594825015","Block Group 5, Census Tract 4825.01, Fairfax County, Virginia","841","448","604","378","237","270"
"1500000US510594205031","Block Group 1, Census Tract 4205.03, Fairfax County, Virginia","718","201","611","175","107","122"
"1500000US510594207002","Block Group 2, Census Tract 4207, Fairfax County, Virginia","2202","279","1903","234","299","171"
"1500000US510594322021","Block Group 1, Census Tract 4322.02, Fairfax County, Virginia","2943","331","2176","295","767","239"
"1500000US510594802012","Block Group 2, Census Tract 4802.01, Fairfax County, Virginia","1996","254","1954","265","42","35"
"1500000US510594521012","Block Group 2, Census Tract 4521.01, Fairfax County, Virginia","2248","345","1387","265","861","301"
"1500000US510594706002","Block Group 2, Census Tract 4706, Fairfax County, Virginia","1522","163","1412","159","110","98"
"1500000US510594510002","Block Group 2, Census Tract 4510, Fairfax County, Virginia","1539","239","1356","217","183","89"
"1500000US510594913031","Block Group 1, Census Tract 4913.03, Fairfax County, Virginia","1425","306","1173","259","252","205"
"1500000US510594324023","Block Group 3, Census Tract 4324.02, Fairfax County, Virginia","1604","220","1412","208","192","84"
"1500000US510594205032","Block Group 2, Census Tract 4205.03, Fairfax County, Virginia","2146","436","1862","457","284","227"
"1500000US510594805022","Block Group 2, Census Tract 4805.02, Fairfax County, Virginia","604","123","604","123","0","12"
"1500000US510594821002","Block Group 2, Census Tract 4821, Fairfax County, Virginia","2079","203","1787","202","292","182"
"1500000US510594914022","Block Group 2, Census Tract 4914.02, Fairfax County, Virginia","2127","444","1729","492","398","183"
"1500000US510594925001","Block Group 1, Census Tract 4925, Fairfax County, Virginia","2182","265","2136","271","46","57"
"1500000US510594917043","Block Group 3, Census Tract 4917.04, Fairfax County, Virginia","2057","448","1781","470","276","200"
"1500000US510594204001","Block Group 1, Census Tract 4204, Fairfax County, Virginia","1566","164","1308","194","258","187"
"1500000US510594309012","Block Group 2, Census Tract 4309.01, Fairfax County, Virginia","2214","314","1730","292","484","104"
"1500000US510594402023","Block Group 3, Census Tract 4402.02, Fairfax County, Virginia","2109","432","1742","393","367","247"
"1500000US510594601001","Block Group 1, Census Tract 4601, Fairfax County, Virginia","1191","204","1144","202","47","53"
"1500000US510594917042","Block Group 2, Census Tract 4917.04, Fairfax County, Virginia","1505","404","1434","389","71","92"
"1500000US510594805041","Block Group 1, Census Tract 4805.04, Fairfax County, Virginia","1975","120","1853","133","122","63"
"1500000US510594211032","Block Group 2, Census Tract 4211.03, Fairfax County, Virginia","2388","282","2151","269","237","119"
"1500000US510594709005","Block Group 5, Census Tract 4709, Fairfax County, Virginia","1413","299","1395","295","18","27"
"1500000US510594519002","Block Group 2, Census Tract 4519, Fairfax County, Virginia","2316","484","2149","447","167","129"
"1500000US510594203004","Block Group 4, Census Tract 4203, Fairfax County, Virginia","998","417","766","346","232","273"
"1500000US510594712012","Block Group 2, Census Tract 4712.01, Fairfax County, Virginia","367","84","302","74","65","58"
"1500000US510594214004","Block Group 4, Census Tract 4214, Fairfax County, Virginia","2251","834","792","281","1459","791"
"1500000US510594707002","Block Group 2, Census Tract 4707, Fairfax County, Virginia","1325","202","1240","205","85","75"
"1500000US510594915022","Block Group 2, Census Tract 4915.02, Fairfax County, Virginia","2305","411","2225","380","80","75"
"1500000US510594326002","Block Group 2, Census Tract 4326, Fairfax County, Virginia","2453","301","2058","245","395","246"
"1500000US510594605011","Block Group 1, Census Tract 4605.01, Fairfax County, Virginia","2592","182","2451","203","141","87"
"1500000US510594825031","Block Group 1, Census Tract 4825.03, Fairfax County, Virginia","1778","190","1706","189","72","71"
"1500000US510594221021","Block Group 1, Census Tract 4221.02, Fairfax County, Virginia","1913","507","1543","419","370","278"
"1500000US510594917023","Block Group 3, Census Tract 4917.02, Fairfax County, Virginia","2255","543","1986","520","269","330"
"1500000US510594407021","Block Group 1, Census Tract 4407.02, Fairfax County, Virginia","2597","282","2444","290","153","109"
"1500000US510594151001","Block Group 1, Census Tract 4151, Fairfax County, Virginia","1424","317","1395","314","29","31"
"1500000US510594313002","Block Group 2, Census Tract 4313, Fairfax County, Virginia","1827","297","1660","277","167","123"
"1500000US510594704002","Block Group 2, Census Tract 4704, Fairfax County, Virginia","1254","204","1166","217","88","78"
"1500000US510594901033","Block Group 3, Census Tract 4901.03, Fairfax County, Virginia","1513","366","1139","229","374","369"
"1500000US510594609001","Block Group 1, Census Tract 4609, Fairfax County, Virginia","2521","115","2355","136","166","81"
"1500000US510594711004","Block Group 4, Census Tract 4711, Fairfax County, Virginia","2244","431","1634","370","610","386"
"1500000US510594922023","Block Group 3, Census Tract 4922.02, Fairfax County, Virginia","2164","465","2148","462","16","25"
"1500000US510594523012","Block Group 2, Census Tract 4523.01, Fairfax County, Virginia","735","194","604","182","131","109"
"1500000US510594154012","Block Group 2, Census Tract 4154.01, Fairfax County, Virginia","2685","693","1632","497","1053","576"
"1500000US510594154013","Block Group 3, Census Tract 4154.01, Fairfax County, Virginia","1388","639","647","377","741","605"
"1500000US510594925002","Block Group 2, Census Tract 4925, Fairfax County, Virginia","1898","220","1842","206","56","59"
"1500000US510594803003","Block Group 3, Census Tract 4803, Fairfax County, Virginia","3003","407","2944","408","59","80"
"1500000US510594152001","Block Group 1, Census Tract 4152, Fairfax County, Virginia","897","208","846","205","51","42"
"1500000US510594606002","Block Group 2, Census Tract 4606, Fairfax County, Virginia","2419","268","2349","266","70","59"
"1500000US510594619021","Block Group 1, Census Tract 4619.02, Fairfax County, Virginia","2037","281","916","246","1121","369"
"1500000US510594709003","Block Group 3, Census Tract 4709, Fairfax County, Virginia","842","241","842","241","0","12"
"1500000US510594512002","Block Group 2, Census Tract 4512, Fairfax County, Virginia","755","90","646","91","109","97"
"1500000US510594712022","Block Group 2, Census Tract 4712.02, Fairfax County, Virginia","2368","498","1697","340","671","484"
"1500000US510594507011","Block Group 1, Census Tract 4507.01, Fairfax County, Virginia","2937","207","2454","201","483","140"
"1500000US510594809032","Block Group 2, Census Tract 4809.03, Fairfax County, Virginia","1558","391","1340","269","218","309"
"1500000US510594811021","Block Group 1, Census Tract 4811.02, Fairfax County, Virginia","3268","290","3191","295","77","55"
"1500000US510594705004","Block Group 4, Census Tract 4705, Fairfax County, Virginia","967","214","942","216","25","41"
"1500000US510594524002","Block Group 2, Census Tract 4524, Fairfax County, Virginia","1069","392","1039","376","30","48"
"1500000US510594407022","Block Group 2, Census Tract 4407.02, Fairfax County, Virginia","1211","358","916","166","295","315"
"1500000US510594822021","Block Group 1, Census Tract 4822.02, Fairfax County, Virginia","738","189","678","170","60","65"
"1500000US510594805012","Block Group 2, Census Tract 4805.01, Fairfax County, Virginia","1263","236","1168","233","95","82"
"1500000US510594202022","Block Group 2, Census Tract 4202.02, Fairfax County, Virginia","214","102","196","94","18","24"
"1500000US510594154011","Block Group 1, Census Tract 4154.01, Fairfax County, Virginia","895","329","751","322","144","204"
"1500000US510594916011","Block Group 1, Census Tract 4916.01, Fairfax County, Virginia","1068","326","324","185","744","339"
"1500000US510594918033","Block Group 3, Census Tract 4918.03, Fairfax County, Virginia","3030","588","2755","575","275","247"
"1500000US510594327011","Block Group 1, Census Tract 4327.01, Fairfax County, Virginia","3061","213","2885","170","176","158"
"1500000US510594528013","Block Group 3, Census Tract 4528.01, Fairfax County, Virginia","1092","237","969","241","123","100"
"1500000US510594221023","Block Group 3, Census Tract 4221.02, Fairfax County, Virginia","2128","780","1336","713","792","583"
"1500000US510594224021","Block Group 1, Census Tract 4224.02, Fairfax County, Virginia","2936","454","2674","395","262","221"
"1500000US510594921002","Block Group 2, Census Tract 4921, Fairfax County, Virginia","1418","313","1365","322","53","89"
"1500000US510594805013","Block Group 3, Census Tract 4805.01, Fairfax County, Virginia","1347","233","1233","242","114","95"
"1500000US510594616021","Block Group 1, Census Tract 4616.02, Fairfax County, Virginia","2619","326","2441","321","178","117"
"1500000US510594313001","Block Group 1, Census Tract 4313, Fairfax County, Virginia","1005","195","944","191","61","77"
"1500000US510594525021","Block Group 1, Census Tract 4525.02, Fairfax County, Virginia","903","346","859","323","44","84"
"1500000US510594605023","Block Group 3, Census Tract 4605.02, Fairfax County, Virginia","2110","478","1944","471","166","116"
"1500000US510594158002","Block Group 2, Census Tract 4158, Fairfax County, Virginia","1832","219","1746","220","86","67"
"1500000US510594201001","Block Group 1, Census Tract 4201, Fairfax County, Virginia","1278","335","620","226","658","312"
"1500000US510594822022","Block Group 2, Census Tract 4822.02, Fairfax County, Virginia","873","205","793","206","80","73"
"1500000US510594505001","Block Group 1, Census Tract 4505, Fairfax County, Virginia","1028","227","503","114","525","203"
"1500000US510594405012","Block Group 2, Census Tract 4405.01, Fairfax County, Virginia","1688","301","1479","243","209","148"
"1500000US510594324022","Block Group 2, Census Tract 4324.02, Fairfax County, Virginia","1823","249","1431","196","392","238"
"1500000US510594223022","Block Group 2, Census Tract 4223.02, Fairfax County, Virginia","2549","749","2442","738","107","75"
"1500000US510594211012","Block Group 2, Census Tract 4211.01, Fairfax County, Virginia","3059","664","2509","593","550","208"
"1500000US510594602001","Block Group 1, Census Tract 4602, Fairfax County, Virginia","1948","218","1836","194","112","120"
"1500000US510594515011","Block Group 1, Census Tract 4515.01, Fairfax County, Virginia","1220","576","820","367","400","507"
"1500000US510594224032","Block Group 2, Census Tract 4224.03, Fairfax County, Virginia","1797","203","1525","166","272","145"
"1500000US510594915013","Block Group 3, Census Tract 4915.01, Fairfax County, Virginia","1758","317","1641","291","117","166"
"1500000US510594615005","Block Group 5, Census Tract 4615, Fairfax County, Virginia","1049","318","1014","332","35","41"
"1500000US510594905021","Block Group 1, Census Tract 4905.02, Fairfax County, Virginia","2310","329","2256","310","54","106"
