"GEO_ID","NAME","B01001_001E","B01001_001M","B01001_002E","B01001_002M","B01001_003E","B01001_003M","B01001_004E","B01001_004M","B01001_005E","B01001_005M","B01001_006E","B01001_006M","B01001_007E","B01001_007M","B01001_008E","B01001_008M","B01001_009E","B01001_009M","B01001_010E","B01001_010M","B01001_011E","B01001_011M","B01001_012E","B01001_012M","B01001_013E","B01001_013M","B01001_014E","B01001_014M","B01001_015E","B01001_015M","B01001_016E","B01001_016M","B01001_017E","B01001_017M","B01001_018E","B01001_018M","B01001_019E","B01001_019M","B01001_020E","B01001_020M","B01001_021E","B01001_021M","B01001_022E","B01001_022M","B01001_023E","B01001_023M","B01001_024E","B01001_024M","B01001_025E","B01001_025M","B01001_026E","B01001_026M","B01001_027E","B01001_027M","B01001_028E","B01001_028M","B01001_029E","B01001_029M","B01001_030E","B01001_030M","B01001_031E","B01001_031M","B01001_032E","B01001_032M","B01001_033E","B01001_033M","B01001_034E","B01001_034M","B01001_035E","B01001_035M","B01001_036E","B01001_036M","B01001_037E","B01001_037M","B01001_038E","B01001_038M","B01001_039E","B01001_039M","B01001_040E","B01001_040M","B01001_041E","B01001_041M","B01001_042E","B01001_042M","B01001_043E","B01001_043M","B01001_044E","B01001_044M","B01001_045E","B01001_045M","B01001_046E","B01001_046M","B01001_047E","B01001_047M","B01001_048E","B01001_048M","B01001_049E","B01001_049M"
"1500000US510594917031","Block Group 1, Census Tract 4917.03, Fairfax County, Virginia","2137","353","1130","289","37","37","14","23","37","44","22","35","0","12","18","29","68","99","175","165","120","99","215","108","73","50","60","72","74","58","125","92","60","43","0","12","0","12","32","38","0","12","0","12","0","12","0","12","0","12","1007","211","62","58","11","19","35","41","0","12","0","12","0","12","0","12","125","71","125","80","269","110","29","35","41","65","25","39","152","92","47","47","17","28","27","30","0","12","0","12","0","12","42","61","0","12","0","12"
"1500000US510594817011","Block Group 1, Census Tract 4817.01, Fairfax County, Virginia","1843","296","933","192","25","26","26","23","106","37","83","41","41","34","0","12","0","12","0","12","141","132","20","22","34","29","30","24","56","41","98","38","49","31","45","31","28","25","36","30","34","32","31","25","30","22","10","15","10","15","910","137","38","40","52","36","92","47","42","30","14","19","12","20","0","12","29","31","74","57","27","27","45","27","44","30","100","40","79","40","78","39","17","20","22","20","33","25","38","29","37","27","10","16","18","21","9","15"
"1500000US510594817012","Block Group 2, Census Tract 4817.01, Fairfax County, Virginia","2642","245","1346","156","67","31","89","38","135","51","82","43","23","27","0","12","45","45","0","12","47","38","40","25","58","35","79","33","97","45","144","58","100","56","32","19","78","33","0","12","95","43","78","41","44","40","13","21","0","12","1296","142","78","44","78","43","143","59","86","48","70","86","0","12","0","12","41","39","26","31","33","24","61","29","98","42","104","53","88","36","93","47","58","31","49","34","17","21","96","36","35","27","32","30","0","12","10","15"
"1500000US510594219003","Block Group 3, Census Tract 4219, Fairfax County, Virginia","269","123","156","85","0","12","0","12","24","27","23","27","0","12","0","12","0","12","0","12","11","14","9","15","26","41","0","12","0","12","41","32","0","12","15","16","0","12","0","12","0","12","0","12","7","11","0","12","0","12","113","49","0","12","0","12","0","12","0","12","0","12","0","12","0","12","20","19","0","12","20","31","0","12","19","27","34","32","6","11","6","11","0","12","0","12","8","11","0","12","0","12","0","12","0","12","0","12"
"1500000US510594922012","Block Group 2, Census Tract 4922.01, Fairfax County, Virginia","1006","150","480","98","0","12","6","8","54","30","31","20","19","17","0","12","0","12","27","21","9","10","29","34","9","14","10","13","59","33","38","19","37","22","20","15","34","26","42","30","21","15","23","18","12","13","0","12","0","12","526","109","31","28","12","13","39","20","36","38","17","19","7","11","6","8","7","10","24","19","20","26","42","35","41","25","26","16","36","20","68","42","6","9","56","36","17","15","24","18","11","12","0","12","0","12","0","12"
"1500000US510594811022","Block Group 2, Census Tract 4811.02, Fairfax County, Virginia","390","135","179","71","15","15","29","28","13","20","0","12","0","12","0","12","0","12","20","24","0","12","14","17","0","12","8","12","33","31","13","20","31","23","0","12","3","11","0","12","0","12","0","12","0","12","0","12","0","12","211","73","10","15","0","12","21","24","0","12","0","12","0","12","19","29","14","22","0","12","18","23","30","30","0","12","23","25","21","25","32","28","0","12","0","12","14","17","9","12","0","12","0","12","0","12","0","12"
"1500000US510594523021","Block Group 1, Census Tract 4523.02, Fairfax County, Virginia","3271","554","1692","322","258","114","95","88","81","58","155","97","0","12","0","12","32","50","133","100","82","58","172","136","235","121","68","54","77","67","116","73","61","66","0","12","58","66","37","47","0","12","9","15","0","12","0","12","23","31","1579","328","149","127","82","68","121","79","110","70","26","38","0","12","17","27","138","124","211","102","87","56","60","57","147","77","144","91","93","69","84","57","0","12","35","42","15","23","0","12","16","24","0","12","44","34","0","12"
"1500000US510594823012","Block Group 2, Census Tract 4823.01, Fairfax County, Virginia","2708","354","1309","219","144","81","128","100","0","12","33","38","13","20","0","12","0","12","37","42","98","101","83","58","81","56","99","76","164","104","84","48","92","57","0","12","61","46","12","19","43","32","48","30","29","34","60","54","0","12","1399","188","120","85","63","61","58","72","26","40","0","12","0","12","0","12","82","70","84","67","79","57","84","56","204","83","54","47","75","70","80","59","0","12","71","52","31","29","61","49","121","79","44","40","31","36","31","34"
"1500000US510594214003","Block Group 3, Census Tract 4214, Fairfax County, Virginia","1684","703","737","286","20","33","14","22","13","22","58","78","32","32","0","12","21","35","84","111","30","39","46","45","137","138","23","37","79","95","14","28","14","25","0","12","49","80","0","12","85","110","18","30","0","12","0","12","0","12","947","515","146","121","0","12","68","104","38","42","90","119","0","12","0","12","117","116","29","35","89","90","82","91","20","27","28","33","35","39","134","147","57","60","14","25","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US510594808023","Block Group 3, Census Tract 4808.02, Fairfax County, Virginia","867","222","403","103","3","8","24","24","12","14","7","11","17","19","0","12","33","33","0","12","33","39","34","36","20","24","12","19","20","19","49","43","55","32","8","13","19","24","7","11","0","12","33","21","17","20","0","12","0","12","464","146","36","47","18","18","0","12","32","29","0","12","0","12","0","12","8","14","15","23","30","28","75","53","16","24","13","14","25","27","88","44","19","28","12","19","15","15","31","28","7","11","0","12","24","32","0","12"
"1500000US510594913013","Block Group 3, Census Tract 4913.01, Fairfax County, Virginia","1505","427","875","275","99","92","89","84","28","35","67","60","37","44","0","12","0","12","15","24","70","51","87","66","82","89","61","53","46","44","101","84","20","36","31","38","0","12","42","59","0","12","0","12","0","12","0","12","0","12","630","191","16","26","32","38","15","24","0","12","0","12","0","12","0","12","52","79","74","57","71","63","62","72","112","71","27","29","33","39","25","40","35","55","36","38","40","56","0","12","0","12","0","12","0","12","0","12"
"1500000US510594615001","Block Group 1, Census Tract 4615, Fairfax County, Virginia","1045","305","555","241","0","12","0","12","61","65","0","12","17","28","0","12","0","12","37","57","69","87","139","98","86","71","39","36","15","24","67","52","0","12","0","12","14","22","0","12","11","18","0","12","0","12","0","12","0","12","490","110","26","28","11","18","0","12","0","12","0","12","0","12","0","12","0","12","77","54","102","91","9","14","75","55","74","53","15","23","0","12","12","21","33","39","17","28","26","32","0","12","13","21","0","12","0","12"
"1500000US510594918012","Block Group 2, Census Tract 4918.01, Fairfax County, Virginia","1271","198","654","112","38","44","40","33","69","34","20","21","56","44","0","12","0","12","15","23","52","42","57","44","91","38","52","44","65","37","39","32","20","26","9","18","18","19","0","12","0","12","13","22","0","12","0","12","0","12","617","142","13","20","42","45","11","16","0","12","40","43","0","12","0","12","59","75","66","64","127","61","50","43","37","28","56","38","18","21","50","32","0","12","28","31","8","12","0","12","12","21","0","12","0","12","0","12"
"1500000US510594822011","Block Group 1, Census Tract 4822.01, Fairfax County, Virginia","2403","223","1215","162","109","59","70","38","64","31","13","11","19","18","21","33","24","21","71","41","131","56","125","72","159","64","73","31","49","31","73","35","34","19","50","46","27","20","6","8","46","27","11","12","29","19","11","12","0","12","1188","128","92","60","56","35","44","33","60","40","48","29","0","12","6","9","129","75","86","40","124","49","83","32","43","24","116","48","43","37","76","37","33","18","23","22","23","19","16","14","31","24","46","30","5","7","5","8"
"1500000US510594223024","Block Group 4, Census Tract 4223.02, Fairfax County, Virginia","1698","345","809","199","49","51","57","52","104","68","34","47","0","12","12","23","0","12","59","43","0","12","55","56","113","69","77","62","56","41","67","52","34","38","11","20","15","23","0","12","58","49","8","14","0","12","0","12","0","12","889","242","48","52","42","47","74","68","0","12","0","12","0","12","22","35","32","38","111","117","63","56","161","88","49","48","34","39","71","54","24","27","0","12","42","40","0","12","0","12","21","24","26","33","69","61","0","12"
"1500000US510594918031","Block Group 1, Census Tract 4918.03, Fairfax County, Virginia","2398","505","1182","330","96","89","126","96","44","55","93","91","41","68","0","12","17","27","59","43","97","85","76","58","174","115","40","46","132","112","34","39","56","63","34","38","1","3","0","12","14","22","30","35","18","28","0","12","0","12","1216","238","54","49","56","89","13","21","125","104","36","61","0","12","0","12","147","96","46","36","164","90","81","69","70","60","129","111","55","43","56","53","0","12","42","40","43","34","26","29","73","76","0","12","0","12","0","12"
"1500000US510594506014","Block Group 4, Census Tract 4506.01, Fairfax County, Virginia","579","161","345","90","11","18","51","35","31","26","13","20","16","26","0","12","0","12","0","12","0","12","0","12","27","27","26","24","38","28","21","23","46","36","0","12","30","25","15","17","0","12","7","12","6","9","7","11","0","12","234","89","6","11","0","12","18","19","29","26","22","32","0","12","0","12","0","12","0","12","0","12","39","37","19","22","39","29","12","14","18","21","0","12","12","17","8","14","0","12","12","14","0","12","0","12","0","12"
"1500000US510594515013","Block Group 3, Census Tract 4515.01, Fairfax County, Virginia","1962","443","890","218","66","53","40","38","26","28","48","77","0","12","0","12","0","12","0","12","132","82","109","89","82","58","45","42","97","63","26","30","41","48","39","45","11","17","0","12","49","44","0","12","50","45","13","20","16","26","1072","324","210","190","57","46","13","20","16","25","0","12","0","12","0","12","0","12","139","107","106","87","81","60","73","47","34","39","135","96","72","51","0","12","14","23","0","12","16","25","68","55","22","36","0","12","16","26"
"1500000US510594223011","Block Group 1, Census Tract 4223.01, Fairfax County, Virginia","1666","340","757","174","32","37","70","47","62","66","16","23","0","12","0","12","0","12","45","35","141","48","50","44","64","50","31","38","22","25","73","60","76","66","14","17","12","19","18","20","17","21","6","9","0","12","8","12","0","12","909","272","29","30","69","71","0","12","8","14","0","12","0","12","0","12","32","28","115","45","72","40","69","47","27","29","120","70","69","57","44","39","26","25","27","24","3","6","14","14","67","69","88","96","30","48","0","12"
"1500000US510594210023","Block Group 3, Census Tract 4210.02, Fairfax County, Virginia","1593","337","741","181","53","41","120","80","28","27","39","34","0","12","16","25","0","12","27","31","74","62","40","33","80","63","57","53","34","36","10","15","31","29","9","14","38","30","0","12","48","77","12","18","13","20","0","12","12","17","852","218","119","91","108","74","12","20","32","35","24","34","0","12","47","62","19","29","105","73","99","66","64","62","23","23","14","22","18","26","83","53","21","25","6","10","0","12","0","12","14","24","33","30","11","17","0","12"
"1500000US510594913032","Block Group 2, Census Tract 4913.03, Fairfax County, Virginia","3129","422","1572","294","81","44","110","60","27","26","27","28","64","56","0","12","0","12","22","22","176","83","250","148","202","94","83","50","172","102","113","61","45","28","64","48","49","42","19","24","6","10","18","18","10","11","34","53","0","12","1557","272","174","81","73","50","73","52","64","44","31","32","0","12","33","36","97","94","118","83","142","56","130","72","91","65","102","52","105","64","88","39","24","30","31","37","51","34","19","21","61","44","37","47","13","15","0","12"
"1500000US510594616013","Block Group 3, Census Tract 4616.01, Fairfax County, Virginia","3622","681","2080","502","185","117","142","81","55","64","76","78","25","41","0","12","0","12","146","120","227","134","307","128","113","58","209","183","187","111","83","86","54","49","22","35","56","57","31","34","54","43","33","39","37","41","38","41","0","12","1542","292","180","81","68","57","156","129","0","12","0","12","0","12","0","12","0","12","89","61","195","84","174","106","97","71","222","127","68","53","97","65","35","41","14","22","44","35","13","20","53","50","0","12","22","33","15","24"
"1500000US510594323003","Block Group 3, Census Tract 4323, Fairfax County, Virginia","1851","274","846","149","50","57","65","47","97","54","0","12","16","25","0","12","0","12","13","20","30","31","37","46","62","56","70","50","54","39","62","40","88","46","7","11","50","35","14","16","28","19","95","40","0","12","8","13","0","12","1005","187","53","57","95","80","44","32","56","41","17","27","14","22","0","12","29","36","65","37","38","30","128","49","33","29","45","35","61","39","56","33","30","25","15","16","42","31","75","41","60","40","7","11","16","19","26","30"
"1500000US510594528014","Block Group 4, Census Tract 4528.01, Fairfax County, Virginia","418","137","182","64","0","12","0","12","0","12","0","12","0","12","0","12","0","12","24","27","0","12","0","12","27","31","0","12","14","21","31","36","0","12","16","27","15","23","0","12","13","23","13","21","21","34","8","14","0","12","236","99","0","12","0","12","0","12","0","12","0","12","0","12","0","12","13","22","10","16","13","22","0","12","36","27","16","26","57","58","26","32","16","24","0","12","0","12","0","12","22","25","20","33","7","12","0","12"
"1500000US510594812011","Block Group 1, Census Tract 4812.01, Fairfax County, Virginia","1147","65","594","43","23","22","44","24","37","15","17","11","21","13","0","12","0","12","18","12","26","17","24","19","31","16","54","24","31","17","67","24","42","18","41","13","17","11","24","14","30","22","18","13","23","15","6","9","0","12","553","43","36","21","35","24","32","17","23","13","9","9","5","7","0","12","0","12","26","15","22","14","28","18","32","20","48","18","58","16","62","23","30","17","44","20","19","15","8","10","21","13","5","7","6","9","4","7"
"1500000US510594820012","Block Group 2, Census Tract 4820.01, Fairfax County, Virginia","2709","197","1325","157","68","38","139","51","111","41","61","37","0","12","0","12","0","12","44","33","27","26","56","69","49","36","96","39","107","40","124","52","95","36","69","42","75","42","41","33","84","59","30","26","49","37","0","12","0","12","1384","150","69","46","126","71","118","51","73","43","26","29","0","12","13","21","41","34","33","30","42","31","70","37","124","50","85","44","171","55","65","37","66","37","133","54","42","31","29","24","58","30","0","12","0","12","0","12"
"1500000US510594701001","Block Group 1, Census Tract 4701, Fairfax County, Virginia","828","155","399","66","0","12","0","12","40","33","52","30","6","8","0","12","6","9","8","12","6","10","0","12","9","14","18","14","34","27","78","39","10","11","0","12","11","12","5","8","24","17","34","17","33","21","20","24","5","7","429","112","2","5","24","26","45","33","20","16","29","42","24","37","0","12","12","13","12","12","0","12","0","12","22","20","46","28","48","23","6","9","35","29","6","9","14","12","15","12","27","17","26","24","4","7","12","14"
"1500000US510594519001","Block Group 1, Census Tract 4519, Fairfax County, Virginia","1665","450","890","308","70","51","57","61","43","45","87","77","39","49","84","103","17","31","14","22","13","20","120","98","31","40","65","53","30","42","79","57","13","23","39","46","0","12","24","35","0","12","0","12","16","27","49","55","0","12","775","180","34","34","14","23","47","47","24","31","0","12","0","12","57","61","15","24","58","49","12","21","68","76","111","71","69","56","81","86","74","60","23","34","0","12","40","34","0","12","15","27","33","37","0","12","0","12"
"1500000US510594911032","Block Group 2, Census Tract 4911.03, Fairfax County, Virginia","2224","467","1190","343","214","218","136","190","41","56","0","12","25","35","0","12","42","69","75","70","145","98","70","57","143","89","17","23","64","59","48","51","79","59","18","28","53","59","0","12","0","12","0","12","20","29","0","12","0","12","1034","246","77","52","14","30","57","61","0","12","0","12","35","45","0","12","70","61","141","86","158","97","64","66","72","59","108","74","52","52","53","50","21","33","51","57","0","12","8","15","19","28","34","42","0","12","0","12"
"1500000US510594514002","Block Group 2, Census Tract 4514, Fairfax County, Virginia","1279","328","681","244","41","39","21","22","35","44","51","43","25","40","0","12","47","66","53","56","42","32","43","56","121","118","88","67","34","39","22","22","10","15","0","12","0","12","8","12","8","13","0","12","0","12","32","34","0","12","598","153","68","51","46","47","24","38","25","40","0","12","0","12","14","22","0","12","8","13","60","58","90","47","49","49","17","17","9","15","21","25","7","11","9","14","0","12","13","20","55","38","0","12","12","19","71","50"
"1500000US510594528021","Block Group 1, Census Tract 4528.02, Fairfax County, Virginia","1340","228","581","174","0","12","0","12","48","52","0","12","0","12","14","23","12","18","13","21","49","44","66","64","20","23","9","15","82","106","57","52","27","25","39","64","10","15","20","21","40","34","9","14","23","27","9","13","34","27","759","130","0","12","0","12","0","12","30","26","0","12","0","12","0","12","12","20","11","17","35","42","53","59","44","53","53","39","65","51","97","72","9","13","45","42","33","32","70","50","59","49","43","46","37","30","63","41"
"1500000US510594709004","Block Group 4, Census Tract 4709, Fairfax County, Virginia","1054","286","494","151","75","56","50","38","29","36","8","14","0","12","0","12","0","12","0","12","35","40","51","47","0","12","63","48","33","32","0","12","21","23","13","20","9","14","29","34","0","12","30","34","0","12","12","19","36","56","560","159","18","29","45","44","17","21","9","16","0","12","0","12","0","12","0","12","38","42","32","38","57","53","25","35","30","30","32","34","13","20","16","19","41","48","23","27","29","32","37","44","0","12","31","53","67","40"
"1500000US510594315001","Block Group 1, Census Tract 4315, Fairfax County, Virginia","2389","249","1189","176","43","44","115","52","103","60","89","46","26","28","12","19","12","19","66","45","15","23","41","34","64","36","97","52","77","40","104","48","63","34","20","21","80","42","9","13","50","29","32","26","19","20","35","23","17","20","1200","148","74","51","68","46","58","43","23","24","60","49","32","34","0","12","12","18","13","21","36","34","90","50","54","34","113","48","119","47","86","41","38","25","54","33","46","28","89","37","33","29","26","23","46","35","30","24"
"1500000US510594824001","Block Group 1, Census Tract 4824, Fairfax County, Virginia","2292","93","1140","76","58","30","119","38","92","32","29","17","12","14","0","12","8","11","30","20","41","35","49","20","33","19","51","24","139","33","109","40","61","27","46","30","60","27","56","26","25","17","69","20","23","15","15","13","15","16","1152","84","33","19","122","39","139","39","36","20","32","24","0","12","7","11","14","15","6","11","29","18","45","23","107","25","110","36","105","39","109","32","40","21","41","21","8","8","41","19","64","20","34","21","12","13","18","15"
"1500000US510594522004","Block Group 4, Census Tract 4522, Fairfax County, Virginia","781","361","357","189","7","15","4","17","16","28","3","15","16","27","0","12","11","21","29","42","31","49","14","31","33","47","4","16","26","41","39","42","22","33","21","35","26","37","0","12","13","24","0","12","0","12","0","12","42","40","424","187","8","16","16","28","11","21","0","12","24","40","18","31","0","12","32","40","20","31","7","15","15","27","13","22","30","33","62","55","38","45","20","41","31","34","0","12","0","12","27","43","14","24","29","34","9","19"
"1500000US510594162002","Block Group 2, Census Tract 4162, Fairfax County, Virginia","3507","428","1784","295","330","101","277","126","198","93","82","66","38","46","23","26","42","38","55","46","172","89","192","74","186","71","117","79","40","34","32","28","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1723","258","234","97","257","103","291","106","69","51","0","12","12","20","13","20","38","36","173","75","243","79","270","90","21","26","83","55","19","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US510594612021","Block Group 1, Census Tract 4612.02, Fairfax County, Virginia","1115","330","644","196","29","47","38","43","39","43","21","33","0","12","0","12","0","12","0","12","17","27","84","71","108","98","74","59","53","47","115","101","14","22","23","41","0","12","0","12","0","12","29","33","0","12","0","12","0","12","471","160","38","43","0","12","19","29","0","12","28","44","0","12","0","12","41","44","34","38","75","82","20","32","75","58","49","42","14","22","35","45","16","24","0","12","0","12","27","32","0","12","0","12","0","12","0","12"
"1500000US510594223012","Block Group 2, Census Tract 4223.01, Fairfax County, Virginia","1580","330","755","181","45","45","83","59","83","51","24","34","0","12","7","14","0","12","7","13","39","35","68","55","70","48","64","58","80","52","69","41","40","33","11","17","26","39","0","12","39","26","0","12","0","12","0","12","0","12","825","228","103","86","68","49","30","36","22","32","0","12","0","12","0","12","8","16","45","50","120","61","82","53","36","34","32","28","124","57","49","36","39","44","0","12","10","12","11","15","0","12","0","12","16","24","30","35"
"1500000US510594524001","Block Group 1, Census Tract 4524, Fairfax County, Virginia","1153","399","550","221","11","20","55","50","24","22","52","68","0","12","0","12","25","40","41","52","44","55","0","12","30","52","36","42","88","63","19","30","26","41","0","12","58","49","0","12","10","18","15","23","0","12","0","12","16","25","603","227","35","60","28","43","0","12","13","20","20","31","0","12","0","12","29","49","25","41","27","32","26","43","36","43","104","59","20","34","61","61","51","49","0","12","0","12","0","12","51","38","42","65","15","24","20","36"
"1500000US510594801002","Block Group 2, Census Tract 4801, Fairfax County, Virginia","1424","201","692","124","17","20","21","21","63","35","45","41","0","12","14","22","14","21","10","16","42","38","9","15","0","12","23","21","56","41","81","40","66","39","16","19","42","29","16","12","32","25","71","42","10","14","26","24","18","20","732","119","29","28","8","13","60","28","32","29","0","12","13","20","0","12","30","33","24","27","23","20","14","22","49","29","29","25","96","40","48","31","39","28","12","15","56","30","30","23","42","30","35","31","45","37","18","19"
"1500000US510594203001","Block Group 1, Census Tract 4203, Fairfax County, Virginia","2259","424","1145","259","119","90","150","111","28","36","81","94","40","57","0","12","0","12","24","40","40","69","9","21","55","52","133","66","33","50","139","82","138","78","18","31","30","38","16","25","17","28","0","12","75","55","0","12","0","12","1114","234","64","60","82","57","88","67","27","42","51","72","0","12","0","12","19","35","3","19","80","64","77","49","131","67","91","64","105","64","70","66","44","37","20","32","14","23","6","13","28","44","54","47","45","55","15","24"
"1500000US510594153002","Block Group 2, Census Tract 4153, Fairfax County, Virginia","1491","286","715","160","35","31","27","43","63","47","60","40","13","21","8","13","0","12","0","12","33","29","65","45","8","13","55","39","11","16","103","46","78","41","26","31","19","28","5","9","24","24","14","15","8","12","27","43","33","25","776","169","42","30","28","31","75","46","12","18","35","34","5","15","5","9","6","12","23","28","73","48","28","29","54","40","57","59","78","39","63","37","16","18","29","34","7","11","6","10","22","20","29","29","9","13","74","33"
"1500000US510594516012","Block Group 2, Census Tract 4516.01, Fairfax County, Virginia","1176","514","488","269","0","12","169","118","0","12","0","12","0","12","0","12","0","12","28","45","120","124","75","76","0","12","0","12","96","70","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","688","308","242","152","33","54","0","12","37","54","0","12","0","12","0","12","76","67","71","82","108","94","121","83","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US510594527003","Block Group 3, Census Tract 4527, Fairfax County, Virginia","752","167","381","101","36","33","18","21","13","20","0","12","19","29","0","12","0","12","21","24","23","25","14","17","28","25","71","41","9","14","0","12","7","12","24","28","9","14","33","28","14","17","10","15","0","12","22","24","10","15","371","91","10","16","34","38","0","12","9","14","0","12","6","11","0","12","0","12","25","28","45","44","33","26","44","32","31","33","35","27","26","24","5","9","23","21","26","29","0","12","9","14","0","12","0","12","10","15"
"1500000US510594218001","Block Group 1, Census Tract 4218, Fairfax County, Virginia","1749","438","832","259","21","25","19","31","66","50","7","18","9","24","0","12","0","12","20","37","86","58","162","113","97","85","40","42","194","204","19","25","28","25","33","46","31","49","0","12","0","12","0","12","0","12","0","12","0","12","917","259","96","80","32","41","100","105","0","12","0","12","0","12","29","44","0","12","38","41","169","120","84","66","104","87","77","59","34","41","124","89","10","17","0","12","0","12","7","11","5","13","0","12","0","12","8","13"
"1500000US510594916013","Block Group 3, Census Tract 4916.01, Fairfax County, Virginia","1301","248","689","160","20","29","31","33","54","35","17","21","50","40","0","12","20","31","74","81","33","37","16","25","0","12","43","37","13","21","55","34","113","50","21","23","15","18","10","16","28","28","59","48","17","25","0","12","0","12","612","130","50","51","23","25","24","25","44","27","14","21","17","26","0","12","16","24","28","33","14","21","32","35","30","34","53","34","110","53","17","19","28","21","30","27","9","16","37","31","23","25","13","20","0","12","0","12"
"1500000US510594217022","Block Group 2, Census Tract 4217.02, Fairfax County, Virginia","2356","513","1236","345","54","67","140","102","62","59","35","39","58","51","50","56","25","30","72","88","61","46","68","48","49","46","129","81","108","67","69","51","23","21","32","38","49","35","25","30","38","31","58","56","8","15","15","17","8","13","1120","223","73","58","138","69","37","49","36","43","8","13","34","41","0","12","55","51","56","46","47","35","104","77","105","82","57","43","84","60","75","46","21","25","27","24","21","25","14","15","72","44","23","20","19","22","14","17"
"1500000US510594711005","Block Group 5, Census Tract 4711, Fairfax County, Virginia","1568","388","862","247","87","90","120","88","85","76","0","12","0","12","0","12","0","12","74","80","116","99","33","33","31","33","16","25","96","68","15","24","37","44","0","12","44","49","11","18","22","25","25","31","0","12","26","30","24","28","706","218","19","29","71","64","54","49","0","12","0","12","0","12","30","50","0","12","16","24","0","12","42","40","68","51","38","41","118","94","57","57","22","34","32","38","31","56","18","22","24","28","19","22","47","58","0","12"
"1500000US510594914021","Block Group 1, Census Tract 4914.02, Fairfax County, Virginia","2676","406","1287","216","93","56","94","61","92","51","50","34","0","12","0","12","0","12","40","33","97","57","219","113","118","56","54","39","79","54","87","55","70","38","24","22","30","27","31","38","29","26","37","36","29","21","14","19","0","12","1389","241","163","116","119","68","48","36","39","47","37","33","12","21","25","38","22","26","128","66","51","29","132","53","63","37","163","70","78","41","90","42","29","27","29","36","0","12","61","54","49","30","17","17","0","12","34","37"
"1500000US510594914031","Block Group 1, Census Tract 4914.03, Fairfax County, Virginia","2516","268","1230","179","57","53","107","62","119","56","85","51","64","36","0","12","16","22","13","21","37","32","28","25","103","67","88","47","75","38","127","55","133","48","9","16","38","31","19","16","32","24","49","28","6","10","25","27","0","12","1286","193","97","100","62","38","118","59","18","20","11","18","0","12","32","36","84","58","87","48","44","49","73","58","147","45","75","35","116","53","147","51","21","23","60","41","19","21","11","14","39","24","0","12","15","23","10","17"
"1500000US510594308011","Block Group 1, Census Tract 4308.01, Fairfax County, Virginia","1908","253","945","161","85","50","90","73","22","23","46","38","37","33","0","12","44","50","47","40","30","29","28","34","54","36","101","57","52","37","81","43","70","38","14","25","41","29","9","14","19","21","25","23","17","18","9","13","24","36","963","131","38","33","64","38","37","31","62","56","35","36","16","23","0","12","20","23","57","41","22","20","101","48","84","52","33","29","120","50","55","40","9","16","48","32","28","25","8","14","70","34","25","37","17","19","14","22"
"1500000US510594204002","Block Group 2, Census Tract 4204, Fairfax County, Virginia","1571","268","815","164","46","48","8","12","0","12","0","12","0","12","0","12","8","12","82","45","148","65","210","83","55","52","21","19","52","49","72","42","41","30","12","19","10","16","9","13","18","20","8","13","15","22","0","12","0","12","756","171","22","24","16","23","29","31","9","14","0","12","0","12","0","12","101","53","190","79","79","52","50","35","67","54","52","37","34","26","17","28","0","12","23","35","17","19","19","20","0","12","11","18","20","19","0","12"
"1500000US510594323002","Block Group 2, Census Tract 4323, Fairfax County, Virginia","1257","341","642","199","33","22","46","38","34","31","22","23","25","27","9","14","12","19","0","12","55","53","90","86","30","25","24","22","37","35","23","26","52","36","9","15","19","22","15","18","26","34","49","26","17","19","15","12","0","12","615","158","65","45","33","27","77","49","10","15","0","12","0","12","0","12","36","48","6","12","41","28","57","49","33","28","48","34","29","27","26","32","50","41","9","15","9","14","20","17","29","20","23","21","14","12","0","12"
"1500000US510594924001","Block Group 1, Census Tract 4924, Fairfax County, Virginia","2080","302","1047","162","83","59","75","57","131","59","40","29","0","12","30","33","0","12","41","35","71","55","105","54","60","44","33","23","120","54","68","39","68","37","4","7","50","31","11","17","14","18","21","22","12","18","10","14","0","12","1033","196","39","35","58","52","64","49","33","35","0","12","0","12","33","34","68","82","54","37","56","40","74","41","81","43","76","56","92","67","83","38","29","27","40","31","26","23","32","28","63","44","0","12","11","18","21","24"
"1500000US510594617001","Block Group 1, Census Tract 4617, Fairfax County, Virginia","2454","510","1327","321","0","12","102","72","113","109","15","22","21","34","111","172","40","62","28","34","209","157","83","105","63","79","220","117","81","79","33","32","85","75","17","30","23","29","19","23","64","68","0","12","0","12","0","12","0","12","1127","329","38","43","51","40","97","131","23","28","27","33","73","97","0","12","85","104","34","41","88","88","177","114","102","82","59","46","108","107","68","71","32","41","26","32","0","12","26","41","0","12","13","23","0","12","0","12"
