GEO_ID,NAME,B09019_001E,B09019_001M,B09019_002E,B09019_002M,B09019_003E,B09019_003M,B09019_004E,B09019_004M,B09019_005E,B09019_005M,B09019_006E,B09019_006M,B09019_007E,B09019_007M,B09019_008E,B09019_008M,B09019_009E,B09019_009M,B09019_010E,B09019_010M,B09019_011E,B09019_011M,B09019_012E,B09019_012M,B09019_013E,B09019_013M,B09019_014E,B09019_014M,B09019_015E,B09019_015M,B09019_016E,B09019_016M,B09019_017E,B09019_017M,B09019_018E,B09019_018M,B09019_019E,B09019_019M,B09019_020E,B09019_020M,B09019_021E,B09019_021M,B09019_022E,B09019_022M,B09019_023E,B09019_023M,B09019_024E,B09019_024M,B09019_025E,B09019_025M,B09019_026E,B09019_026M,B09019_027E,B09019_027M,B09019_028E,B09019_028M,B09019_029E,B09019_029M,B09019_030E,B09019_030M,B09019_031E,B09019_031M,B09019_032E,B09019_032M,B09019_033E,B09019_033M,B09019_034E,B09019_034M,B09019_035E,B09019_035M,B09019_036E,B09019_036M,B09019_037E,B09019_037M,B09019_038E,B09019_038M
1500000US510594217021,"Block Group 1, Census Tract 4217.02, Fairfax County, Virginia",2662,576,2657,574,2527,586,440,79,205,88,235,105,348,90,925,234,925,234,0,12,0,12,470,234,75,97,0,12,0,12,34,47,137,76,98,83,0,12,20,24,78,79,0,12,0,12,130,63,130,63,46,46,46,46,0,12,84,47,84,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,10
1500000US510594221012,"Block Group 2, Census Tract 4221.01, Fairfax County, Virginia",1913,370,1913,370,1591,380,537,124,339,135,198,103,380,107,617,255,589,255,28,35,0,12,0,12,0,12,0,12,31,47,0,12,0,12,26,49,0,12,0,12,26,49,0,12,0,12,322,139,270,112,107,73,92,68,15,25,163,96,140,94,23,35,52,59,33,50,0,12,0,12,0,12,19,32,0,12
1500000US510594616022,"Block Group 2, Census Tract 4616.02, Fairfax County, Virginia",1198,405,1198,405,771,424,231,105,207,103,24,29,157,81,155,115,155,115,0,12,0,12,0,12,0,12,0,12,0,12,0,12,90,97,138,155,14,26,0,12,0,12,0,12,124,153,427,189,270,121,193,117,100,92,93,81,77,55,45,40,32,37,157,100,0,12,62,70,95,82,0,12,0,12,0,12
1500000US510594801003,"Block Group 3, Census Tract 4801, Fairfax County, Virginia",691,155,691,155,621,161,211,48,129,44,82,46,165,41,173,74,135,69,38,32,0,12,0,12,0,12,33,49,0,12,0,12,0,12,39,46,12,19,0,12,0,12,0,12,27,30,70,32,70,32,17,20,17,20,0,12,53,36,53,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594223021,"Block Group 1, Census Tract 4223.02, Fairfax County, Virginia",634,201,634,201,429,228,157,74,93,57,64,47,123,70,129,109,129,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,32,0,12,0,12,0,12,0,12,20,32,205,107,145,65,84,53,73,50,11,17,61,44,31,26,30,36,60,60,0,12,45,53,0,12,0,12,15,26,0,12
1500000US510594804011,"Block Group 1, Census Tract 4804.01, Fairfax County, Virginia",1530,296,1530,296,1490,302,441,71,289,77,152,56,432,72,574,175,564,176,10,17,0,12,6,11,0,12,29,30,0,12,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,38,40,38,40,38,40,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594162001,"Block Group 1, Census Tract 4162, Fairfax County, Virginia",1846,400,1787,398,1723,381,433,79,336,76,97,54,380,72,867,249,856,250,11,17,0,12,0,12,12,19,0,12,0,12,0,12,18,21,13,20,0,12,0,12,13,20,0,12,0,12,64,52,50,42,50,42,39,40,11,17,0,12,0,12,0,12,14,22,0,12,0,12,0,12,0,12,14,22,59,24
1500000US510594325001,"Block Group 1, Census Tract 4325, Fairfax County, Virginia",1538,180,1538,180,1453,184,476,54,317,61,159,44,417,60,493,114,481,116,0,12,12,18,9,13,11,17,0,12,0,12,10,15,0,12,37,42,0,12,0,12,11,16,0,12,26,28,85,56,59,35,22,23,12,19,10,14,37,30,37,30,0,12,26,38,0,12,0,12,0,12,0,12,26,38,0,12
1500000US510594522003,"Block Group 3, Census Tract 4522, Fairfax County, Virginia",1108,446,1099,447,1061,451,257,97,199,106,58,46,224,94,410,291,389,294,21,35,0,12,33,58,0,12,0,12,0,12,23,41,0,12,114,105,45,74,34,54,0,12,0,12,35,56,38,34,38,34,0,12,0,12,0,12,38,34,38,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,10
1500000US510594221022,"Block Group 2, Census Tract 4221.02, Fairfax County, Virginia",1523,459,1523,459,1495,458,388,99,281,97,107,70,275,86,633,227,623,231,10,19,0,12,0,12,93,128,64,57,14,26,0,12,28,47,0,12,0,12,0,12,0,12,0,12,0,12,28,41,20,26,0,12,0,12,0,12,20,26,15,24,5,15,8,23,0,12,0,12,0,12,0,12,8,23,0,12
1500000US510594506011,"Block Group 1, Census Tract 4506.01, Fairfax County, Virginia",1129,234,1129,234,1052,242,299,58,146,54,153,51,239,64,311,106,296,107,0,12,15,21,37,38,37,48,54,57,0,12,7,13,44,63,24,21,0,12,15,24,9,14,0,12,0,12,77,40,77,40,36,36,36,36,0,12,41,25,41,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594306001,"Block Group 1, Census Tract 4306, Fairfax County, Virginia",2478,803,2478,803,2381,814,451,113,196,88,255,115,314,96,684,282,666,283,0,12,18,22,0,12,219,195,113,84,57,74,0,12,375,373,168,97,95,91,41,69,0,12,0,12,32,50,97,57,97,57,61,59,61,59,0,12,36,45,36,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594917022,"Block Group 2, Census Tract 4917.02, Fairfax County, Virginia",1466,412,1466,412,996,448,356,146,301,145,55,51,307,130,278,197,278,197,0,12,0,12,0,12,18,30,37,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,470,142,377,106,159,71,143,67,16,26,218,96,153,90,65,52,93,65,20,30,23,36,50,47,0,12,0,12,0,12
1500000US510594805053,"Block Group 3, Census Tract 4805.05, Fairfax County, Virginia",707,185,707,185,415,162,127,42,92,36,35,34,128,44,145,88,145,88,0,12,0,12,0,12,0,12,0,12,15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,292,115,210,76,106,70,80,71,26,25,104,45,97,42,7,13,82,71,0,12,75,69,7,11,0,12,0,12,0,12
1500000US510594206001,"Block Group 1, Census Tract 4206, Fairfax County, Virginia",1586,305,1586,305,1179,323,363,89,187,84,176,71,293,80,382,154,366,148,16,24,0,12,0,12,94,121,18,34,0,12,0,12,29,45,0,12,0,12,0,12,0,12,0,12,0,12,407,135,217,69,148,65,49,39,99,52,69,37,44,34,25,22,190,83,0,12,106,68,70,46,0,12,14,22,0,12
1500000US510594154022,"Block Group 2, Census Tract 4154.02, Fairfax County, Virginia",845,218,845,218,762,223,232,52,158,55,74,36,235,56,281,124,281,124,0,12,0,12,0,12,0,12,0,12,14,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,83,32,83,32,38,31,38,31,0,12,45,27,45,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594804022,"Block Group 2, Census Tract 4804.02, Fairfax County, Virginia",2465,318,2465,318,2334,335,732,90,501,93,231,63,670,94,791,175,644,153,147,154,0,12,39,43,13,20,0,12,58,56,0,12,14,21,17,18,0,12,0,12,17,18,0,12,0,12,131,73,105,59,68,52,61,51,7,11,37,30,25,24,12,19,26,29,0,12,0,12,19,22,0,12,7,11,0,12
1500000US510594513002,"Block Group 2, Census Tract 4513, Fairfax County, Virginia",1117,149,1117,149,892,173,292,52,173,46,119,41,224,56,288,88,288,88,0,12,0,12,7,10,6,10,21,30,7,12,0,12,17,18,30,28,17,25,13,13,0,12,0,12,0,12,225,58,187,47,95,37,83,39,12,14,92,30,73,28,19,15,38,24,7,11,9,12,22,18,0,12,0,12,0,12
1500000US510594327022,"Block Group 2, Census Tract 4327.02, Fairfax County, Virginia",1967,350,1967,350,1717,375,477,92,269,87,208,68,328,90,627,162,616,162,0,12,11,17,101,71,46,46,0,12,0,12,74,59,0,12,64,50,0,12,0,12,28,26,0,12,36,46,250,108,190,75,86,55,62,49,24,30,104,67,78,56,26,33,60,52,27,41,23,37,10,13,0,12,0,12,0,12
1500000US510594203003,"Block Group 3, Census Tract 4203, Fairfax County, Virginia",1031,394,1031,394,963,405,227,83,150,96,77,48,179,76,382,184,270,144,73,81,39,52,0,12,49,69,17,28,24,37,0,12,34,57,51,72,51,72,0,12,0,12,0,12,0,12,68,67,40,39,15,23,0,12,15,23,25,31,15,25,10,18,28,32,14,22,0,12,14,23,0,12,0,12,0,12
1500000US510594822033,"Block Group 3, Census Tract 4822.03, Fairfax County, Virginia",1021,207,1021,207,643,240,276,97,207,82,69,45,255,93,112,79,112,79,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,378,127,362,120,177,98,177,98,0,12,185,80,170,79,15,25,16,26,0,12,0,12,16,26,0,12,0,12,0,12
1500000US510594822032,"Block Group 2, Census Tract 4822.03, Fairfax County, Virginia",883,336,883,336,667,317,237,84,139,95,98,61,142,65,207,181,207,181,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,81,90,0,12,0,12,81,90,0,12,0,12,216,158,162,93,32,36,32,36,0,12,130,91,92,69,38,57,54,81,0,12,54,81,0,12,0,12,0,12,0,12
1500000US510594221013,"Block Group 3, Census Tract 4221.01, Fairfax County, Virginia",1479,613,1479,613,1384,634,386,166,185,126,201,124,255,139,405,266,375,258,0,12,30,46,0,12,126,126,0,12,0,12,0,12,0,12,212,190,0,12,110,119,102,101,0,12,0,12,95,70,95,70,79,66,79,66,0,12,16,24,16,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594913022,"Block Group 2, Census Tract 4913.02, Fairfax County, Virginia",1177,196,1177,196,1128,203,285,46,162,42,123,41,230,46,517,133,483,128,15,24,19,21,17,27,24,36,21,23,25,26,0,12,0,12,9,14,0,12,0,12,9,14,0,12,0,12,49,36,36,25,27,25,17,20,10,15,9,14,9,14,0,12,13,20,0,12,13,20,0,12,0,12,0,12,0,12
1500000US510594217012,"Block Group 2, Census Tract 4217.01, Fairfax County, Virginia",1843,475,1843,475,1721,485,426,94,244,94,182,77,303,102,624,220,593,207,0,12,31,50,37,60,39,42,82,79,0,12,0,12,29,46,181,145,26,38,33,52,24,38,0,12,98,106,122,66,122,66,26,43,26,43,0,12,96,58,96,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594222022,"Block Group 2, Census Tract 4222.02, Fairfax County, Virginia",2086,481,2086,481,1854,521,528,127,407,122,121,80,426,128,761,319,745,323,0,12,16,27,43,51,0,12,55,73,27,48,14,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,232,164,144,72,58,54,58,54,0,12,86,70,58,61,28,40,88,127,0,12,0,12,0,12,0,12,88,127,0,12
1500000US510594705002,"Block Group 2, Census Tract 4705, Fairfax County, Virginia",2392,421,2392,421,2266,461,674,126,469,110,205,99,612,133,871,240,829,244,42,64,0,12,0,12,20,32,20,31,40,68,0,12,0,12,29,32,18,30,0,12,0,12,0,12,11,17,126,92,126,92,65,79,65,79,0,12,61,43,61,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594309021,"Block Group 1, Census Tract 4309.02, Fairfax County, Virginia",1288,260,1288,260,1236,271,319,62,200,71,119,49,233,68,412,121,327,121,85,87,0,12,25,27,0,12,105,133,0,12,42,48,89,89,11,18,0,12,0,12,0,12,0,12,11,18,52,40,43,31,20,21,20,21,0,12,23,22,14,16,9,14,9,14,0,12,0,12,9,14,0,12,0,12,0,12
1500000US510594809014,"Block Group 4, Census Tract 4809.01, Fairfax County, Virginia",879,160,879,160,861,161,290,51,202,57,88,35,265,54,212,71,212,71,0,12,0,12,0,12,25,39,12,19,0,12,0,12,57,63,0,12,0,12,0,12,0,12,0,12,0,12,18,14,18,14,9,14,9,14,0,12,9,14,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594307002,"Block Group 2, Census Tract 4307, Fairfax County, Virginia",1264,244,1264,244,1211,255,312,55,227,58,85,30,305,55,405,116,341,108,0,12,64,59,0,12,32,29,4,7,30,26,14,21,69,61,40,47,7,12,0,12,0,12,0,12,33,45,53,31,47,27,30,21,24,18,6,9,17,16,17,16,0,12,6,9,0,12,0,12,6,9,0,12,0,12,0,12
1500000US510594503002,"Block Group 2, Census Tract 4503, Fairfax County, Virginia",542,281,542,281,492,281,167,61,63,37,104,59,146,65,130,82,130,82,0,12,0,12,0,12,3,59,21,37,0,12,0,12,7,83,18,29,0,12,0,12,0,12,0,12,18,29,50,39,35,26,18,16,12,13,6,11,17,21,10,16,7,13,15,17,0,12,0,12,15,17,0,12,0,12,0,12
1500000US510594812023,"Block Group 3, Census Tract 4812.02, Fairfax County, Virginia",2342,592,2342,592,2150,593,506,129,144,92,362,128,247,86,838,249,826,248,0,12,12,18,0,12,0,12,0,12,33,46,34,52,91,92,401,324,21,39,326,325,44,52,0,12,10,15,192,104,120,53,85,50,46,37,39,35,35,32,22,25,13,20,72,61,0,12,30,47,24,27,0,12,18,27,0,12
1500000US510594914041,"Block Group 1, Census Tract 4914.04, Fairfax County, Virginia",1341,193,1341,193,1126,186,370,57,258,65,112,52,338,58,409,112,374,108,5,10,30,34,4,7,0,12,0,12,0,12,5,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,215,98,150,57,75,40,37,34,38,32,75,47,75,47,0,12,65,61,0,12,54,59,11,17,0,12,0,12,0,12
1500000US510594803001,"Block Group 1, Census Tract 4803, Fairfax County, Virginia",3734,556,3734,556,3641,582,1030,116,791,133,239,98,920,126,1304,312,1304,312,0,12,0,12,25,40,51,62,200,164,44,41,16,25,35,34,16,27,16,27,0,12,0,12,0,12,0,12,93,88,64,57,22,35,22,35,0,12,42,46,21,33,21,33,29,44,0,12,0,12,0,12,0,12,29,44,0,12
1500000US510594817022,"Block Group 2, Census Tract 4817.02, Fairfax County, Virginia",2207,460,2207,460,1765,453,481,87,303,76,178,61,405,81,802,345,775,344,9,14,18,29,22,24,15,23,24,26,0,12,0,12,10,16,6,11,0,12,0,12,6,11,0,12,0,12,442,120,324,73,182,66,120,58,62,42,142,51,126,49,16,18,118,76,0,12,50,57,68,44,0,12,0,12,0,12
1500000US510594914011,"Block Group 1, Census Tract 4914.01, Fairfax County, Virginia",1838,299,1838,299,1622,310,458,76,307,74,151,55,395,85,579,145,555,144,24,37,0,12,0,12,0,12,16,26,31,50,9,13,109,71,25,26,0,12,14,19,0,12,0,12,11,19,216,90,187,79,98,66,84,64,14,15,89,46,78,41,11,17,29,27,0,12,0,12,15,18,0,12,14,20,0,12
1500000US510594301021,"Block Group 1, Census Tract 4301.02, Fairfax County, Virginia",3270,230,3270,230,2965,262,806,70,454,88,352,96,625,80,1150,224,1096,221,9,15,45,32,11,18,28,31,91,64,40,56,7,12,54,47,153,103,79,95,67,76,7,11,0,12,0,12,305,130,186,65,43,28,34,25,9,14,143,57,107,55,36,29,119,92,29,48,64,64,17,19,0,12,9,14,0,12
1500000US510594306002,"Block Group 2, Census Tract 4306, Fairfax County, Virginia",1322,403,1315,403,1263,402,270,76,99,47,171,77,173,54,508,224,445,205,50,72,13,18,4,18,152,95,83,79,0,12,0,12,29,38,44,40,31,35,13,21,0,12,0,12,0,12,52,39,43,29,27,26,19,22,8,13,16,14,16,14,0,12,9,15,0,12,0,12,9,15,0,12,0,12,7,3
1500000US510594527001,"Block Group 1, Census Tract 4527, Fairfax County, Virginia",2159,432,2095,428,1873,456,486,108,141,61,345,104,228,66,930,307,927,306,0,12,3,7,3,12,64,62,39,45,8,13,0,12,107,115,8,13,8,13,0,12,0,12,0,12,0,12,222,105,211,98,96,73,96,73,0,12,115,71,106,66,9,13,11,16,0,12,11,16,0,12,0,12,0,12,64,61
1500000US510594917031,"Block Group 1, Census Tract 4917.03, Fairfax County, Virginia",2137,353,2137,353,1215,350,462,136,200,95,262,117,326,127,366,130,366,130,0,12,0,12,0,12,21,34,0,12,0,12,0,12,0,12,40,64,40,64,0,12,0,12,0,12,0,12,922,277,661,157,394,122,281,106,113,75,267,135,213,115,54,52,261,176,110,174,69,67,82,70,0,12,0,12,0,12
1500000US510594817011,"Block Group 1, Census Tract 4817.01, Fairfax County, Virginia",1843,296,1843,296,1627,259,463,64,332,59,131,42,408,64,684,153,676,153,0,12,8,12,26,38,0,12,0,12,0,12,13,19,14,19,19,22,0,12,0,12,0,12,0,12,19,22,216,167,106,44,54,39,26,23,28,34,52,31,44,29,8,12,110,139,0,12,110,139,0,12,0,12,0,12,0,12
1500000US510594817012,"Block Group 2, Census Tract 4817.01, Fairfax County, Virginia",2642,245,2642,245,2594,245,728,56,467,74,261,65,728,57,1015,180,951,184,64,47,0,12,9,15,14,22,0,12,36,34,0,12,24,27,40,46,26,42,0,12,0,12,0,12,14,21,48,51,26,23,0,12,0,12,0,12,26,23,17,19,9,14,22,34,0,12,0,12,0,12,0,12,22,34,0,12
1500000US510594219003,"Block Group 3, Census Tract 4219, Fairfax County, Virginia",269,123,269,123,191,133,60,44,6,10,54,44,65,50,66,53,57,51,0,12,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,78,46,67,40,24,22,24,22,0,12,43,33,33,30,10,13,11,14,0,12,0,12,4,8,0,12,7,12,0,12
1500000US510594922012,"Block Group 2, Census Tract 4922.01, Fairfax County, Virginia",1006,150,1006,150,985,155,297,43,184,41,113,47,237,38,328,97,328,97,0,12,0,12,15,16,0,12,12,18,21,22,8,12,26,22,41,29,21,25,12,13,8,11,0,12,0,12,21,28,21,28,5,7,5,7,0,12,16,27,16,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594811022,"Block Group 2, Census Tract 4811.02, Fairfax County, Virginia",390,135,390,135,317,136,87,37,57,35,30,26,80,35,111,60,92,54,0,12,19,29,0,12,0,12,22,38,0,12,0,12,0,12,17,29,0,12,10,18,7,11,0,12,0,12,73,44,48,30,10,15,0,12,10,15,38,28,29,26,9,12,25,21,0,12,25,21,0,12,0,12,0,12,0,12
1500000US510594523021,"Block Group 1, Census Tract 4523.02, Fairfax County, Virginia",3271,554,3271,554,2791,584,598,121,195,83,403,107,356,103,1227,301,1227,301,0,12,0,12,36,58,57,55,145,109,0,12,52,59,51,60,269,210,115,117,108,166,46,32,0,12,0,12,480,209,287,114,179,101,73,57,106,85,108,58,47,34,61,48,193,106,18,29,70,69,68,65,0,12,37,59,0,12
1500000US510594823012,"Block Group 2, Census Tract 4823.01, Fairfax County, Virginia",2708,354,2708,354,2075,366,694,106,467,96,227,83,542,99,695,191,635,199,20,32,40,45,0,12,0,12,21,32,18,29,40,62,0,12,65,78,0,12,46,51,19,31,0,12,0,12,633,200,440,114,150,75,103,59,47,49,290,98,209,82,81,60,193,129,24,37,100,107,69,55,0,12,0,12,0,12
1500000US510594214003,"Block Group 3, Census Tract 4214, Fairfax County, Virginia",1684,703,1616,704,1349,707,363,179,222,133,141,115,164,115,421,230,353,206,0,12,68,112,61,102,0,12,82,122,0,12,0,12,213,318,45,50,21,35,0,12,24,34,0,12,0,12,267,208,170,109,98,93,35,41,63,84,72,64,58,61,14,22,97,113,0,12,68,107,29,33,0,12,0,12,68,28
1500000US510594808023,"Block Group 3, Census Tract 4808.02, Fairfax County, Virginia",867,222,867,222,803,222,225,54,120,47,105,47,211,47,234,93,234,93,0,12,0,12,17,20,0,12,0,12,24,32,14,22,0,12,78,81,0,12,53,77,0,12,0,12,25,34,64,49,41,26,31,23,24,20,7,11,10,16,10,16,0,12,23,36,0,12,9,15,0,12,0,12,14,21,0,12
1500000US510594913013,"Block Group 3, Census Tract 4913.01, Fairfax County, Virginia",1505,427,1505,427,1411,446,386,118,227,95,159,95,267,112,486,235,486,235,0,12,0,12,0,12,82,76,82,115,0,12,0,12,95,99,13,21,0,12,0,12,13,21,0,12,0,12,94,73,76,53,46,43,28,33,18,29,30,33,30,33,0,12,18,30,0,12,0,12,18,30,0,12,0,12,0,12
1500000US510594615001,"Block Group 1, Census Tract 4615, Fairfax County, Virginia",1045,305,1040,306,628,214,248,81,116,61,132,62,212,81,133,86,133,86,0,12,0,12,0,12,17,28,0,12,0,12,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,412,307,253,108,132,86,95,68,37,57,121,70,121,70,0,12,159,243,0,12,159,243,0,12,0,12,0,12,5,12
1500000US510594918012,"Block Group 2, Census Tract 4918.01, Fairfax County, Virginia",1271,198,1271,198,987,179,275,51,193,47,82,43,245,53,330,89,319,85,0,12,11,17,0,12,0,12,25,43,0,12,0,12,95,98,17,26,0,12,0,12,0,12,17,26,0,12,284,207,121,64,63,50,26,24,37,47,58,36,40,31,18,23,163,152,0,12,140,148,23,29,0,12,0,12,0,12
1500000US510594822011,"Block Group 1, Census Tract 4822.01, Fairfax County, Virginia",2403,223,2403,223,1801,243,523,65,326,63,197,55,333,64,622,119,557,112,12,12,53,40,81,75,66,46,85,58,0,12,20,30,0,12,71,46,30,35,8,13,5,8,0,12,28,27,602,115,403,62,194,49,108,35,86,36,209,45,140,37,69,35,199,68,16,18,72,47,81,37,0,12,30,27,0,12
1500000US510594223024,"Block Group 4, Census Tract 4223.02, Fairfax County, Virginia",1698,345,1698,345,1381,399,417,121,224,103,193,91,324,100,539,193,539,193,0,12,0,12,0,12,19,30,0,12,45,61,0,12,0,12,37,59,37,59,0,12,0,12,0,12,0,12,317,104,300,98,124,69,109,65,15,24,176,75,176,75,0,12,17,27,0,12,0,12,17,27,0,12,0,12,0,12
1500000US510594918031,"Block Group 1, Census Tract 4918.03, Fairfax County, Virginia",2398,505,2391,506,1977,544,546,131,374,128,172,90,499,133,685,244,685,244,0,12,0,12,17,27,21,31,0,12,23,36,0,12,0,12,186,147,30,47,40,66,0,12,0,12,116,121,414,156,314,119,135,90,101,85,34,40,179,84,139,79,40,30,100,74,0,12,37,61,63,40,0,12,0,12,7,4
1500000US510594506014,"Block Group 4, Census Tract 4506.01, Fairfax County, Virginia",579,161,579,161,502,172,149,47,118,40,31,26,156,52,197,93,181,89,0,12,16,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,77,45,77,45,77,45,77,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594515013,"Block Group 3, Census Tract 4515.01, Fairfax County, Virginia",1962,443,1962,443,1255,456,389,135,227,92,162,107,267,108,497,260,468,244,0,12,29,45,0,12,18,29,67,53,0,12,0,12,0,12,17,28,0,12,17,28,0,12,0,12,0,12,707,215,588,144,247,104,196,94,51,47,341,125,341,125,0,12,119,130,98,126,21,33,0,12,0,12,0,12,0,12
1500000US510594223011,"Block Group 1, Census Tract 4223.01, Fairfax County, Virginia",1666,340,1666,340,1135,381,359,109,203,77,156,88,186,64,306,134,301,136,5,10,0,12,41,49,0,12,114,111,0,12,25,29,104,139,0,12,0,12,0,12,0,12,0,12,0,12,531,117,426,94,184,74,144,71,40,30,242,75,211,74,31,27,105,65,28,45,41,35,30,26,0,12,6,10,0,12
1500000US510594210023,"Block Group 3, Census Tract 4210.02, Fairfax County, Virginia",1593,337,1593,337,1451,344,430,99,219,79,211,100,238,58,695,200,695,200,0,12,0,12,0,12,0,12,62,81,0,12,0,12,26,36,0,12,0,12,0,12,0,12,0,12,0,12,142,95,117,79,59,64,49,63,10,16,58,51,58,51,0,12,25,41,0,12,0,12,0,12,0,12,25,41,0,12
1500000US510594913032,"Block Group 2, Census Tract 4913.03, Fairfax County, Virginia",3129,422,3129,422,2234,463,600,116,346,93,254,90,392,107,804,217,777,210,22,34,5,9,66,59,92,69,134,96,36,41,41,49,21,34,48,53,22,46,26,29,0,12,0,12,0,12,895,291,544,99,320,86,215,80,105,65,224,74,205,65,19,22,351,235,0,12,341,234,0,12,0,12,10,16,0,12
1500000US510594616013,"Block Group 3, Census Tract 4616.01, Fairfax County, Virginia",3622,681,3622,681,2964,709,812,153,545,145,267,110,687,138,1055,372,960,266,95,157,0,12,15,24,65,54,185,139,0,12,19,31,66,108,60,56,19,29,23,37,0,12,0,12,18,30,658,325,360,147,220,110,131,70,89,82,140,109,115,109,25,29,298,230,0,12,283,224,15,23,0,12,0,12,0,12
1500000US510594323003,"Block Group 3, Census Tract 4323, Fairfax County, Virginia",1851,274,1851,274,1780,274,497,64,381,73,116,56,439,72,689,144,640,145,11,18,38,34,13,14,16,25,43,51,0,12,0,12,22,35,61,46,0,12,17,26,36,49,0,12,8,14,71,32,71,32,9,16,9,16,0,12,62,32,62,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594528014,"Block Group 4, Census Tract 4528.01, Fairfax County, Virginia",418,137,418,137,134,130,54,49,21,25,33,40,55,49,25,41,25,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,284,84,240,63,99,48,86,49,13,21,141,57,116,53,25,30,44,41,0,12,0,12,27,31,0,12,17,27,0,12
1500000US510594812011,"Block Group 1, Census Tract 4812.01, Fairfax County, Virginia",1147,65,1147,65,1120,71,364,19,224,32,140,31,319,27,364,45,350,53,0,12,14,18,34,25,4,7,4,7,8,12,9,9,5,7,9,9,0,12,5,6,0,12,0,12,4,6,27,14,27,14,13,11,13,11,0,12,14,11,14,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594820012,"Block Group 2, Census Tract 4820.01, Fairfax County, Virginia",2709,197,2709,197,2552,215,766,63,492,83,274,79,714,59,1000,144,930,144,47,38,23,38,0,12,0,12,30,44,26,30,0,12,0,12,16,19,10,16,0,12,0,12,0,12,6,11,157,74,111,46,26,23,17,19,9,14,85,38,67,36,18,21,46,43,0,12,16,25,9,14,0,12,21,30,0,12
1500000US510594701001,"Block Group 1, Census Tract 4701, Fairfax County, Virginia",828,155,828,155,797,160,250,42,184,51,66,28,234,41,297,94,245,92,37,37,15,21,0,12,2,7,6,14,0,12,0,12,8,11,0,12,0,12,0,12,0,12,0,12,0,12,31,19,31,19,16,14,16,14,0,12,15,13,15,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US510594519001,"Block Group 1, Census Tract 4519, Fairfax County, Virginia",1665,450,1665,450,1381,406,422,136,254,77,168,124,318,89,538,211,529,210,0,12,9,16,0,12,0,12,0,12,15,27,0,12,20,31,68,88,0,12,15,27,53,84,0,12,0,12,284,257,117,72,0,12,0,12,0,12,117,72,83,65,34,37,167,226,0,12,167,226,0,12,0,12,0,12,0,12
1500000US510594911032,"Block Group 2, Census Tract 4911.03, Fairfax County, Virginia",2224,467,2224,467,2044,496,521,107,305,114,216,105,415,113,783,378,757,381,21,34,5,12,25,35,85,75,37,46,0,12,27,39,73,114,78,74,57,69,14,25,7,14,0,12,0,12,180,89,166,80,45,43,33,39,12,18,121,65,121,65,0,12,14,22,0,12,14,22,0,12,0,12,0,12,0,12
1500000US510594514002,"Block Group 2, Census Tract 4514, Fairfax County, Virginia",1279,328,1279,328,715,267,199,68,112,59,87,43,165,77,325,159,325,159,0,12,0,12,0,12,0,12,12,18,0,12,0,12,0,12,14,20,0,12,14,20,0,12,0,12,0,12,564,245,256,73,117,66,33,43,84,55,139,50,126,54,13,22,308,196,71,99,70,107,0,12,0,12,167,172,0,12
