"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","armed.forces","civilian.employed","not.in.labor.force","unemployed","abroad.house","diff.us.house","same.house","i.0.9999","i.10000.14999","i.15000.24999","i.25000.34999","i.35000.49999","i.50000.64999","i.65000.74999","i.75000.99999","abroad.born","naturalization","not.citizen","puerto.rico.born","us.born","divorced","married","never","separated","widowed","no.schooling","private","public","with.disability","without.disability","federal","local","not.working","private.no.profit","private.profit","self.employed.corp","self.employed.no.corp","state","with.insurance","without.insurance","asian","black","other","two.","white"
4306,394,172,618,818,557,575,627,296,249,2158,2148,44,2649,1603,10,131,1344,2831,2012,0,50,72,171,200,210,1591,51,640,235,0,3380,378,2002,1686,84,156,3819,185,302,363,3943,232,99,1650,152,1812,204,144,13,4144,162,450,201,8,57,3590
4821,589,302,447,645,807,682,647,526,176,2252,2569,33,2894,1830,64,43,473,4305,2512,46,65,136,189,135,275,1463,87,813,349,17,3555,559,2162,1825,0,275,3830,262,729,251,4570,423,168,1929,222,1739,94,212,34,4680,141,527,130,55,314,3795
4615,511,557,836,1000,721,527,291,136,36,2205,2410,0,2861,1595,159,184,795,3636,2798,0,253,332,295,293,133,511,79,1034,889,71,2542,412,1609,2357,100,137,3326,181,1108,171,4444,159,131,1934,214,1993,12,151,21,3794,821,441,1283,229,147,2515
3489,326,247,373,658,493,503,459,328,102,1730,1759,12,2169,1289,19,23,576,2890,1773,11,39,61,138,352,101,1014,52,267,116,12,3042,423,1481,1397,46,142,2825,85,579,205,3284,240,136,1279,186,1303,99,155,91,3448,41,276,92,46,155,2920
2292,335,318,123,147,400,377,316,202,74,1134,1158,0,1180,1052,60,8,151,2133,1438,5,17,25,40,54,53,660,46,293,68,0,1885,59,1309,848,16,60,1651,118,523,189,2103,113,48,1115,106,733,66,96,15,2269,23,299,23,12,71,1887
10229,1810,1036,1898,2359,1524,816,636,121,29,5263,4966,106,6056,3793,274,173,2997,7059,5139,27,366,336,820,696,406,2439,143,1861,2813,99,5313,561,4110,5208,161,189,7656,578,1995,579,9650,523,182,4170,714,4199,188,157,96,9198,1031,4020,2052,90,245,3822
2941,319,443,250,453,454,545,335,112,30,1504,1437,9,1796,1104,32,0,206,2735,1631,27,12,79,73,116,75,928,118,475,389,0,1959,164,1614,1106,27,30,2162,100,679,130,2811,170,107,1139,210,1165,23,91,36,2867,74,630,19,22,124,2146
4882,599,839,436,427,992,869,521,120,79,2448,2434,19,2610,2119,134,36,320,4526,2868,22,54,94,198,169,116,1361,80,894,531,19,3358,177,2539,1985,39,142,3356,228,1298,293,4589,229,176,2265,230,1732,136,79,35,4755,127,1387,140,83,219,3053
5191,552,886,449,396,836,1107,634,225,106,2443,2748,14,2809,2212,156,0,417,4774,2964,42,30,94,89,256,114,1602,116,951,256,0,3868,185,2859,1968,36,143,3707,181,1303,267,4924,343,147,2358,239,1791,179,118,16,5013,178,1189,131,48,332,3491
7371,960,1078,767,1027,1193,1299,759,288,0,3675,3696,58,4230,2736,347,0,580,6791,4118,49,194,126,258,327,137,2162,61,1587,575,0,5148,461,3378,3289,126,117,5068,307,1996,580,6791,385,299,3117,481,2667,229,154,39,6860,511,2265,293,82,118,4613
7548,952,1283,692,547,1516,1197,793,385,183,3850,3698,0,3941,3409,198,0,340,7208,4672,30,20,152,202,195,100,2177,91,1825,464,8,5160,365,3844,2994,119,226,5173,368,2007,296,7252,357,161,3590,386,2592,173,236,53,7327,221,2975,447,103,466,3557
5543,614,702,692,645,764,973,712,242,199,2724,2819,34,3091,2233,185,62,550,4931,3214,52,225,166,219,328,105,1234,163,975,581,29,3795,379,2601,2401,33,129,4106,205,1232,666,4877,263,292,2428,249,2013,131,135,32,5026,517,1268,529,99,203,3444
6355,925,867,626,893,1034,1057,648,189,116,3062,3293,17,3576,2612,150,27,524,5804,3897,37,341,383,384,225,163,925,134,908,1151,26,4136,556,2302,3199,68,230,4565,340,1450,527,5828,184,383,2825,159,2402,163,213,26,5483,872,576,323,605,365,4486
3231,414,322,666,431,605,455,187,101,50,1673,1558,0,1989,1186,56,37,810,2384,1696,13,147,195,208,216,144,612,122,637,496,0,1976,382,1357,1379,36,77,2462,70,699,261,2970,199,177,1244,227,1255,39,90,0,2944,287,772,484,176,214,1585
6495,732,715,749,486,1035,1205,771,444,358,3138,3357,18,3412,2909,156,35,251,6209,3809,19,81,114,230,297,76,1869,120,1567,502,0,4306,319,3527,2239,0,410,4824,330,1341,544,5951,388,106,3052,315,2169,184,165,116,6163,332,1427,410,111,289,4258
1815,227,331,156,102,215,422,266,77,19,863,952,16,939,820,40,4,118,1693,1073,0,28,64,30,62,34,524,7,242,55,0,1511,29,1037,704,19,26,1301,103,411,91,1724,105,63,877,110,484,71,100,5,1760,55,286,49,0,82,1398
3782,443,656,268,362,493,761,583,143,73,1837,1945,39,1907,1806,30,11,90,3681,2365,38,18,27,107,97,59,1071,114,403,208,0,3057,129,2116,1448,16,73,2670,211,901,140,3642,158,91,1865,140,1315,134,61,18,3679,103,632,35,0,135,2980
3338,455,430,334,462,444,571,386,197,59,1755,1583,19,1921,1323,75,50,150,3138,1839,14,60,50,295,149,49,882,123,512,278,9,2416,264,1695,1292,7,80,2401,174,763,243,3095,139,162,1414,98,1351,75,77,22,3128,210,435,77,123,103,2600
6313,919,663,859,1357,1027,679,537,229,43,3041,3272,14,3746,2359,194,90,995,5228,3780,10,143,228,559,519,155,919,107,1020,940,29,4217,414,2426,3296,93,84,4753,160,1400,347,5966,231,199,2843,301,2517,86,77,59,5639,674,1530,1109,132,465,3077
6549,959,638,1005,1274,1217,722,515,126,93,3169,3380,80,3835,2384,250,24,675,5850,3780,24,234,327,425,491,237,1031,110,1418,787,0,4234,469,2747,3060,151,122,4794,388,1367,360,6189,341,276,2682,408,2449,110,228,55,5702,847,1685,400,166,415,3883
1633,136,179,319,394,234,196,136,24,15,858,775,18,1051,505,59,32,726,875,795,2,37,96,154,172,58,319,68,314,313,3,935,95,617,794,83,44,1258,20,355,127,1506,39,102,584,98,735,5,25,45,1347,286,567,243,77,173,573
7511,908,1368,794,1087,1279,1168,553,211,143,3819,3692,0,4210,3163,138,0,975,6536,4809,28,138,377,395,468,181,1115,61,1634,1538,13,4265,231,3318,3495,145,322,5331,283,1897,390,7121,432,413,3261,329,2765,191,76,44,6319,1192,2177,755,298,150,4131
3551,456,345,746,501,446,686,283,63,25,1650,1901,44,2166,1246,95,25,502,3024,1826,50,145,181,203,202,62,882,87,592,690,0,2182,279,1438,1714,26,94,2575,217,759,257,3294,172,147,1364,170,1463,101,93,41,3201,350,1146,391,81,183,1750
4554,686,457,680,909,732,510,349,161,70,2232,2322,0,2811,1641,102,160,603,3791,2659,15,191,281,283,351,88,686,53,1114,1316,13,2058,314,1768,2210,31,231,3532,87,935,311,4243,121,236,1738,217,2021,76,126,19,3740,814,1530,645,241,196,1942
5027,827,443,440,919,968,847,289,248,46,2348,2679,12,2837,2089,89,41,1097,3889,2616,15,146,305,248,473,181,1043,86,840,882,12,3207,426,2285,2103,58,155,3802,184,1041,424,4603,297,279,2186,206,1686,87,182,104,4651,376,1314,376,547,605,2185
4803,673,495,671,1058,688,627,322,205,64,2182,2621,19,2667,1935,182,101,374,4328,2856,17,190,214,333,329,191,673,80,1208,1061,35,2419,145,2371,2175,35,77,3594,158,1051,337,4466,151,204,2240,181,1767,84,149,27,4270,533,1611,271,177,181,2563
3847,520,619,282,378,568,828,440,145,67,1952,1895,34,1913,1818,82,40,519,3288,2285,0,45,75,78,83,83,1198,105,503,169,29,3041,191,2033,1528,25,70,2663,214,970,240,3607,252,198,1925,201,1036,88,105,42,3645,202,744,64,92,184,2763
3920,405,676,404,508,647,821,307,152,0,1924,1996,10,2418,1471,21,81,212,3627,2024,28,135,156,169,334,158,916,43,785,581,0,2511,219,1860,1762,23,56,2633,77,1210,160,3760,149,206,1491,215,1654,0,119,86,3852,68,1250,436,48,150,2036
2867,352,499,239,193,447,523,493,101,20,1537,1330,30,1479,1293,65,7,256,2604,1650,11,58,30,74,64,72,908,67,424,57,0,2319,59,1593,1146,1,68,1994,173,700,154,2713,208,174,1365,155,756,97,91,21,2771,96,533,73,14,124,2123
7292,959,875,1036,1241,1063,921,796,188,213,3449,3843,0,4279,2888,125,189,1072,6031,3955,8,200,154,309,450,335,1881,73,2260,1463,61,3435,437,3654,3139,15,47,5305,109,1878,344,6948,555,187,3005,257,2726,304,176,82,6705,587,4150,423,151,177,2391
7095,606,1381,506,492,1309,1553,833,348,67,3588,3507,0,3818,3138,139,2,211,6882,4464,1,121,70,123,243,137,1936,60,1455,463,23,5094,192,3800,2895,7,201,4890,474,1731,422,6673,417,315,3241,371,2327,158,219,47,7012,83,2101,503,53,238,4200
5162,727,667,857,808,697,752,381,259,14,2464,2698,27,2855,2077,203,39,680,4443,3054,38,232,259,401,285,166,727,102,914,1280,0,2866,308,2213,2487,72,82,3601,387,1174,313,4849,109,58,2423,143,2181,77,108,63,4506,656,1652,427,155,233,2695
5856,685,712,825,774,828,1064,649,270,49,2958,2898,17,3210,2350,279,121,569,5166,3578,101,348,246,351,437,110,685,87,1528,1235,0,3006,257,2523,2728,21,327,4294,134,1428,430,5426,249,250,2719,170,2153,125,135,55,5294,562,2215,347,199,273,2822
4098,586,267,572,958,554,516,318,137,190,1756,2342,0,2373,1649,76,146,935,3017,2099,6,132,123,137,308,179,1114,104,648,700,0,2646,319,1781,1862,22,114,3207,219,672,271,3827,363,180,1713,230,1416,98,67,31,3703,395,902,490,16,231,2459
7538,842,767,1940,1394,1001,812,481,202,99,3933,3605,64,4837,2505,132,350,1899,5289,3991,53,164,137,661,619,283,1630,130,1169,1334,121,4784,309,3129,3793,124,183,5497,316,1725,348,7190,290,322,2666,392,3252,323,149,144,6787,751,1789,641,151,346,4611
4701,427,325,1165,1149,690,627,222,96,0,2328,2373,72,3219,1373,37,14,1661,3026,2110,0,172,205,264,332,272,1346,140,681,798,34,3048,436,1674,2377,144,70,3400,121,1180,217,4484,447,219,1472,225,2062,51,112,113,4333,368,1077,557,146,40,2881
4851,532,512,1245,881,771,489,287,0,134,2386,2465,42,3051,1649,109,228,1166,3457,2521,0,148,152,243,391,171,1225,80,847,997,67,2860,309,1802,2469,105,166,3498,255,1098,162,4689,333,260,1780,177,2022,81,140,58,4536,315,1361,329,80,328,2753
3457,421,597,274,459,601,569,308,192,36,1647,1810,0,1802,1589,66,3,375,3079,2067,48,51,87,170,116,137,781,41,1291,332,0,1793,150,1780,1382,64,81,2349,211,897,186,3271,139,106,1645,225,1021,128,147,46,3303,154,1802,83,10,156,1406
2539,289,208,514,593,403,240,221,55,16,1349,1190,31,1742,749,17,48,490,2001,1087,23,61,168,343,266,122,469,41,458,334,0,1706,254,872,1309,30,74,1983,119,437,104,2435,152,119,796,128,1153,26,116,49,2272,267,667,466,157,96,1153
3022,446,345,376,512,408,325,358,194,58,1456,1566,0,1629,1379,14,30,485,2507,1594,12,63,104,167,126,109,847,71,340,379,0,2232,209,1313,1320,48,132,2168,161,693,276,2746,150,80,1394,172,1051,19,93,63,2855,167,681,132,0,117,2092
6934,846,1030,809,990,1102,1033,645,356,123,3341,3593,0,3691,3085,158,85,1272,5577,4201,48,121,180,359,467,343,1215,113,1056,1165,0,4600,490,3015,3075,128,226,5220,235,1479,359,6575,378,301,3224,250,2385,123,204,69,6265,669,2067,537,46,477,3807
6660,627,1068,672,380,908,1251,925,380,449,3391,3269,41,3459,2985,175,52,587,6021,4253,0,57,94,200,178,72,1806,151,677,170,0,5662,170,3442,2764,52,232,4956,473,1231,647,6013,477,220,3165,269,1891,174,290,174,6368,292,633,338,165,245,5279
6192,685,859,458,426,683,1104,1358,451,168,3117,3075,13,3067,2939,173,33,488,5671,4029,6,116,64,186,222,100,1469,178,554,169,0,5291,155,3480,2204,46,307,4539,329,1324,394,5798,417,204,3096,321,1645,229,212,68,6023,169,537,268,36,185,5166
3023,366,406,169,421,293,504,546,244,74,1444,1579,29,1514,1442,38,10,261,2752,1737,0,18,35,121,121,26,965,69,436,73,5,2440,121,1769,1035,7,91,2315,182,526,229,2794,225,84,1487,58,879,138,111,41,2893,130,316,106,11,131,2459
6576,561,1311,573,446,949,1118,1067,424,127,3137,3439,70,3409,2961,136,43,593,5940,3996,20,73,177,137,176,110,1887,318,1198,320,0,4740,283,3532,2592,17,152,4597,228,1751,397,6179,610,289,3151,314,1809,292,83,28,6226,350,1098,724,30,152,4572
4035,489,562,415,334,406,894,712,150,73,1941,2094,57,2122,1736,120,13,205,3817,2470,0,50,32,92,154,56,1181,104,418,0,58,3455,143,2240,1556,18,78,2906,301,828,192,3843,463,220,1903,148,885,249,151,16,3900,135,382,239,0,155,3259
3436,462,657,350,464,521,463,323,187,9,1702,1734,46,1738,1618,34,67,212,3157,2055,16,62,106,135,299,72,691,81,597,161,27,2570,186,1598,1552,27,73,2385,160,891,101,3335,237,292,1682,160,863,72,120,10,3203,233,400,257,75,262,2442
4628,593,494,613,772,788,670,485,139,74,2233,2395,87,2680,1803,58,28,702,3898,2323,46,112,189,395,263,205,1095,62,757,593,12,3204,399,2072,1998,25,134,3465,151,1012,179,4449,335,297,1935,355,1440,32,180,54,4181,447,716,522,297,215,2878
4080,365,599,283,421,366,743,829,347,127,2127,1953,12,2105,1894,69,0,245,3835,2397,40,56,71,135,163,118,1100,52,454,42,0,3532,117,2321,1520,11,111,3040,169,871,183,3897,163,123,1960,248,1199,251,112,24,3987,93,326,31,7,110,3606
