"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","armed.forces","civilian.employed","not.in.labor.force","unemployed","abroad.house","diff.us.house","same.house","i.0.9999","i.10000.14999","i.15000.24999","i.25000.34999","i.35000.49999","i.50000.64999","i.65000.74999","i.75000.99999","abroad.born","naturalization","not.citizen","puerto.rico.born","us.born","divorced","married","never","separated","widowed","no.schooling","private","public","with.disability","without.disability","federal","local","not.working","private.no.profit","private.profit","self.employed.corp","self.employed.no.corp","state","with.insurance","without.insurance","asian","black","other","two.","white"
4306,353,328,613,743,568,572,620,310,199,2095,2211,20,2565,1656,65,74,789,3443,1652,60,187,192,276,212,164,1563,72,606,238,8,3382,344,2064,1658,75,165,3595,185,526,345,3961,279,196,1388,197,1835,171,181,59,4141,165,516,241,41,111,3397
4821,598,389,434,649,775,638,635,524,179,2210,2611,32,2588,2136,65,39,477,4305,2013,65,133,165,214,166,259,1806,87,769,335,12,3618,505,2166,1803,57,290,3847,272,702,245,4576,444,200,1907,218,1643,89,255,65,4692,129,496,154,65,251,3855
4615,613,618,554,690,665,630,493,234,118,2274,2341,28,2483,2005,99,96,720,3799,1488,88,242,228,284,273,117,1895,122,744,449,17,3283,254,2083,2093,69,116,3268,241,1106,238,4377,316,212,1698,205,1841,92,171,80,4293,322,880,404,137,195,2999
3489,367,425,380,492,475,534,459,258,99,1665,1824,22,1968,1453,46,51,502,2936,1225,59,134,134,188,177,112,1460,89,408,205,6,2781,244,1661,1409,53,122,2680,181,628,218,3271,249,206,1241,168,1273,103,159,90,3308,181,436,223,64,138,2628
2292,314,340,118,160,404,382,317,190,67,1140,1152,5,1105,1145,37,15,145,2132,936,20,43,54,93,79,55,1012,56,265,73,2,1896,63,1310,851,16,52,1625,130,537,167,2125,148,88,1014,116,707,72,123,24,2245,47,260,79,23,73,1857
10229,1493,1056,1782,1886,1513,1044,797,439,219,5283,4946,68,5751,4137,273,219,2392,7618,3462,188,520,415,826,704,348,3766,336,1871,1498,47,6477,568,4062,5264,152,183,7603,583,2043,578,9651,599,318,3676,635,4235,187,388,191,9205,1024,2911,1119,319,369,5511
2941,306,445,257,409,436,507,346,182,53,1522,1419,18,1665,1222,36,51,273,2617,969,44,124,123,140,157,75,1309,96,473,281,8,2083,156,1536,1161,37,51,2120,141,680,133,2808,211,115,1038,167,1165,75,117,53,2805,136,554,155,69,104,2059
4882,574,789,430,530,788,809,557,296,109,2438,2444,35,2520,2234,93,66,512,4304,1639,76,186,188,217,226,118,2232,104,870,411,17,3480,204,2482,1999,62,135,3414,219,1249,311,4571,400,215,1921,230,1712,150,183,71,4650,232,1067,331,104,225,3155
5191,556,786,469,558,810,913,636,328,135,2474,2717,30,2761,2315,85,72,523,4596,1814,78,219,195,224,272,108,2281,113,853,346,12,3867,249,2743,1997,59,143,3704,247,1240,292,4899,404,251,1954,273,1818,195,206,90,4983,208,1026,329,107,237,3492
7371,975,1125,759,905,1101,1180,756,378,192,3721,3650,52,3900,3277,142,115,842,6414,2383,174,314,299,334,337,174,3356,227,1325,582,18,5219,393,3397,3311,94,176,5102,391,1878,525,6846,553,304,2842,384,2659,226,284,119,6868,503,1634,470,154,321,4792
7548,942,1181,649,874,1206,1172,854,469,201,3866,3682,51,3880,3482,135,118,868,6562,2506,133,288,302,345,332,172,3470,198,1341,589,21,5399,353,3763,3129,110,193,5338,365,1845,440,7108,662,338,2969,377,2633,203,269,97,7174,374,1554,525,155,351,4963
5543,661,769,582,638,766,904,714,348,161,2689,2854,37,2947,2478,81,93,622,4828,1802,121,249,236,271,302,129,2433,175,941,468,19,3940,334,2630,2352,83,144,4053,247,1243,412,5131,426,286,2094,246,2017,177,199,98,5192,351,1121,439,140,219,3624
6355,917,888,608,866,908,937,709,363,159,3147,3208,43,3331,2872,109,120,741,5494,1975,86,326,295,366,266,162,2879,185,879,560,17,4714,379,2873,2830,85,188,4522,361,1472,494,5861,432,337,2456,300,2368,163,213,86,5936,419,1020,424,185,279,4447
3231,401,352,432,430,625,443,309,159,80,1689,1542,22,1867,1275,67,62,617,2552,1079,72,162,183,204,203,101,1227,133,638,384,13,2063,210,1486,1419,45,71,2417,108,706,254,2977,199,177,1101,186,1326,60,128,54,2944,287,796,303,110,181,1841
6495,788,825,581,768,1027,1045,746,498,217,3177,3318,52,3304,3034,105,103,714,5678,2235,104,262,239,335,296,139,2885,188,1098,521,32,4656,316,3367,2508,86,218,4791,329,1375,490,6005,562,312,2523,347,2221,191,229,110,6141,354,1268,434,161,283,4349
1815,199,314,153,169,234,321,259,126,40,851,964,10,923,854,28,17,146,1652,712,26,53,55,65,74,43,787,29,220,79,2,1485,70,974,716,17,38,1271,91,453,94,1721,142,104,737,102,514,70,116,30,1754,61,261,98,26,69,1361
3782,441,662,281,395,473,640,538,240,112,1832,1950,24,1874,1842,42,52,352,3378,1343,63,137,151,154,125,80,1729,106,474,238,6,2958,172,1957,1534,42,77,2645,200,937,226,3556,274,169,1553,189,1267,139,123,68,3634,148,622,192,62,127,2779
3338,369,438,336,467,456,581,397,213,81,1778,1560,23,1870,1390,55,62,357,2919,1105,67,151,128,191,165,82,1449,107,515,286,16,2414,193,1733,1293,40,79,2438,170,730,241,3097,245,161,1187,141,1325,96,140,43,3130,208,538,172,94,97,2437
6313,892,853,693,894,961,854,705,338,123,3108,3205,39,3430,2727,117,117,985,5211,1890,124,314,248,373,354,152,2858,188,1004,602,19,4500,340,2852,2909,87,125,4563,349,1401,331,5982,464,295,2318,292,2503,151,200,90,5904,409,1343,531,163,316,3960
6549,867,839,702,912,1029,949,701,385,165,3198,3351,44,3569,2811,125,105,763,5681,2031,123,289,272,363,342,172,2957,159,1099,566,20,4705,371,3066,2853,94,165,4780,403,1366,378,6171,513,283,2382,417,2436,196,224,98,6088,461,1322,429,184,287,4327
1633,129,211,270,277,252,212,157,83,42,862,771,7,997,591,38,44,315,1274,538,44,99,95,142,115,48,552,59,322,237,4,1011,96,699,763,36,39,1229,63,341,113,1520,84,91,491,90,761,28,54,34,1460,173,394,178,77,91,893
7511,945,1189,788,1006,1084,1168,776,402,153,3851,3660,57,4032,3320,102,137,970,6404,2349,153,323,336,406,449,179,3316,221,1184,693,35,5378,347,3470,3401,126,167,5249,372,1890,396,7115,573,377,2838,354,2768,213,273,115,7030,481,1498,647,220,325,4821
3551,459,467,438,510,451,594,340,197,95,1660,1891,17,1943,1512,79,46,515,2990,1114,65,173,195,208,206,74,1516,100,614,375,7,2455,200,1629,1568,62,92,2557,203,791,255,3296,241,140,1299,157,1446,100,114,54,3309,242,780,324,100,163,2184
4554,590,564,511,672,749,626,433,275,134,2258,2296,29,2510,1922,93,79,669,3806,1421,81,205,205,266,270,98,2008,139,770,430,16,3199,271,2112,1975,68,128,3376,242,936,329,4225,327,230,1657,214,1777,129,154,66,4249,305,948,360,132,195,2919
5027,722,585,459,687,723,829,564,296,162,2356,2671,31,2637,2259,100,96,763,4168,1658,94,190,226,289,253,144,2173,152,883,461,24,3507,306,2413,2104,55,149,3720,231,1076,359,4668,417,280,1925,242,1726,143,194,100,4692,335,1091,349,133,263,3191
4803,630,619,505,703,676,724,506,309,131,2197,2606,32,2553,2130,88,85,511,4207,1573,80,212,206,282,259,130,2061,128,830,482,16,3347,217,2356,2051,53,126,3489,248,1066,338,4465,388,213,1823,226,1784,120,173,76,4504,299,1060,317,153,173,3100
3847,468,659,319,442,577,580,461,226,115,1924,1923,26,1880,1883,58,57,505,3285,1421,47,138,108,150,158,100,1725,124,510,238,14,2961,179,1964,1583,44,77,2654,195,998,237,3610,269,204,1592,206,1218,128,161,69,3645,202,669,244,69,167,2698
3920,430,735,387,515,571,654,375,185,68,1940,1980,19,2131,1724,46,76,453,3391,1236,78,160,158,195,229,115,1749,116,637,347,8,2812,217,1815,1755,53,80,2641,206,1073,187,3733,257,174,1456,201,1533,102,116,81,3747,173,858,314,92,165,2491
2867,311,509,232,199,447,511,442,136,80,1531,1336,17,1434,1374,42,21,244,2602,1154,65,78,87,105,104,68,1206,78,404,88,5,2292,64,1574,1150,13,66,1978,164,725,148,2719,211,158,1209,139,873,96,148,33,2763,104,474,118,30,108,2137
7292,950,924,812,1059,1073,1029,827,419,199,3429,3863,52,3927,3189,124,162,1064,6066,2365,134,338,298,367,359,210,3221,209,1201,659,31,5192,378,3614,3042,89,169,5273,377,1642,421,6871,576,351,2695,363,2708,239,243,117,6849,443,1525,516,170,275,4806
7095,874,1139,580,843,1051,1141,823,457,187,3618,3477,46,3733,3213,103,98,752,6245,2354,105,275,264,330,340,153,3274,215,1129,518,24,5209,338,3576,2910,73,198,4974,397,1724,470,6625,573,330,2751,366,2470,209,279,117,6749,346,1374,499,164,299,4759
5162,739,701,609,753,684,733,539,272,132,2502,2660,36,2729,2300,97,90,670,4402,1608,98,248,235,317,269,141,2246,139,874,498,17,3634,291,2279,2394,68,130,3609,374,1179,321,4841,343,229,1966,215,2018,134,178,79,4815,347,1141,427,153,223,3218
5856,740,716,786,760,822,983,638,270,141,2971,2885,22,3071,2613,150,119,542,5195,2406,97,338,265,342,424,96,1888,115,1543,1045,7,3146,278,2576,2706,70,226,4271,118,1467,398,5458,336,242,2395,207,2170,131,262,113,5274,582,2212,323,209,258,2854
4098,579,489,527,639,519,520,439,247,139,1754,2344,24,2136,1860,78,97,679,3322,1399,60,182,160,232,227,98,1740,114,620,422,14,2928,235,1860,1829,47,127,3006,248,844,251,3847,352,190,1603,206,1413,98,154,82,3798,300,872,362,106,207,2551
7538,888,1062,887,1137,1048,1098,853,406,159,3962,3576,43,4258,3110,127,154,1162,6222,2283,150,375,305,473,427,232,3293,212,1174,718,18,5416,382,3501,3365,124,166,5463,371,1704,389,7149,564,325,2642,350,3051,232,257,117,7041,497,1566,596,207,349,4820
4701,465,626,623,823,706,665,494,223,76,2333,2368,47,2802,1775,77,99,710,3892,1436,98,229,224,315,289,154,1956,138,754,506,19,3284,282,2192,2076,70,81,3395,229,1077,226,4475,437,226,1430,225,2052,97,152,82,4368,333,1055,378,147,158,2963
4851,564,685,616,747,757,656,485,236,105,2402,2449,30,2731,1997,93,111,809,3931,1520,95,220,230,267,295,135,2089,149,850,481,17,3354,302,2226,2147,72,104,3454,266,1131,233,4618,350,261,1692,182,2002,110,173,81,4526,325,1066,326,118,238,3103
3457,412,600,268,438,584,562,319,208,66,1650,1807,18,1788,1595,56,51,365,3041,1204,59,130,125,173,147,106,1513,112,639,321,13,2372,145,1750,1434,48,80,2350,205,902,191,3266,223,146,1386,210,1155,125,153,59,3300,157,808,217,71,174,2187
2539,267,238,377,474,395,364,246,132,46,1351,1188,23,1581,880,55,47,454,2038,775,56,98,134,195,208,95,978,87,445,287,11,1709,170,1167,1090,43,69,1982,114,443,115,2424,170,114,719,138,1158,67,118,55,2352,187,621,208,75,113,1522
3022,424,385,342,458,400,350,341,216,106,1470,1552,18,1526,1428,50,71,454,2497,1085,57,113,118,154,115,96,1284,71,390,281,10,2270,172,1355,1338,40,117,2187,144,691,262,2760,211,137,1228,154,1052,81,111,48,2846,176,574,193,53,121,2081
6934,898,1032,741,901,1074,1005,711,390,182,3382,3552,49,3587,3164,134,114,993,5827,2248,108,287,250,356,385,195,3105,188,1037,640,22,5047,390,3125,3119,112,188,4977,379,1578,375,6559,538,346,2704,327,2483,170,239,127,6504,430,1406,540,199,334,4455
6660,770,945,622,762,892,1090,889,462,228,3365,3295,34,3429,3091,106,90,656,5914,2322,110,222,254,317,284,173,2978,150,782,409,26,5293,301,3417,2664,82,196,4954,385,1321,565,6095,561,339,2641,363,2147,199,277,133,6384,276,942,387,127,257,4947
6192,735,868,418,444,650,1100,1294,482,201,3135,3057,20,2865,3213,94,31,489,5672,2836,59,111,152,199,227,113,2495,166,541,156,6,5323,223,3452,2230,50,237,4505,340,1347,394,5798,442,297,2793,337,1670,226,349,78,6034,158,489,241,57,166,5239
3023,336,387,184,402,357,491,494,272,100,1453,1570,21,1531,1438,33,29,255,2739,1166,40,97,97,126,116,64,1317,71,417,146,9,2380,117,1762,1018,33,93,2325,161,537,223,2800,234,165,1218,159,923,142,142,40,2901,122,384,152,36,103,2348
6576,690,1089,551,707,945,1059,894,473,168,3102,3474,50,3348,3082,96,90,621,5865,2339,125,255,201,300,262,151,2943,206,1099,478,19,4774,298,3432,2611,73,162,4657,315,1604,415,6161,616,301,2598,326,2115,265,261,94,6243,333,1108,492,135,230,4611
4035,483,603,371,425,505,658,598,269,123,1975,2060,44,2092,1837,62,53,356,3626,1422,57,128,139,180,162,94,1853,99,439,214,15,3268,169,2100,1622,45,99,2868,274,893,221,3814,418,213,1555,193,1256,186,172,42,3866,169,518,234,77,166,3040
3436,437,638,322,446,521,493,321,197,61,1720,1716,26,1744,1621,45,62,272,3102,1304,62,103,115,135,254,91,1372,87,557,209,14,2569,179,1612,1545,32,68,2379,155,902,110,3326,224,264,1465,161,1007,80,171,64,3219,217,499,239,76,181,2441
4628,562,630,532,657,773,669,489,234,82,2260,2368,27,2580,1937,84,71,692,3865,1506,80,192,187,286,257,165,1955,110,769,449,15,3285,284,2120,2056,63,105,3366,211,1051,220,4408,351,263,1681,275,1656,123,209,70,4289,339,860,408,160,239,2961
4080,410,576,267,444,520,731,651,344,137,2126,1954,22,2114,1884,60,50,354,3676,1540,47,118,124,193,171,115,1772,77,528,206,7,3262,189,2284,1454,41,112,3071,174,835,287,3793,340,211,1578,261,1293,179,167,51,3923,157,499,211,75,127,3168
