"population","0_9","10_19","20_29","30_39","40_49","50_59","60_69","70_79","80_89","m","f","armed.forces","civilian.employed","not.in.labor.force","unemployed","abroad.house","diff.us.house","same.house","i.0.9999","i.10000.14999","i.15000.24999","i.25000.34999","i.35000.49999","i.50000.64999","i.65000.74999","i.75000.99999","abroad.born","naturalization","not.citizen","puerto.rico.born","us.born","divorced","married","never","separated","widowed","no.schooling","private","public","with.disability","without.disability","federal","local","not.working","private.no.profit","private.profit","self.employed.corp","self.employed.no.corp","state","with.insurance","without.insurance","asian","black","other","two.","white"
4306,504,522,456,584,613,645,553,299,130,2123,2183,49,2332,1855,70,63,486,3757,1390,99,163,160,231,245,117,1901,97,740,417,37,3015,277,2138,1700,48,143,3227,208,871,320,3986,372,211,1507,277,1565,140,166,68,4072,234,803,292,119,194,2898
4821,589,655,522,645,622,698,585,333,172,2313,2508,51,2484,2209,77,51,546,4224,1608,97,180,180,242,257,124,2133,111,775,427,44,3464,262,2322,2021,38,178,3526,252,1043,395,4426,404,218,1808,311,1718,127,180,55,4590,231,796,343,141,216,3325
4615,564,613,492,592,607,736,568,292,151,2244,2371,43,2436,2058,78,53,501,4061,1494,91,184,162,238,254,111,2081,117,708,423,24,3343,261,2255,1915,33,151,3382,236,997,347,4268,418,208,1693,264,1681,114,157,80,4369,246,762,311,137,218,3187
3489,399,433,371,434,513,550,431,242,116,1747,1742,29,1885,1523,52,41,433,3015,1138,80,131,141,196,194,88,1521,80,592,331,15,2471,208,1770,1371,29,111,2638,168,683,251,3238,309,178,1238,208,1265,98,148,45,3315,174,607,248,104,155,2375
2292,282,309,244,300,321,317,288,155,76,1121,1171,24,1216,1018,34,26,286,1980,730,55,108,98,108,134,62,997,54,372,217,16,1633,128,1114,948,26,76,1679,112,501,199,2093,187,119,831,147,836,59,88,25,2184,108,416,174,71,113,1518
10229,1214,1294,1033,1356,1425,1604,1296,653,354,4920,5309,117,5444,4484,184,118,1103,9008,3339,252,413,355,528,573,292,4477,272,1669,895,81,7312,592,5088,4151,72,326,7602,521,2106,774,9455,954,514,3648,639,3623,294,393,164,9686,543,1758,697,304,411,7059
2941,349,391,307,364,401,471,349,210,99,1481,1460,23,1536,1332,50,31,334,2576,951,56,108,112,134,165,71,1344,68,452,243,19,2159,173,1424,1220,23,101,2148,162,631,235,2706,277,163,1093,181,978,85,122,42,2814,127,516,202,83,128,2012
4882,613,627,514,643,676,731,580,331,167,2347,2535,43,2592,2163,84,63,564,4255,1565,110,203,205,236,251,140,2172,84,805,475,33,3485,250,2402,2029,44,157,3650,226,1006,368,4514,407,240,1768,313,1782,130,178,64,4634,248,887,333,161,200,3301
5191,594,637,551,689,703,757,669,393,198,2485,2706,45,2740,2320,86,58,593,4540,1763,108,189,191,257,264,171,2248,119,818,475,40,3739,320,2553,2089,42,187,3872,262,1057,428,4763,435,246,1908,326,1857,138,192,89,4906,285,858,350,161,240,3582
7371,934,940,754,947,1035,1102,901,523,235,3582,3789,83,3928,3246,114,92,828,6451,2352,152,299,282,358,366,198,3364,176,1237,616,40,5302,458,3587,3029,57,240,5455,420,1496,552,6819,665,335,2687,455,2624,199,292,114,6990,381,1288,489,226,324,5044
7548,871,1001,770,981,1031,1155,917,546,276,3753,3795,73,4023,3335,117,99,859,6590,2512,167,276,318,375,384,204,3312,176,1198,640,64,5470,456,3734,3050,52,256,5604,373,1571,634,6914,657,387,2692,471,2718,239,278,106,7185,363,1328,484,217,347,5172
5543,629,704,597,726,786,833,706,374,188,2658,2885,54,2992,2404,93,71,638,4834,1747,143,200,229,292,317,146,2469,151,913,481,45,3953,318,2754,2263,45,163,4117,284,1142,407,5136,517,277,1951,350,1979,152,220,97,5284,259,972,402,150,265,3754
6355,803,808,664,858,886,926,799,418,193,3102,3253,58,3401,2807,89,101,732,5522,1965,125,251,267,299,379,180,2889,158,1072,582,39,4504,337,3151,2620,49,198,4693,347,1315,480,5875,545,335,2307,407,2213,199,247,102,6028,327,1110,480,164,312,4289
3231,395,438,306,444,424,494,413,204,113,1622,1609,37,1695,1436,63,39,332,2860,1058,65,111,131,135,160,93,1478,66,544,293,17,2311,179,1601,1325,26,100,2411,157,663,224,3007,295,159,1196,204,1124,99,106,48,3067,164,617,210,101,165,2138
6495,803,848,669,842,855,965,861,436,216,3166,3329,69,3384,2950,92,74,760,5661,2168,137,276,265,345,307,176,2821,150,1089,591,40,4625,396,3164,2662,48,225,4811,348,1336,480,6015,543,312,2379,410,2281,174,283,113,6178,317,1118,422,195,315,4445
1815,225,229,162,271,260,251,220,134,63,866,949,19,957,814,25,16,213,1586,584,43,65,69,92,90,59,813,41,291,170,6,1307,100,929,716,17,53,1372,99,344,146,1669,163,86,661,127,638,45,73,22,1723,92,278,114,56,71,1296
3782,502,446,406,489,531,572,479,230,127,1868,1914,31,2048,1649,54,47,486,3249,1196,97,163,148,192,211,86,1689,79,649,335,25,2694,217,1858,1550,32,125,2821,209,752,265,3517,350,186,1333,264,1345,111,142,51,3571,211,660,249,104,164,2605
3338,379,414,337,431,493,511,428,248,97,1636,1702,22,1781,1479,56,39,415,2884,1109,68,131,141,177,174,82,1456,84,546,316,25,2367,204,1674,1339,28,93,2513,184,641,233,3105,285,155,1202,206,1208,97,136,49,3159,179,561,227,103,151,2296
6313,732,821,632,846,904,919,824,413,222,3043,3270,57,3390,2764,102,69,768,5476,2037,151,256,256,309,323,181,2800,157,1067,584,36,4469,354,3160,2526,56,217,4694,309,1310,489,5824,546,297,2258,423,2239,223,233,94,5963,350,1084,414,182,290,4343
6549,886,792,676,882,886,923,817,451,236,3215,3334,61,3412,2975,101,81,768,5700,2164,142,265,252,334,344,191,2857,148,1028,602,56,4715,374,3145,2751,60,219,4890,335,1324,501,6048,558,319,2386,405,2373,186,227,95,6227,322,1114,462,216,309,4448
1633,179,205,159,230,206,274,197,132,51,762,871,11,871,725,26,18,186,1429,554,38,73,65,89,76,48,690,39,277,152,11,1154,97,835,626,16,59,1242,67,324,127,1506,143,79,577,96,607,51,58,22,1552,81,273,142,50,70,1098
7511,844,966,795,959,1047,1174,948,528,250,3696,3815,80,4008,3292,131,99,879,6533,2474,158,332,317,365,407,228,3230,204,1269,661,40,5337,432,3699,3062,66,252,5582,415,1514,611,6900,623,352,2697,476,2729,237,305,92,7109,402,1347,475,229,345,5115
3551,424,452,359,437,487,520,494,260,118,1763,1788,35,1867,1588,61,37,388,3126,1196,83,127,136,166,189,101,1553,92,589,291,22,2557,192,1734,1458,36,131,2612,182,757,251,3300,330,174,1306,240,1226,91,132,52,3341,210,613,238,113,138,2449
4554,530,605,482,606,603,697,575,298,158,2233,2321,46,2430,2010,68,53,540,3961,1533,94,149,188,221,256,124,1989,116,747,386,39,3266,284,2214,1867,49,140,3377,242,935,341,4213,439,229,1598,284,1588,150,194,72,4328,226,740,340,125,226,3123
5027,593,633,529,660,693,799,635,308,177,2430,2597,49,2698,2204,76,65,621,4341,1626,113,229,202,272,267,159,2159,122,816,473,30,3586,297,2467,2043,38,182,3756,226,1045,378,4649,417,250,1787,348,1818,142,207,58,4787,240,851,344,144,214,3474
4803,568,566,450,650,720,722,642,344,141,2287,2516,39,2588,2097,79,50,554,4199,1570,100,189,178,238,250,134,2144,107,819,437,44,3396,297,2454,1853,38,161,3604,235,964,358,4445,458,235,1674,327,1724,130,186,69,4548,255,857,335,133,194,3284
3847,468,538,427,518,489,536,465,267,139,1835,2012,39,1981,1773,54,40,448,3359,1292,82,151,142,181,206,102,1691,92,623,331,33,2768,209,1816,1646,30,146,2785,193,869,304,3543,316,176,1451,248,1352,106,153,45,3659,188,633,276,114,187,2637
3920,464,531,409,502,518,620,501,261,114,1896,2024,38,2103,1719,60,38,448,3434,1259,67,141,152,200,193,104,1804,91,676,346,24,2783,278,1893,1609,35,105,2903,208,809,296,3624,355,170,1412,240,1405,115,157,66,3726,194,709,242,119,172,2678
2867,365,364,273,408,358,442,368,194,95,1401,1466,33,1509,1276,49,33,345,2489,933,49,109,114,132,154,83,1293,77,478,259,22,2031,179,1368,1184,28,108,2106,163,598,236,2631,266,133,1039,182,1016,81,109,41,2708,159,505,205,70,130,1957
7292,825,949,723,973,1035,1071,970,486,260,3528,3764,64,3910,3203,115,84,880,6328,2375,174,307,295,353,367,208,3213,175,1232,664,43,5178,428,3650,2887,67,260,5435,349,1508,586,6706,638,341,2615,494,2573,251,271,109,6891,401,1254,486,208,338,5006
7095,826,879,715,902,1051,1115,873,483,251,3457,3638,58,3785,3118,134,94,784,6217,2325,149,284,270,372,392,208,3095,170,1162,646,50,5067,398,3614,2798,70,215,5328,347,1420,540,6555,636,369,2502,452,2534,195,288,119,6726,369,1215,477,212,336,4855
5162,619,634,499,710,717,796,689,342,156,2496,2666,61,2767,2243,91,60,596,4506,1681,102,201,198,256,286,132,2306,133,862,488,39,3640,315,2560,2056,52,179,3832,299,1031,394,4768,483,250,1816,328,1852,151,206,76,4887,275,882,364,133,237,3546
5856,727,713,570,829,778,871,755,422,191,2855,3001,56,3069,2613,118,68,639,5149,1946,126,200,222,282,283,167,2630,137,941,511,37,4230,352,2912,2370,49,173,4374,278,1204,438,5418,518,293,2135,363,2061,165,246,75,5573,283,987,364,151,257,4097
4098,447,536,446,548,559,623,539,261,139,1984,2114,45,2186,1790,77,37,493,3568,1375,87,171,151,207,192,129,1786,83,670,375,28,2942,249,2018,1682,20,129,3043,211,844,318,3780,355,212,1446,283,1439,106,193,64,3880,218,681,267,125,187,2838
7538,924,914,730,976,1097,1160,1019,477,241,3710,3828,86,4019,3291,142,73,860,6605,2461,159,310,284,329,389,208,3398,171,1238,668,58,5403,441,3741,3038,79,239,5640,390,1508,531,7007,722,393,2674,468,2637,223,330,91,7146,392,1295,521,255,322,5145
4701,519,616,511,627,636,703,626,300,163,2273,2428,53,2506,2054,88,46,550,4105,1551,103,194,186,238,233,142,2054,104,764,432,31,3370,280,2309,1934,23,155,3481,246,974,369,4332,412,241,1666,316,1664,118,218,66,4454,247,802,304,143,220,3232
4851,589,641,528,635,629,733,615,333,148,2328,2523,49,2535,2175,92,51,573,4227,1598,106,198,177,228,267,143,2134,125,823,428,38,3437,272,2331,2039,38,171,3579,240,1032,355,4496,418,240,1774,291,1723,142,202,61,4593,258,882,331,131,239,3268
3457,428,458,353,428,465,519,456,241,109,1752,1705,44,1787,1568,58,46,396,3015,1113,82,125,134,183,181,105,1534,80,561,311,21,2484,222,1671,1421,31,112,2549,206,702,243,3214,329,165,1295,201,1188,95,135,49,3283,174,585,265,80,149,2378
2539,285,303,264,357,355,393,317,180,85,1270,1269,41,1382,1065,51,33,326,2180,804,70,102,87,140,150,79,1107,62,437,222,15,1803,147,1283,982,35,92,1919,132,488,184,2355,239,130,860,165,949,62,95,39,2413,126,436,183,81,112,1727
3022,352,373,313,396,449,452,420,182,85,1415,1607,25,1627,1322,48,44,340,2638,1010,66,134,125,166,158,92,1271,82,459,280,10,2191,205,1470,1227,28,92,2263,146,613,210,2812,254,144,1081,185,1110,84,125,39,2860,162,533,227,88,130,2044
6934,780,866,700,939,977,1048,889,491,244,3401,3533,72,3733,3012,117,87,796,6051,2311,155,250,294,348,383,202,2991,166,1181,613,49,4925,422,3442,2782,57,231,5210,360,1364,538,6396,641,359,2454,472,2410,206,287,105,6558,376,1200,480,194,322,4738
6660,795,843,652,896,947,982,845,459,241,3296,3364,83,3513,2967,97,66,786,5808,2156,157,264,284,324,336,185,2954,146,1112,559,43,4800,396,3269,2716,52,227,4986,303,1371,490,6170,614,323,2398,419,2375,172,261,98,6321,339,1152,446,190,323,4549
6192,737,787,664,810,868,917,774,421,214,3062,3130,60,3343,2710,79,58,721,5413,2046,149,253,241,294,336,186,2687,149,979,589,29,4446,361,3070,2510,52,199,4578,332,1282,424,5768,552,289,2182,392,2267,169,251,90,5856,336,1057,398,194,266,4277
3023,387,374,311,379,430,449,391,201,101,1470,1553,24,1568,1380,51,49,368,2606,999,52,137,110,145,152,86,1342,69,508,265,24,2157,147,1506,1249,28,93,2246,159,618,237,2786,276,129,1109,178,1056,95,128,52,2892,131,537,204,91,153,2038
6576,794,842,688,890,923,959,806,455,219,3235,3341,59,3548,2852,117,77,743,5756,2090,140,271,280,321,355,197,2922,158,1081,605,46,4686,403,3179,2715,71,208,4887,353,1336,490,6086,542,356,2345,380,2410,182,262,99,6263,313,1150,468,206,343,4409
4035,477,510,403,550,543,597,529,280,146,2002,2033,35,2150,1795,55,46,455,3534,1339,74,162,147,222,205,112,1774,91,661,387,35,2861,237,1993,1632,37,136,3056,188,791,325,3710,371,181,1450,250,1447,118,151,67,3814,221,718,275,119,187,2736
3436,366,459,349,452,484,527,461,230,108,1736,1700,18,1857,1506,55,37,378,3021,1107,67,131,138,150,201,105,1537,81,594,291,26,2444,195,1696,1380,51,114,2550,164,722,235,3201,311,141,1218,194,1287,103,131,51,3254,182,641,231,99,148,2317
4628,527,557,487,628,680,681,603,305,160,2300,2328,41,2583,1918,86,60,499,4069,1441,112,175,197,256,276,125,2046,118,753,412,19,3326,268,2318,1866,35,141,3501,250,877,346,4282,430,219,1542,300,1745,139,180,73,4395,233,787,309,162,216,3154
4080,470,494,394,554,599,616,496,304,153,2019,2061,42,2182,1786,70,52,460,3568,1352,89,148,152,203,247,139,1750,110,646,386,28,2910,228,2096,1584,29,143,3046,225,809,333,3747,348,194,1443,278,1483,130,165,39,3849,231,686,288,107,181,2818
