"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83","COL84","COL85","COL86","COL87","COL88","COL89","COL90","COL91","COL92","COL93","COL94","COL95","COL96","COL97","COL98","COL99","COL100","COL101","COL102","COL103","COL104","COL105","COL106","COL107","COL108","COL109","COL110","COL111","COL112","COL113","COL114","COL115","COL116","COL117","COL118","COL119","COL120","COL121","COL122","COL123","COL124","COL125","COL126","COL127","COL128","COL129","COL130","COL131","COL132","COL133","COL134","COL135","COL136","COL137","COL138","COL139","COL140","COL141","COL142","COL143","COL144","COL145","COL146","COL147","COL148","COL149","COL150","COL151","COL152","COL153","COL154","COL155","COL156","COL157","COL158","COL159","COL160","COL161","COL162","COL163","COL164","COL165","COL166","COL167","COL168","COL169","COL170","COL171","COL172","COL173","COL174","COL175","COL176","COL177","COL178","COL179","COL180","COL181","COL182","COL183","COL184","COL185","COL186","COL187","COL188","COL189","COL190","COL191","COL192","COL193","COL194","COL195","COL196","COL197","COL198"
"9330183.08",3290.00,2410.00,875.00,0.00,3290.00,1065.00,2220.00,3290.00,10.00,635.00,795.00,1150.00,695.00,3290.00,1365.00,545.00,470.00,280.00,625.00,5.40,3290.00,3230.00,55.00,3285.00,3165.00,125.00,3285.00,10.00,20.00,20.00,40.00,285.00,1975.00,940.00,3290.00,3255.00,30.00,3290.00,1830.00,1320.00,145.00,3290.00,125.00,1005.00,915.00,545.00,405.00,190.00,90.00,10.00,3290.00,2440.00,850.00,725.00,2410.00,88.40,21.60,1617.00,1699.00,401116.00,506258.00,880.00,2.80,37.50,1100.00,1244.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330183.09",4375.00,3040.00,1335.00,0.00,4375.00,485.00,3890.00,4375.00,0.00,530.00,1140.00,1190.00,1510.00,4375.00,1385.00,715.00,620.00,315.00,1330.00,6.10,4375.00,4275.00,100.00,4375.00,4165.00,205.00,4375.00,85.00,200.00,40.00,70.00,620.00,1835.00,1515.00,4375.00,4295.00,80.00,4370.00,2405.00,1840.00,130.00,4375.00,170.00,1170.00,1170.00,930.00,605.00,250.00,75.00,10.00,4365.00,3130.00,1235.00,1090.00,3030.00,87.50,23.30,1700.00,1791.00,549178.00,656407.00,1335.00,4.90,39.60,1031.00,1271.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330184.02",2990.00,2140.00,845.00,0.00,2990.00,1090.00,1900.00,2990.00,25.00,405.00,1340.00,960.00,260.00,2985.00,1390.00,780.00,400.00,180.00,230.00,4.90,2990.00,2785.00,200.00,2990.00,2635.00,350.00,2990.00,110.00,1025.00,820.00,670.00,145.00,130.00,90.00,2990.00,2740.00,245.00,2990.00,1770.00,1065.00,145.00,2985.00,50.00,335.00,500.00,635.00,680.00,435.00,245.00,110.00,2985.00,2205.00,780.00,665.00,2145.00,68.20,21.00,1058.00,1080.00,229702.00,271411.00,845.00,17.20,39.10,1052.00,1132.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330184.06",3030.00,1800.00,1230.00,0.00,3030.00,185.00,2845.00,3030.00,10.00,495.00,760.00,320.00,1450.00,3030.00,1205.00,290.00,240.00,230.00,1065.00,6.10,3030.00,2720.00,310.00,3030.00,2605.00,420.00,3030.00,35.00,130.00,70.00,215.00,825.00,1320.00,430.00,3030.00,2955.00,75.00,3030.00,1520.00,1210.00,305.00,3030.00,150.00,525.00,805.00,605.00,485.00,345.00,95.00,10.00,3020.00,1825.00,1195.00,1070.00,1800.00,82.20,38.60,2226.00,2112.00,823306.00,798172.00,1235.00,6.10,40.80,701.00,776.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330184.07",1915.00,1230.00,685.00,0.00,1920.00,725.00,1190.00,1920.00,10.00,190.00,830.00,500.00,395.00,1920.00,625.00,400.00,345.00,210.00,335.00,5.60,1920.00,1805.00,115.00,1915.00,1750.00,165.00,1920.00,35.00,360.00,650.00,700.00,55.00,30.00,90.00,1915.00,1845.00,70.00,1915.00,1140.00,680.00,95.00,1920.00,25.00,190.00,330.00,360.00,335.00,315.00,245.00,115.00,1915.00,1490.00,430.00,400.00,1230.00,53.80,18.30,988.00,1256.00,400653.00,499391.00,685.00,32.10,29.90,804.00,909.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330184.08",1570.00,1120.00,450.00,0.00,1570.00,190.00,1380.00,1570.00,0.00,95.00,300.00,575.00,595.00,1570.00,405.00,340.00,195.00,220.00,415.00,6.10,1565.00,1440.00,130.00,1570.00,1375.00,195.00,1565.00,35.00,315.00,395.00,255.00,170.00,220.00,175.00,1570.00,1515.00,50.00,1570.00,745.00,660.00,165.00,1565.00,20.00,190.00,410.00,410.00,310.00,150.00,50.00,30.00,1570.00,1140.00,430.00,375.00,1120.00,76.80,25.90,1680.00,1644.00,599247.00,593514.00,445.00,10.00,32.60,802.00,994.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330184.09",1315.00,950.00,360.00,0.00,1315.00,20.00,1290.00,1315.00,10.00,95.00,175.00,430.00,600.00,1315.00,275.00,115.00,145.00,195.00,585.00,7.00,1315.00,1240.00,70.00,1315.00,1180.00,135.00,1315.00,60.00,435.00,490.00,215.00,45.00,40.00,35.00,1315.00,1265.00,50.00,1310.00,685.00,550.00,85.00,1315.00,25.00,155.00,315.00,285.00,350.00,135.00,35.00,20.00,1315.00,945.00,370.00,320.00,950.00,70.70,26.80,1781.00,1748.00,750213.00,752176.00,365.00,9.60,31.50,751.00,951.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330184.1",1465.00,925.00,535.00,0.00,1465.00,95.00,1370.00,1465.00,10.00,195.00,280.00,175.00,800.00,1465.00,460.00,120.00,95.00,125.00,665.00,6.60,1465.00,1345.00,120.00,1465.00,1315.00,150.00,1465.00,30.00,30.00,315.00,520.00,395.00,140.00,40.00,1465.00,1420.00,45.00,1465.00,745.00,615.00,105.00,1465.00,45.00,175.00,290.00,400.00,305.00,155.00,75.00,15.00,1460.00,1020.00,445.00,425.00,925.00,75.10,30.30,2156.00,1947.00,851732.00,857572.00,540.00,15.00,30.60,700.00,764.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330184.11",2605.00,1840.00,770.00,0.00,2605.00,125.00,2485.00,2610.00,0.00,240.00,360.00,450.00,1545.00,2605.00,590.00,235.00,190.00,260.00,1325.00,7.30,2610.00,2430.00,175.00,2610.00,2395.00,215.00,2610.00,25.00,80.00,205.00,625.00,965.00,595.00,110.00,2605.00,2540.00,65.00,2605.00,1260.00,1105.00,245.00,2610.00,45.00,345.00,555.00,690.00,570.00,360.00,40.00,10.00,2610.00,1790.00,815.00,735.00,1840.00,73.10,29.90,2121.00,1992.00,900312.00,922825.00,770.00,6.50,34.40,675.00,819.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330184.12",2465.00,1905.00,565.00,0.00,2470.00,130.00,2340.00,2465.00,0.00,180.00,370.00,925.00,985.00,2465.00,665.00,410.00,375.00,265.00,745.00,6.30,2465.00,2335.00,135.00,2470.00,2290.00,175.00,2470.00,30.00,110.00,30.00,95.00,180.00,670.00,1360.00,2470.00,2440.00,30.00,2465.00,1135.00,1135.00,195.00,2465.00,55.00,510.00,810.00,560.00,360.00,130.00,40.00,0.00,2465.00,1675.00,790.00,695.00,1900.00,92.10,34.00,1995.00,2013.00,552060.00,642238.00,565.00,6.20,25.70,804.00,1014.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330184.13",1520.00,1195.00,325.00,0.00,1520.00,155.00,1370.00,1520.00,0.00,85.00,200.00,500.00,735.00,1520.00,305.00,195.00,175.00,185.00,655.00,7.10,1515.00,1460.00,60.00,1520.00,1435.00,85.00,1520.00,85.00,215.00,100.00,205.00,275.00,165.00,485.00,1520.00,1480.00,45.00,1520.00,670.00,750.00,100.00,1515.00,20.00,215.00,360.00,415.00,275.00,160.00,60.00,15.00,1515.00,1155.00,355.00,320.00,1195.00,73.20,20.50,1780.00,1849.00,848393.00,880172.00,320.00,6.20,35.90,1000.00,1206.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330184.14",3025.00,2600.00,425.00,0.00,3025.00,655.00,2365.00,3025.00,0.00,115.00,635.00,1355.00,915.00,3020.00,695.00,575.00,585.00,295.00,875.00,6.30,3025.00,2935.00,95.00,3025.00,2935.00,85.00,3025.00,0.00,25.00,10.00,360.00,845.00,1005.00,775.00,3025.00,2940.00,85.00,3025.00,1405.00,1530.00,85.00,3025.00,55.00,585.00,1015.00,700.00,445.00,145.00,75.00,10.00,3025.00,2370.00,655.00,565.00,2600.00,86.50,19.70,1807.00,1789.00,493687.00,564248.00,425.00,5.90,34.10,902.00,1225.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330184.15",860.00,700.00,160.00,0.00,860.00,10.00,855.00,855.00,0.00,35.00,100.00,185.00,545.00,860.00,130.00,85.00,85.00,95.00,460.00,7.70,860.00,795.00,65.00,860.00,785.00,80.00,860.00,15.00,65.00,275.00,435.00,40.00,20.00,0.00,860.00,845.00,15.00,860.00,400.00,375.00,90.00,860.00,10.00,50.00,160.00,215.00,225.00,120.00,50.00,25.00,860.00,705.00,150.00,140.00,700.00,57.10,15.70,1612.00,1529.00,801744.00,826958.00,160.00,0.00,28.10,743.00,919.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330184.16",1595.00,1110.00,485.00,0.00,1600.00,45.00,1550.00,1595.00,10.00,135.00,270.00,460.00,725.00,1600.00,455.00,150.00,170.00,180.00,640.00,6.70,1600.00,1385.00,215.00,1595.00,1315.00,285.00,1600.00,55.00,645.00,385.00,220.00,130.00,105.00,55.00,1600.00,1540.00,55.00,1595.00,710.00,745.00,145.00,1595.00,40.00,190.00,325.00,415.00,345.00,225.00,50.00,10.00,1595.00,1065.00,530.00,495.00,1110.00,72.50,31.20,2015.00,1827.00,752910.00,777444.00,485.00,5.20,36.70,704.00,907.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.05",1815.00,790.00,1030.00,0.00,1815.00,375.00,1445.00,1815.00,0.00,300.00,500.00,620.00,405.00,1815.00,765.00,350.00,240.00,160.00,300.00,5.30,1815.00,1620.00,195.00,1815.00,1515.00,295.00,1815.00,40.00,610.00,440.00,270.00,180.00,155.00,120.00,1820.00,1685.00,125.00,1815.00,1115.00,600.00,100.00,1815.00,65.00,270.00,390.00,395.00,345.00,270.00,75.00,0.00,1815.00,1265.00,555.00,490.00,785.00,69.60,25.50,1515.00,1628.00,598657.00,613155.00,1025.00,19.90,34.50,803.00,871.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.07",2555.00,1855.00,700.00,0.00,2555.00,55.00,2505.00,2555.00,10.00,185.00,365.00,595.00,1400.00,2555.00,550.00,235.00,210.00,335.00,1230.00,7.10,2555.00,2330.00,220.00,2555.00,2305.00,250.00,2560.00,130.00,300.00,635.00,355.00,210.00,350.00,570.00,2555.00,2460.00,95.00,2555.00,1210.00,1095.00,260.00,2555.00,50.00,365.00,655.00,635.00,515.00,250.00,85.00,10.00,2555.00,1740.00,810.00,760.00,1855.00,74.70,32.10,2086.00,1934.00,802765.00,907061.00,700.00,8.60,30.90,804.00,1043.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.08",455.00,405.00,50.00,0.00,455.00,0.00,455.00,455.00,0.00,10.00,25.00,80.00,335.00,455.00,20.00,30.00,30.00,15.00,360.00,9.70,455.00,450.00,10.00,455.00,455.00,0.00,455.00,55.00,130.00,60.00,100.00,30.00,40.00,45.00,455.00,440.00,15.00,455.00,195.00,215.00,50.00,455.00,10.00,20.00,45.00,85.00,160.00,100.00,35.00,10.00,450.00,355.00,90.00,90.00,400.00,52.50,18.80,1367.00,2139.00,1398334.00,1600130.00,50.00,0.00,40.00,1917.00,1761.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.09",1770.00,1160.00,610.00,0.00,1775.00,810.00,965.00,1770.00,0.00,350.00,675.00,440.00,305.00,1775.00,865.00,270.00,300.00,165.00,170.00,4.90,1775.00,1605.00,170.00,1770.00,1535.00,240.00,1775.00,45.00,205.00,500.00,555.00,120.00,290.00,55.00,1775.00,1690.00,85.00,1770.00,1045.00,615.00,115.00,1775.00,30.00,295.00,425.00,375.00,320.00,220.00,75.00,35.00,1775.00,1325.00,445.00,410.00,1165.00,71.10,22.80,1209.00,1285.00,323514.00,448976.00,610.00,13.00,29.50,1003.00,1010.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.1",1495.00,900.00,600.00,0.00,1500.00,235.00,1260.00,1495.00,10.00,205.00,425.00,350.00,500.00,1495.00,680.00,185.00,140.00,105.00,390.00,5.50,1495.00,1185.00,310.00,1500.00,1145.00,355.00,1495.00,20.00,185.00,410.00,505.00,195.00,110.00,60.00,1495.00,1440.00,55.00,1495.00,855.00,480.00,160.00,1495.00,40.00,240.00,405.00,355.00,250.00,125.00,70.00,10.00,1495.00,960.00,535.00,475.00,900.00,76.70,39.10,1544.00,1715.00,699500.00,717260.00,600.00,16.70,30.30,750.00,874.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.11",2365.00,1400.00,960.00,0.00,2365.00,1035.00,1330.00,2365.00,25.00,365.00,820.00,560.00,595.00,2365.00,1085.00,345.00,355.00,170.00,400.00,5.20,2365.00,2030.00,330.00,2365.00,1940.00,425.00,2365.00,30.00,185.00,545.00,985.00,360.00,185.00,85.00,2365.00,2280.00,80.00,2365.00,1390.00,805.00,175.00,2365.00,35.00,370.00,460.00,540.00,460.00,265.00,185.00,50.00,2365.00,1610.00,760.00,700.00,1400.00,75.40,27.80,1450.00,1558.00,400650.00,541061.00,965.00,28.10,38.00,757.00,869.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.12",1730.00,1210.00,525.00,0.00,1730.00,65.00,1670.00,1730.00,10.00,95.00,300.00,610.00,715.00,1730.00,465.00,210.00,290.00,230.00,540.00,6.30,1735.00,1480.00,255.00,1730.00,1450.00,285.00,1730.00,60.00,605.00,600.00,240.00,70.00,75.00,85.00,1735.00,1650.00,85.00,1735.00,770.00,780.00,180.00,1735.00,10.00,185.00,400.00,445.00,380.00,225.00,70.00,20.00,1730.00,1215.00,520.00,490.00,1210.00,74.00,31.00,1857.00,1733.00,698006.00,722232.00,525.00,8.70,26.90,751.00,970.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.15",1610.00,1040.00,565.00,0.00,1610.00,30.00,1585.00,1610.00,0.00,165.00,505.00,415.00,520.00,1610.00,615.00,270.00,195.00,140.00,395.00,5.70,1610.00,1385.00,225.00,1615.00,1340.00,270.00,1610.00,65.00,385.00,385.00,395.00,190.00,135.00,70.00,1610.00,1580.00,35.00,1610.00,825.00,630.00,160.00,1610.00,60.00,175.00,365.00,330.00,360.00,195.00,95.00,35.00,1610.00,1205.00,410.00,360.00,1045.00,70.20,23.40,1331.00,1487.00,672645.00,622971.00,570.00,7.90,28.90,703.00,809.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.16",1210.00,775.00,435.00,0.00,1215.00,40.00,1175.00,1215.00,10.00,40.00,230.00,415.00,515.00,1210.00,320.00,205.00,210.00,155.00,320.00,6.10,1215.00,1020.00,190.00,1210.00,960.00,255.00,1215.00,35.00,405.00,315.00,220.00,135.00,60.00,40.00,1215.00,1145.00,65.00,1215.00,660.00,430.00,125.00,1215.00,35.00,170.00,310.00,315.00,200.00,105.00,65.00,20.00,1210.00,870.00,340.00,320.00,775.00,74.20,29.70,1743.00,1726.00,651240.00,719241.00,435.00,8.00,26.10,800.00,963.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.17",1320.00,1125.00,190.00,0.00,1320.00,310.00,1005.00,1320.00,10.00,25.00,225.00,605.00,460.00,1320.00,200.00,135.00,210.00,195.00,580.00,7.20,1325.00,1295.00,25.00,1320.00,1280.00,45.00,1325.00,35.00,80.00,575.00,495.00,75.00,35.00,25.00,1325.00,1285.00,35.00,1325.00,715.00,565.00,35.00,1325.00,20.00,65.00,180.00,250.00,315.00,305.00,130.00,50.00,1325.00,1105.00,215.00,180.00,1130.00,42.70,15.50,760.00,1212.00,753207.00,739613.00,190.00,0.00,21.10,1090.00,1080.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.18",1455.00,1080.00,375.00,0.00,1455.00,140.00,1315.00,1455.00,0.00,85.00,225.00,355.00,790.00,1455.00,345.00,115.00,125.00,175.00,690.00,7.20,1455.00,1350.00,105.00,1455.00,1305.00,150.00,1455.00,45.00,60.00,265.00,430.00,270.00,205.00,180.00,1455.00,1415.00,40.00,1455.00,650.00,630.00,170.00,1450.00,25.00,170.00,265.00,355.00,375.00,170.00,70.00,25.00,1455.00,1055.00,400.00,335.00,1080.00,62.00,26.90,1626.00,1818.00,900370.00,1041187.00,370.00,13.30,29.30,707.00,868.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.19",1870.00,1305.00,565.00,0.00,1875.00,910.00,965.00,1870.00,10.00,230.00,525.00,645.00,465.00,1875.00,780.00,315.00,250.00,180.00,345.00,5.40,1875.00,1730.00,145.00,1875.00,1635.00,235.00,1875.00,0.00,25.00,175.00,595.00,340.00,450.00,280.00,1875.00,1805.00,70.00,1875.00,1050.00,690.00,130.00,1875.00,30.00,330.00,470.00,455.00,325.00,180.00,70.00,15.00,1870.00,1365.00,505.00,445.00,1305.00,82.00,26.10,1591.00,1578.00,399631.00,511637.00,565.00,15.80,28.30,803.00,944.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.2",1355.00,895.00,455.00,0.00,1350.00,335.00,1015.00,1350.00,0.00,145.00,395.00,290.00,520.00,1355.00,550.00,125.00,155.00,150.00,370.00,5.80,1350.00,1175.00,175.00,1350.00,1085.00,265.00,1350.00,10.00,70.00,65.00,495.00,435.00,180.00,105.00,1355.00,1340.00,10.00,1355.00,595.00,645.00,110.00,1350.00,65.00,230.00,390.00,370.00,190.00,70.00,20.00,0.00,1355.00,855.00,495.00,440.00,895.00,92.20,40.00,1885.00,2033.00,696777.00,653753.00,450.00,6.60,31.10,700.00,720.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.21",1290.00,860.00,430.00,0.00,1290.00,665.00,625.00,1290.00,0.00,115.00,640.00,260.00,270.00,1290.00,555.00,260.00,165.00,110.00,200.00,5.10,1285.00,1100.00,190.00,1290.00,1050.00,240.00,1290.00,0.00,80.00,295.00,665.00,80.00,70.00,90.00,1290.00,1190.00,100.00,1285.00,725.00,495.00,75.00,1290.00,55.00,245.00,205.00,270.00,185.00,205.00,80.00,45.00,1285.00,895.00,395.00,370.00,860.00,70.80,30.20,1304.00,1404.00,369759.00,483185.00,430.00,16.30,31.40,801.00,909.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330185.22",940.00,410.00,530.00,0.00,935.00,25.00,915.00,935.00,10.00,155.00,295.00,55.00,425.00,935.00,455.00,40.00,70.00,85.00,285.00,5.50,935.00,715.00,225.00,940.00,685.00,255.00,940.00,10.00,60.00,285.00,385.00,110.00,90.00,10.00,940.00,920.00,20.00,940.00,440.00,330.00,170.00,940.00,100.00,145.00,180.00,175.00,195.00,85.00,50.00,10.00,940.00,650.00,290.00,260.00,410.00,67.10,26.80,1979.00,1853.00,897491.00,869785.00,525.00,5.70,34.30,701.00,817.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330186.01",2305.00,1405.00,895.00,0.00,2300.00,185.00,2115.00,2300.00,0.00,230.00,505.00,550.00,1010.00,2300.00,635.00,305.00,315.00,275.00,775.00,6.40,2300.00,2160.00,140.00,2300.00,2090.00,205.00,2305.00,365.00,710.00,355.00,325.00,270.00,155.00,115.00,2300.00,2145.00,155.00,2305.00,1130.00,940.00,225.00,2300.00,85.00,295.00,470.00,505.00,555.00,280.00,90.00,20.00,2300.00,1575.00,725.00,635.00,1405.00,73.30,30.60,1833.00,1784.00,798723.00,807701.00,895.00,5.00,32.40,831.00,971.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330186.02",1965.00,1140.00,820.00,0.00,1965.00,35.00,1930.00,1965.00,0.00,315.00,390.00,495.00,760.00,1965.00,655.00,240.00,235.00,205.00,625.00,6.10,1965.00,1840.00,125.00,1960.00,1765.00,200.00,1965.00,555.00,900.00,150.00,90.00,85.00,90.00,100.00,1965.00,1835.00,130.00,1965.00,1125.00,710.00,135.00,1960.00,50.00,240.00,370.00,520.00,435.00,215.00,100.00,30.00,1960.00,1320.00,640.00,525.00,1140.00,66.80,28.90,1563.00,1575.00,700016.00,739487.00,820.00,8.50,37.60,809.00,940.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
