"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8"
"59152091",455.00,305.00,100.00,205.00,40.00,110.00,90.00,20.00
"59152092",660.00,385.00,125.00,260.00,35.00,235.00,215.00,15.00
"59152093",45.00,30.00,5.00,20.00,10.00,5.00,0.00,5.00
"59152094",195.00,130.00,15.00,115.00,35.00,25.00,25.00,5.00
"59152095",175.00,130.00,30.00,100.00,30.00,15.00,10.00,0.00
"59152096",180.00,115.00,20.00,90.00,30.00,40.00,35.00,5.00
"59152097",95.00,70.00,5.00,60.00,20.00,15.00,5.00,5.00
"59152100",130.00,95.00,10.00,85.00,25.00,15.00,10.00,0.00
"59152101",255.00,145.00,25.00,125.00,65.00,40.00,30.00,15.00
"59152102",255.00,175.00,25.00,150.00,50.00,30.00,20.00,10.00
"59152104",165.00,105.00,15.00,90.00,35.00,25.00,25.00,5.00
"59152105",215.00,155.00,35.00,115.00,20.00,40.00,30.00,15.00
"59152106",685.00,350.00,155.00,190.00,10.00,330.00,300.00,30.00
"59152107",375.00,245.00,80.00,170.00,35.00,95.00,75.00,15.00
"59152108",210.00,140.00,30.00,115.00,25.00,40.00,30.00,5.00
"59152109",295.00,190.00,40.00,155.00,35.00,65.00,55.00,10.00
"59152110",100.00,65.00,20.00,50.00,20.00,15.00,10.00,5.00
"59152111",130.00,85.00,10.00,75.00,30.00,20.00,20.00,5.00
"59152112",505.00,325.00,100.00,225.00,15.00,160.00,130.00,30.00
"59152113",245.00,170.00,40.00,135.00,35.00,40.00,30.00,10.00
"59152114",220.00,140.00,30.00,105.00,30.00,45.00,35.00,10.00
"59152115",150.00,105.00,20.00,80.00,35.00,10.00,5.00,5.00
"59152116",250.00,170.00,35.00,130.00,40.00,40.00,35.00,5.00
"59152117",260.00,150.00,40.00,115.00,30.00,80.00,75.00,5.00
"59152118",345.00,180.00,75.00,105.00,15.00,150.00,145.00,0.00
"59152119",190.00,145.00,20.00,125.00,5.00,35.00,30.00,5.00
"59152120",375.00,240.00,80.00,155.00,20.00,110.00,105.00,5.00
"59152121",200.00,130.00,25.00,100.00,35.00,40.00,25.00,10.00
"59152122",195.00,135.00,30.00,105.00,35.00,30.00,20.00,10.00
"59152123",180.00,140.00,50.00,90.00,20.00,15.00,20.00,0.00
"59152124",335.00,265.00,65.00,195.00,35.00,40.00,35.00,5.00
"59152125",240.00,185.00,45.00,140.00,30.00,30.00,25.00,5.00
"59152126",185.00,155.00,70.00,85.00,10.00,20.00,20.00,0.00
"59152127",140.00,120.00,45.00,75.00,5.00,15.00,10.00,5.00
"59152128",215.00,170.00,60.00,110.00,15.00,30.00,20.00,5.00
"59152129",200.00,165.00,70.00,90.00,5.00,25.00,25.00,5.00
"59152130",150.00,110.00,40.00,70.00,10.00,20.00,25.00,0.00
"59152131",130.00,100.00,30.00,70.00,10.00,20.00,15.00,5.00
"59152132",175.00,150.00,50.00,100.00,5.00,15.00,10.00,5.00
"59152133",140.00,100.00,30.00,75.00,15.00,15.00,20.00,0.00
"59152134",140.00,100.00,30.00,75.00,15.00,20.00,15.00,5.00
"59152135",205.00,150.00,30.00,120.00,20.00,35.00,30.00,5.00
"59152136",215.00,175.00,60.00,115.00,15.00,25.00,20.00,5.00
"59152137",160.00,140.00,55.00,85.00,10.00,10.00,5.00,0.00
"59152138",165.00,135.00,45.00,85.00,15.00,15.00,15.00,5.00
"59152139",170.00,140.00,30.00,105.00,10.00,20.00,15.00,5.00
"59152140",165.00,135.00,45.00,90.00,10.00,25.00,20.00,5.00
"59152143",155.00,110.00,30.00,85.00,20.00,30.00,15.00,10.00
"59152144",150.00,105.00,25.00,85.00,15.00,30.00,20.00,5.00
"59152145",215.00,170.00,50.00,120.00,20.00,25.00,20.00,10.00
"59152146",180.00,130.00,35.00,90.00,20.00,30.00,25.00,10.00
"59152147",185.00,140.00,35.00,105.00,25.00,20.00,25.00,0.00
"59152148",105.00,85.00,35.00,50.00,5.00,20.00,20.00,5.00
"59152149",200.00,165.00,65.00,105.00,5.00,35.00,30.00,5.00
"59152150",145.00,110.00,40.00,70.00,5.00,25.00,25.00,5.00
"59152151",140.00,120.00,25.00,90.00,5.00,15.00,10.00,5.00
"59152152",195.00,150.00,45.00,100.00,20.00,30.00,25.00,5.00
"59152153",180.00,130.00,40.00,90.00,20.00,25.00,20.00,5.00
"59152154",165.00,130.00,40.00,85.00,25.00,15.00,15.00,0.00
"59152155",245.00,165.00,45.00,115.00,25.00,50.00,45.00,15.00
"59152156",155.00,120.00,30.00,80.00,20.00,20.00,10.00,10.00
"59152157",95.00,75.00,15.00,60.00,10.00,15.00,10.00,0.00
"59152158",415.00,260.00,90.00,175.00,15.00,135.00,120.00,10.00
"59152159",150.00,105.00,20.00,80.00,25.00,25.00,15.00,5.00
"59152160",100.00,70.00,20.00,55.00,20.00,5.00,5.00,0.00
"59152163",150.00,105.00,25.00,80.00,30.00,15.00,15.00,5.00
"59152164",150.00,105.00,30.00,75.00,20.00,35.00,25.00,10.00
"59152165",210.00,155.00,45.00,110.00,20.00,40.00,30.00,5.00
"59152166",255.00,205.00,55.00,145.00,20.00,35.00,25.00,5.00
"59152167",145.00,105.00,30.00,70.00,15.00,25.00,20.00,0.00
"59152169",135.00,100.00,25.00,75.00,25.00,15.00,15.00,0.00
"59152170",90.00,70.00,25.00,50.00,10.00,10.00,10.00,5.00
"59152171",165.00,105.00,25.00,85.00,25.00,30.00,20.00,10.00
"59152172",170.00,115.00,35.00,85.00,30.00,20.00,15.00,5.00
"59152173",170.00,110.00,10.00,100.00,35.00,25.00,20.00,10.00
"59152174",375.00,230.00,55.00,175.00,60.00,85.00,65.00,20.00
"59152175",460.00,230.00,85.00,145.00,25.00,200.00,185.00,20.00
"59152176",365.00,245.00,50.00,195.00,50.00,70.00,55.00,15.00
"59152177",250.00,170.00,35.00,140.00,45.00,30.00,20.00,10.00
"59152178",180.00,125.00,20.00,105.00,25.00,30.00,20.00,10.00
"59152179",140.00,85.00,15.00,70.00,30.00,30.00,15.00,15.00
"59152180",125.00,75.00,15.00,65.00,25.00,20.00,10.00,10.00
"59152181",225.00,115.00,40.00,70.00,15.00,100.00,80.00,15.00
"59152182",165.00,90.00,25.00,65.00,20.00,45.00,30.00,15.00
"59152183",185.00,90.00,20.00,70.00,35.00,60.00,40.00,20.00
"59152184",245.00,160.00,40.00,120.00,25.00,60.00,40.00,15.00
"59152185",270.00,185.00,60.00,130.00,20.00,65.00,50.00,20.00
"59152186",360.00,260.00,95.00,165.00,15.00,80.00,55.00,25.00
"59152187",130.00,80.00,15.00,65.00,10.00,40.00,30.00,15.00
"59152188",205.00,120.00,35.00,90.00,25.00,60.00,35.00,25.00
"59152189",245.00,150.00,40.00,110.00,25.00,70.00,50.00,20.00
"59152190",155.00,95.00,25.00,70.00,15.00,45.00,35.00,5.00
"59152191",160.00,110.00,20.00,90.00,20.00,25.00,20.00,10.00
"59152192",215.00,160.00,50.00,105.00,15.00,40.00,30.00,5.00
"59152193",240.00,175.00,45.00,125.00,25.00,45.00,30.00,10.00
"59152194",165.00,115.00,35.00,80.00,10.00,45.00,35.00,10.00
"59152195",305.00,85.00,40.00,45.00,5.00,215.00,205.00,10.00
"59152196",285.00,180.00,65.00,115.00,30.00,75.00,50.00,25.00
"59152197",190.00,115.00,35.00,80.00,25.00,50.00,35.00,15.00
"59152198",195.00,130.00,25.00,100.00,30.00,35.00,20.00,15.00
"59152199",210.00,135.00,35.00,100.00,15.00,65.00,45.00,25.00
"59152200",195.00,120.00,35.00,85.00,15.00,55.00,35.00,20.00
"59152201",1035.00,505.00,245.00,265.00,20.00,515.00,435.00,85.00
"59152202",725.00,200.00,80.00,125.00,5.00,510.00,480.00,35.00
"59152203",230.00,110.00,45.00,60.00,5.00,115.00,90.00,25.00
"59152204",240.00,175.00,65.00,105.00,10.00,55.00,45.00,15.00
"59152205",355.00,145.00,65.00,80.00,20.00,190.00,150.00,40.00
"59152206",530.00,220.00,95.00,125.00,5.00,300.00,270.00,35.00
"59152207",180.00,125.00,15.00,110.00,25.00,30.00,20.00,10.00
"59152208",185.00,130.00,30.00,100.00,25.00,25.00,25.00,5.00
"59152209",275.00,180.00,35.00,145.00,35.00,60.00,45.00,10.00
"59152210",125.00,85.00,25.00,60.00,25.00,15.00,10.00,5.00
"59152211",100.00,70.00,20.00,45.00,15.00,15.00,10.00,0.00
"59152212",145.00,95.00,20.00,75.00,25.00,20.00,15.00,5.00
"59152213",285.00,210.00,25.00,185.00,35.00,35.00,30.00,5.00
"59152214",180.00,115.00,25.00,85.00,40.00,25.00,15.00,10.00
"59152217",350.00,220.00,60.00,160.00,20.00,105.00,80.00,25.00
"59152218",130.00,95.00,10.00,85.00,25.00,15.00,5.00,10.00
"59152219",150.00,100.00,20.00,80.00,30.00,15.00,15.00,5.00
"59152220",155.00,115.00,25.00,85.00,20.00,15.00,10.00,10.00
"59152221",110.00,70.00,10.00,60.00,30.00,15.00,10.00,5.00
"59152222",130.00,80.00,15.00,70.00,30.00,20.00,15.00,5.00
"59152223",140.00,105.00,20.00,85.00,25.00,10.00,5.00,0.00
"59152224",205.00,120.00,15.00,100.00,40.00,45.00,30.00,15.00
"59152225",225.00,135.00,25.00,110.00,50.00,45.00,30.00,10.00
"59152226",155.00,105.00,35.00,65.00,15.00,35.00,20.00,10.00
"59152227",190.00,125.00,35.00,90.00,20.00,45.00,35.00,5.00
"59152228",190.00,125.00,30.00,95.00,35.00,35.00,25.00,15.00
"59152229",235.00,155.00,40.00,115.00,35.00,45.00,30.00,10.00
"59152230",120.00,70.00,10.00,60.00,25.00,25.00,15.00,10.00
"59152231",210.00,135.00,35.00,100.00,40.00,40.00,30.00,10.00
"59152232",190.00,130.00,40.00,90.00,20.00,40.00,20.00,15.00
"59152233",195.00,130.00,20.00,110.00,35.00,25.00,20.00,0.00
"59152234",185.00,130.00,20.00,105.00,40.00,20.00,15.00,10.00
"59152235",170.00,110.00,25.00,85.00,35.00,25.00,15.00,10.00
"59152236",140.00,100.00,20.00,80.00,25.00,20.00,10.00,15.00
"59152237",195.00,125.00,25.00,95.00,45.00,25.00,10.00,15.00
"59152238",210.00,125.00,40.00,90.00,45.00,40.00,30.00,5.00
"59152239",165.00,100.00,25.00,75.00,30.00,35.00,15.00,20.00
"59152240",235.00,155.00,35.00,125.00,50.00,25.00,10.00,15.00
"59152241",150.00,100.00,15.00,80.00,30.00,25.00,15.00,10.00
"59152242",180.00,140.00,25.00,110.00,25.00,15.00,15.00,0.00
"59152243",175.00,125.00,20.00,105.00,25.00,20.00,20.00,5.00
"59152244",215.00,130.00,25.00,105.00,45.00,45.00,25.00,15.00
"59152245",160.00,85.00,15.00,75.00,30.00,40.00,20.00,20.00
"59152246",160.00,135.00,20.00,115.00,10.00,15.00,10.00,5.00
"59152247",230.00,135.00,40.00,95.00,5.00,85.00,80.00,10.00
"59152248",260.00,95.00,40.00,55.00,5.00,165.00,150.00,10.00
"59152249",165.00,150.00,10.00,140.00,10.00,15.00,10.00,0.00
"59152250",145.00,105.00,25.00,80.00,15.00,30.00,20.00,5.00
"59152251",580.00,335.00,190.00,145.00,0.00,245.00,235.00,10.00
"59152253",335.00,265.00,40.00,225.00,20.00,50.00,45.00,5.00
"59152254",300.00,180.00,85.00,95.00,5.00,115.00,100.00,15.00
"59152255",500.00,360.00,75.00,285.00,20.00,120.00,110.00,15.00
"59152256",155.00,125.00,50.00,70.00,5.00,35.00,25.00,10.00
"59152257",185.00,145.00,50.00,95.00,10.00,35.00,25.00,5.00
"59152258",165.00,120.00,35.00,85.00,5.00,35.00,25.00,5.00
"59152259",905.00,770.00,250.00,520.00,50.00,85.00,75.00,10.00
"59152260",145.00,125.00,50.00,75.00,5.00,20.00,20.00,0.00
"59152264",180.00,150.00,60.00,95.00,5.00,20.00,20.00,0.00
"59152265",230.00,210.00,65.00,145.00,10.00,15.00,15.00,0.00
"59152266",140.00,110.00,40.00,70.00,10.00,20.00,15.00,5.00
"59152267",140.00,120.00,40.00,80.00,5.00,15.00,15.00,0.00
"59152268",200.00,170.00,50.00,120.00,10.00,20.00,20.00,0.00
"59152269",155.00,140.00,55.00,85.00,5.00,15.00,15.00,0.00
"59152270",240.00,210.00,80.00,130.00,10.00,15.00,15.00,0.00
"59152271",130.00,115.00,30.00,80.00,5.00,15.00,10.00,0.00
"59152272",80.00,60.00,20.00,35.00,5.00,15.00,15.00,5.00
"59152273",275.00,235.00,65.00,170.00,10.00,30.00,30.00,0.00
"59152274",160.00,130.00,30.00,95.00,5.00,20.00,25.00,0.00
"59152275",980.00,680.00,140.00,545.00,90.00,205.00,175.00,35.00
"59152276",595.00,395.00,115.00,280.00,30.00,165.00,150.00,15.00
"59152277",190.00,115.00,15.00,95.00,40.00,35.00,25.00,10.00
"59152278",135.00,85.00,15.00,70.00,20.00,30.00,15.00,5.00
"59152279",245.00,170.00,65.00,110.00,25.00,45.00,40.00,10.00
"59152280",150.00,75.00,35.00,45.00,5.00,75.00,70.00,0.00
"59152281",230.00,165.00,115.00,50.00,5.00,55.00,55.00,5.00
"59152282",200.00,160.00,85.00,75.00,5.00,35.00,30.00,5.00
"59152283",100.00,90.00,40.00,45.00,5.00,15.00,15.00,5.00
"59152284",390.00,290.00,120.00,170.00,30.00,65.00,55.00,10.00
"59152285",240.00,200.00,70.00,135.00,5.00,25.00,25.00,0.00
"59152286",410.00,300.00,70.00,230.00,55.00,55.00,45.00,15.00
"59152288",275.00,210.00,85.00,120.00,40.00,25.00,25.00,0.00
"59152289",250.00,195.00,65.00,125.00,35.00,20.00,10.00,5.00
"59152290",135.00,100.00,45.00,55.00,5.00,25.00,20.00,0.00
"59152291",355.00,160.00,105.00,55.00,35.00,165.00,150.00,10.00
"59152292",180.00,130.00,55.00,70.00,20.00,25.00,20.00,0.00
"59152294",380.00,275.00,95.00,185.00,30.00,75.00,60.00,20.00
"59152295",665.00,470.00,115.00,355.00,70.00,120.00,105.00,15.00
"59152296",1780.00,1290.00,260.00,1030.00,195.00,290.00,255.00,35.00
"59152297",635.00,480.00,120.00,355.00,60.00,100.00,85.00,15.00
"59152299",275.00,215.00,95.00,120.00,20.00,40.00,40.00,5.00
"59152300",165.00,130.00,55.00,80.00,10.00,25.00,25.00,5.00
"59152302",305.00,245.00,70.00,175.00,20.00,40.00,30.00,10.00
"59152303",235.00,185.00,65.00,125.00,20.00,30.00,25.00,5.00
"59152304",175.00,145.00,50.00,95.00,10.00,25.00,20.00,5.00
"59152305",215.00,160.00,50.00,115.00,25.00,35.00,20.00,10.00
"59152306",215.00,165.00,65.00,100.00,5.00,50.00,40.00,10.00
"59152307",170.00,130.00,50.00,85.00,10.00,25.00,20.00,10.00
"59152308",220.00,170.00,35.00,135.00,15.00,30.00,30.00,5.00
"59152309",185.00,140.00,40.00,100.00,10.00,35.00,30.00,0.00
"59152312",430.00,360.00,115.00,240.00,30.00,40.00,30.00,5.00
"59152313",160.00,125.00,40.00,85.00,10.00,15.00,15.00,5.00
"59152314",170.00,130.00,30.00,100.00,10.00,30.00,25.00,5.00
"59152315",195.00,150.00,60.00,95.00,10.00,30.00,25.00,5.00
"59152316",160.00,120.00,45.00,80.00,10.00,30.00,30.00,0.00
"59152317",215.00,155.00,40.00,115.00,5.00,50.00,45.00,5.00
"59152318",280.00,155.00,55.00,100.00,5.00,125.00,110.00,10.00
"59152319",435.00,145.00,90.00,55.00,0.00,285.00,265.00,15.00
"59152320",430.00,160.00,80.00,80.00,0.00,270.00,235.00,35.00
"59152321",305.00,225.00,55.00,170.00,10.00,65.00,40.00,25.00
"59152322",115.00,60.00,15.00,40.00,25.00,30.00,25.00,5.00
"59152323",210.00,165.00,80.00,90.00,20.00,25.00,25.00,5.00
"59152324",170.00,135.00,45.00,85.00,10.00,30.00,20.00,10.00
"59152325",190.00,150.00,50.00,100.00,10.00,30.00,30.00,5.00
"59152326",245.00,190.00,85.00,105.00,20.00,30.00,25.00,5.00
"59152327",235.00,170.00,55.00,110.00,15.00,50.00,55.00,0.00
"59152328",215.00,190.00,85.00,105.00,5.00,25.00,25.00,0.00
"59152329",115.00,90.00,40.00,50.00,5.00,15.00,20.00,0.00
"59152330",215.00,170.00,65.00,105.00,10.00,30.00,25.00,5.00
"59152331",240.00,185.00,80.00,105.00,15.00,35.00,40.00,0.00
"59152332",230.00,185.00,80.00,110.00,15.00,30.00,25.00,5.00
"59152333",225.00,150.00,40.00,110.00,5.00,75.00,65.00,5.00
"59152334",225.00,160.00,65.00,100.00,10.00,55.00,45.00,5.00
"59152335",270.00,175.00,70.00,105.00,10.00,85.00,75.00,10.00
"59152336",260.00,170.00,90.00,80.00,5.00,85.00,75.00,5.00
"59152337",280.00,230.00,100.00,130.00,20.00,30.00,20.00,10.00
"59152338",165.00,140.00,65.00,65.00,5.00,20.00,20.00,0.00
"59152339",170.00,135.00,40.00,90.00,10.00,25.00,15.00,10.00
"59152340",525.00,345.00,95.00,255.00,85.00,95.00,85.00,10.00
"59152341",360.00,205.00,105.00,100.00,5.00,155.00,125.00,25.00
"59152342",115.00,80.00,30.00,55.00,5.00,30.00,25.00,5.00
"59152343",440.00,245.00,115.00,130.00,5.00,195.00,175.00,20.00
"59152344",320.00,175.00,85.00,90.00,5.00,145.00,130.00,20.00
"59152345",565.00,225.00,130.00,95.00,0.00,340.00,305.00,30.00
"59152346",495.00,260.00,120.00,140.00,0.00,235.00,210.00,20.00
"59152347",360.00,200.00,70.00,135.00,5.00,155.00,135.00,15.00
"59152348",195.00,105.00,30.00,75.00,0.00,90.00,75.00,10.00
"59152350",485.00,180.00,120.00,65.00,0.00,305.00,290.00,20.00
"59152351",195.00,155.00,45.00,110.00,5.00,35.00,25.00,5.00
"59152352",190.00,160.00,45.00,115.00,0.00,25.00,20.00,5.00
"59152353",135.00,95.00,25.00,70.00,0.00,40.00,30.00,10.00
"59152354",175.00,130.00,45.00,90.00,5.00,45.00,30.00,10.00
"59152355",150.00,125.00,45.00,85.00,5.00,20.00,20.00,0.00
"59152356",165.00,140.00,55.00,85.00,5.00,20.00,15.00,0.00
"59152357",95.00,80.00,35.00,40.00,5.00,15.00,15.00,0.00
"59152358",275.00,225.00,85.00,140.00,15.00,35.00,35.00,5.00
"59152359",305.00,235.00,95.00,145.00,5.00,65.00,50.00,10.00
"59152360",150.00,120.00,50.00,70.00,5.00,25.00,25.00,0.00
"59152361",145.00,110.00,40.00,70.00,10.00,30.00,25.00,0.00
"59152362",165.00,130.00,45.00,85.00,10.00,30.00,20.00,5.00
"59152363",150.00,120.00,45.00,75.00,15.00,20.00,15.00,0.00
"59152364",150.00,125.00,65.00,65.00,5.00,20.00,20.00,0.00
"59152365",195.00,160.00,75.00,85.00,0.00,30.00,20.00,10.00
"59152366",190.00,155.00,65.00,95.00,5.00,30.00,25.00,10.00
"59152367",165.00,130.00,40.00,90.00,5.00,25.00,20.00,5.00
"59152368",160.00,130.00,55.00,70.00,5.00,30.00,25.00,0.00
"59152369",325.00,275.00,105.00,175.00,10.00,35.00,30.00,10.00
"59152370",340.00,275.00,120.00,160.00,20.00,45.00,45.00,5.00
"59152371",105.00,90.00,50.00,35.00,5.00,10.00,10.00,0.00
"59152372",270.00,210.00,85.00,125.00,15.00,45.00,45.00,0.00
"59152373",120.00,100.00,55.00,50.00,5.00,15.00,10.00,0.00
"59152374",205.00,165.00,65.00,95.00,10.00,30.00,30.00,5.00
"59152375",200.00,165.00,75.00,85.00,5.00,30.00,30.00,0.00
"59152377",585.00,360.00,160.00,200.00,15.00,205.00,200.00,10.00
"59152380",110.00,75.00,25.00,55.00,15.00,15.00,15.00,0.00
"59152381",190.00,145.00,50.00,95.00,15.00,30.00,30.00,5.00
"59152382",280.00,200.00,85.00,115.00,10.00,70.00,65.00,5.00
"59152383",105.00,75.00,30.00,45.00,5.00,30.00,25.00,0.00
"59152384",235.00,125.00,50.00,75.00,5.00,100.00,95.00,10.00
"59152385",365.00,175.00,60.00,115.00,5.00,185.00,155.00,30.00
"59152386",360.00,115.00,95.00,20.00,0.00,250.00,240.00,10.00
"59152387",285.00,85.00,45.00,35.00,0.00,205.00,185.00,20.00
"59152388",290.00,160.00,75.00,85.00,0.00,125.00,115.00,10.00
"59152389",715.00,415.00,190.00,225.00,10.00,290.00,265.00,25.00
"59152390",215.00,110.00,50.00,60.00,5.00,105.00,85.00,20.00
"59152391",605.00,50.00,30.00,20.00,0.00,555.00,545.00,10.00
"59152392",1105.00,465.00,260.00,210.00,0.00,635.00,580.00,55.00
"59152393",275.00,140.00,60.00,70.00,0.00,140.00,130.00,10.00
"59152394",410.00,245.00,110.00,135.00,5.00,155.00,145.00,15.00
"59152395",690.00,385.00,175.00,210.00,5.00,300.00,290.00,10.00
"59152396",280.00,175.00,80.00,95.00,10.00,90.00,80.00,10.00
"59152397",180.00,150.00,35.00,115.00,0.00,30.00,25.00,5.00
"59152398",100.00,85.00,20.00,65.00,10.00,10.00,10.00,0.00
"59152399",150.00,125.00,35.00,90.00,10.00,15.00,20.00,5.00
"59152403",120.00,85.00,30.00,55.00,5.00,25.00,20.00,5.00
"59152406",1485.00,1190.00,275.00,915.00,75.00,215.00,170.00,50.00
"59152407",190.00,160.00,40.00,120.00,5.00,25.00,20.00,0.00
"59152408",115.00,105.00,30.00,75.00,0.00,5.00,10.00,0.00
"59152409",150.00,135.00,50.00,80.00,5.00,10.00,10.00,0.00
"59152410",170.00,160.00,60.00,105.00,5.00,10.00,10.00,5.00
"59152411",145.00,115.00,40.00,70.00,5.00,25.00,20.00,5.00
"59152414",745.00,545.00,225.00,320.00,10.00,195.00,175.00,15.00
"59152415",130.00,115.00,25.00,85.00,5.00,10.00,10.00,5.00
"59152416",80.00,75.00,25.00,50.00,0.00,10.00,5.00,0.00
"59152417",200.00,165.00,40.00,120.00,15.00,15.00,20.00,0.00
"59152418",660.00,520.00,200.00,320.00,10.00,125.00,115.00,10.00
"59152419",115.00,100.00,25.00,75.00,0.00,10.00,10.00,5.00
"59152420",170.00,140.00,50.00,90.00,10.00,20.00,15.00,5.00
"59152421",175.00,140.00,50.00,90.00,10.00,25.00,15.00,10.00
"59152422",140.00,125.00,35.00,90.00,0.00,10.00,10.00,0.00
"59152423",230.00,195.00,80.00,115.00,5.00,35.00,25.00,5.00
"59152424",340.00,295.00,95.00,205.00,5.00,35.00,35.00,5.00
"59152425",295.00,260.00,70.00,185.00,10.00,25.00,25.00,0.00
"59152426",200.00,180.00,65.00,115.00,0.00,20.00,15.00,0.00
"59152428",845.00,460.00,230.00,230.00,10.00,375.00,325.00,50.00
"59152431",350.00,230.00,150.00,85.00,5.00,110.00,105.00,5.00
"59152432",375.00,295.00,110.00,190.00,10.00,70.00,50.00,15.00
"59152433",15.00,10.00,5.00,5.00,0.00,5.00,0.00,0.00
"59152434",235.00,165.00,80.00,85.00,10.00,60.00,55.00,0.00
"59152435",395.00,250.00,120.00,130.00,5.00,140.00,125.00,15.00
"59152436",360.00,140.00,65.00,75.00,5.00,215.00,195.00,20.00
"59152437",375.00,150.00,90.00,65.00,0.00,220.00,195.00,25.00
"59152439",330.00,170.00,95.00,80.00,5.00,155.00,140.00,15.00
"59152440",155.00,120.00,35.00,85.00,5.00,30.00,25.00,5.00
"59152441",135.00,105.00,25.00,80.00,5.00,25.00,15.00,5.00
"59152442",310.00,185.00,85.00,100.00,10.00,110.00,105.00,15.00
"59152443",190.00,135.00,50.00,85.00,5.00,50.00,45.00,10.00
"59152444",115.00,95.00,30.00,65.00,0.00,20.00,15.00,5.00
"59152445",305.00,180.00,70.00,110.00,5.00,120.00,105.00,15.00
"59152446",155.00,130.00,45.00,90.00,0.00,25.00,25.00,0.00
"59152448",155.00,120.00,30.00,90.00,5.00,25.00,20.00,5.00
"59152449",140.00,110.00,40.00,75.00,5.00,20.00,20.00,5.00
"59152450",285.00,210.00,90.00,120.00,10.00,65.00,55.00,5.00
"59152451",210.00,155.00,55.00,100.00,10.00,35.00,30.00,5.00
"59152452",100.00,80.00,30.00,45.00,0.00,20.00,15.00,5.00
"59152453",230.00,180.00,60.00,125.00,10.00,40.00,35.00,5.00
"59152454",245.00,195.00,80.00,115.00,5.00,45.00,40.00,5.00
"59152455",485.00,270.00,125.00,145.00,5.00,210.00,190.00,20.00
"59152456",915.00,425.00,230.00,195.00,5.00,485.00,445.00,45.00
"59152458",305.00,105.00,45.00,55.00,0.00,195.00,180.00,15.00
"59152459",315.00,80.00,30.00,45.00,0.00,230.00,210.00,20.00
"59152460",415.00,130.00,70.00,60.00,5.00,280.00,265.00,15.00
"59152461",165.00,120.00,50.00,70.00,10.00,35.00,30.00,10.00
"59152462",285.00,220.00,75.00,145.00,0.00,60.00,55.00,10.00
"59152463",255.00,195.00,65.00,135.00,0.00,55.00,50.00,10.00
"59152464",215.00,170.00,60.00,110.00,10.00,35.00,25.00,5.00
"59152465",115.00,85.00,15.00,65.00,5.00,25.00,20.00,5.00
"59152466",205.00,170.00,60.00,115.00,5.00,25.00,25.00,5.00
"59152467",150.00,120.00,45.00,75.00,5.00,25.00,20.00,5.00
"59152468",155.00,135.00,60.00,75.00,0.00,20.00,20.00,0.00
"59152469",155.00,135.00,55.00,80.00,5.00,20.00,15.00,0.00
"59152470",145.00,95.00,40.00,55.00,5.00,40.00,35.00,5.00
"59152471",140.00,105.00,50.00,50.00,5.00,35.00,30.00,5.00
"59152472",170.00,135.00,45.00,95.00,5.00,30.00,30.00,0.00
"59152474",360.00,245.00,65.00,185.00,15.00,100.00,90.00,15.00
"59152477",245.00,210.00,65.00,145.00,5.00,30.00,25.00,5.00
"59152478",140.00,115.00,45.00,70.00,0.00,20.00,15.00,5.00
"59152479",260.00,200.00,75.00,125.00,15.00,45.00,35.00,5.00
"59152480",495.00,385.00,140.00,250.00,10.00,100.00,85.00,15.00
"59152481",240.00,150.00,100.00,55.00,5.00,85.00,70.00,10.00
"59152482",165.00,65.00,55.00,5.00,0.00,100.00,100.00,5.00
"59152483",295.00,245.00,80.00,160.00,10.00,40.00,35.00,5.00
"59152491",200.00,140.00,70.00,70.00,15.00,45.00,35.00,15.00
"59152492",135.00,90.00,45.00,45.00,5.00,40.00,35.00,5.00
"59152494",160.00,125.00,55.00,70.00,10.00,20.00,20.00,0.00
"59152495",140.00,120.00,55.00,60.00,5.00,20.00,15.00,5.00
"59152496",220.00,185.00,85.00,100.00,10.00,20.00,20.00,0.00
"59152497",365.00,275.00,125.00,150.00,20.00,70.00,60.00,10.00
"59152498",145.00,115.00,60.00,50.00,10.00,20.00,20.00,5.00
"59152499",225.00,185.00,90.00,100.00,10.00,25.00,25.00,5.00
"59152500",240.00,155.00,70.00,85.00,10.00,75.00,70.00,5.00
"59152501",220.00,165.00,70.00,100.00,20.00,35.00,25.00,10.00
"59152502",525.00,235.00,150.00,85.00,10.00,285.00,265.00,20.00
"59152507",200.00,110.00,60.00,55.00,15.00,80.00,70.00,10.00
"59152510",140.00,110.00,35.00,75.00,5.00,25.00,20.00,5.00
"59152511",140.00,110.00,45.00,70.00,5.00,25.00,20.00,5.00
"59152512",215.00,155.00,55.00,100.00,10.00,50.00,45.00,10.00
"59152514",155.00,120.00,40.00,75.00,10.00,25.00,20.00,5.00
"59152515",310.00,215.00,40.00,170.00,10.00,90.00,80.00,10.00
"59152516",180.00,110.00,25.00,85.00,0.00,70.00,55.00,15.00
"59152517",260.00,115.00,40.00,80.00,5.00,135.00,125.00,10.00
"59152518",155.00,120.00,45.00,80.00,10.00,25.00,20.00,0.00
"59152519",130.00,95.00,30.00,65.00,5.00,25.00,20.00,5.00
"59152520",190.00,150.00,55.00,90.00,20.00,25.00,20.00,5.00
"59152523",435.00,275.00,85.00,190.00,0.00,155.00,140.00,10.00
"59152524",360.00,285.00,85.00,205.00,25.00,45.00,40.00,5.00
